EpThisIter,loss_kl,TimeElapsed,loss_pol_entpen,ev_tdlam_before,loss_pol_surr,EpisodesSoFar,loss_ent,EpLenMean,TimestepsSoFar,EpRewMean,loss_vf_loss
4,0.0513363,955.2879683971405,0.0,0.99434975069,-0.0659341,3449,0.944523,470.61,944046,1683.32353325,12.4645
6,0.0442761,957.3512196540833,0.0,0.993876471184,-0.0525648,3455,0.96002,459.2,946121,1640.57631661,15.9601
5,0.0405572,959.4010217189789,0.0,0.994163083844,-0.0630518,3460,0.98258,458.72,947745,1639.72854074,17.9267
5,0.0520802,961.4832587242126,0.0,0.99315934116,-0.0550569,3465,0.988525,461.14,949985,1647.4866273,14.9269
5,0.0442695,963.5558040142059,0.0,0.995643868111,-0.0617192,3470,0.973577,465.24,951918,1662.20714232,12.9308
5,0.0509055,965.6188812255859,0.0,0.995527621824,-0.0568035,3475,0.951038,463.37,954241,1654.19737009,16.1082
3,0.0376351,967.6874945163727,0.0,0.995377650019,-0.0621619,3478,0.9194,460.15,955925,1644.14267951,8.86767
4,0.0544628,969.7575836181641,0.0,0.996708069462,-0.053682,3482,0.928861,466.03,957843,1666.04112099,8.41012
4,0.0373569,971.8272566795349,0.0,0.994017803576,-0.0650904,3486,0.904762,462.81,960226,1653.3558789,13.5779
5,0.0569335,973.890255689621,0.0,0.992056384683,-0.0550872,3491,0.88715,455.99,962432,1630.20421463,18.9391
5,0.047414,975.9520606994629,0.0,0.992858345155,-0.058856,3496,0.859917,457.9,964398,1638.94725488,15.2884
5,0.0565022,978.0146858692169,0.0,0.994923554827,-0.0615799,3501,0.826719,458.88,966500,1643.76921391,14.203
6,0.0483893,980.0980224609375,0.0,0.996338163735,-0.0684274,3507,0.815762,448.53,968465,1608.53529396,10.7038
6,0.0580379,982.1480464935303,0.0,0.99674012675,-0.0663279,3513,0.771257,437.22,970631,1569.16008307,10.109
6,0.0420119,984.210688829422,0.0,0.996009544469,-0.0593222,3519,0.730292,428.91,972696,1541.0956143,14.0255
5,0.0439993,986.2879147529602,0.0,0.99458302604,-0.0619453,3524,0.750643,421.62,974442,1513.77490192,11.6164
5,0.0542984,988.351211309433,0.0,0.997308360646,-0.060598,3529,0.705301,419.81,976527,1508.79502593,7.12946
5,0.0472173,990.414609670639,0.0,0.993490424007,-0.0491896,3534,0.686949,419.08,978911,1506.25276372,28.3835
5,0.0475759,992.4746086597443,0.0,0.995473212563,-0.0603255,3539,0.647823,414.19,980644,1489.68028156,15.4786
6,0.043634,994.5538606643677,0.0,0.996688329149,-0.0592928,3545,0.67179,403.77,982452,1453.83064798,10.1481
7,0.0635797,996.6166336536407,0.0,0.996505299583,-0.05068,3552,0.684735,398.26,984779,1435.85321369,9.65972
5,0.0450604,998.6794657707214,0.0,0.996042522136,-0.0694411,3557,0.683327,402.26,986952,1451.31785677,11.8968
3,0.0250535,1000.7430455684662,0.0,0.863167241216,-0.0257136,3560,0.680477,412.28,988973,1485.87518907,522.717
5,0.0482177,1002.8064725399017,0.0,0.995296171401,-0.0551657,3565,0.608808,411.24,991109,1482.86543899,14.9807
6,0.0464878,1004.8689162731171,0.0,0.992235082667,-0.0665331,3571,0.607156,406.67,993081,1465.89639622,19.5048
6,0.0554955,1006.9367561340332,0.0,0.995023684576,-0.0592139,3577,0.597534,396.39,994990,1428.44491384,16.1009
4,0.0498962,1009.0109708309174,0.0,0.992856315337,-0.0543928,3581,0.598244,395.51,996929,1425.51383099,14.3706
4,0.0424256,1011.0755145549774,0.0,0.897047765553,-0.0262511,3585,0.583076,393.08,999149,1415.48414497,458.166
5,0.0531197,1013.1477837562561,0.0,0.993027478922,-0.0617877,3590,0.548181,390.79,1001120,1408.99063118,11.3805
