EpRewMean,EpThisIter,ev_tdlam_before,loss_pol_entpen,loss_kl,TimeElapsed,TimestepsSoFar,EpLenMean,loss_vf_loss,loss_pol_surr,EpisodesSoFar,loss_ent
7665.86712702,3,0.338111758232,0.0,0.0236465,769.8984823226929,900412,822.58,7232.8,-0.0104391,5406,-0.480801
7624.0952092,3,0.336262583733,0.0,0.0183119,771.6328504085541,902966,818.12,6827.32,-0.00743213,5409,-0.470303
7534.31077802,3,0.387413620949,0.0,0.0108871,773.3828456401825,905005,808.51,7799.13,-0.013065,5412,-0.458927
7351.90278558,4,0.286021053791,0.0,0.0148704,775.1172151565552,906547,788.96,6286.67,-0.0178629,5416,-0.472434
7351.7298652,2,-0.156920790672,0.0,0.0145257,776.8672103881836,908547,788.96,6098.01,-0.0105052,5418,-0.477374
7351.56431202,2,-0.179359436035,0.0,0.0174601,778.6017792224884,910547,788.96,6015.07,-0.00774879,5420,-0.485107
7300.51519123,3,0.383142709732,0.0,0.0208239,780.3523769378662,913003,783.52,6119.96,-0.00847364,5423,-0.485032
7300.26480387,2,-0.0249608755112,0.0,0.0110333,782.0869579315186,915003,783.52,5812.03,-0.00855409,5425,-0.487776
7300.04501254,2,-0.00699424743652,0.0,0.0120476,783.8443071842194,917003,783.52,5814.78,-0.0100411,5427,-0.479169
7379.21780185,2,-0.013019323349,0.0,0.0162482,785.5869660377502,919003,792.03,5832.57,-0.00852531,5429,-0.462857
7406.53707026,2,-0.00481390953064,0.0,0.0237878,787.3517167568207,921003,794.98,5519.28,-0.0135102,5431,-0.479781
7379.87661944,3,0.436561882496,0.0,0.026593,789.0860869884491,923274,792.14,5482.59,-0.00973021,5434,-0.478585
7280.41333099,4,0.544007897377,0.0,0.0106682,790.8673310279846,925672,781.48,7831.71,-0.0165604,5438,-0.492734
7325.942684,2,-0.0892270803452,0.0,0.0239993,792.601701259613,927672,786.37,5880.96,-0.0142489,5440,-0.498608
7325.92136817,2,-0.0500872135162,0.0,0.0159048,794.35169672966,929672,786.37,5674.41,-0.00881053,5442,-0.503562
7337.00564577,2,0.532062739134,0.0,0.0122093,796.1173167228699,931485,787.56,1347.39,-0.0152081,5444,-0.524409
7280.98105563,3,0.303790211678,0.0,0.0118936,797.8829357624054,933885,781.56,7713.55,-0.0141663,5447,-0.51673
7280.95731519,2,-0.0203378200531,0.0,0.0114427,799.6173052787781,935885,781.56,5828.79,-0.0118121,5449,-0.501025
7285.43450872,2,-0.0132563114166,0.0,0.0261667,801.3672993183136,937885,782.04,5814.98,-0.0112253,5451,-0.493948
7285.34541454,2,-0.0372045040131,0.0,0.0111796,803.1177971363068,939885,782.04,5730.74,-0.0116289,5453,-0.485806
7337.14104409,2,-0.0164252519608,0.0,0.0279319,804.8671700954437,941885,787.6,5843.41,-0.00670826,5455,-0.483223
7349.90456326,2,-0.0177496671677,0.0,0.0460124,806.6015400886536,943885,788.97,5858.19,-0.00545935,5457,-0.482203
7349.84496636,2,-0.0200434923172,0.0,0.00816642,808.3515348434448,945885,788.97,5880.2,-0.00771504,5459,-0.481854
7397.15913001,2,-0.000399827957153,0.0,0.0104603,810.0863797664642,947885,794.05,5874.42,-0.0112065,5461,-0.467908
7542.53023404,2,-0.00182676315308,0.0,0.010437,811.8241105079651,949885,809.65,5882.94,-0.0114238,5463,-0.440514
7441.24401734,4,0.453933954239,0.0,0.0147005,813.5708658695221,951889,798.79,5472.14,-0.0109767,5467,-0.448215
7351.74379529,3,0.672539710999,0.0,0.0182125,815.3053395748138,953929,789.19,4718.8,-0.011203,5470,-0.45173
7417.27866906,2,0.640982627869,0.0,0.0181799,817.0397524833679,955881,796.23,3469.11,-0.00885631,5472,-0.471423
7435.00383298,2,0.355223894119,0.0,0.0159965,818.7742700576782,957679,798.14,4331.16,-0.010475,5474,-0.486218
7444.98100159,3,0.400075614452,0.0,0.0156643,820.5077886581421,960078,799.22,6506.14,-0.0144107,5477,-0.489685
7399.67954382,2,0.508395850658,0.0,0.0225984,822.2421584129333,961592,794.36,3443.63,-0.00521304,5479,-0.471579
7357.83899932,4,0.490710318089,0.0,0.0126069,823.9921534061432,964216,789.89,7162.0,-0.0188362,5483,-0.484794
7286.40561964,4,0.721763879061,0.0,0.019424,825.726523399353,966517,782.24,5109.16,-0.0152421,5487,-0.486684
7426.87349365,2,0.00654536485672,0.0,0.0124155,827.4609031677246,968517,797.32,5704.72,-0.0102484,5489,-0.494439
7482.18103971,2,0.609564065933,0.0,0.0122246,829.2108857631683,969960,803.26,4027.59,-0.00788153,5491,-0.514895
7494.42053533,2,-0.0851700305939,0.0,0.0141155,830.9765057563782,971960,804.58,5998.76,-0.0125156,5493,-0.521517
7625.67564126,3,0.259858071804,0.0,0.0133213,832.7122461795807,974126,818.68,7583.21,-0.0122985,5496,-0.524451
7712.23434016,2,-0.00273168087006,0.0,0.0128125,834.4611232280731,976126,827.98,5874.32,-0.012188,5498,-0.525919
7632.22974235,3,0.16645014286,0.0,0.0101039,836.1954944133759,978185,819.4,8219.12,-0.00920563,5501,-0.549667
7632.17718984,2,-0.000775337219238,0.0,0.0223104,837.9454882144928,980185,819.4,5859.45,-0.00751392,5503,-0.547316
7579.81180246,4,0.511041790247,0.0,0.0198277,839.6642332077026,982790,813.78,6186.47,-0.0153563,5507,-0.536354
7563.10819324,2,0.367450475693,0.0,0.0183684,841.4297831058502,984165,811.99,4827.96,-0.0120755,5509,-0.53738
7642.57741191,3,0.470147252083,0.0,0.0190052,843.165773153305,987058,820.53,5137.47,-0.00958129,5512,-0.539851
7792.64300096,2,-0.10778093338,0.0,0.0139354,844.9210674762726,989058,836.64,5908.79,-0.0115575,5514,-0.528554
7819.08864851,2,0.544934004545,0.0,0.0188008,846.6484925746918,990495,839.48,4009.18,-0.0112984,5516,-0.522032
7819.07320136,2,-0.00267493724823,0.0,0.0111999,848.4141116142273,992495,839.48,5848.27,-0.00851971,5518,-0.518181
7819.04075033,2,-0.0389038324356,0.0,0.0160393,850.1484808921814,994495,839.48,5887.05,-0.0136589,5520,-0.508505
7807.0985025,3,0.184729993343,0.0,0.0178324,851.8828511238098,996823,838.2,6504.26,-0.0080157,5523,-0.510122
7807.16466504,2,-0.0244574546814,0.0,0.0194715,853.6029996871948,998823,838.2,5872.01,-0.0117086,5525,-0.498167
7648.66659241,4,0.448732852936,0.0,0.0132984,855.36780834198,1001121,821.18,7953.33,-0.0090311,5529,-0.492379
