loss_pol_surr,EpLenMean,EpisodesSoFar,loss_ent,loss_kl,TimestepsSoFar,EpThisIter,ev_tdlam_before,TimeElapsed,loss_vf_loss,loss_pol_entpen,EpRewMean
-0.0107862,859.14,5542,-0.567286,0.00982379,906777,3,0.382231295109,779.5521309375763,6322.56,0.0,8022.10631321
-0.0100546,859.14,5544,-0.574474,0.00871486,908777,2,0.00251698493958,781.318972826004,5750.91,0.0,8022.35251755
-0.0091206,859.14,5546,-0.552651,0.00983544,910777,2,-0.0218069553375,783.0682125091553,5884.46,0.0,8022.6278358
-0.00824895,863.1,5548,-0.561335,0.009084,912777,2,-0.00221788883209,784.8194372653961,5919.27,0.0,8059.86415269
-0.0107461,863.1,5550,-0.546827,0.0117725,914777,2,-0.00229001045227,786.577666759491,5900.31,0.0,8060.05955159
0.0007137,860.33,5553,-0.573258,0.0238567,917500,3,0.268743038177,788.3323018550873,7676.41,0.0,8034.44613553
-0.00692333,861.98,5555,-0.573278,0.00977117,919500,2,-0.0196365118027,790.0830826759338,5869.38,0.0,8050.11866132
-0.0104639,861.98,5557,-0.560633,0.00918942,921500,2,9.94801521301e-05,791.8379490375519,5885.86,0.0,8050.35503593
-0.00616722,863.36,5559,-0.555517,0.00843113,923500,2,-0.0342079401016,793.6035704612732,5877.06,0.0,8063.41683228
-0.00854234,871.07,5561,-0.556382,0.0097955,925500,2,-0.00130569934845,795.3535916805267,5915.09,0.0,8135.61999428
-0.00987502,871.07,5563,-0.550776,0.00763846,927500,2,0.0036159157753,797.1070957183838,5145.79,0.0,8135.7661802
-0.00839289,880.63,5565,-0.559957,0.0108996,929500,2,-0.0101547241211,798.8591568470001,5892.52,0.0,8225.20635076
-0.0126562,880.63,5567,-0.557273,0.01077,931500,2,0.016117811203,800.61629986763,4698.12,0.0,8225.34093631
-0.0092761,880.63,5569,-0.557129,0.016607,933500,2,-0.0180076360703,802.3663802146912,5950.01,0.0,8225.50455942
-0.00683621,880.63,5571,-0.558421,0.010604,935500,2,-0.0169153213501,804.1476318836212,5910.91,0.0,8225.64967828
-0.00499807,880.63,5573,-0.532758,0.0139584,937500,2,-0.0152497291565,805.8911046981812,5937.04,0.0,8225.8148827
-0.00886665,880.63,5575,-0.542787,0.022142,939500,2,-0.0015344619751,807.648232460022,5901.51,0.0,8225.96127716
-0.0062344,880.63,5577,-0.538467,0.00547551,941500,2,-0.00911104679108,809.3984432220459,5957.55,0.0,8226.09218651
-0.00754278,880.63,5579,-0.539191,0.0127383,943500,2,-0.0321217775345,811.1634809970856,5955.76,0.0,8226.14378163
-0.00713176,880.63,5581,-0.541188,0.00997486,945500,2,-0.000603079795837,812.9146864414215,5943.73,0.0,8226.21083651
-0.0150472,855.71,5586,-0.55318,0.00594333,948008,5,0.406621217728,814.6751260757446,9370.54,0.0,7993.48543098
-0.018306,817.46,5592,-0.55884,0.0148295,950183,6,0.658742338419,816.4271450042725,6169.52,0.0,7636.17951601
-0.00571985,817.46,5594,-0.579922,0.0150395,952183,2,-0.0711675882339,818.1791839599609,5867.23,0.0,7636.29395423
-0.0106057,817.46,5596,-0.581701,0.0128246,954183,2,-0.111014962196,819.944732427597,5946.57,0.0,7636.4059432
-0.00785558,823.78,5598,-0.571192,0.011156,956183,2,-0.0100158452988,821.7032697200775,5884.63,0.0,7695.56099908
-0.00888113,830.51,5601,-0.57124,0.00695783,958308,3,0.458059608936,823.4623901844025,5969.39,0.0,7758.59740849
-0.012939,841.46,5603,-0.581463,0.0162093,960308,2,-0.00181591510773,825.2254738807678,5889.79,0.0,7861.03743062
-0.00399509,846.58,5605,-0.57639,0.0193092,962308,2,-0.00682532787323,826.9601514339447,5914.98,0.0,7908.99546064
-0.0142,847.75,5607,-0.599524,0.0103054,964117,2,0.669909745455,828.7334871292114,2087.39,0.0,7919.97444744
-0.0138006,848.63,5610,-0.61002,0.0187657,966496,3,0.690500110388,830.4837403297424,4313.98,0.0,7928.29501746
-0.0140649,838.43,5614,-0.600154,0.00738341,968575,4,0.43833553791,832.2501058578491,6369.97,0.0,7833.12512107
-0.00829301,838.43,5616,-0.598583,0.0186435,970575,2,0.0156724452972,833.9885840415955,5465.43,0.0,7833.16391263
-0.00547039,844.96,5618,-0.603938,0.0131602,972575,2,-0.0876153707504,835.7479152679443,6042.09,0.0,7894.20847715
-0.00771586,844.96,5620,-0.598293,0.00745772,974575,2,-0.00335419178009,837.49942445755,5970.77,0.0,7894.28309859
-0.0116851,854.06,5622,-0.594811,0.0087427,976507,2,0.588362812996,839.2651000022888,3779.09,0.0,7979.3800024
-0.00786192,854.06,5624,-0.595293,0.00648652,978507,2,-0.0359518527985,841.0151417255402,5994.29,0.0,7979.41369633
-0.0103219,854.06,5626,-0.608638,0.0067332,980507,2,-0.0295845270157,842.7785742282867,5994.32,0.0,7979.41246854
-0.00974436,854.06,5628,-0.606493,0.00968245,982507,2,-0.0134863853455,844.5232138633728,5981.03,0.0,7979.42651452
-0.0100429,854.06,5630,-0.597515,0.0137473,984507,2,-1.31130218506e-05,846.2717607021332,5978.09,0.0,7979.44248496
-0.0100695,862.11,5632,-0.609415,0.00822793,986507,2,-0.00472366809845,848.0227744579315,5977.01,0.0,8054.6594107
-0.012231,865.55,5634,-0.613741,0.0104426,988190,2,0.415199041367,849.780205488205,3992.77,0.0,8086.76848043
-0.00970868,872.5,5637,-0.611508,0.0127119,990341,3,0.50351536274,851.5306403636932,5777.13,0.0,8151.73080103
-0.00642187,876.92,5639,-0.595277,0.0124009,992341,2,-0.00829029083252,853.303973197937,5989.48,0.0,8193.00765355
-0.0106897,876.92,5641,-0.589674,0.0104622,994341,2,-0.0644680261612,855.0532917976379,6005.16,0.0,8192.98095567
-0.00881515,885.64,5644,-0.578093,0.0147953,997341,3,-0.00289881229401,856.8024899959564,8338.88,0.0,8274.33892723
-0.0135878,880.64,5646,-0.558251,0.0163324,998841,2,0.279939234257,858.5631980895996,2926.94,0.0,8227.48090887
-0.010943,871.69,5649,-0.568757,0.0260832,1000946,3,0.29063308239,860.3116586208344,4371.12,0.0,8143.67466312
