EpLenMean,TimeElapsed,EpRewMean,loss_pol_entpen,loss_ent,loss_kl,loss_vf_loss,loss_pol_surr,EpisodesSoFar,EpThisIter,TimestepsSoFar,ev_tdlam_before
50.0,770.9306888580322,-7.46021522137,0.0,-4.0026,0.0426824,0.0610079,-0.0310367,17776,41,888800,0.742699831724
50.0,772.7085542678833,-8.34052418843,0.0,-4.00085,0.0571741,0.0774451,-0.0233438,17817,41,890850,0.916209854186
50.0,774.4808070659637,-7.84716615932,0.0,-4.02471,0.0526785,0.0807995,-0.00938108,17858,41,892900,0.934359788895
50.0,776.258670091629,-7.47328632722,0.0,-4.02238,0.0357545,0.066913,-0.0178047,17899,41,894950,0.946160916239
50.0,778.0154848098755,-7.25614675136,0.0,-4.05966,0.0465988,0.0433143,-0.0182398,17940,41,897000,0.974428398535
50.0,779.805478811264,-6.71274911095,0.0,-4.08104,0.0499967,0.0520322,-0.0220675,17981,41,899050,0.954684015363
50.0,781.5714910030365,-6.78238304133,0.0,-4.09272,0.0574938,0.0555438,-0.0107241,18022,41,901100,0.949610408396
50.0,783.3551235198975,-7.15167602315,0.0,-4.1016,0.0432918,0.0315011,-0.016391,18063,41,903150,0.961201954633
50.0,785.1090707778931,-7.08434880855,0.0,-4.10649,0.0683819,0.0548595,-0.00279775,18104,41,905200,0.959779664874
50.0,786.8989033699036,-7.06477130909,0.0,-4.10005,0.0354316,0.0368476,-0.0168126,18145,41,907250,0.971918554977
50.0,788.6645674705505,-6.5685386505,0.0,-4.08901,0.0555955,0.0327478,-0.00948182,18186,41,909300,0.943190962076
50.0,790.4461238384247,-6.43696929569,0.0,-4.10221,0.0447697,0.0506498,-0.0283829,18227,41,911350,0.962178252637
50.0,792.2116184234619,-6.85186431979,0.0,-4.10411,0.0521796,0.0373373,-0.0153525,18268,41,913400,0.982113029808
50.0,793.9929528236389,-6.98493260998,0.0,-4.09072,0.0466167,0.0219607,-0.00112546,18309,41,915450,0.959657918662
50.0,795.7510604858398,-7.22915628065,0.0,-4.07944,0.0559541,0.0285789,-0.0258435,18350,41,917500,0.971780763939
50.0,797.5166122913361,-6.84992529507,0.0,-4.08109,0.0407628,0.054114,-0.0148728,18391,41,919550,0.945075873286
50.0,799.2897863388062,-6.63968901746,0.0,-4.05438,0.0470922,0.0293402,-0.0191643,18432,41,921600,0.944230478257
50.0,801.0756757259369,-6.71935878219,0.0,-4.03702,0.0756647,0.100366,0.00676822,18472,40,923600,0.894937992096
50.0,802.9546067714691,-6.80393041653,0.0,-4.03031,0.0553292,0.045904,-0.0160867,18513,41,925650,0.94845475629
50.0,804.7454309463501,-6.6729820902,0.0,-4.02747,0.0360048,0.0357862,-0.0197219,18554,41,927700,0.956506438553
50.0,806.5252883434296,-6.60292272541,0.0,-4.02462,0.0318655,0.0449628,-0.0195865,18595,41,929750,0.929626986384
50.0,808.3077399730682,-6.36962394616,0.0,-4.03185,0.0427375,0.0314472,-0.0159919,18636,41,931800,0.969074571505
50.0,810.0795209407806,-6.1707861498,0.0,-4.04043,0.0397987,0.0554643,-0.00856564,18677,41,933850,0.95634451136
50.0,811.8527266979218,-5.82285591923,0.0,-4.04556,0.0725469,0.0630413,0.0164929,18718,41,935900,0.924624815583
50.0,813.6056230068207,-5.82435111128,0.0,-4.03152,0.0633212,0.0342173,-0.0123963,18759,41,937950,0.921709358692
50.0,815.391716003418,-6.09001032692,0.0,-4.01813,0.041538,0.029079,-0.0184041,18800,41,940000,0.956214193255
50.0,817.141702413559,-6.33750320735,0.0,-4.01286,0.101258,0.0326649,-0.0246466,18841,41,942050,0.954900331795
50.0,818.9146749973297,-6.28767544333,0.0,-4.03078,0.0413985,0.0289143,-0.0158397,18882,41,944100,0.962404120713
50.0,820.6801378726959,-5.94191795092,0.0,-4.03536,0.0346823,0.0287032,-0.00899455,18923,41,946150,0.94546142593
50.0,822.4188485145569,-5.98061647091,0.0,-4.0003,0.0546832,0.029086,-0.0197594,18964,41,948200,0.941385600716
50.0,824.1879320144653,-6.1359097059,0.0,-3.98615,0.0581613,0.0200756,-0.0126122,19005,41,950250,0.960553608835
50.0,825.9538934230804,-6.08548587027,0.0,-3.97387,0.0340347,0.0174541,-0.0170669,19046,41,952300,0.970201486722
50.0,827.7115135192871,-6.29984797373,0.0,-3.97872,0.0544376,0.0272214,-0.0131782,19087,41,954350,0.973169356585
50.0,829.4929282665253,-6.1732815253,0.0,-3.97252,0.0430436,0.0204158,-0.0201142,19128,41,956400,0.971846936271
50.0,831.2742893695831,-6.36113754511,0.0,-3.98128,0.0499914,0.0250416,-0.0192072,19169,41,958450,0.94676971063
50.0,833.0502305030823,-6.37543139497,0.0,-3.98716,0.0387294,0.0171607,-0.0119216,19210,41,960500,0.969198523089
50.0,834.8052744865417,-5.97736492948,0.0,-3.99045,0.0676309,0.0181651,0.0179125,19251,41,962550,0.971422174945
50.0,836.5863802433014,-5.88228532706,0.0,-3.9867,0.0396291,0.0166818,-0.0266673,19292,41,964600,0.972732439637
50.0,838.3371615409851,-6.01822897182,0.0,-3.97415,0.0594315,0.0152265,0.00040058,19333,41,966650,0.98167716898
50.0,840.1031503677368,-6.17890884538,0.0,-3.96218,0.0416086,0.0181935,-0.0206434,19374,41,968700,0.972195560113
50.0,841.8675997257233,-6.04975377383,0.0,-3.98746,0.0399233,0.0179522,-0.00968643,19415,41,970750,0.975971603766
50.0,843.6257286071777,-6.17033439598,0.0,-3.989,0.0407331,0.0159165,-0.0166507,19456,41,972800,0.970748461783
50.0,845.3903036117554,-5.88805022298,0.0,-4.01673,0.0728905,0.0129708,-0.0155589,19496,40,974800,0.967229027301
50.0,847.1421418190002,-5.87396191403,0.0,-4.02325,0.0448019,0.0233584,-0.0218896,19537,41,976850,0.940578296781
50.0,848.914986371994,-5.85529047002,0.0,-4.04792,0.0671308,0.0178676,-0.0305739,19578,41,978900,0.968048684299
50.0,850.6729440689087,-6.04818101181,0.0,-4.03141,0.03899,0.0150337,-0.020494,19619,41,980950,0.97124928236
50.0,852.432276725769,-5.76839841654,0.0,-4.03764,0.0406353,0.018266,-0.0185007,19660,41,983000,0.977423682809
50.0,854.1842014789581,-5.56143154097,0.0,-4.02819,0.0402455,0.0141256,-0.0179842,19701,41,985050,0.978558449075
50.0,855.9541213512421,-5.59100466064,0.0,-4.02592,0.068211,0.0188683,0.00872697,19742,41,987100,0.964587580413
50.0,857.7117276191711,-5.57980878144,0.0,-4.02043,0.110662,0.0154566,0.0276731,19783,41,989150,0.94074562937
50.0,859.4775109291077,-5.77009004634,0.0,-4.01563,0.0456038,0.018275,-0.00574824,19824,41,991200,0.958930172026
50.0,861.2276136875153,-6.09784791453,0.0,-4.01666,0.0416066,0.0176741,-0.0158063,19865,41,993250,0.959680296481
50.0,863.024612903595,-6.12560114467,0.0,-4.03149,0.0406094,0.0286497,-0.0155117,19906,41,995300,0.929869651794
50.0,864.7816832065582,-5.64288680408,0.0,-4.042,0.0428114,0.0120117,-0.0210364,19947,41,997350,0.972291935235
50.0,866.5634775161743,-5.70896033329,0.0,-4.03837,0.0301843,0.0262427,-0.0133945,19988,41,999400,0.963961612433
50.0,868.3137288093567,-5.85478701535,0.0,-4.04828,0.03684,0.0221196,-0.0183769,20029,41,1001450,0.966564357281
