loss_pol_surr,TimeElapsed,EpRewMean,loss_vf_loss,loss_ent,TimestepsSoFar,loss_kl,EpisodesSoFar,loss_pol_entpen,ev_tdlam_before,EpThisIter,EpLenMean
-0.0439143,935.2889869213104,3349.30107352,810.646,0.576594,935122,0.273999,2366,0.0,0.847853139043,2,670.53
-0.0577431,937.3448703289032,3329.10934657,825.64,0.523397,937682,0.0748842,2369,0.0,0.537230312824,3,667.22
-0.0510841,939.3908445835114,3312.79881077,1855.98,0.540575,939925,0.13705,2372,0.0,0.495902180672,3,664.29
-0.058152,941.4293370246887,3377.87806387,1082.63,0.561965,942036,0.0483335,2375,0.0,0.767167210579,3,675.58
-0.0514094,943.4602930545807,3401.84503835,1079.55,0.535429,944057,0.0389243,2378,0.0,0.794325888157,3,679.45
-0.0622373,945.5084040164948,3379.71924767,354.301,0.518679,945471,0.0439652,2381,0.0,0.817165717483,3,675.5
-0.0526164,947.5472056865692,3407.73036875,878.191,0.53563,947423,0.0543069,2384,0.0,0.822965577245,3,680.32
-0.0596952,949.5814394950867,3383.68264593,1130.35,0.475342,949787,0.0479319,2388,0.0,0.814723193645,4,676.92
-0.0688572,951.6273357868195,3325.85296336,298.192,0.46447,951678,0.0595128,2393,0.0,0.890786804259,5,666.71
-0.0638445,953.6781594753265,3278.79044911,543.222,0.43522,954293,0.0589056,2398,0.0,0.814920067787,5,659.71
-0.0635494,955.7342553138733,3216.72180922,305.255,0.408617,956134,0.0669098,2402,0.0,0.884847454727,4,648.87
-0.0751867,957.781347990036,3149.16604294,492.113,0.392549,957997,0.0563269,2406,0.0,0.891290605068,4,637.48
-0.0834273,959.812283039093,3115.3986708,319.463,0.367489,959820,0.0764735,2409,0.0,0.896897062659,3,632.31
-0.0585128,961.8448529243469,3060.7161646,1192.16,0.393389,961773,0.0516161,2413,0.0,0.744926691055,4,623.97
-0.0572364,963.8784353733063,3050.60507223,1235.49,0.386865,963697,0.0567934,2415,0.0,0.692727208138,2,623.21
-0.052196,965.9147922992706,3010.71395556,404.863,0.378579,966027,0.0671468,2418,0.0,0.764101713896,3,617.81
-0.0603212,967.9535303115845,2966.23030087,1035.93,0.389642,968512,0.0439768,2422,0.0,0.735726207495,4,610.94
-0.0747286,969.9883024692535,2798.40552737,624.821,0.358041,970730,0.0688742,2427,0.0,0.88724911958,5,583.12
-0.069917,972.0383069515228,2761.48362498,821.709,0.302397,972766,0.0629721,2431,0.0,0.74825528264,4,576.3
-0.0782973,974.0657248497009,2713.96583177,578.701,0.294776,974547,0.0538924,2436,0.0,0.876100942492,5,568.94
-0.0660249,976.0938770771027,2755.88155717,280.083,0.257,976730,0.0724098,2439,0.0,0.861990779638,3,575.86
-0.0689111,978.1713745594025,2728.51657201,447.617,0.199538,978809,0.061775,2443,0.0,0.926677383482,4,571.74
-0.0494936,980.2273132801056,2779.36026843,1267.91,0.170528,980958,0.0829525,2447,0.0,0.725768119097,4,580.17
-0.0639359,982.2817125320435,2748.60877932,544.405,0.183426,982969,0.0687229,2452,0.0,0.829155698419,5,574.72
-0.0652675,984.3278377056122,2748.8818695,674.195,0.137201,984836,0.0638899,2455,0.0,0.742241948843,3,574.11
-0.0778136,986.3592019081116,2631.29340156,353.642,0.111553,986766,0.0629105,2460,0.0,0.865692734718,5,553.27
-0.0698834,988.4063956737518,2623.57051131,402.07,0.0963418,988456,0.064982,2463,0.0,0.875615745783,3,551.64
-0.0554593,990.4304707050323,2583.31246972,495.227,0.102373,990608,0.0675595,2467,0.0,0.846429109573,4,544.86
-0.0618376,992.4847769737244,2516.57884085,872.381,0.0500854,992970,0.0667466,2471,0.0,0.789979204535,4,532.88
-0.0578347,994.5037126541138,2475.80093876,390.693,0.0613146,995236,0.0682527,2476,0.0,0.861271291971,5,525.32
-0.0696749,996.5378518104553,2451.61261072,298.917,0.00808132,996844,0.0524313,2479,0.0,0.891747035086,3,520.6
-0.0580224,998.5851020812988,2457.68834843,386.872,-0.00803399,999352,0.0773227,2483,0.0,0.909395083785,4,521.13
-0.0640681,1000.6318428516388,2471.79590471,361.457,-0.00724399,1001218,0.0541832,2486,0.0,0.869413822889,3,523.08
