loss_kl,EpRewMean,loss_vf_loss,loss_ent,loss_pol_entpen,EpisodesSoFar,EpThisIter,loss_pol_surr,EpLenMean,TimeElapsed,TimestepsSoFar,ev_tdlam_before
0.0380061,2621.01208691,828.701,0.533277,0.0,2378,3,-0.024299,736.82,1039.8050854206085,946009,0.600180089474
0.0287989,2624.42988837,797.193,0.545263,0.0,2380,2,-0.0181781,738.25,1041.9222302436829,948009,0.155419290066
0.0310875,2624.57781689,783.224,0.579717,0.0,2382,2,-0.0178009,738.9,1044.0473470687866,950009,0.243280470371
0.0379019,2639.99168119,515.827,0.577286,0.0,2384,2,-0.0234279,743.78,1046.1434586048126,952009,0.024551153183
0.213478,2657.5365133,713.616,0.558165,0.0,2386,2,-0.0218588,749.17,1048.1942191123962,954009,0.0360782146454
0.041609,2664.0460411,427.669,0.549304,0.0,2388,2,-0.0280717,751.72,1050.2971303462982,955651,0.734028488398
0.0294881,2716.51593385,813.508,0.545917,0.0,2391,3,-0.0272238,767.57,1052.4064707756042,958446,0.576044857502
0.031263,2725.31853301,787.77,0.569099,0.0,2393,2,-0.0251989,771.4,1054.5939753055573,960446,0.119160592556
0.0377596,2719.80733962,16.5642,0.543365,0.0,2396,3,-0.0544876,769.96,1056.7919626235962,962270,0.986697124317
0.0245966,2719.37923744,359.247,0.554313,0.0,2399,3,-0.0243925,770.28,1059.0160932540894,964314,0.840497508645
0.0370221,2675.17516501,14.4198,0.581325,0.0,2403,4,-0.0522211,757.55,1061.5623514652252,966344,0.991106360219
0.0296166,2662.86921988,11.385,0.554581,0.0,2407,4,-0.0514398,754.12,1064.1463513374329,968687,0.994621126447
0.0299545,2667.99865153,10.5699,0.543595,0.0,2410,3,-0.0495169,755.65,1066.941323518753,970621,0.993146244437
0.0319013,2662.97758808,444.706,0.542205,0.0,2413,3,-0.0244479,754.77,1069.6942672729492,972646,0.858536496758
0.0216574,2662.74115487,166.053,0.530816,0.0,2415,2,-0.0289449,755.22,1072.5158896446228,974078,0.869060009718
0.0383422,2653.85472016,10.1094,0.492823,0.0,2419,4,-0.0415949,753.27,1075.3439691066742,976362,0.993128544185
0.0349855,2655.07138368,7.36307,0.480137,0.0,2423,4,-0.0443887,753.89,1078.000453710556,978577,0.995343872346
0.0324059,2624.09855321,13.3929,0.483856,0.0,2427,4,-0.0516525,745.48,1080.4534900188446,980521,0.994098629802
0.0292424,2629.49353424,285.95,0.483343,0.0,2430,3,-0.0249852,747.03,1082.7207551002502,982766,0.867895066738
0.0411425,2625.56228454,348.208,0.483499,0.0,2433,3,-0.0246361,746.36,1084.8158440589905,984578,0.876226611435
0.0482642,2626.08468639,464.266,0.490218,0.0,2437,4,-0.0232097,747.01,1086.9286472797394,987116,0.884025208652
0.0199885,2643.92021884,679.697,0.530593,0.0,2439,2,-0.0260875,752.98,1089.0381667613983,989116,0.161536335945
0.049926,2662.9181121,352.211,0.538363,0.0,2441,2,-0.024552,758.74,1091.0852649211884,991116,0.662738829851
0.0229163,2661.73198764,409.807,0.541762,0.0,2443,2,-0.030397,758.59,1093.1841311454773,992491,0.797486573458
0.0274384,2618.33205048,400.439,0.551001,0.0,2447,4,-0.0256112,746.2,1095.281873703003,994740,0.888913556933
0.0263118,2653.76722435,494.687,0.591471,0.0,2449,2,-0.0268405,757.12,1097.4068026542664,996740,0.343769609928
0.031146,2633.76514464,335.956,0.557287,0.0,2452,3,-0.0414679,751.19,1099.49276471138,998621,0.878184773028
0.0945101,2624.90148738,337.685,0.533473,0.0,2456,4,-0.0269235,748.91,1101.585566520691,1001011,0.896211713552
