ev_tdlam_before,loss_pol_surr,loss_pol_entpen,EpRewMean,loss_vf_loss,TimeElapsed,loss_kl,loss_ent,TimestepsSoFar,EpisodesSoFar,EpLenMean,EpThisIter
0.933964110911,-0.0686552,0.0,1076.88322941,61.4436,393.3752751350403,0.0278319,4.03186,376571,2250,356.8,4
0.95642785728,-0.0617083,0.0,1102.74738947,100.886,395.4687683582306,0.0317423,4.02026,378846,2256,361.49,6
0.895401507616,-0.0644188,0.0,1094.87808925,100.112,397.60160732269287,0.0233072,4.02793,380551,2261,358.99,5
0.919584274292,-0.0620347,0.0,1115.54865823,105.975,399.7271897792816,0.0266948,4.00321,382433,2266,364.48,5
0.89701628685,-0.0608914,0.0,1141.25599243,165.005,401.8912525177002,0.0297946,3.99071,384789,2271,370.4,5
0.868210300803,-0.0639489,0.0,1172.10537114,130.449,403.9998891353607,0.0300826,3.96341,387022,2276,377.6,5
0.819707795978,-0.0521499,0.0,1213.45717368,288.693,406.124963760376,0.0266837,3.95871,388867,2279,388.52,3
0.939246993512,-0.066903,0.0,1231.33093807,91.224,408.2501654624939,0.0294807,3.95024,390970,2284,390.35,5
0.883059069514,-0.0580397,0.0,1234.66570278,176.828,410.3597626686096,0.0244866,3.97432,392831,2288,389.92,4
0.913829609752,-0.0632888,0.0,1242.99713588,147.002,412.4682674407959,0.0272873,3.96228,394662,2293,388.86,5
0.940260477364,-0.0728907,0.0,1274.14735823,152.264,414.56938314437866,0.038011,3.93521,397224,2299,395.83,6
0.945188589394,-0.053549,0.0,1261.34893075,141.012,416.69550108909607,0.0370212,3.95411,399163,2305,389.41,6
0.886460877955,-0.0569351,0.0,1283.93791647,240.627,418.8040192127228,0.0326891,3.95535,401325,2310,394.03,5
0.958434756845,-0.0672714,0.0,1287.5028368,96.6643,420.9301187992096,0.0331494,3.91028,402832,2314,393.02,4
0.836271807551,-0.0497757,0.0,1328.35379539,173.931,423.0082972049713,0.0242513,3.91521,405419,2320,402.8,6
0.94733171165,-0.0601446,0.0,1345.82432263,61.9508,425.13467741012573,0.0293367,3.89169,407342,2324,406.43,4
0.868696019053,-0.0589548,0.0,1367.1161928,174.476,427.26518082618713,0.0381845,3.90044,409451,2329,411.21,5
0.87658919394,-0.0577231,0.0,1384.71824379,152.059,429.3900601863861,0.0316956,3.87172,411350,2333,416.69,4
0.836621701717,-0.0599171,0.0,1371.43338079,193.948,431.52318692207336,0.0338669,3.87835,412789,2337,413.23,4
0.927832968533,-0.0621465,0.0,1384.70283025,158.78,433.61767983436584,0.0250716,3.87793,415602,2342,421.22,5
0.897015377879,-0.0664831,0.0,1405.06600938,135.992,435.7511603832245,0.0309299,3.84698,417315,2346,426.44,4
0.943513143808,-0.0687561,0.0,1421.41078516,129.926,437.862918138504,0.0332946,3.78973,419788,2351,429.15,5
0.927757002413,-0.0641812,0.0,1413.57445864,144.266,440.00844287872314,0.0403583,3.75568,421250,2355,427.8,4
0.894903078675,-0.0578783,0.0,1433.4087523,135.828,442.1251266002655,0.0253473,3.72978,423572,2361,430.21,6
0.908301413059,-0.0621667,0.0,1457.4522847,164.722,444.2495608329773,0.0349926,3.72779,425469,2365,435.1,4
0.897722065449,-0.0662594,0.0,1463.1207709,177.992,446.35894751548767,0.0285536,3.70186,427574,2369,435.32,4
0.937483198941,-0.0655249,0.0,1510.21080753,154.926,448.50781297683716,0.0365967,3.64481,430051,2373,445.44,4
0.81367008388,-0.0496414,0.0,1497.57810981,186.279,450.64028096199036,0.037264,3.60876,432025,2377,440.03,4
0.882653281093,-0.0678007,0.0,1492.14869587,218.056,452.7339839935303,0.0318358,3.58031,433765,2381,438.77,4
0.898163028061,-0.0659033,0.0,1501.70940314,245.272,454.8591332435608,0.030122,3.56311,435918,2386,441.2,5
0.821414172649,-0.0568747,0.0,1518.63078325,188.65,456.9754412174225,0.0247674,3.55898,438006,2390,444.06,4
0.769970849156,-0.0606866,0.0,1531.607881,437.818,459.11888790130615,0.035961,3.56131,440296,2395,446.16,5
0.94983093068,-0.0569555,0.0,1546.67827801,104.502,461.23400115966797,0.0314494,3.56435,442131,2399,449.07,4
0.847430542111,-0.0584982,0.0,1573.30474088,231.439,463.3745439052582,0.0321115,3.52749,444235,2403,455.58,4
0.927441298962,-0.0573801,0.0,1595.20821482,327.133,465.4839732646942,0.0331109,3.50568,446454,2408,461.6,5
0.850112363696,-0.0567891,0.0,1574.0164597,205.882,467.6008291244507,0.0345238,3.48442,447928,2412,456.21,4
