TimestepsSoFar,ev_tdlam_before,loss_pol_surr,EpRewMean,loss_ent,EpisodesSoFar,TimeElapsed,loss_kl,EpThisIter,loss_pol_entpen,EpLenMean,loss_vf_loss
901000,0.0538341999054,-0.0321598,1494.52713243,-1.28112,901,783.7188541889191,0.0402722,2,0.0,1000.0,173.524
903000,0.0577625632286,-0.0375051,1494.58405996,-1.30878,903,785.4858918190002,0.0367995,2,0.0,1000.0,168.245
905000,0.0527219176292,-0.0321663,1494.73420164,-1.32476,905,787.2658541202545,0.0374171,2,0.0,1000.0,170.002
907000,0.0493237376213,-0.0309765,1494.89305307,-1.30672,907,789.046710729599,0.048225,2,0.0,1000.0,161.872
909000,0.080774128437,-0.0343864,1494.90750677,-1.30819,909,790.8129937648773,0.0345562,2,0.0,1000.0,169.964
911000,0.0311210751534,-0.0236032,1495.40559611,-1.33173,911,792.6043636798859,0.0625358,2,0.0,1000.0,167.654
913000,0.0545634031296,-0.0345825,1494.48397255,-1.31791,913,794.3751041889191,0.0330817,2,0.0,1000.0,165.685
915000,0.0244634151459,-0.0320686,1494.30203874,-1.33039,915,796.1569747924805,0.0476304,2,0.0,1000.0,171.479
917000,0.0513849854469,-0.027418,1495.37564296,-1.33435,917,797.9233067035675,0.0428567,2,0.0,1000.0,162.131
919000,0.0561800599098,-0.033063,1496.23487727,-1.354,919,799.7042055130005,0.0348979,2,0.0,1000.0,164.003
921000,0.0765612721443,-0.0270895,1496.66716522,-1.36301,921,801.4893324375153,0.0609069,2,0.0,1000.0,173.783
923000,0.056610763073,-0.0297338,1495.86029886,-1.37602,923,803.249730348587,0.0523601,2,0.0,1000.0,166.64
925000,0.0519590377808,-0.0327767,1496.48759366,-1.36391,925,805.0312325954437,0.0401988,2,0.0,1000.0,167.658
927000,0.0270619988441,-0.0311397,1497.00284045,-1.39365,927,806.8122296333313,0.0499658,2,0.0,1000.0,160.172
929000,0.0585724115372,-0.034373,1499.66773699,-1.3876,929,808.6067714691162,0.0377207,2,0.0,1000.0,171.77
931000,0.0743513703346,-0.0293964,1499.62915265,-1.40513,931,810.3754851818085,0.060237,2,0.0,1000.0,171.118
933000,0.0593726634979,-0.0290132,1499.354975,-1.41124,933,812.148353099823,0.040099,2,0.0,1000.0,166.311
935000,0.058510363102,-0.0371329,1499.92582844,-1.43583,935,813.9219186306,0.0368244,2,0.0,1000.0,169.607
937000,0.00979775190353,-0.0325266,1500.56149098,-1.42911,937,815.7184183597565,0.0538699,2,0.0,1000.0,165.922
940000,0.0305353403091,-0.0345653,1500.61966184,-1.44813,940,817.4856264591217,0.0367396,3,0.0,1000.0,224.385
942000,0.0295664072037,-0.030118,1501.33825546,-1.46595,942,819.2664725780487,0.0443955,2,0.0,1000.0,161.852
944000,0.0441866517067,-0.0343809,1501.02207164,-1.48606,944,821.0376741886139,0.034594,2,0.0,1000.0,152.409
946000,0.0394420027733,-0.034854,1500.80283871,-1.48397,946,822.8282277584076,0.0370469,2,0.0,1000.0,158.407
948000,0.071781039238,-0.0260806,1501.03715932,-1.48599,948,824.6050336360931,0.121736,2,0.0,1000.0,155.876
950000,0.0437111258507,-0.0356502,1500.97817207,-1.46717,950,826.3750123977661,0.0356455,2,0.0,1000.0,163.946
952000,0.0408102869987,-0.0315934,1501.45798788,-1.5052,952,828.1409587860107,0.0386895,2,0.0,1000.0,160.234
954000,0.0531725287437,-0.0376894,1500.73181629,-1.55823,954,829.9216566085815,0.0296616,2,0.0,1000.0,165.568
956000,0.0693753957748,-0.0318093,1502.8452718,-1.60714,956,831.7046284675598,0.0449095,2,0.0,1000.0,163.323
958000,0.0252727866173,-0.0302345,1503.60131047,-1.59174,958,833.4839870929718,0.0539366,2,0.0,1000.0,162.955
960000,0.0501436591148,-0.0290776,1503.54981294,-1.59011,960,835.2603278160095,0.0523212,2,0.0,1000.0,161.33
962000,0.0791288018227,-0.0245792,1504.01476468,-1.59665,962,837.0384995937347,0.0868166,2,0.0,1000.0,163.532
964000,0.0686457157135,-0.0332834,1504.71924399,-1.57896,964,838.8123919963837,0.0414253,2,0.0,1000.0,167.556
966000,0.0605531930923,-0.0336012,1505.11228712,-1.60022,966,840.5980679988861,0.042267,2,0.0,1000.0,168.998
968000,0.088914334774,-0.0281928,1506.68528712,-1.60698,968,842.3760557174683,0.0481822,2,0.0,1000.0,171.509
970000,0.0253447294235,-0.0303254,1507.80055767,-1.60212,970,844.1562209129333,0.0457,2,0.0,1000.0,170.695
972000,0.0537286400795,-0.0290576,1507.48457902,-1.60565,972,845.9382936954498,0.0491315,2,0.0,1000.0,166.229
974000,0.0178939700127,-0.0234012,1507.2766243,-1.60612,974,847.7184090614319,0.0505728,2,0.0,1000.0,167.106
976000,0.0849648118019,-0.0343595,1506.35585294,-1.61982,976,849.4997518062592,0.0442381,2,0.0,1000.0,159.956
978000,0.0635414123535,-0.0265384,1506.10378426,-1.61814,978,851.2827091217041,0.054353,2,0.0,1000.0,165.298
980000,0.0317378640175,-0.031931,1506.8033725,-1.60909,980,853.0472736358643,0.0351342,2,0.0,1000.0,164.548
983000,0.0682592988014,-0.0286084,1507.3881753,-1.5908,983,854.8437621593475,0.0478981,3,0.0,1000.0,220.358
985000,0.0289912819862,-0.0350804,1506.87163141,-1.62434,985,856.609118938446,0.0333236,2,0.0,1000.0,169.033
987000,0.112733900547,-0.0335576,1505.81049649,-1.63177,987,858.4069881439209,0.0566939,2,0.0,1000.0,165.182
989000,0.0544382333755,-0.0345595,1506.25694397,-1.61129,989,860.1727840900421,0.0334545,2,0.0,1000.0,168.252
991000,0.045756816864,-0.0318579,1506.15731812,-1.594,991,861.9635255336761,0.0330828,2,0.0,1000.0,169.976
993000,0.0403363704681,-0.0330549,1506.80604446,-1.56238,993,863.7342488765717,0.0372646,2,0.0,1000.0,172.406
995000,0.0405217409134,-0.0227668,1507.13740774,-1.57482,995,865.5151996612549,0.0699827,2,0.0,1000.0,173.361
997000,0.144415915012,-0.0300394,1508.42171563,-1.57103,997,867.2821810245514,0.0854694,2,0.0,1000.0,170.303
999000,0.198470234871,-0.0279675,1507.3836206,-1.55443,999,869.0635046958923,0.0594603,2,0.0,1000.0,171.866
1001000,0.0809205770493,-0.0329378,1507.45831217,-1.57258,1001,870.8445184230804,0.0388167,2,0.0,1000.0,173.187
