EpThisIter,EpLenMean,EpisodesSoFar,EpRewMean,ev_tdlam_before,loss_ent,TimestepsSoFar,loss_pol_entpen,loss_vf_loss,TimeElapsed,loss_kl,loss_pol_surr
2,748.17,2574,2610.49185531,0.731284052134,1.95276,931408,0.0,427.242,1020.3588709831238,0.0254957,-0.0290749
3,742.88,2577,2594.81047489,0.812260970473,1.96515,933879,0.0,237.31,1022.7683999538422,0.0238324,-0.0274298
2,741.5,2579,2591.89759866,0.785827636719,1.9572,935741,0.0,432.996,1025.1564741134644,0.0198989,-0.0234279
3,737.03,2582,2578.87999627,0.859193503857,1.93987,937971,0.0,458.22,1027.6106407642365,0.0277702,-0.0290133
2,741.6,2584,2595.54863596,0.460929453373,1.93401,939971,0.0,546.579,1029.991459608078,0.020737,-0.0269025
2,738.29,2586,2586.64675986,0.972389208153,1.85492,941228,0.0,13.578,1032.3529877662659,0.0211016,-0.0434539
3,748.53,2589,2622.73547266,0.667380154133,1.83482,943911,0.0,766.271,1034.796660900116,0.0285537,-0.0230664
4,736.38,2593,2582.27321021,0.884552590549,1.80581,945732,0.0,336.072,1037.395013809204,0.0161686,-0.0324046
4,729.12,2597,2560.21202366,0.976494155824,1.77288,948203,0.0,36.4392,1039.94056224823,0.0201978,-0.0385927
2,737.39,2599,2587.8628171,0.0725421309471,1.75001,950203,0.0,874.19,1042.3746201992035,0.0267314,-0.0272041
2,744.52,2601,2611.90923361,0.628086596727,1.7411,952203,0.0,292.155,1044.8478651046753,0.0204674,-0.0301707
2,757.08,2603,2654.7594923,0.0604139566422,1.75264,954203,0.0,913.896,1047.0862889289856,0.0229154,-0.0256916
4,759.16,2607,2661.7554527,0.976152032614,1.74061,956244,0.0,19.6567,1049.203381061554,0.0284685,-0.0461759
4,746.13,2611,2618.42100365,0.882465898991,1.75423,958432,0.0,479.031,1051.3147177696228,0.0215287,-0.0317677
4,741.01,2615,2601.19911638,0.990010432899,1.71788,960374,0.0,19.6735,1053.3992097377777,0.0203534,-0.0450827
2,749.58,2617,2631.93392892,0.812774047256,1.7313,962243,0.0,377.357,1055.4690127372742,0.0202307,-0.0246845
3,746.69,2620,2623.02829613,0.856218859553,1.71499,964044,0.0,419.284,1057.5310418605804,0.0318157,-0.0201878
4,743.31,2624,2610.14158734,0.749354243279,1.73019,966594,0.0,601.936,1059.6719334125519,0.0283886,-0.0300432
2,741.98,2626,2608.32223714,0.990231486969,1.68674,968461,0.0,6.56007,1061.7972378730774,0.0262606,-0.0493882
2,745.68,2628,2621.66966973,0.856852695346,1.66209,970283,0.0,160.156,1063.8631172180176,0.0248673,-0.0238685
2,753.16,2630,2645.64478496,0.33130055666,1.68953,972283,0.0,642.961,1065.9138984680176,0.0185506,-0.025846
4,737.56,2634,2592.29538729,0.974593168125,1.7255,974470,0.0,48.1212,1067.9921443462372,0.0277139,-0.0416636
3,724.39,2637,2549.59330206,0.983148168772,1.72045,976153,0.0,24.9361,1070.1093180179596,0.0245891,-0.0414387
3,724.19,2640,2551.94757265,0.991717261262,1.69862,978354,0.0,9.79611,1072.2270369529724,0.0258258,-0.036238
2,721.86,2642,2544.90320708,0.790685862303,1.70007,980121,0.0,499.762,1074.27396941185,0.0507995,-0.0141751
3,739.96,2645,2608.52591123,0.636802971363,1.71032,983035,0.0,881.131,1076.3278930187225,0.0196638,-0.0252585
2,745.8,2647,2629.73808376,0.847390070558,1.71714,984700,0.0,210.159,1078.42134308815,0.0190961,-0.0243779
2,754.54,2649,2660.0794693,0.309775412083,1.72206,986700,0.0,747.908,1080.5161395072937,0.0245339,-0.0301935
2,758.56,2651,2674.90249026,0.769045427442,1.71988,988561,0.0,445.386,1082.6676754951477,0.0232803,-0.0258121
2,766.64,2653,2702.71491197,0.751408919692,1.72834,990335,0.0,473.122,1084.7503201961517,0.0204758,-0.026251
4,758.35,2657,2671.40425053,0.581139862537,1.75587,993221,0.0,1135.84,1086.8929300308228,0.0343121,-0.0284663
2,763.31,2659,2687.51696414,0.140341103077,1.73481,994795,0.0,808.269,1089.0315852165222,0.0353924,-0.0287747
2,761.33,2661,2679.71070533,0.746424049139,1.74465,996448,0.0,455.419,1091.2571120262146,0.0234834,-0.0294137
3,768.01,2664,2701.63400259,0.610288381577,1.73697,999422,0.0,887.422,1093.5282671451569,0.0337497,-0.0308062
3,762.01,2667,2681.29220254,0.682656377554,1.73425,1001071,0.0,575.306,1095.8070440292358,0.0319766,-0.0288157
