loss_vf_loss,loss_pol_surr,EpisodesSoFar,EpThisIter,TimestepsSoFar,ev_tdlam_before,loss_ent,EpRewMean,loss_pol_entpen,TimeElapsed,EpLenMean,loss_kl
133.689,-0.0580635,1905,5,349484,0.954334195703,4.18366,1398.20884914,0.0,349.4996590614319,409.32,0.0306921
321.755,-0.044267,1909,4,351983,0.892512448132,4.17439,1442.33997467,0.0,351.5228981971741,420.16,0.0238635
527.916,-0.0289216,1912,3,354109,0.851512745023,4.20683,1481.04456194,0.0,353.5548520088196,430.11,0.0355933
103.548,-0.053331,1916,4,356253,0.969668427482,4.19875,1514.6945214,0.0,355.58628129959106,438.23,0.0324483
100.535,-0.0581112,1920,4,358165,0.970219293609,4.17902,1530.80911537,0.0,357.60196900367737,442.45,0.0267251
102.684,-0.0544936,1925,5,360199,0.973175667226,4.19664,1548.2298798,0.0,359.64801263809204,446.22,0.0257903
128.782,-0.0571724,1929,4,361910,0.967966787517,4.17033,1557.87329204,0.0,361.6785306930542,448.76,0.0217828
563.869,-0.0389639,1933,4,364087,0.872460663319,4.18651,1582.40101691,0.0,363.7475895881653,454.84,0.0219259
561.185,-0.0389933,1936,3,365966,0.815926015377,4.18398,1607.82405414,0.0,365.7736568450928,461.01,0.0244965
41.704,-0.0533603,1939,3,368325,0.985514730215,4.1514,1669.41106506,0.0,367.8051679134369,475.32,0.0291634
279.743,-0.0318091,1941,2,370325,0.517845332623,4.14088,1696.62177907,0.0,369.83652663230896,481.57,0.0251869
625.223,-0.0405844,1945,4,372699,0.877816259861,4.12678,1745.99968805,0.0,371.87516927719116,493.62,0.031882
573.154,-0.0416864,1949,4,374607,0.866916432977,4.11682,1745.06431627,0.0,373.91046357154846,491.75,0.0280581
100.369,-0.0587391,1953,4,376316,0.958800189197,4.09084,1752.18091108,0.0,375.9614026546478,493.65,0.0324037
520.128,-0.0386955,1956,3,378163,0.850038856268,4.10344,1765.25159687,0.0,377.9931318759918,496.98,0.0216115
