EpRewMean,TimeElapsed,loss_pol_entpen,ev_tdlam_before,loss_pol_surr,TimestepsSoFar,EpisodesSoFar,EpLenMean,loss_ent,loss_kl,EpThisIter,loss_vf_loss
1000.0,749.5311417579651,0.0,0.0317516326904,-0.00635842,954254,1733,1000.0,1.26518,0.011376,2,68.4905
1000.0,751.1278476715088,0.0,0.0174124836922,-0.0107673,956254,1735,1000.0,1.25962,0.0108623,2,70.0598
1000.0,752.728702545166,0.0,-0.0175070762634,-0.00933409,958254,1737,1000.0,1.25884,0.00853604,2,62.5494
1000.0,754.3423235416412,0.0,0.0595554113388,-0.00849375,960254,1739,1000.0,1.26737,0.00809731,2,46.7302
1000.0,755.9360678195953,0.0,-0.0169281959534,-0.00566763,962254,1741,1000.0,1.27228,0.00512202,2,71.1306
1000.0,757.5454392433167,0.0,-0.00732684135437,-0.0111358,964254,1743,1000.0,1.24616,0.00965747,2,70.2939
1000.0,759.148583650589,0.0,0.000148475170135,-0.00601591,966254,1745,1000.0,1.26051,0.00831844,2,70.2918
1000.0,760.7656450271606,0.0,-0.0146962404251,-0.0105517,968254,1747,1000.0,1.25954,0.0091468,2,67.8797
1000.0,762.3601996898651,0.0,0.00458884239197,-0.00945366,970254,1749,1000.0,1.25001,0.00944373,2,68.9952
1000.0,763.9834959506989,0.0,0.00114691257477,-0.00993035,972254,1751,1000.0,1.2641,0.00875336,2,68.9054
1000.0,765.5772416591644,0.0,0.00362688302994,-0.00828431,974254,1753,1000.0,1.26377,0.00684935,2,69.2228
1000.0,767.1866128444672,0.0,-0.0156983137131,-0.00948602,976254,1755,1000.0,1.25571,0.00982643,2,69.5302
1000.0,768.780357837677,0.0,-0.0041264295578,-0.00838841,978254,1757,1000.0,1.23932,0.0162991,2,69.1542
1000.0,770.3897273540497,0.0,0.00187104940414,-0.0124072,980254,1759,1000.0,1.23527,0.0132739,2,66.4246
1000.0,771.9990968704224,0.0,-0.018817782402,-0.00864639,982254,1761,1000.0,1.23323,0.0110809,2,68.8081
1000.0,773.6084682941437,0.0,-0.0024231672287,-0.00782955,984254,1763,1000.0,1.22958,0.0125727,2,68.39
1000.0,775.2178385257721,0.0,-0.00784766674042,-0.00623275,986254,1765,1000.0,1.24807,0.00580006,2,68.6156
1000.0,776.8115835189819,0.0,8.44597816467e-05,-0.00703898,988254,1767,1000.0,1.25828,0.00550038,2,68.6318
1000.0,778.4209535121918,0.0,-0.00144839286804,-0.00650941,990254,1769,1000.0,1.25167,0.00464863,2,68.6501
1000.0,780.030579328537,0.0,-0.000792860984802,-0.00526677,993254,1772,1000.0,1.26373,0.00637975,3,99.6863
1000.0,781.6711995601654,0.0,0.000265121459961,-0.00575747,995254,1774,1000.0,1.27317,0.00424089,2,67.2098
1000.0,783.264945268631,0.0,-0.00230312347412,-0.00883229,997254,1776,1000.0,1.27329,0.0119817,2,67.8661
1000.0,784.8743145465851,0.0,0.00443345308304,-0.00728985,999254,1778,1000.0,1.29728,0.0054492,2,59.3981
1000.0,786.4836854934692,0.0,-0.030958533287,-0.0115841,1001254,1780,1000.0,1.2829,0.0106319,2,68.5859
