loss_pol_surr,EpLenMean,TimestepsSoFar,loss_vf_loss,TimeElapsed,ev_tdlam_before,loss_ent,EpisodesSoFar,EpRewMean,loss_pol_entpen,EpThisIter,loss_kl
-0.0513078,486.37,419648,271.426,438.2197344303131,0.879097998142,3.73408,2140,1618.90790137,0.0,5,0.0239273
-0.0634499,493.01,421625,65.3873,440.35154128074646,0.957757141441,3.75036,2144,1641.19719988,0.0,4,0.0297469
-0.0484967,498.55,423912,442.354,442.4922204017639,0.854961141944,3.73108,2148,1656.61473096,0.0,4,0.027523
-0.0654175,494.09,425809,70.143,444.60518860816956,0.951692927629,3.71245,2152,1639.30648404,0.0,4,0.0300343
-0.0563288,482.85,427468,87.5794,446.7350821495056,0.964293450117,3.6972,2157,1602.07812009,0.0,5,0.0366178
-0.0559555,492.75,429664,79.4762,448.860417842865,0.942517030984,3.72059,2160,1636.58613967,0.0,3,0.0222451
-0.0494662,495.27,431969,442.903,450.9928460121155,0.872050285339,3.66715,2165,1644.260435,0.0,5,0.0299476
-0.0445189,500.07,434113,461.692,453.08653378486633,0.854543998837,3.69093,2169,1658.48914339,0.0,4,0.0253722
-0.0566162,505.69,435457,27.1921,455.2117030620575,0.950954984874,3.68704,2171,1676.90168256,0.0,2,0.0316226
-0.0383519,509.04,437899,391.085,457.33898186683655,0.884955912828,3.67239,2176,1687.3006345,0.0,5,0.0376028
-0.0667,515.59,439960,55.3186,459.4852364063263,0.958503454924,3.65845,2179,1712.66547819,0.0,3,0.0344236
-0.062102,520.7,442012,34.5741,461.610187292099,0.964422948658,3.64413,2182,1727.18920436,0.0,3,0.0278534
-0.0440991,526.15,444012,532.205,463.7194857597351,0.0665288567543,3.63468,2184,1744.27451935,0.0,2,0.028594
-0.0434018,533.89,445961,154.235,465.8387417793274,0.795229434967,3.62291,2187,1769.21063837,0.0,3,0.0397828
-0.0615028,538.1,448385,70.9172,467.96938037872314,0.934376463294,3.61663,2191,1782.45439792,0.0,4,0.0407256
-0.0644327,539.15,450299,49.9568,470.1016643047333,0.960005458444,3.61349,2194,1786.92986968,0.0,3,0.0348715
-0.0691109,543.42,452435,51.7938,472.2107906341553,0.968008268625,3.60999,2198,1798.0137121,0.0,4,0.0290116
-0.0649678,538.9,454322,73.4526,474.3207263946533,0.958498504013,3.58925,2202,1781.19146431,0.0,4,0.0330476
-0.0634618,533.41,456329,33.9201,476.42986726760864,0.978906119242,3.54999,2205,1759.780773,0.0,3,0.0364541
-0.040004,540.12,458329,229.144,478.5705580711365,0.745644032955,3.51125,2207,1781.9408569,0.0,2,0.025924
-0.0633471,551.47,460748,63.1777,480.68207812309265,0.963624455035,3.51375,2211,1822.75961976,0.0,4,0.0353706
-0.0630333,537.74,462474,78.1423,482.77629017829895,0.967390678823,3.50155,2216,1777.06887323,0.0,5,0.0316793
-0.0599044,548.59,464675,90.0168,484.9106254577637,0.956413716078,3.47597,2220,1815.36456272,0.0,4,0.0318155
