loss_vf_loss,loss_pol_entpen,loss_kl,EpLenMean,loss_ent,TimestepsSoFar,TimeElapsed,EpisodesSoFar,ev_tdlam_before,EpRewMean,loss_pol_surr,EpThisIter
6.46658,0.0,0.0333275,579.15,0.531305,921478,1002.6428279876709,2854,0.997048198944,1915.96740266,-0.049274,4
6.04227,0.0,0.028809,557.7,0.54892,923636,1004.6796183586121,2859,0.9970456562,1850.36071039,-0.0455833,5
6.28795,0.0,0.0296682,551.57,0.530174,925604,1006.7268602848053,2863,0.99698902783,1833.13241911,-0.046506,4
11.4823,0.0,0.0287474,543.36,0.520374,927621,1008.7655966281891,2867,0.994779423811,1810.35631587,-0.0319232,4
487.128,0.0,0.0283653,550.69,0.545987,929621,1010.8274157047272,2869,0.295963287354,1835.31838379,-0.0243954,2
18.6938,0.0,0.0268106,557.86,0.516698,931750,1012.8517208099365,2874,0.970081456006,1863.53111799,-0.0397129,5
14.6946,0.0,0.0273582,555.47,0.505784,933765,1014.9163134098053,2879,0.989503376186,1858.89500207,-0.0479497,5
304.209,0.0,0.0326929,550.04,0.511373,935556,1016.9565677642822,2882,0.871574148536,1842.54892432,-0.0202498,3
21.1364,0.0,0.0372225,541.56,0.506429,937793,1019.024468421936,2887,0.98903986346,1817.61243914,-0.0387186,5
369.875,0.0,0.0268016,541.08,0.504141,939908,1021.0735988616943,2891,0.894662223756,1816.46306961,-0.0242089,4
12.663,0.0,0.026118,538.39,0.505215,941661,1023.1238141059875,2894,0.991392461583,1808.65364685,-0.0461532,3
480.681,0.0,0.0232229,536.82,0.510437,943926,1025.1574330329895,2899,0.80886362493,1803.60943044,-0.0292291,5
277.288,0.0,0.0269289,531.33,0.491157,946138,1027.1899530887604,2903,0.894337490201,1786.96601696,-0.0321348,4
315.422,0.0,0.0275676,523.86,0.491114,947902,1029.2424581050873,2908,0.853225931525,1760.02293413,-0.0371858,5
301.355,0.0,0.0468213,505.27,0.504574,950012,1031.3075637817383,2914,0.899008713663,1698.89962707,-0.0334078,6
20.342,0.0,0.0390344,508.04,0.486297,952039,1033.343334197998,2917,0.963071133941,1711.49223292,-0.0367646,3
22.7469,0.0,0.0290438,502.45,0.4882,953790,1035.3754062652588,2920,0.986669453792,1692.75911356,-0.0489378,3
32.9977,0.0,0.0373583,503.46,0.463925,956246,1037.4298210144043,2924,0.980085158721,1694.73231334,-0.0489231,4
14.6348,0.0,0.0327442,503.51,0.443991,958342,1039.4799528121948,2927,0.991887656972,1696.33891823,-0.0451305,3
9.71557,0.0,0.0302331,509.78,0.420779,960122,1041.5322148799896,2930,0.994513481855,1719.83441156,-0.0486322,3
6.57769,0.0,0.0357524,514.43,0.396346,962389,1043.5711650848389,2934,0.99610118987,1735.56377229,-0.0381971,4
7.82905,0.0,0.0341045,516.42,0.365377,964427,1045.6202909946442,2937,0.995495000854,1742.69360847,-0.0397414,3
8.33031,0.0,0.0284149,513.44,0.316218,966466,1047.6617002487183,2941,0.993907411117,1732.81944781,-0.0431563,4
7.23276,0.0,0.0349956,521.73,0.306256,967920,1049.7277216911316,2943,0.995423228946,1760.45115649,-0.0446162,2
8.4041,0.0,0.0272332,527.02,0.280581,970322,1051.7765758037567,2947,0.995532105677,1778.29961093,-0.0466597,4
3.19352,0.0,0.0269861,531.42,0.251256,972692,1053.8112099170685,2950,0.997532982146,1793.59005338,-0.046031,3
182.455,0.0,0.021749,538.28,0.26569,974430,1055.8363280296326,2953,0.871281802654,1816.31476648,-0.0230616,3
87.788,0.0,0.0312101,541.08,0.266969,976626,1057.883380651474,2956,0.904076822102,1824.38253889,-0.025458,3
7.11358,0.0,0.0455513,550.73,0.229449,978709,1059.9477021694183,2959,0.988323651254,1856.1330092,-0.0342602,3
7.14081,0.0,0.0457311,555.09,0.209981,980604,1061.9840886592865,2962,0.992869915906,1870.77374609,-0.0355097,3
9.48468,0.0,0.0416441,558.51,0.191411,982649,1064.0301694869995,2966,0.994792143349,1881.46141674,-0.050497,4
4.3727,0.0,0.0356979,556.8,0.154509,984301,1066.0626955032349,2968,0.995438118,1877.27642293,-0.0443083,2
12.629,0.0,0.0292707,556.76,0.147477,987129,1068.1265180110931,2973,0.994754869491,1877.90803748,-0.030795,5
6.89631,0.0,0.0339545,560.61,0.113983,989078,1070.1633925437927,2977,0.993930802681,1890.87318267,-0.0436528,4
5.55073,0.0,0.0327624,564.14,0.0953356,990970,1072.1799223423004,2981,0.996164187789,1902.41368946,-0.0475206,4
18.78,0.0,0.0253863,563.23,0.100423,992660,1074.1954493522644,2984,0.983465125784,1900.02770832,-0.0343105,3
7.65388,0.0,0.0328344,569.74,0.0891386,994767,1076.245549440384,2987,0.994586788118,1921.46671399,-0.052789,3
419.701,0.0,0.0292017,576.06,0.0996031,996767,1078.2809102535248,2989,0.603895008564,1941.51065777,-0.0300922,2
7.92215,0.0,0.0293083,578.8,0.0910244,998771,1080.3279654979706,2992,0.973986411467,1951.24887644,-0.0422598,3
366.238,0.0,0.0403728,590.54,0.0885181,1001257,1082.3825511932373,2995,0.877488709986,1989.63697856,-0.0233576,3
