loss_vf_loss,EpRewMean,EpLenMean,loss_ent,EpisodesSoFar,loss_pol_entpen,TimestepsSoFar,loss_kl,EpThisIter,TimeElapsed,loss_pol_surr,ev_tdlam_before
0.0280712,-7.64090788801,50.0,-3.85614,17940,0.0,897000,0.0370808,41,760.4448430538177,-0.0277877,0.984879862517
0.0276128,-7.28597700867,50.0,-3.87317,17981,0.0,899050,0.044301,41,762.1873018741608,-0.0109246,0.988969223574
0.0306963,-7.82548823869,50.0,-3.85387,18022,0.0,901100,0.0434907,41,763.9210875034332,-0.0176576,0.984072569758
0.027244,-8.70744102125,50.0,-3.8575,18063,0.0,903150,0.0444907,41,765.6543226242065,-0.0242659,0.983065240085
0.0434239,-8.41672182523,50.0,-3.8326,18104,0.0,905200,0.053837,41,767.3823754787445,-0.0202043,0.986937819049
0.0443637,-8.67174242862,50.0,-3.83669,18145,0.0,907250,0.0456061,41,769.119875907898,-0.020587,0.989459181204
0.0329813,-8.31395179952,50.0,-3.86363,18186,0.0,909300,0.0346075,41,770.8377249240875,-0.0243829,0.986595186405
0.0297203,-8.39494458426,50.0,-3.86184,18227,0.0,911350,0.0527396,41,772.572390794754,-0.0155569,0.981586255133
0.0312883,-7.97505105537,50.0,-3.87725,18268,0.0,913400,0.0548315,41,774.3349869251251,-0.0172754,0.990272032097
0.0245754,-8.19847105884,50.0,-3.89606,18309,0.0,915450,0.0460935,41,776.0850801467896,-0.0235552,0.977081939578
0.104148,-8.66484114217,50.0,-3.89182,18350,0.0,917500,0.0489448,41,777.8375976085663,-0.0221453,0.979902064428
0.0487175,-9.04244831406,50.0,-3.8846,18391,0.0,919550,0.0373691,41,779.5778183937073,-0.0278109,0.990667374805
0.0272735,-9.53533440268,50.0,-3.90246,18432,0.0,921600,0.0394716,41,781.3358914852142,-0.0204131,0.992410607636
0.0291059,-8.67422718637,50.0,-3.90209,18472,0.0,923600,0.0504042,40,783.0563998222351,-0.0273561,0.987508163787
0.0171701,-6.95513916661,50.0,-3.91442,18513,0.0,925650,0.0373476,41,784.7958488464355,-0.0333775,0.991206369363
0.0388605,-7.65837626496,50.0,-3.90758,18554,0.0,927700,0.0398185,41,786.5254948139191,-0.0291279,0.986281644553
0.0346869,-8.54186748558,50.0,-3.89644,18595,0.0,929750,0.0667415,41,788.2777066230774,-0.0195565,0.990530217998
0.0713708,-9.03840623213,50.0,-3.91631,18636,0.0,931800,0.0677688,41,789.9998059272766,-0.0121634,0.985511782579
0.0345437,-8.93653874818,50.0,-3.93412,18677,0.0,933850,0.0641788,41,791.7260940074921,-0.0128768,0.992437726818
0.0334214,-7.79819597759,50.0,-3.96114,18718,0.0,935900,0.0556084,41,793.460530757904,-0.0233426,0.981202233583
0.0228492,-7.46398771714,50.0,-3.96719,18759,0.0,937950,0.0468124,41,795.218644618988,-0.0216787,0.989358851686
0.0315389,-7.9225109487,50.0,-3.97803,18800,0.0,940000,0.0469145,41,796.9444422721863,-0.0270119,0.987218036316
0.0175871,-8.1365640522,50.0,-3.97524,18841,0.0,942050,0.0398961,41,798.7134730815887,-0.0265318,0.990498915315
0.026843,-8.33036459021,50.0,-3.97958,18882,0.0,944100,0.0406157,41,800.4291884899139,-0.03134,0.98560354393
0.0275742,-8.18202831731,50.0,-3.9828,18923,0.0,946150,0.0621574,41,802.1792676448822,-0.0215421,0.986422008835
0.0351456,-8.50281820733,50.0,-3.99355,18964,0.0,948200,0.326301,41,803.9002289772034,-0.0256115,0.987282564864
0.0238833,-9.0385912545,50.0,-3.986,19005,0.0,950250,0.0506095,41,805.6391971111298,-0.0217286,0.990072800778
0.0273101,-8.37740958154,50.0,-4.00485,19046,0.0,952300,0.0511771,41,807.3662977218628,-0.0142274,0.98927438166
0.0227336,-8.01243263609,50.0,-4.0051,19087,0.0,954350,0.0276769,41,809.1161398887634,-0.0171727,0.98788365256
0.0270506,-8.28588958519,50.0,-4.0089,19128,0.0,956400,0.0558919,41,810.8351056575775,-0.0180285,0.987912120298
0.0246463,-8.26382425934,50.0,-4.03045,19169,0.0,958450,0.0644229,41,812.5718715190887,-0.00530038,0.988359165378
0.0298426,-8.06571303711,50.0,-4.03374,19210,0.0,960500,0.229917,41,814.3044180870056,-0.0126514,0.983406417072
0.033313,-8.76539920289,50.0,-4.04267,19251,0.0,962550,0.0383571,41,816.0410580635071,-0.0250546,0.986800644547
0.0402625,-9.08413064354,50.0,-4.0377,19292,0.0,964600,0.0427468,41,817.76465010643,-0.0125508,0.979757878929
0.0315611,-8.26193109267,50.0,-4.03796,19333,0.0,966650,0.0792339,41,819.5069491863251,-0.00779434,0.98724429775
0.0357101,-7.89427173172,50.0,-4.03348,19374,0.0,968700,0.041491,41,821.2261047363281,-0.0108541,0.986566376872
0.0463816,-8.4593047994,50.0,-4.01293,19415,0.0,970750,0.0565152,41,822.9915242195129,-0.0238564,0.982336018234
0.0315986,-8.94820857975,50.0,-4.03111,19456,0.0,972800,0.0490424,41,824.7412803173065,-0.0265167,0.987161715515
0.0375799,-8.67306742447,50.0,-4.02618,19496,0.0,974800,0.0568137,40,826.4753544330597,-0.00801238,0.990222276188
0.0366536,-8.73507247696,50.0,-4.03383,19537,0.0,976850,0.15634,41,828.2011651992798,-0.0182363,0.984271792695
0.031548,-9.26600626229,50.0,-4.02786,19578,0.0,978900,0.0484874,41,829.9355840682983,-0.0365959,0.989696074277
0.0530632,-9.67103615946,50.0,-4.0448,19619,0.0,980950,0.0739807,41,831.6718039512634,0.00315736,0.985484667122
0.0411806,-8.66506777278,50.0,-4.04095,19660,0.0,983000,0.0353675,41,833.4165983200073,-0.0279616,0.971673108637
0.034628,-8.47556015869,50.0,-4.06352,19701,0.0,985050,0.0362555,41,835.1400055885315,-0.0289671,0.983409587294
0.0452228,-7.66222622662,50.0,-4.0699,19742,0.0,987100,0.0566529,41,836.8746283054352,-0.0200874,0.979363186285
0.0299303,-8.33745515351,50.0,-4.08272,19783,0.0,989150,0.035405,41,838.6165816783905,-0.0359731,0.99021571409
0.0551618,-8.27803130562,50.0,-4.07297,19824,0.0,991200,0.0419265,41,840.343451499939,-0.0280335,0.982240580022
0.0492838,-9.22303133228,50.0,-4.07906,19865,0.0,993250,0.0594834,41,842.0782024860382,-0.0179895,0.985232311301
0.0424433,-8.95787129488,50.0,-4.09846,19906,0.0,995300,0.0634816,41,843.8079323768616,-0.0244724,0.985179081559
0.0381868,-8.60919022706,50.0,-4.06577,19947,0.0,997350,0.113192,41,845.5294578075409,-0.0009124,0.972405364737
0.0547211,-8.43937558078,50.0,-4.05833,19988,0.0,999400,0.0330607,41,847.2570428848267,-0.0253148,0.981078537181
0.0753118,-8.03360096379,50.0,-4.06963,20029,0.0,1001450,0.0543064,41,848.9839339256287,-0.0256375,0.924341268837
