EpRewMean,EpLenMean,EpisodesSoFar,loss_pol_entpen,loss_ent,EpThisIter,loss_pol_surr,loss_vf_loss,TimestepsSoFar,ev_tdlam_before,loss_kl,TimeElapsed
2189.91156013,619.72,2766,0.0,1.40424,4,-0.0485513,14.9797,945777,0.993652900215,0.032287,1045.1414873600006
2154.37264627,608.12,2770,0.0,1.39723,4,-0.0527061,12.8591,947935,0.994223853108,0.0268683,1047.2345016002655
2156.80217719,608.07,2773,0.0,1.41515,3,-0.047409,7.7567,949619,0.994322885759,0.0214736,1049.3438875675201
2137.39566053,601.34,2777,0.0,1.3917,4,-0.0243572,400.463,952221,0.88596803695,0.0151223,1051.5009081363678
2124.08296544,597.0,2780,0.0,1.35667,3,-0.0487375,8.84966,953405,0.991782312281,0.0364862,1053.671902179718
2105.91178684,591.31,2784,0.0,1.37533,4,-0.0243627,824.42,956377,0.735429495573,0.0226185,1055.8622579574585
2126.38997051,597.0,2787,0.0,1.33731,3,-0.0443905,23.5696,957639,0.986067119986,0.0246989,1058.1028246879578
2100.37262259,588.8,2791,0.0,1.3247,4,-0.0304865,516.668,960119,0.726562589407,0.032473,1060.4224562644958
2051.94873115,573.97,2796,0.0,1.29724,5,-0.0459694,18.6797,962366,0.98611745052,0.0295243,1062.7207446098328
2048.27269989,572.42,2799,0.0,1.27478,3,-0.0395368,49.1951,964354,0.96422098577,0.0189793,1065.0813882350922
2043.52284971,571.07,2802,0.0,1.27224,3,-0.0257513,443.595,966039,0.857545167208,0.0180326,1067.469554424286
2018.76154809,563.08,2807,0.0,1.2478,5,-0.0547879,11.9973,968646,0.992763150483,0.0296688,1069.8778195381165
1986.18190014,553.56,2811,0.0,1.26582,4,-0.0492981,14.5455,970641,0.993756179698,0.0353646,1072.3010623455048
1987.30762269,553.56,2815,0.0,1.2615,4,-0.0473415,14.2203,972719,0.992767930031,0.0316323,1074.814912557602
1997.77620178,556.33,2818,0.0,1.24236,3,-0.043978,8.3682,974625,0.99480383331,0.0279284,1077.3797109127045
1972.99626023,548.96,2824,0.0,1.23341,6,-0.0567224,12.0036,976679,0.994777451735,0.0245408,1079.883338689804
1969.6172561,547.77,2829,0.0,1.20154,5,-0.0513621,8.59475,978828,0.996635113144,0.0290519,1082.313012599945
1950.64612249,542.41,2832,0.0,1.1658,3,-0.0515905,8.1934,979994,0.995903208852,0.0287341,1084.4094550609589
1917.16930849,532.38,2838,0.0,1.13205,6,-0.0424378,23.7969,982764,0.992081299424,0.0249091,1086.5584752559662
1881.51181843,522.21,2841,0.0,1.15008,3,-0.0485443,4.2024,984307,0.996273172554,0.0279622,1088.6727240085602
1928.1200773,535.55,2844,0.0,1.17905,3,-0.0292988,401.48,986795,0.808035194874,0.0179734,1090.7659618854523
1882.0077681,522.57,2849,0.0,1.18789,5,-0.0395245,11.4072,989123,0.985743837431,0.0325156,1092.844272851944
1849.15620563,513.32,2853,0.0,1.17435,4,-0.0432875,9.62004,990438,0.993058096617,0.0273471,1094.9850866794586
1884.99277321,523.69,2856,0.0,1.19451,3,-0.0239412,847.851,993220,0.623113632202,0.0299061,1097.0789844989777
1871.7820823,520.84,2860,0.0,1.19521,4,-0.0278853,476.143,995227,0.882248431444,0.0199004,1099.2033982276917
1901.61232912,529.53,2863,0.0,1.20367,3,-0.0312793,392.422,997284,0.826257497072,0.0254527,1101.2816138267517
1939.24222202,540.3,2865,0.0,1.16848,2,-0.0232054,434.212,999159,0.764052331448,0.04833,1103.3914411067963
1893.55825402,527.48,2871,0.0,1.14628,6,-0.0491604,17.3539,1001180,0.981240455061,0.0375484,1105.5028855800629
