EpisodesSoFar,TimestepsSoFar,EpLenMean,EpRewMean,loss_kl,loss_ent,loss_pol_entpen,loss_vf_loss,loss_pol_surr,ev_tdlam_before,TimeElapsed,EpThisIter
5897,900843,882.63,8231.45922206,0.0229761,-0.548804,0.0,5937.71,-0.012353,-0.0328553915024,768.9688749313354,2
5900,903059,881.3,8219.0035855,0.030292,-0.569955,0.0,8103.57,-0.0149855,0.133534789085,770.7032451629639,3
5902,905059,886.05,8263.23779247,0.027233,-0.574343,0.0,5888.68,-0.00422163,-0.0105626583099,772.4376142024994,2
5904,906436,879.82,8205.0910877,0.0234268,-0.56774,0.0,3997.72,-0.0139057,0.177517294884,774.1876091957092,2
5906,908436,879.82,8204.99339683,0.0546997,-0.55906,0.0,5967.48,-0.00472919,-0.125758886337,775.9376041889191,2
5908,910436,889.05,8291.01037064,0.0143753,-0.553663,0.0,5791.6,-0.0111086,-0.0290513038635,777.6719734668732,2
5910,912436,891.19,8310.90325452,0.0715612,-0.563327,0.0,3875.02,-0.00364346,0.0353512763977,779.4219694137573,2
5913,915436,891.19,8310.83251442,0.0146744,-0.550486,0.0,8672.28,-0.0155809,-0.063355922699,781.1563382148743,3
5915,917436,891.19,8310.76620114,0.0405163,-0.542942,0.0,5838.21,-0.0103005,0.00486302375793,782.906610250473,2
5918,919457,881.4,8219.29437288,0.0532327,-0.555426,0.0,6086.43,-0.00691237,0.277580559254,784.6565907001495,3
5920,920913,875.96,8168.50743403,0.0281389,-0.54613,0.0,3188.36,-0.00672096,0.505213916302,786.4064817428589,2
5922,922913,877.48,8182.62314307,0.0249042,-0.547283,0.0,5921.09,-0.0164803,-0.0251103639603,788.1479461193085,2
5924,924913,877.48,8182.62378292,0.0239459,-0.524864,0.0,5925.39,-0.00880372,-0.000635504722595,789.8918905258179,2
5926,926913,882.24,8226.99938149,0.0168689,-0.516147,0.0,6032.52,-0.00437539,-0.061040520668,791.6412317752838,2
5929,929416,877.27,8180.59451735,0.0169863,-0.52011,0.0,6156.49,-0.0112535,0.35352230072,793.3755095005035,3
5931,931114,874.25,8152.29922894,0.0209786,-0.514876,0.0,3800.74,-0.0161627,0.606186568737,795.1253106594086,2
5933,933114,874.25,8152.27125508,0.0137264,-0.503638,0.0,5940.54,-0.0142862,-0.0489234924316,796.8751521110535,2
5935,935114,876.8,8176.03564934,0.0231159,-0.504485,0.0,3214.76,-0.0143537,0.4153226614,798.6095206737518,2
5938,937536,871.88,8130.09425821,0.0167912,-0.50035,0.0,6615.91,-0.0103059,0.460235774517,800.359516620636,3
5940,939536,871.88,8130.08278858,0.0214906,-0.499355,0.0,6021.63,-0.00909624,-0.0645296573639,802.0941216945648,2
5942,941536,875.05,8159.6747091,0.025908,-0.484319,0.0,5941.58,-0.00738309,-0.000747323036194,803.8439481258392,2
5944,943536,876.89,8176.78642185,0.0279048,-0.492418,0.0,5940.01,-0.00221699,-0.0108995437622,805.5783166885376,2
5947,946167,873.2,8142.19550219,0.0168936,-0.496552,0.0,4658.29,-0.0130564,0.348792016506,807.3283138275146,3
5949,947717,868.7,8100.11739638,0.0299108,-0.525376,0.0,4302.18,-0.0139923,0.552743136883,809.0625822544098,2
5951,949717,875.48,8163.37874532,0.0221853,-0.513753,0.0,5952.59,-0.00722014,-0.00322866439819,810.8125774860382,2
5954,952208,876.26,8170.57002984,0.0184495,-0.525212,0.0,7687.86,-0.0156464,0.336401700974,812.5453310012817,3
5956,954208,885.88,8260.32210929,0.0187698,-0.509929,0.0,5805.13,-0.0159415,0.00906807184219,814.3045473098755,2
5959,956247,876.27,8170.69556035,0.0196995,-0.500173,0.0,5453.4,-0.0129538,0.460571050644,816.0380671024323,3
5961,958247,876.27,8170.7157495,0.0326636,-0.516298,0.0,2963.83,-0.020278,0.631400734186,817.7828686237335,2
5963,959583,869.63,8108.75606617,0.050574,-0.534089,0.0,4546.28,-0.00340214,0.52049279213,819.4999928474426,2
5965,961583,869.63,8108.79938643,0.0175462,-0.541577,0.0,5969.47,-0.0088093,-0.0177718400955,821.2512586116791,2
5968,964583,869.63,8108.93935643,0.0126856,-0.537504,0.0,8703.86,-0.011294,-0.0280150175095,822.984555721283,3
5970,966583,879.02,8196.57186714,0.0147001,-0.532659,0.0,5924.79,-0.0147577,-0.0123578310013,824.7189254760742,2
5972,968583,881.93,8223.70493202,0.0250073,-0.530267,0.0,5882.32,-0.00852001,-0.0442832708359,826.4532949924469,2
5974,970583,887.88,8279.28041425,0.0270387,-0.49735,0.0,5929.21,-0.00776018,-0.00548493862152,828.2032899856567,2
5976,972583,890.74,8305.90986366,0.0203979,-0.499029,0.0,5933.11,-0.0125207,-0.0160894393921,829.9532845020294,2
5978,974583,899.42,8386.88588304,0.0196263,-0.484503,0.0,5900.18,-0.012882,2.24709510803e-05,831.6876544952393,2
5980,976583,910.11,8486.58897353,0.0151307,-0.484849,0.0,5336.71,-0.0142262,-0.00678932666779,833.437650680542,2
5982,978583,918.51,8564.96823435,0.0150644,-0.484497,0.0,5942.98,-0.00921304,-0.00318515300751,835.1720190048218,2
5984,980583,918.51,8564.96812824,0.0171819,-0.490344,0.0,5942.12,-0.00840117,-0.00346529483795,836.9220149517059,2
5986,982440,917.08,8551.61144262,0.0193656,-0.476698,0.0,3566.82,-0.0153356,0.377507209778,838.67200922966,2
5988,984201,914.69,8529.30648572,0.0328358,-0.482304,0.0,4940.49,-0.00308838,0.292582631111,840.4063792228699,2
5991,986946,912.14,8505.59017462,0.0142702,-0.470922,0.0,7718.14,-0.012235,0.302650928497,842.1563727855682,3
5993,988186,905.14,8440.40725974,0.030526,-0.456825,0.0,5209.38,-0.0138859,0.324327528477,843.9063692092896,2
5996,990665,908.22,8469.20288049,0.0145548,-0.456185,0.0,5363.45,-0.0150744,0.227385520935,845.6407380104065,3
5998,992538,906.95,8457.3598455,0.0155837,-0.480882,0.0,4149.14,-0.0184774,0.422990620136,847.4063444137573,2
6000,994538,914.79,8530.5501871,0.0192015,-0.464195,0.0,5971.87,-0.0080507,-0.028307557106,849.1407124996185,2
6002,996538,914.79,8530.63262203,0.0138869,-0.459132,0.0,5777.36,-0.012424,0.0490112900734,850.8906033039093,2
6004,998538,921.02,8588.82487941,0.0207536,-0.455611,0.0,5895.08,-0.0117495,0.00293987989426,852.6249713897705,2
6006,1000538,921.02,8588.88112271,0.038784,-0.460898,0.0,5933.95,-0.00486591,0.00189578533173,854.3749670982361,2
