loss_ent,loss_pol_entpen,loss_pol_surr,EpThisIter,EpLenMean,ev_tdlam_before,TimestepsSoFar,EpRewMean,loss_vf_loss,loss_kl,EpisodesSoFar,TimeElapsed
-4.50821,0.0,0.00676821,41,50.0,0.99723947444,899050,-11.5160882761,0.0148967,0.0917747,17981,785.540296792984
-4.48787,0.0,-0.0112055,41,50.0,0.997181897052,901100,-11.8151821226,0.0169461,0.058328,18022,787.3229124546051
-4.4713,0.0,-0.0189626,41,50.0,0.995427308604,903150,-11.9095917154,0.0163727,0.0520395,18063,789.11985039711
-4.4932,0.0,-0.022221,41,50.0,0.996723857243,905200,-11.1915928829,0.0168615,0.0641528,18104,790.9051594734192
-4.48764,0.0,-0.0141676,41,50.0,0.996405192651,907250,-11.4516757573,0.0223238,0.0650863,18145,792.6945359706879
-4.49229,0.0,0.00225446,41,50.0,0.99567974126,909300,-11.7122287388,0.0109525,0.0865614,18186,794.4776918888092
-4.50236,0.0,-0.0189063,41,50.0,0.996127838735,911350,-11.4336451736,0.017746,0.0539708,18227,796.2807638645172
-4.53568,0.0,-0.0131678,41,50.0,0.996520822402,913400,-11.3446833355,0.0125675,0.0423747,18268,798.0571506023407
-4.55468,0.0,-0.0208068,41,50.0,0.997069064062,915450,-10.8904179917,0.0125265,0.048237,18309,799.8694427013397
-4.53564,0.0,-0.0181843,41,50.0,0.996620320249,917500,-10.9727931347,0.0115128,0.0405178,18350,801.6541469097137
-4.54622,0.0,-0.0159358,41,50.0,0.997091354802,919550,-11.2470609958,0.013502,0.0424196,18391,803.4525640010834
-4.53508,0.0,-0.00635372,41,50.0,0.997435051017,921600,-11.7162882409,0.0141744,0.069677,18432,805.2348766326904
-4.5133,0.0,-0.00263094,40,50.0,0.996172646061,923600,-11.5511205689,0.0125743,0.0742282,18472,807.041267156601
-4.49489,0.0,-0.00966934,41,50.0,0.997224887367,925650,-11.7896977318,0.0134283,0.0436712,18513,808.8371691703796
-4.50136,0.0,-0.0229522,41,50.0,0.994867111091,927700,-11.7593964237,0.0282435,0.0392997,18554,810.6340887546539
-4.50422,0.0,-0.011414,41,50.0,0.996685164515,929750,-11.5471468143,0.0156403,0.0455109,18595,812.4621601104736
-4.51697,0.0,-0.0219323,41,50.0,0.996497698594,931800,-11.0579936549,0.0191969,0.0449154,18636,814.2591505050659
-4.52519,0.0,-0.0148798,41,50.0,0.994972763117,933850,-11.6854579146,0.025393,0.0696443,18677,816.0328800678253
-4.5197,0.0,-0.00303165,41,50.0,0.997138421051,935900,-12.499513054,0.0125048,0.0834788,18718,817.8308889865875
-4.51059,0.0,-0.0114444,41,50.0,0.997318659443,937950,-12.0132727865,0.0117475,0.072669,18759,819.6185281276703
-4.53336,0.0,-0.0246326,41,50.0,0.996652628994,940000,-11.7936463872,0.011993,0.0525642,18800,821.4065847396851
-4.54376,0.0,0.0116056,41,50.0,0.995897533372,942050,-11.6984474036,0.016439,0.125366,18841,823.2042956352234
-4.53523,0.0,-0.00491741,41,50.0,0.997302714502,944100,-11.7297230467,0.0168178,0.0627098,18882,824.9930973052979
-4.51925,0.0,-0.0120447,41,50.0,0.997245460283,946150,-11.4765976946,0.0100559,0.0521607,18923,826.7745623588562
-4.52173,0.0,-0.0239218,41,50.0,0.996686262079,948200,-11.7267005766,0.0179716,0.0347539,18964,828.5587730407715
-4.49454,0.0,-0.0210939,41,50.0,0.996366378851,950250,-11.6750769862,0.0160854,0.0579624,19005,830.3559324741364
-4.49042,0.0,-0.00649138,41,50.0,0.997271305183,952300,-11.5061775112,0.0143931,0.0566439,19046,832.1509070396423
-4.46212,0.0,-0.00973204,41,50.0,0.996620959369,954350,-11.3316186161,0.0122822,0.0832884,19087,833.9414150714874
-4.42259,0.0,-0.00513864,41,50.0,0.994834224228,956400,-11.4191396192,0.0138974,0.0532048,19128,835.7238323688507
-4.42416,0.0,-0.0107368,41,50.0,0.996809803182,958450,-10.9245616291,0.0113416,0.0708319,19169,837.5289454460144
-4.41782,0.0,-0.00616683,41,50.0,0.996155485744,960500,-10.9617663773,0.0176179,0.0525801,19210,839.3097047805786
-4.4251,0.0,-0.0245306,41,50.0,0.99696668121,962550,-11.0748367411,0.0152934,0.0465067,19251,841.1038870811462
-4.41572,0.0,-0.0205862,41,50.0,0.995480581652,964600,-11.0892579707,0.0167107,0.04206,19292,842.9100430011749
-4.43337,0.0,-0.0193397,41,50.0,0.997224213555,966650,-11.5632274629,0.0159119,0.053348,19333,844.7220494747162
-4.44547,0.0,-0.0248395,41,50.0,0.99609608762,968700,-11.4742568961,0.0183359,0.0385838,19374,846.509467124939
-4.44607,0.0,-0.0223499,41,50.0,0.995316783432,970750,-11.2756242276,0.0203265,0.0990961,19415,848.3076193332672
-4.46233,0.0,-0.0188792,41,50.0,0.994689352345,972800,-11.4153978972,0.0193343,0.0514508,19456,850.1040549278259
-4.47136,0.0,-0.00127319,40,50.0,0.994910182431,974800,-11.2934143553,0.02119,0.0867164,19496,851.8955807685852
-4.4746,0.0,0.0108316,41,50.0,0.995818912052,976850,-11.2752698926,0.014782,0.0939036,19537,853.6842024326324
-4.44737,0.0,-0.0144396,41,50.0,0.995541578159,978900,-11.6188677646,0.0164179,0.0552671,19578,855.4815385341644
-4.44074,0.0,-0.0191161,41,50.0,0.995296116918,980950,-11.3844720126,0.0195305,0.0543288,19619,857.2623088359833
-4.45593,0.0,-0.0212078,41,50.0,0.994893975556,983000,-11.7571488728,0.0221245,0.0393865,19660,859.0711631774902
-4.45705,0.0,-0.00178175,41,50.0,0.997004444245,985050,-11.6519525503,0.0128217,0.0679196,19701,860.8480594158173
-4.46424,0.0,0.00813734,41,50.0,0.989290308207,987100,-11.8478771612,0.0185906,0.0604902,19742,862.6445407867432
-4.44766,0.0,-0.0126033,41,50.0,0.996555133956,989150,-11.775390513,0.0167672,0.0540581,19783,864.4252581596375
-4.43665,0.0,-0.00839709,41,50.0,0.997399422573,991200,-11.9026484511,0.0129766,0.0588337,19824,866.2392325401306
-4.44192,0.0,-0.00273755,41,50.0,0.995624493808,993250,-11.4736491713,0.0142459,0.0724772,19865,868.0128467082977
-4.45195,0.0,-0.0145673,41,50.0,0.996461741393,995300,-11.1966168406,0.0165619,0.0476011,19906,869.8087899684906
-4.42444,0.0,0.00324933,41,50.0,0.997269929154,997350,-11.6275733112,0.0125697,0.332534,19947,871.5904123783112
-4.41095,0.0,0.019419,41,50.0,0.99317261111,999400,-11.9372239109,0.0122275,0.101644,19988,873.4036049842834
-4.41302,0.0,-0.017124,41,50.0,0.996558708372,1001450,-12.0820599337,0.0181427,0.0422334,20029,875.1999499797821
