EpThisIter,ev_tdlam_before,EpRewMean,EpisodesSoFar,TimestepsSoFar,EpLenMean,loss_pol_surr,loss_pol_entpen,loss_vf_loss,TimeElapsed,loss_kl,loss_ent
3,0.860472589731,2529.95496045,2463,945998,679.77,-0.0322127,0.0,498.89,1037.718810558319,0.0217253,1.00844
3,0.955678712577,2534.48741115,2466,947904,681.1,-0.0358636,0.0,85.1932,1040.2770924568176,0.0296811,1.00834
3,0.986538575962,2522.20821965,2469,949773,677.13,-0.0132634,0.0,11.1177,1042.7779154777527,0.0344304,1.01444
4,0.987864013761,2489.74628634,2473,952150,668.09,-0.0370106,0.0,12.3287,1045.2433195114136,0.0307826,1.00242
2,0.990673949011,2466.67976905,2475,953469,661.28,-0.0406432,0.0,16.5353,1047.7033512592316,0.0283998,0.992983
4,0.875907242298,2412.63876857,2479,955608,646.23,-0.0272955,0.0,472.819,1050.2194337844849,0.0262808,0.990214
2,0.453874468803,2427.1414747,2481,957608,650.69,-0.0252138,0.0,502.689,1052.42209815979,0.0308203,0.968227
3,0.752554222941,2438.60914368,2484,960155,654.48,-0.0294413,0.0,652.901,1054.546864748001,0.019303,0.970543
2,0.182972550392,2444.23313769,2486,962155,656.44,-0.0243237,0.0,561.808,1056.6060593128204,0.0272221,0.970213
3,0.844066485763,2439.51907755,2489,964414,655.47,-0.0228335,0.0,513.178,1058.719206571579,0.0340202,0.992636
2,0.363047659397,2471.03093877,2491,966414,664.54,-0.0274545,0.0,641.132,1060.8059418201447,0.0240523,1.00717
2,0.750498861074,2489.19545908,2493,968378,669.44,-0.0268699,0.0,535.59,1062.9374778270721,0.0208566,0.975303
2,0.75170661509,2502.37353798,2495,969758,673.25,-0.0200633,0.0,216.375,1065.0331661701202,0.024161,0.965977
3,0.59348154068,2525.71808706,2498,972653,679.88,-0.0309018,0.0,672.457,1067.1210527420044,0.0236991,0.951961
2,0.737270534039,2526.06873854,2500,974653,679.88,-0.0277007,0.0,117.492,1069.2191240787506,0.0239461,0.923505
3,0.847191378474,2531.27271914,2503,976559,681.6,-0.0325564,0.0,503.524,1071.3367311954498,0.0274258,0.910135
2,0.773455560207,2562.92503109,2505,978464,690.35,-0.0270371,0.0,485.012,1073.4773259162903,0.0288795,0.903643
2,0.169398128986,2574.8104244,2507,980464,693.94,-0.0232451,0.0,859.453,1075.5698120594025,0.0210081,0.904867
4,0.813434958458,2586.43335501,2511,982685,697.15,-0.0301218,0.0,440.553,1077.649909734726,0.0349286,0.900137
2,0.693814992905,2627.22319734,2513,984659,708.16,-0.0265905,0.0,482.162,1079.7346062660217,0.0313875,0.912333
2,0.974061427638,2662.18909072,2515,986635,717.42,-0.0490647,0.0,17.1187,1081.8847148418427,0.0253318,0.886699
2,0.165599644184,2673.66899818,2517,988635,721.4,-0.0225104,0.0,884.09,1083.991471529007,0.022463,0.919245
2,0.206772208214,2710.65757714,2519,990635,732.05,-0.0228386,0.0,918.662,1086.1097853183746,0.0361154,0.940144
2,0.206859409809,2744.09306999,2521,992635,741.76,-0.0225914,0.0,946.622,1088.1876883506775,0.0202895,0.917267
4,0.881698578596,2752.29029284,2525,995261,744.43,-0.0277625,0.0,449.108,1090.3155884742737,0.0273619,0.917959
2,0.747806847095,2780.38541907,2527,996867,752.34,-0.0279022,0.0,441.068,1092.4619767665863,0.0225653,0.90935
2,0.210709571838,2820.97803836,2529,998867,763.91,-0.0105459,0.0,915.382,1094.5946402549744,0.242963,0.916919
2,0.199500203133,2852.16617891,2531,1000867,773.22,-0.0265367,0.0,857.162,1096.752841949463,0.0308356,0.917316
