loss_ent,EpThisIter,EpLenMean,TimeElapsed,loss_vf_loss,EpRewMean,loss_pol_entpen,TimestepsSoFar,loss_kl,EpisodesSoFar,loss_pol_surr,ev_tdlam_before
-0.270096,6,314.3,949.16441822052,13.0414,1318.2366473,0.0,941975,0.029485,4092,-0.0449904,0.99575513741
-0.276941,6,313.97,951.2190861701965,261.236,1314.73404898,0.0,943783,0.0280281,4098,-0.023861,0.92451056093
-0.29143,6,318.61,953.2972910404205,8.58975,1334.33663592,0.0,945909,0.0306151,4104,-0.0311603,0.995654469822
-0.275864,7,319.92,955.344377040863,6.55902,1339.59567666,0.0,948202,0.0367668,4111,-0.0432831,0.998326191679
-0.278019,6,322.6,957.4061932563782,6.67755,1351.00761751,0.0,950225,0.0380164,4117,-0.0411906,0.998620062717
-0.305568,6,324.42,959.4844851493835,5.72451,1358.78699851,0.0,952201,0.0381546,4123,-0.0359003,0.998878946761
-0.302734,6,325.36,961.5160512924194,6.35666,1362.7035289,0.0,954123,0.0371778,4129,-0.0407315,0.998816569452
-0.302792,7,324.65,963.5778977870941,7.36291,1359.56145665,0.0,956301,0.0308347,4136,-0.0399014,0.998286226764
-0.310418,6,326.99,965.609304189682,8.30721,1369.24888129,0.0,958262,0.0451243,4142,-0.0417983,0.998301334796
-0.33161,7,328.07,967.6721186637878,4.56495,1373.83387905,0.0,960463,0.0338916,4149,-0.0499973,0.999030827894
-0.333773,6,327.36,969.7349343299866,6.38548,1370.20181815,0.0,962458,0.038549,4155,-0.0443267,0.997980667045
-0.342913,6,330.05,971.7811450958252,4.62216,1381.33315494,0.0,964556,0.0294975,4161,-0.0483661,0.998999231495
-0.341889,6,330.9,973.8292257785797,213.453,1382.92920081,0.0,966483,0.0710901,4167,-0.0210908,0.917199119925
-0.322656,6,331.17,975.8596303462982,6.84372,1383.53804073,0.0,968527,0.0577925,4173,-0.00728972,0.995209719054
-0.315747,6,332.33,977.9224286079407,284.657,1387.1037682,0.0,970494,0.0391144,4179,-0.0216914,0.934877797961
-0.324773,6,333.11,979.9593636989594,12.9395,1390.84244551,0.0,972683,0.0331667,4185,-0.0443365,0.992700942326
-0.326463,5,333.27,982.0230565071106,6.83035,1392.29918088,0.0,974502,0.0502639,4190,-0.0373415,0.996938364115
-0.32885,6,334.28,984.0541086196899,10.5115,1398.64339606,0.0,976725,0.0391035,4196,-0.0444339,0.997382558882
-0.345982,6,336.93,986.1005687713623,9.11967,1410.21910984,0.0,978903,0.0376097,4202,-0.0497817,0.997572593391
-0.355643,5,336.63,988.1483643054962,8.02335,1408.10997365,0.0,980627,0.0447402,4207,-0.0481622,0.998113251757
-0.339511,7,337.32,990.2193961143494,289.744,1407.64807922,0.0,982994,0.0647068,4214,-0.0205199,0.921939827502
-0.383802,6,335.8,992.2549657821655,15.9473,1400.5391498,0.0,984849,0.0451631,4220,-0.0381024,0.988031269982
-0.401921,6,338.88,994.2895421981812,8.96661,1413.61480166,0.0,987016,0.0357877,4226,-0.0374704,0.995315747336
-0.400374,6,341.24,996.3209230899811,10.8765,1423.39440384,0.0,989150,0.0365983,4232,-0.0440108,0.997249105712
-0.401006,5,342.76,998.3969352245331,7.57522,1428.93390478,0.0,990846,0.0357232,4237,-0.0462832,0.99694173946
-0.392957,7,342.12,1000.4602906703949,7.75417,1427.10994496,0.0,993103,0.0383322,4244,-0.0433549,0.998506727046
-0.4177,6,342.84,1002.5006563663483,6.33636,1430.14649532,0.0,995085,0.0383586,4250,-0.0433142,0.998462353833
-0.428347,7,341.17,1004.5628132820129,10.4171,1423.78235464,0.0,997216,0.036307,4257,-0.0322071,0.998110138928
-0.383227,7,340.47,1006.6094765663147,7.09544,1422.90187869,0.0,999372,0.0333669,4264,-0.0419445,0.998532230966
-0.362134,6,337.2,1008.6879634857178,8.11455,1408.76739634,0.0,1001245,0.0399698,4270,-0.0416262,0.997946501477
