TimestepsSoFar,TimeElapsed,loss_kl,loss_pol_entpen,ev_tdlam_before,loss_vf_loss,EpThisIter,EpLenMean,loss_ent,loss_pol_surr,EpisodesSoFar,EpRewMean
921000,801.4844551086426,0.0560648,0.0,0.0485701560974,181.123,2,1000.0,-1.85355,-0.0310109,921,1564.20738275
923000,803.2725954055786,0.0987465,0.0,0.00966089963913,181.544,2,1000.0,-1.84188,-0.0115783,923,1565.85766806
925000,805.0477228164673,0.033811,0.0,0.0508497953415,187.451,2,1000.0,-1.8503,-0.0337179,925,1567.56858054
927000,806.8289971351624,0.0391718,0.0,0.0400217175484,181.037,2,1000.0,-1.83472,-0.0325732,927,1567.90857729
929000,808.6094791889191,0.0400721,0.0,0.0873259305954,188.118,2,1000.0,-1.85405,-0.0354648,929,1568.96168317
931000,810.390876531601,0.0437066,0.0,0.0617609620094,185.69,2,1000.0,-1.85003,-0.0321068,931,1569.70081201
933000,812.1884210109711,0.0501258,0.0,0.0721315145493,177.674,2,1000.0,-1.84112,-0.033524,933,1570.64431468
935000,813.9694230556488,0.0599319,0.0,0.0215535163879,186.33,2,1000.0,-1.85485,-0.0195956,935,1569.705555
937000,815.7346704006195,0.0441514,0.0,0.0509206056595,182.446,2,1000.0,-1.84549,-0.0288116,937,1571.52929429
940000,817.4995794296265,0.0412713,0.0,0.0660016536713,261.316,3,1000.0,-1.85179,-0.0358238,940,1572.75098271
942000,819.2809109687805,0.0431535,0.0,0.0224266052246,180.978,2,1000.0,-1.82245,-0.0282092,942,1572.5646316
944000,821.0638661384583,0.0449164,0.0,0.0662684440613,189.177,2,1000.0,-1.81904,-0.0332382,944,1572.26693903
946000,822.859815120697,0.0374729,0.0,0.0652542114258,185.646,2,1000.0,-1.82915,-0.031245,946,1571.85527198
948000,824.6559572219849,0.052396,0.0,0.0375965833664,183.408,2,1000.0,-1.84435,-0.0284481,948,1570.96817829
950000,826.4228613376617,2.40772,0.0,0.0286711454391,180.074,2,1000.0,-1.79024,0.0224724,950,1572.69023328
952000,828.187194108963,0.0388296,0.0,0.0597937107086,182.082,2,1000.0,-1.80651,-0.0338313,952,1570.92591884
954000,829.9691321849823,0.0359608,0.0,0.00710797309875,168.034,2,1000.0,-1.82028,-0.0274841,954,1570.19205598
956000,831.7514593601227,0.0354579,0.0,0.0428498983383,174.04,2,1000.0,-1.81195,-0.0298245,956,1569.37844131
958000,833.5155289173126,0.0335208,0.0,0.040882229805,170.22,2,1000.0,-1.78901,-0.0298707,958,1567.29244265
960000,835.3122329711914,0.0349417,0.0,0.0780956745148,170.478,2,1000.0,-1.77432,-0.034095,960,1565.13518595
962000,837.0939543247223,0.0368283,0.0,0.0239248275757,158.207,2,1000.0,-1.76849,-0.0311781,962,1565.70512196
964000,838.8595898151398,0.0299329,0.0,0.0303411483765,166.389,2,1000.0,-1.7792,-0.0356426,964,1563.96462362
966000,840.6250278949738,0.0307172,0.0,0.0543401837349,167.349,2,1000.0,-1.78974,-0.0329492,966,1563.54147005
968000,842.4069983959198,0.0344362,0.0,0.0538873076439,172.158,2,1000.0,-1.80838,-0.0383615,968,1562.43789198
970000,844.1879405975342,0.0433132,0.0,0.0347039103508,168.512,2,1000.0,-1.80957,-0.0331529,970,1561.39269381
972000,845.9684851169586,0.0348972,0.0,0.0628134012222,172.642,2,1000.0,-1.8288,-0.0355788,972,1559.83315337
974000,847.7348084449768,0.0407609,0.0,0.0518856048584,170.765,2,1000.0,-1.85523,-0.0347241,974,1558.99812343
976000,849.5045409202576,0.0501756,0.0,0.0197251439095,163.432,2,1000.0,-1.8415,-0.0312146,976,1558.73399379
978000,851.2817506790161,0.0493365,0.0,-0.00127923488617,162.046,2,1000.0,-1.84424,-0.0299446,978,1557.79062976
980000,853.0468213558197,0.0474401,0.0,0.00884526968002,166.39,2,1000.0,-1.82416,-0.0305388,980,1557.62778199
983000,854.8290843963623,0.0315763,0.0,0.0526123642921,220.104,3,1000.0,-1.83973,-0.035479,983,1556.36347804
985000,856.5941195487976,0.0377469,0.0,0.0424392819405,166.735,2,1000.0,-1.81362,-0.0316844,985,1557.65080144
987000,858.3594746589661,0.0288542,0.0,0.0562799572945,168.691,2,1000.0,-1.80212,-0.0356985,987,1556.31756047
989000,860.1249103546143,0.0457261,0.0,0.061619758606,174.656,2,1000.0,-1.76304,-0.031868,989,1555.24125688
991000,861.9058542251587,0.0386637,0.0,0.0414744615555,171.94,2,1000.0,-1.75371,-0.0329345,991,1555.38707066
993000,863.6944341659546,0.0445837,0.0,0.0811846852303,174.893,2,1000.0,-1.73818,-0.0335175,993,1554.62726389
995000,865.4533426761627,0.0500579,0.0,0.0732936859131,171.257,2,1000.0,-1.74919,-0.0262512,995,1553.21227723
997000,867.2653806209564,0.0425981,0.0,0.0583002567291,162.51,2,1000.0,-1.72971,-0.033139,997,1552.31890053
999000,869.0468852519989,0.0995265,0.0,0.0336434841156,168.323,2,1000.0,-1.72995,-0.0187941,999,1551.88917918
1001000,870.8134741783142,0.0379232,0.0,0.035816848278,166.331,2,1000.0,-1.72006,-0.0333825,1001,1551.36741265
