loss_ent,ev_tdlam_before,loss_kl,EpisodesSoFar,loss_pol_entpen,EpRewMean,loss_vf_loss,EpThisIter,EpLenMean,TimestepsSoFar,loss_pol_surr,TimeElapsed
1.68753,0.780495122075,0.0606233,3182,0.0,3052.4585953,679.906,2,755.78,941964,-0.0270127,937.9286236763
1.665,0.792438313365,0.042722,3184,0.0,3050.48655384,671.738,2,754.95,943240,-0.0336194,939.9762606620789
1.66092,0.308698952198,0.0428495,3186,0.0,3066.30686808,1230.38,2,758.34,945240,-0.0318138,941.9982299804688
1.64077,0.684130340815,0.0427629,3189,0.0,3091.70062197,1007.15,3,763.97,947512,-0.0332292,944.0459342002869
1.59404,0.829062670469,0.0480604,3192,0.0,3075.00660482,650.327,3,760.28,949525,-0.0490917,946.0769381523132
1.58538,0.80972148478,0.045535,3197,0.0,2995.21881445,1272.62,5,741.63,952275,-0.0420648,948.1080794334412
1.62046,0.843534603715,0.0408188,3200,0.0,2978.64135625,700.129,3,737.6,953676,-0.0460304,950.1395499706268
1.63491,0.82683378458,0.0474547,3204,0.0,3019.30950249,945.673,4,746.6,956208,-0.0432937,952.1706063747406
1.64169,0.780901357532,0.0383246,3207,0.0,3020.84198142,640.549,3,747.25,958222,-0.0334272,954.2178797721863
1.65022,0.751737579703,0.0414401,3209,0.0,3064.91787831,686.501,2,757.51,959698,-0.0325163,956.236430644989
1.65755,0.890584021807,0.036897,3213,0.0,3039.09809788,535.095,4,751.42,961960,-0.0455877,958.288462638855
1.64496,0.894905008376,0.0379398,3217,0.0,3008.00360076,541.893,4,744.14,964455,-0.041462,960.3114504814148
1.6148,0.756074503064,0.0348348,3219,0.0,3023.24518511,546.596,2,747.91,965807,-0.0399299,962.3430831432343
1.65245,0.764407917857,0.0404942,3223,0.0,3028.7303207,1265.12,4,749.07,968220,-0.0432773,964.3928337097168
1.66311,0.923845931888,0.0382002,3227,0.0,3032.30379531,283.499,4,749.44,970596,-0.0506154,966.4243040084839
1.63763,0.843285739422,3.51681,3230,0.0,3027.38476,643.989,3,748.22,972036,0.0563046,968.4598076343536
1.64305,0.930361837149,0.0272069,3238,0.0,2875.1651874,87.0191,8,712.37,974639,-0.069811,970.4912121295929
1.62439,0.962275613099,0.0274453,3248,0.0,2551.11687214,68.8571,10,637.16,976756,-0.0782255,972.5204257965088
1.64602,0.963678415865,0.0330419,3257,0.0,2315.97222045,79.186,9,582.21,978837,-0.0741709,974.5528020858765
1.58895,0.979712873697,0.0324702,3267,0.0,2077.22241785,45.7341,10,527.7,980984,-0.0802622,976.5853590965271
1.58791,0.967583570629,0.0352938,3275,0.0,1833.32596253,54.3807,8,471.77,982845,-0.0710607,978.6391949653625
1.55138,0.984297307208,0.0354392,3284,0.0,1589.31222146,39.6668,9,415.95,984835,-0.0828662,980.685789346695
1.537,0.991078857332,0.0344278,3294,0.0,1362.22023935,31.3473,10,363.87,987126,-0.0808518,982.7481858730316
1.52726,0.987198166549,0.0422834,3303,0.0,1253.32663322,27.6903,9,338.6,989068,-0.0777865,984.7804028987885
1.49281,0.972755197436,0.0386637,3312,0.0,1064.39976659,66.8286,9,295.05,991179,-0.0726494,986.8113129138947
1.4451,0.982956076041,0.0368392,3321,0.0,913.926660902,32.501,9,260.5,993134,-0.0770739,988.8504281044006
1.42439,0.97645499371,0.0417368,3330,0.0,789.789995253,51.1232,9,232.64,995300,-0.0765431,990.9050073623657
1.43076,0.973706737161,0.0389979,3339,0.0,751.180921773,39.3358,9,223.83,997255,-0.068768,992.9515283107758
1.39164,0.990326929837,0.044665,3347,0.0,761.68652082,24.052,8,226.17,999158,-0.0742414,994.9828696250916
1.34452,0.993546881247,0.0484298,3356,0.0,767.015917844,19.6892,9,227.69,1001391,-0.0823218,997.015275478363
