EpisodesSoFar,TimestepsSoFar,loss_vf_loss,EpLenMean,EpRewMean,loss_pol_surr,TimeElapsed,loss_kl,loss_pol_entpen,EpThisIter,ev_tdlam_before,loss_ent
2512,944043,3.47477,520.25,1780.1985854,-0.0520495,1041.7391028404236,0.028743,0.0,7,0.997393238824,0.518252
2518,946137,3.36217,503.34,1724.99830059,-0.0365227,1043.8938171863556,0.0427746,0.0,6,0.998442421318,0.46941
2520,947756,2.78665,506.28,1735.09393448,-0.0460797,1046.1764273643494,0.0236708,0.0,2,0.997197365155,0.46064
2524,950262,739.898,514.45,1760.81261035,-0.00982257,1048.4963853359222,0.420473,0.0,4,0.730906039476,0.469439
2528,952182,278.447,513.17,1754.05693636,-0.0260913,1050.8245258331299,0.0396996,0.0,4,0.893428191543,0.485421
2530,953661,6.17651,518.93,1772.29838678,-0.0454011,1053.2185373306274,0.0298243,0.0,2,0.989360388368,0.477603
2536,956153,222.064,508.24,1735.33474029,-0.0236025,1055.6364550590515,0.0293413,0.0,6,0.937521591783,0.457293
2544,958418,5.63445,487.96,1669.39265061,-0.0455123,1058.1136510372162,0.0442644,0.0,8,0.99549221294,0.433416
2548,960288,353.81,485.97,1660.71170716,-0.0229419,1060.6523051261902,0.0325594,0.0,4,0.884134761989,0.435857
2553,962498,317.99,483.35,1649.78492276,-0.0284988,1063.2303693294525,0.0232348,0.0,5,0.900551363826,0.427871
2556,964437,362.51,482.36,1643.89290227,-0.0229341,1065.7152194976807,0.0257457,0.0,3,0.850084990263,0.437087
2559,966349,378.687,482.24,1639.21073047,-0.0274366,1067.8710551261902,0.0324102,0.0,3,0.828781977296,0.468874
2561,968349,436.131,492.35,1669.23969781,-0.026422,1069.9826273918152,0.0235994,0.0,2,0.0726723074913,0.465351
2563,970349,454.891,501.89,1696.40044329,-0.022006,1072.1280987262726,0.104493,0.0,2,0.139666080475,0.470373
2565,972349,637.461,513.85,1731.82682799,-0.0271957,1074.23886013031,0.0267079,0.0,2,0.114914357662,0.496544
2567,974349,603.8,524.31,1762.0888118,-0.0276099,1076.3236737251282,0.0298265,0.0,2,0.00258886814117,0.479701
2569,976349,524.401,537.6,1801.75256801,-0.028421,1078.4174897670746,0.0227127,0.0,2,0.0772736668587,0.500617
2571,978349,680.105,546.05,1824.31214352,-0.026832,1080.5274550914764,0.034893,0.0,2,-0.0364363193512,0.518813
2573,980349,704.61,557.43,1858.53292066,-0.0299292,1082.6681442260742,0.0269401,0.0,2,0.0501763820648,0.558844
2576,982718,692.69,563.45,1874.99859826,-0.029804,1084.7840917110443,0.0248196,0.0,3,0.676307439804,0.555549
2578,984718,708.023,576.12,1913.43959544,-0.0262058,1086.8933413028717,0.0229552,0.0,2,0.0538845062256,0.580246
2580,986718,636.816,581.66,1927.2449427,-0.0287419,1089.035385131836,0.0254976,0.0,2,0.0751333236694,0.58801
2582,988572,365.398,592.82,1962.60224972,-0.0282585,1091.2339107990265,0.0420641,0.0,2,0.757989376783,0.606749
2585,990587,13.3348,594.33,1966.27490615,-0.0441806,1093.56174826622,0.0408851,0.0,3,0.981038296595,0.561281
2587,992587,746.447,601.18,1985.17069626,-0.0212629,1095.8555164337158,0.0346333,0.0,2,0.0714247822762,0.57789
2589,994587,693.182,612.2,2018.152195,-0.0236322,1098.1169896125793,0.024735,0.0,2,0.0616854429245,0.568909
2591,996587,665.045,618.25,2035.42640919,-0.0214514,1100.5348706245422,0.036756,0.0,2,0.11105543375,0.581408
2594,999035,382.418,626.97,2061.75303674,-0.0297661,1102.9807667732239,0.0263671,0.0,3,0.832469820976,0.551472
2596,1000591,360.921,628.69,2066.76257003,-0.0253016,1105.4829137325287,0.0284868,0.0,2,0.758707270026,0.552707
