EpThisIter,EpRewMean,loss_pol_entpen,TimeElapsed,TimestepsSoFar,EpLenMean,EpisodesSoFar,loss_pol_surr,loss_vf_loss,loss_kl,loss_ent,ev_tdlam_before
2,946.24,0.0,725.312915802002,949782,946.24,1767,-0.00893251,67.7856,0.00615346,1.40128,-0.00031852722168
2,946.24,0.0,726.8750987052917,951782,946.24,1769,-0.00712359,67.2017,0.00688181,1.41168,0.00507515668869
3,937.55,0.0,728.4378592967987,953913,937.55,1772,-0.0095322,83.51,0.00586101,1.42305,0.0311930179596
2,937.55,0.0,729.9834496974945,955913,937.55,1774,-0.0114268,64.2822,0.0136022,1.41094,0.0526759028435
2,937.55,0.0,731.5612185001373,957913,937.55,1776,-0.00903755,65.8529,0.00459537,1.40856,0.0252843499184
2,937.55,0.0,733.1552360057831,959913,937.55,1778,-0.0111932,64.7859,0.0100495,1.41973,0.0715702772141
2,937.55,0.0,734.7172846794128,961913,937.55,1780,-0.00964699,65.3113,0.00540486,1.41063,0.0622290372849
2,937.55,0.0,736.2817666530609,963913,937.55,1782,-0.00766351,68.1048,0.0127121,1.41772,-0.0181939601898
2,937.55,0.0,737.8602018356323,965913,937.55,1784,-0.0104373,68.017,0.0122294,1.42168,0.00772660970688
2,938.3,0.0,739.4361128807068,967913,938.3,1786,-0.00810729,67.7382,0.00755364,1.45494,0.00134766101837
2,938.3,0.0,741.0146949291229,969913,938.3,1788,-0.00996685,67.4988,0.0139849,1.45937,0.00347650051117
2,938.3,0.0,742.5938055515289,971913,938.3,1790,-0.0124369,67.6496,0.0101475,1.45309,0.0103666186333
4,920.84,0.0,744.1706066131592,974167,920.84,1794,-0.0109264,130.77,0.00691411,1.44003,0.0116359591484
2,920.84,0.0,745.7493991851807,976167,920.84,1796,-0.0106906,64.8062,0.017155,1.43435,0.0106222629547
2,920.84,0.0,747.327517747879,978167,920.84,1798,-0.00816382,66.1161,0.00791749,1.41984,0.0289600491524
3,924.73,0.0,748.9359893798828,980925,924.73,1801,-0.0114798,96.0028,0.00787801,1.39697,0.0308635830879
2,927.79,0.0,750.5004613399506,982925,927.79,1803,-0.00676528,65.1362,0.00630286,1.4076,0.0190466046333
2,927.79,0.0,752.0617022514343,984925,927.79,1805,-0.0102524,67.4785,0.0128935,1.415,-0.0159649848938
2,927.79,0.0,753.6240255832672,986925,927.79,1807,-0.00735565,67.8448,0.0145504,1.43642,-0.00207209587097
2,927.79,0.0,755.2018420696259,988925,927.79,1809,-0.00817594,67.9864,0.00772489,1.44428,-0.000504970550537
2,927.79,0.0,756.7744493484497,990925,927.79,1811,-0.00708793,68.0608,0.00614333,1.45656,-0.000370383262634
2,921.43,0.0,758.3504803180695,992289,921.43,1813,-0.00886182,65.6862,0.0100464,1.45283,0.00660860538483
3,921.43,0.0,759.92090010643,995289,921.43,1816,-0.010647,90.8864,0.00838055,1.44461,-0.00836730003357
2,921.43,0.0,761.4839632511139,997289,921.43,1818,-0.0065817,67.9824,0.00741437,1.44706,-0.000805020332336
2,921.43,0.0,763.031747341156,999289,921.43,1820,-0.00838396,68.0384,0.0102935,1.46543,-0.000977039337158
2,921.43,0.0,764.5610129833221,1001289,921.43,1822,-0.0104218,68.1203,0.0100969,1.46628,-6.36577606201e-05
