loss_kl,TimeElapsed,loss_pol_surr,ev_tdlam_before,loss_pol_entpen,TimestepsSoFar,EpLenMean,EpisodesSoFar,EpThisIter,loss_ent,EpRewMean,loss_vf_loss
0.0404521,804.451030254364,-0.036343,0.0992385745049,0.0,903000,1000.0,903,2,-1.80788,1540.76309816,175.823
0.0484301,806.2653894424438,-0.0294069,0.0673164129257,0.0,905000,1000.0,905,2,-1.83664,1542.67863257,176.694
0.0408394,808.0916485786438,-0.0266435,0.0559995770454,0.0,907000,1000.0,907,2,-1.83006,1544.04007277,170.373
0.0319167,809.9042599201202,-0.0361361,0.0559422373772,0.0,909000,1000.0,909,2,-1.80362,1545.07244942,176.392
0.0526769,811.7181549072266,-0.0307978,0.0890249013901,0.0,911000,1000.0,911,2,-1.81209,1545.91625245,179.998
0.0391881,813.5297775268555,-0.0336778,0.0853299498558,0.0,913000,1000.0,913,2,-1.81083,1545.9931023,180.465
0.0520955,815.3592042922974,-0.0251443,0.037774503231,0.0,915000,1000.0,915,2,-1.76794,1546.8521853,172.563
0.0456653,817.1703639030457,-0.0279444,0.0516013503075,0.0,917000,1000.0,917,2,-1.73197,1547.88875214,176.678
0.0601701,818.9992051124573,-0.0271135,0.0585935711861,0.0,919000,1000.0,919,2,-1.78523,1548.30282415,169.772
0.0501195,820.8108110427856,-0.0300541,0.0694133043289,0.0,921000,1000.0,921,2,-1.76022,1549.39766208,184.969
0.0482329,822.6546504497528,-0.0308189,0.0842442512512,0.0,923000,1000.0,923,2,-1.75777,1550.02450827,184.897
0.0494869,824.4666559696198,-0.0314065,0.0946719646454,0.0,925000,1000.0,925,2,-1.74879,1551.26187134,183.513
0.0481695,826.2950167655945,-0.0277389,0.0796558260918,0.0,927000,1000.0,927,2,-1.76996,1552.48566554,186.252
0.0360145,828.1074876785278,-0.0335933,0.0942130088806,0.0,929000,1000.0,929,2,-1.78214,1554.19335374,179.132
0.0337923,829.9360682964325,-0.0364453,0.0681123733521,0.0,931000,1000.0,931,2,-1.77184,1555.62716743,189.203
0.0482228,831.7335278987885,-0.0295377,0.0661219358444,0.0,933000,1000.0,933,2,-1.76914,1557.49673054,180.211
0.0437308,833.5623292922974,-0.03406,0.105942964554,0.0,935000,1000.0,935,2,-1.7956,1557.4684212,184.35
0.0417549,835.373085975647,-0.0320001,0.0570923089981,0.0,937000,1000.0,937,2,-1.80154,1557.41217682,185.723
0.0553931,837.2015535831451,-0.0257414,0.0773711800575,0.0,940000,1000.0,940,3,-1.74411,1559.43363626,259.201
0.0398886,839.0143339633942,-0.0357125,0.0774959921837,0.0,942000,1000.0,942,2,-1.74896,1560.47644202,180.587
0.0403728,840.8598539829254,-0.0343961,0.0549854636192,0.0,944000,1000.0,944,2,-1.74156,1560.97228337,178.211
0.0402379,842.6699585914612,-0.0331353,0.0773035883904,0.0,946000,1000.0,946,2,-1.77153,1561.95922565,180.819
0.0655977,844.5009076595306,-0.0267749,0.084072291851,0.0,948000,1000.0,948,2,-1.79669,1563.33649755,182.651
0.0332086,846.3110172748566,-0.0312516,0.0641098022461,0.0,950000,1000.0,950,2,-1.78518,1564.22154934,181.239
0.0358536,848.1230380535126,-0.0363476,0.0908397436142,0.0,952000,1000.0,952,2,-1.77862,1565.62537883,180.672
0.137205,849.9368391036987,-0.024586,0.0943338274956,0.0,954000,1000.0,954,2,-1.78476,1565.41114094,179.813
0.0383496,851.7636320590973,-0.0351636,0.0859767794609,0.0,956000,1000.0,956,2,-1.80417,1565.72916924,183.816
0.0366228,853.5761132240295,-0.0289748,0.109785199165,0.0,958000,1000.0,958,2,-1.79572,1565.99776271,187.741
0.042443,855.4046115875244,-0.0320317,0.0796694159508,0.0,960000,1000.0,960,2,-1.7893,1565.62311357,182.455
0.0441721,857.2013280391693,-0.0279087,0.0797846317291,0.0,962000,1000.0,962,2,-1.78796,1566.206448,180.94
0.0453868,859.0300414562225,-0.0306469,0.0481105446815,0.0,964000,1000.0,964,2,-1.8264,1565.41851132,179.816
0.0532388,860.8432259559631,-0.025625,0.0536834597588,0.0,966000,1000.0,966,2,-1.80785,1566.083104,182.906
0.038429,862.6541879177094,-0.031017,0.0962755680084,0.0,968000,1000.0,968,2,-1.7487,1565.62250373,178.645
0.041488,864.4673600196838,-0.0291983,0.0511134266853,0.0,970000,1000.0,970,2,-1.79591,1565.09246679,176.778
0.0675482,866.2900035381317,-0.0201279,0.0361416339874,0.0,972000,1000.0,972,2,-1.81473,1565.26539819,177.614
0.0392473,868.0923388004303,-0.0336444,0.0849586725235,0.0,974000,1000.0,974,2,-1.83801,1566.90930778,182.541
0.0457152,869.9198975563049,-0.0298101,0.0898360610008,0.0,976000,1000.0,976,2,-1.82791,1567.95614018,185.336
0.0425872,871.7323849201202,-0.0328882,0.116086006165,0.0,978000,1000.0,978,2,-1.8309,1568.99677916,192.11
0.0372899,873.5452618598938,-0.0326333,0.0512996315956,0.0,980000,1000.0,980,2,-1.86341,1570.54211577,175.265
0.0390891,875.3671264648438,-0.0329614,0.050087928772,0.0,983000,1000.0,983,3,-1.83625,1571.82379154,239.485
0.052326,877.1866602897644,-0.0247715,0.0721496939659,0.0,985000,1000.0,985,2,-1.84043,1573.20335568,185.391
0.0384482,879.0137896537781,-0.0314805,0.0427561402321,0.0,987000,1000.0,987,2,-1.84684,1572.48635916,189.963
0.0435737,880.8260917663574,-0.0313045,0.0437401533127,0.0,989000,1000.0,989,2,-1.83809,1573.76477711,181.654
0.0575373,882.6543667316437,-0.0264922,0.0764605402946,0.0,991000,1000.0,991,2,-1.82854,1574.58375472,182.819
0.0428441,884.4668028354645,-0.0291024,0.0877292156219,0.0,993000,1000.0,993,2,-1.83771,1574.7431014,186.265
0.0443696,886.2964322566986,-0.0272845,0.0695863366127,0.0,995000,1000.0,995,2,-1.81277,1576.13945554,189.618
0.042625,888.107752084732,-0.0317614,0.0644853711128,0.0,997000,1000.0,997,2,-1.80951,1576.60254121,190.239
0.050161,889.9372899532318,-0.0264511,0.0525281429291,0.0,999000,1000.0,999,2,-1.80311,1578.46360964,192.427
0.033541,891.7492141723633,-0.0321008,0.0694835782051,0.0,1001000,1000.0,1001,2,-1.78828,1579.19489439,181.771
