loss_kl,loss_ent,loss_vf_loss,ev_tdlam_before,TimestepsSoFar,TimeElapsed,EpisodesSoFar,loss_pol_surr,EpLenMean,EpRewMean,loss_pol_entpen,EpThisIter
0.04918,-4.09719,0.056111,0.972277686,899050,763.5434861183167,17981,-0.0129297,50.0,-6.89064051266,0.0,41
0.0446606,-4.09649,0.0626671,0.965535663068,901100,765.2838263511658,18022,-0.0165985,50.0,-7.13276742583,0.0,41
0.0468985,-4.10089,0.0426298,0.973000787199,903150,767.0193574428558,18063,-0.0168252,50.0,-7.16511862154,0.0,41
0.0547946,-4.10566,0.0419383,0.954388603568,905200,768.7624025344849,18104,-0.0144009,50.0,-6.72582148911,0.0,41
0.0371753,-4.09022,0.0325553,0.958497881889,907250,770.4822752475739,18145,-0.00834872,50.0,-6.54757602795,0.0,41
0.0498987,-4.08547,0.0502193,0.963824741542,909300,772.21888256073,18186,-0.000751986,50.0,-7.24445617835,0.0,41
15.5679,-4.07806,0.0441736,0.957762446254,911350,773.9492444992065,18227,0.174094,50.0,-6.94798670092,0.0,41
0.0268047,-4.07052,0.12413,0.54355725646,913400,775.6917264461517,18268,-0.020289,50.0,-7.83537118827,0.0,41
0.0246353,-4.06856,0.12735,0.838655546308,915450,777.4105732440948,18309,-0.023463,50.0,-8.63177032003,0.0,41
0.0309575,-4.0788,0.0966244,0.897000595927,917500,779.1606833934784,18350,-0.00866729,50.0,-9.24799336933,0.0,41
0.0184124,-4.09374,0.0760094,0.955062784255,919550,780.8952345848083,18391,-0.0323989,50.0,-9.1015887942,0.0,41
0.0295251,-4.0888,0.106835,0.940423212945,921600,782.6372134685516,18432,-0.0168284,50.0,-9.06851445406,0.0,41
0.0559776,-4.09105,0.0850591,0.969032378867,923600,784.3560926914215,18472,0.00233444,50.0,-8.74332434262,0.0,40
0.0526657,-4.09171,0.0772404,0.965411115438,925650,786.1084563732147,18513,-0.00754996,50.0,-8.97775820886,0.0,41
0.0251096,-4.08579,0.067773,0.970713386312,927700,787.8400633335114,18554,-0.0275607,50.0,-9.23376352634,0.0,41
0.0302572,-4.08858,0.0807164,0.964236937463,929750,789.5861089229584,18595,-0.0207015,50.0,-8.96238547472,0.0,41
0.0329063,-4.10195,0.067065,0.973463054746,931800,791.3258426189423,18636,-0.0312388,50.0,-9.56038508864,0.0,41
0.0328506,-4.10737,0.0917462,0.965804129839,933850,793.0466861724854,18677,-0.0245305,50.0,-9.72497533115,0.0,41
0.0871613,-4.08839,0.0659962,0.963381022215,935900,794.7781827449799,18718,-0.00302129,50.0,-9.3939327469,0.0,41
0.044617,-4.07592,0.0609277,0.962626736611,937950,796.5158445835114,18759,-0.012964,50.0,-8.7883642216,0.0,41
0.0292348,-4.07044,0.0689744,0.969656966627,940000,798.2530648708344,18800,-0.0275225,50.0,-8.99844783988,0.0,41
0.04255,-4.07242,0.0608361,0.959146127105,942050,799.9897212982178,18841,-0.0180838,50.0,-8.9039916445,0.0,41
0.048103,-4.07508,0.0581712,0.964173752815,944100,801.7179312705994,18882,-0.0252359,50.0,-8.93191122661,0.0,41
0.0314605,-4.09153,0.0554199,0.968361098319,946150,803.4482154846191,18923,-0.0238303,50.0,-9.07588755297,0.0,41
0.0449097,-4.10364,0.0576582,0.97173419036,948200,805.1765034198761,18964,-0.0195124,50.0,-8.77339509946,0.0,41
0.0568454,-4.11799,0.0536387,0.975760210305,950250,806.9421219825745,19005,-0.0107246,50.0,-8.70128770685,0.0,41
0.0523276,-4.11851,0.0537354,0.955785065889,952300,808.6685452461243,19046,-0.0164513,50.0,-8.51996118792,0.0,41
0.0442434,-4.09201,0.0481179,0.970667252317,954350,810.4031064510345,19087,-0.0283865,50.0,-8.76044057928,0.0,41
0.0475924,-4.11213,0.0484416,0.975948698819,956400,812.1407096385956,19128,-0.0100488,50.0,-8.98675049265,0.0,41
0.0562157,-4.12315,0.0364649,0.972818454728,958450,813.8798801898956,19169,-0.0110975,50.0,-8.62861328011,0.0,41
0.0556652,-4.12882,0.0423405,0.97417376563,960500,815.6246373653412,19210,-0.0272803,50.0,-8.5932752444,0.0,41
0.0725342,-4.11209,0.0581961,0.958788711578,962550,817.3787798881531,19251,-0.012655,50.0,-8.67775010392,0.0,41
0.0645746,-4.09463,0.0786695,0.944140139967,964600,819.1144478321075,19292,-0.0266155,50.0,-8.81260478126,0.0,41
0.0756174,-4.09385,0.0792072,0.941557187587,966650,820.8554136753082,19333,-0.0165413,50.0,-8.74065543229,0.0,41
0.0673168,-4.07523,0.0672424,0.949049193412,968700,822.612521648407,19374,-0.0216361,50.0,-8.26337471716,0.0,41
0.0370356,-4.07681,0.0606658,0.9623683393,970750,824.3320574760437,19415,-0.019268,50.0,-8.2555637455,0.0,41
0.0606433,-4.09087,0.0768344,0.959964614362,972800,826.0672507286072,19456,-0.0109208,50.0,-8.05959994416,0.0,41
0.0644656,-4.09769,0.059619,0.964491192251,974800,827.7939865589142,19496,0.00230974,50.0,-8.48697319398,0.0,40
0.0469944,-4.07834,0.0597678,0.974963085726,976850,829.5428576469421,19537,-0.0203156,50.0,-8.5943041891,0.0,41
0.051608,-4.08633,0.0568766,0.97195561789,978900,831.2780296802521,19578,-0.0157518,50.0,-8.92444442086,0.0,41
0.0435554,-4.08147,0.0797041,0.945944648236,980950,833.0142614841461,19619,-0.0286703,50.0,-9.15900901727,0.0,41
0.0521195,-4.07288,0.0670484,0.956113252789,983000,834.743175983429,19660,-0.0190355,50.0,-9.35290495887,0.0,41
0.0452756,-4.06091,0.0668526,0.950985513628,985050,836.4750502109528,19701,-0.0211067,50.0,-9.02107822129,0.0,41
0.0933008,-4.0514,0.0802625,0.947416268289,987100,838.184243440628,19742,0.00211943,50.0,-8.92115618557,0.0,41
0.0413371,-4.05179,0.0619995,0.956082317978,989150,839.934329032898,19783,-0.0327715,50.0,-8.63808166128,0.0,41
0.0420349,-4.06468,0.0555152,0.960912868381,991200,841.6601896286011,19824,-0.0290738,50.0,-8.64070286403,0.0,41
0.0401448,-4.05137,0.0598479,0.970392746851,993250,843.4112884998322,19865,-0.024062,50.0,-8.75797691797,0.0,41
0.038517,-4.04325,0.0807365,0.963188584894,995300,845.1541175842285,19906,-0.0307137,50.0,-8.85544688369,0.0,41
0.060881,-4.05576,0.0701196,0.959541354328,997350,846.9268581867218,19947,-0.0196428,50.0,-8.37990969645,0.0,41
0.0515211,-4.07061,0.0756148,0.961289387196,999400,848.6408693790436,19988,-0.0189281,50.0,-8.60621458799,0.0,41
0.029559,-4.05061,0.057864,0.960627663881,1001450,850.3959350585938,20029,-0.0242672,50.0,-8.71442026788,0.0,41
