EpisodesSoFar,loss_vf_loss,EpRewMean,loss_pol_entpen,EpThisIter,TimestepsSoFar,TimeElapsed,loss_ent,loss_pol_surr,EpLenMean,loss_kl,ev_tdlam_before
2804,179.38,2637.3584458,0.0,2,928914,979.6809349060059,1.07219,-0.0491838,624.28,0.0752646,0.950584344566
2809,1335.83,2597.739621,0.0,5,931570,981.8373074531555,1.06607,-0.0471956,614.88,0.0472218,0.828073322773
2812,633.223,2645.42381129,0.0,3,933713,983.96235871315,1.05391,-0.0455585,624.62,0.0521648,0.851543620229
2815,143.382,2680.17393602,0.0,3,935792,986.118360042572,1.02455,-0.0713682,631.77,0.0506104,0.946864157915
2818,711.059,2734.05996844,0.0,3,937883,988.2770030498505,1.02085,-0.0461837,642.27,0.0325323,0.865685045719
2821,129.61,2708.56674972,0.0,3,939438,990.4550321102142,0.976212,-0.0721347,637.3,0.0470761,0.968992546201
2824,598.336,2692.47863575,0.0,3,942064,992.5727880001068,0.962444,-0.0477891,633.8,0.044233,0.881289422512
2826,1430.27,2691.95621093,0.0,2,944064,994.715916633606,0.95611,0.00681968,633.8,1.41099,0.398945510387
2829,137.127,2692.67312463,0.0,3,945789,996.8608672618866,0.913947,-0.0658378,634.18,0.0424072,0.93755768612
2834,221.198,2661.9194862,0.0,5,947938,999.0283403396606,0.887538,-0.0629673,627.67,0.0515232,0.943243354559
2838,244.369,2624.03905299,0.0,4,949965,1001.1772439479828,0.854273,-0.0591682,619.74,0.0612123,0.948582157493
2841,724.342,2664.29770696,0.0,3,952199,1003.3130095005035,0.83635,-0.0543993,627.84,0.0430959,0.876623213291
2845,794.904,2652.8598085,0.0,4,954109,1005.469783782959,0.813206,-0.0445496,625.35,0.0463382,0.841806814075
2848,236.609,2670.7505469,0.0,3,955535,1007.624993801117,0.804938,-0.0675924,628.64,0.0464702,0.912434689701
2851,144.117,2710.37182581,0.0,3,957752,1009.8132977485657,0.775585,-0.0686806,636.92,0.0597308,0.945867482573
2857,205.339,2677.44062493,0.0,6,960169,1011.9646947383881,0.770422,-0.072932,628.56,0.0552581,0.937059447169
2861,799.552,2675.69251428,0.0,4,961979,1014.1096761226654,0.766659,-0.0452155,627.9,0.05544,0.873066604137
2864,1135.17,2703.94682584,0.0,3,964310,1016.2436301708221,0.786653,-0.0427537,633.43,0.0356422,0.672847688198
2866,817.92,2715.60391979,0.0,2,966218,1018.392486333847,0.778956,-0.0378533,634.69,0.047952,0.761352196336
2869,1221.19,2774.45385557,0.0,3,968365,1020.5552968978882,0.809812,-0.0368194,646.61,0.0429845,0.697921395302
2872,439.899,2771.73786542,0.0,3,970447,1022.6969330310822,0.802525,-0.0518945,645.59,0.0489824,0.815648913383
2877,680.824,2701.55978047,0.0,5,972615,1024.8580479621887,0.786112,-0.0604646,630.8,0.0439012,0.88362326473
2879,363.196,2688.10618679,0.0,2,973934,1027.000331878662,0.737997,-0.0455604,627.63,0.0717501,0.810639873147
2882,503.727,2723.33717801,0.0,3,976241,1029.173549413681,0.739442,-0.0459236,634.54,0.0483497,0.858149647713
2886,669.753,2702.13827074,0.0,4,978708,1031.3286163806915,0.743032,-0.0487818,629.36,0.0523917,0.843765452504
2890,703.486,2690.70664904,0.0,4,980947,1033.4702949523926,0.708769,-0.0448239,626.76,0.0579989,0.869177237153
2895,167.078,2620.94194658,0.0,5,982924,1035.6096801757812,0.708488,-0.0721228,611.17,0.0585312,0.955180771649
2900,236.633,2513.485051,0.0,5,985082,1037.7657697200775,0.669778,-0.0608852,588.7,0.0649767,0.954369213432
2904,908.416,2481.94915143,0.0,4,987038,1039.9155390262604,0.639288,-0.0509791,581.24,0.0434775,0.885401852429
2909,372.534,2450.11032687,0.0,5,989013,1042.040604352951,0.600171,-0.0760927,574.43,0.0499595,0.946430969983
2913,200.885,2408.50628722,0.0,4,991173,1044.1833803653717,0.560327,-0.0696592,566.04,0.0550306,0.954170204699
2916,696.122,2378.38067773,0.0,3,992746,1046.3379547595978,0.587821,-0.0425855,560.13,0.05262,0.866927206516
2919,1470.29,2385.4076311,0.0,3,995025,1048.5114207267761,0.571791,-0.0450941,561.88,0.0384224,0.651725292206
2922,762.217,2379.54431779,0.0,3,996541,1050.671805858612,0.569703,-0.0502986,561.03,0.0418178,0.838074862957
2925,721.758,2361.00567118,0.0,3,998829,1052.8136401176453,0.583319,-0.0439847,557.65,0.0536661,0.86647105217
2928,332.315,2373.39695783,0.0,3,1001125,1054.9472754001617,0.566656,-0.0494291,559.73,0.0392049,0.866927281022
