loss_kl,loss_ent,loss_vf_loss,loss_pol_entpen,loss_pol_surr,TimestepsSoFar,EpThisIter,EpisodesSoFar,TimeElapsed,EpLenMean,ev_tdlam_before,EpRewMean
0.0253414,-1.05632,0.194464,0.0,-0.0135607,915000,2,915,802.0631396770477,1000.0,0.967791445553,71.4321063883
0.0249337,-1.05482,0.222613,0.0,-0.0124204,917000,2,917,803.8283660411835,1000.0,0.972017992288,72.113194304
0.0509218,-1.04932,0.270085,0.0,-0.00141884,919000,2,919,805.6093220710754,1000.0,0.967128433287,72.7834624986
0.115287,-1.05864,1.3765,0.0,-0.0315261,921000,2,921,807.374618768692,1000.0,0.884723573923,73.5096051542
0.098145,-1.07821,0.44164,0.0,-0.0223378,923000,2,923,809.1556265354156,1000.0,0.959832977504,73.8024844076
0.021102,-1.07694,0.265054,0.0,-0.028738,925000,2,925,810.922568321228,1000.0,0.967895682901,74.5701772526
0.0686817,-1.06979,0.339523,0.0,-0.00171709,927000,2,927,812.7026364803314,1000.0,0.945042375475,75.2457338674
0.0272866,-1.05635,0.846828,0.0,-0.0213654,929000,2,929,814.4775323867798,1000.0,0.90472638607,75.9971544787
0.0317372,-1.04778,0.322814,0.0,-0.0175112,931000,2,931,816.2496364116669,1000.0,0.956227958202,77.0040180508
0.173983,-1.03812,0.830385,0.0,-0.0100926,933000,2,933,817.9994628429413,1000.0,0.904453247786,77.8712189681
0.0197131,-1.02597,0.240916,0.0,-0.0200843,935000,2,935,819.7822382450104,1000.0,0.948862709105,78.7107723595
0.0187443,-1.0125,0.328775,0.0,-0.0217208,937000,2,937,821.5464992523193,1000.0,0.95007841289,79.6548636461
0.0271538,-1.00652,0.383428,0.0,-0.0195981,940000,3,940,823.3274221420288,1000.0,0.964206304401,81.1031413854
0.0218977,-1.00004,0.320153,0.0,-0.0177792,942000,2,942,825.1086530685425,1000.0,0.963188644499,82.0429115711
0.0220155,-0.979504,0.241196,0.0,-0.0249016,944000,2,944,826.8746404647827,1000.0,0.960425287485,82.9913293945
0.022067,-0.997575,0.26005,0.0,-0.0273038,946000,2,946,828.6412336826324,1000.0,0.96959500201,83.8111800028
0.0313751,-0.972187,0.254908,0.0,-0.0112688,948000,2,948,830.4215247631073,1000.0,0.961744654924,84.6172861021
0.0187407,-0.978422,0.281192,0.0,-0.0249936,950000,2,950,832.1866931915283,1000.0,0.953204996884,85.5220313948
0.0281318,-1.00311,0.250487,0.0,-0.0201275,952000,2,952,833.969553232193,1000.0,0.960259865969,86.4128087816
0.0405251,-1.01356,0.218932,0.0,-0.0130634,954000,2,954,835.7505097389221,1000.0,0.95568805933,87.2123522393
0.0244206,-1.00205,0.221918,0.0,-0.0102858,956000,2,956,837.5224964618683,1000.0,0.957591444254,87.9392093137
0.0557953,-1.00935,0.805799,0.0,-0.016484,958000,2,958,839.312747001648,1000.0,0.874862506986,88.4746327544
0.0403043,-0.979387,0.306752,0.0,-0.00804174,960000,2,960,841.0855884552002,1000.0,0.950502689928,89.2279791103
0.030725,-0.990772,0.27203,0.0,-0.0107285,962000,2,962,842.8586893081665,1000.0,0.959109652787,89.9729861041
0.0221493,-0.965025,0.462642,0.0,-0.0193152,964000,2,964,844.6399958133698,1000.0,0.932671487331,90.530087038
0.0584425,-0.969776,0.263683,0.0,-0.00425308,966000,2,966,846.4222354888916,1000.0,0.962595831603,91.0593240229
0.0301538,-0.97707,0.676377,0.0,-0.0185954,968000,2,968,848.1946439743042,1000.0,0.913629546762,91.4954547017
0.0445035,-0.989892,0.257108,0.0,-0.00621775,970000,2,970,849.9713814258575,1000.0,0.962752401829,91.8835845348
0.0334315,-0.993252,0.247811,0.0,-0.0161684,972000,2,972,851.7336349487305,1000.0,0.959378682077,92.1710686816
0.022796,-0.985708,0.289634,0.0,-0.0166649,974000,2,974,853.5148651599884,1000.0,0.963591359556,92.5584232856
0.0365062,-0.972,0.251795,0.0,-0.0107638,976000,2,976,855.2818372249603,1000.0,0.961821034551,92.9213618625
0.0344017,-0.968007,0.402145,0.0,-0.0104671,978000,2,978,857.0627453327179,1000.0,0.936113625765,93.3375457022
0.0405723,-0.945048,0.234842,0.0,-0.0109531,980000,2,980,858.8280959129333,1000.0,0.96173492074,93.6620157656
0.052319,-0.937797,0.812315,0.0,-0.0137067,983000,3,983,860.6256923675537,1000.0,0.91674619168,94.0910202117
0.0397583,-0.918013,0.796453,0.0,-0.0142925,985000,2,985,862.3918442726135,1000.0,0.900404386222,94.1986640876
0.0273668,-0.904425,0.739425,0.0,-0.0225628,987000,2,987,864.1715757846832,1000.0,0.917319327593,94.3945678753
0.0217776,-0.888505,0.235463,0.0,-0.017513,989000,2,989,865.9223339557648,1000.0,0.963174976408,94.6602148526
0.0303817,-0.913563,0.251238,0.0,-0.0205035,991000,2,991,867.7034687995911,1000.0,0.970491882414,94.8610640608
0.0477755,-0.915709,0.379304,0.0,-0.00918994,993000,2,993,869.4532873630524,1000.0,0.946043565869,95.0717712389
0.0258068,-0.919227,0.188283,0.0,-0.0175728,995000,2,995,871.2352094650269,1000.0,0.973567513749,95.4248425084
0.0322815,-0.917292,0.634082,0.0,-0.0173768,997000,2,997,872.9852223396301,1000.0,0.918389685452,95.8205991334
0.0226522,-0.900625,0.743007,0.0,-0.0160659,999000,2,999,874.7660734653473,1000.0,0.917964056134,95.9228822732
0.0335268,-0.900439,0.510679,0.0,-0.0149237,1001000,2,1001,876.514951467514,1000.0,0.936519026756,96.1310133244
