loss_pol_surr,ev_tdlam_before,TimeElapsed,loss_ent,EpThisIter,TimestepsSoFar,loss_kl,EpLenMean,loss_vf_loss,EpisodesSoFar,loss_pol_entpen,EpRewMean
-0.0369428,0.0863596200943,332.4216277599335,0.781495,2,380000,0.0380241,1000.0,124.912,380,0.0,1196.31478238
-0.0338447,0.0488812923431,334.21890091896057,0.769341,2,382000,0.0289564,1000.0,123.461,382,0.0,1199.87519711
-0.0375387,0.0624673962593,335.9842667579651,0.719816,3,385000,0.0311268,1000.0,175.273,385,0.0,1205.1633713
-0.0342587,0.0779995918274,337.7811450958252,0.681692,2,387000,0.0382982,1000.0,125.837,387,0.0,1208.03443535
-0.033859,0.0982416272163,339.54603481292725,0.670347,2,389000,0.0333389,1000.0,119.307,389,0.0,1211.33810714
-0.0341064,0.163737535477,341.3436415195465,0.692058,2,391000,0.0296418,1000.0,118.959,391,0.0,1214.04413399
-0.0379354,0.0861006379128,343.124862909317,0.67053,2,393000,0.0264534,1000.0,120.14,393,0.0,1215.44265128
-0.0294433,0.0632521510124,344.9059536457062,0.648539,2,395000,0.0372849,1000.0,119.865,395,0.0,1217.62170219
-0.0325191,0.0624864697456,346.6869821548462,0.669697,2,397000,0.0231747,1000.0,121.313,397,0.0,1221.38158575
-0.0335182,0.062616288662,348.46876287460327,0.638221,2,399000,0.0345142,1000.0,119.619,399,0.0,1225.14263006
-0.0309221,0.0605245828629,350.23431515693665,0.601006,2,401000,0.0328026,1000.0,122.091,401,0.0,1228.39209083
-0.0320362,0.0632820129395,352.0308713912964,0.561599,2,403000,0.0330964,1000.0,120.455,403,0.0,1231.42664629
-0.0327556,0.0514310002327,353.79654932022095,0.537829,2,405000,0.0387343,1000.0,126.583,405,0.0,1234.8829007
-0.0292343,0.0495919585228,355.58388662338257,0.511693,2,407000,0.0477655,1000.0,120.15,407,0.0,1236.88422901
-0.0341088,0.057432115078,357.35908222198486,0.505175,2,409000,0.0370671,1000.0,125.737,409,0.0,1239.3452414
-0.03516,0.0506337881088,359.1512565612793,0.46526,2,411000,0.0297711,1000.0,118.677,411,0.0,1241.42523896
-0.0328525,0.0639916658401,360.93186593055725,0.459077,2,413000,0.0369088,1000.0,121.033,413,0.0,1244.07286457
-0.0313814,0.0677728056908,362.82812881469727,0.472924,2,415000,0.0329738,1000.0,125.394,415,0.0,1246.37497323
-0.0356799,0.0737324953079,364.59348034858704,0.452177,2,417000,0.0271892,1000.0,128.751,417,0.0,1247.7363757
-0.0418243,0.109641909599,366.3744602203369,0.437451,2,419000,0.0255311,1000.0,127.076,419,0.0,1249.92001915
-0.0366802,0.0323113799095,368.1554183959961,0.416791,2,421000,0.0229826,1000.0,124.558,421,0.0,1253.24419806
-0.020843,0.11647516489,369.9531943798065,0.397664,2,423000,0.0666625,1000.0,119.179,423,0.0,1255.53262669
-0.0370864,0.113595187664,371.7187638282776,0.333938,2,425000,0.0326498,1000.0,127.328,425,0.0,1257.48151948
-0.0335494,0.0258917212486,373.4997718334198,0.320982,3,428000,0.0358766,1000.0,174.738,428,0.0,1260.62119578
-0.0378559,0.103803098202,375.27977228164673,0.340332,2,430000,0.028083,1000.0,119.843,430,0.0,1263.13239457
-0.0355026,0.0692048072815,377.0620367527008,0.319107,2,432000,0.0308192,1000.0,124.381,432,0.0,1264.96915764
-0.0338593,0.0583818554878,378.8274893760681,0.305794,2,434000,0.03116,1000.0,126.91,434,0.0,1267.09424649
-0.0386991,0.097766160965,380.6088037490845,0.346357,2,436000,0.0282946,1000.0,127.746,436,0.0,1269.32898562
-0.036761,0.0677751898766,382.39143204689026,0.32963,2,438000,0.0245843,1000.0,125.744,438,0.0,1271.42324305
-0.0345343,0.0246833562851,384.17172288894653,0.309978,2,440000,0.028979,1000.0,122.55,440,0.0,1272.82479554
-0.0345728,0.079075217247,385.94468426704407,0.3047,2,442000,0.0308246,1000.0,122.475,442,0.0,1275.63909523
-0.0333779,0.0311326384544,387.71876287460327,0.290505,2,444000,0.0313832,1000.0,124.053,444,0.0,1276.48042167
-0.0341136,0.04903870821,389.49927496910095,0.291151,2,446000,0.0358877,1000.0,120.218,446,0.0,1277.10392059
-0.0362289,0.0414482355118,391.2811903953552,0.268542,2,448000,0.0324805,1000.0,120.261,448,0.0,1278.25610695
-0.0345467,0.0526774525642,393.04680013656616,0.273905,2,450000,0.0340467,1000.0,124.98,450,0.0,1278.69218241
-0.0365239,0.351071953773,394.84454107284546,0.241773,2,452000,0.0440017,1000.0,129.526,452,0.0,1279.47879553
-0.036637,0.0649380683899,396.6090233325958,0.215931,2,454000,0.0353031,1000.0,127.876,454,0.0,1275.68181688
-0.0364285,0.0960627198219,398.39109992980957,0.177139,2,456000,0.0254796,1000.0,125.895,456,0.0,1277.22359792
-0.0391771,0.0830273628235,400.1711616516113,0.155172,2,458000,0.0248157,1000.0,126.335,458,0.0,1277.6671978
