EpThisIter,loss_vf_loss,loss_pol_entpen,TimestepsSoFar,EpRewMean,TimeElapsed,loss_pol_surr,EpisodesSoFar,loss_ent,loss_kl,EpLenMean,ev_tdlam_before
6,5.89325,0.0,939739,1644.35275783,1031.6409749984741,-0.0412566,2604,0.699627,0.0250781,479.68,0.997117527062
4,2.83793,0.0,941915,1649.07465913,1033.734096288681,-0.0424819,2608,0.672898,0.0236645,480.88,0.998452439671
3,3.23532,0.0,943670,1655.39304609,1035.8593151569366,-0.0457794,2611,0.656164,0.0221129,482.44,0.998124399455
5,2.83547,0.0,946000,1640.32524685,1037.9255182743073,-0.0421066,2616,0.638767,0.0275963,476.98,0.998794843676
6,6.05646,0.0,948056,1648.81879222,1039.9929885864258,-0.0393239,2622,0.63893,0.0359648,479.07,0.998001181753
4,6.61477,0.0,950139,1653.61117485,1042.0941705703735,-0.0438127,2626,0.614918,0.029255,480.62,0.996746883262
3,3.71904,0.0,951877,1657.66075492,1044.1961994171143,-0.0450054,2629,0.609071,0.0250561,481.84,0.997944201343
3,3.33022,0.0,954040,1691.54433316,1046.3593904972076,-0.0371087,2632,0.61224,0.036947,491.95,0.998134816415
3,349.641,0.0,955999,1721.92226209,1048.5005033016205,-0.0223963,2635,0.601445,0.0280693,501.28,0.851844191551
3,399.803,0.0,957834,1729.09254289,1050.7531416416168,-0.023826,2638,0.622666,0.0260244,503.81,0.854734331369
4,415.894,0.0,960468,1765.16887076,1053.0239346027374,-0.0219654,2642,0.6397,0.0173406,514.69,0.871840327978
2,25.0313,0.0,962416,1796.65004709,1055.3513622283936,-0.0294402,2644,0.621239,0.0224965,524.34,0.882086262107
3,401.993,0.0,964142,1821.98390292,1057.7519464492798,-0.0252616,2647,0.621944,0.0225823,532.17,0.839924886823
3,772.484,0.0,966523,1863.53956918,1060.1561415195465,-0.0241334,2650,0.626753,0.023983,545.31,0.596756607294
2,393.955,0.0,967854,1859.02474975,1062.5311961174011,-0.0225818,2652,0.626972,0.0298392,544.25,0.743883609772
3,768.297,0.0,970421,1892.59171167,1065.055218219757,-0.0213096,2655,0.624329,0.0428116,555.0,0.61025249958
2,715.735,0.0,972421,1922.23950214,1067.5779023170471,-0.0251581,2657,0.613477,0.0223071,564.52,0.017923951149
4,355.865,0.0,974731,1915.44317108,1070.1408512592316,-0.00811549,2661,0.616943,0.0525251,562.53,0.865322351456
2,396.074,0.0,976088,1914.94006266,1072.2431361675262,-0.0207949,2663,0.64161,0.0227938,562.63,0.742445647717
3,661.435,0.0,978599,1957.25487924,1074.3284544944763,-0.0272088,2666,0.663456,0.0211318,575.9,0.604559034109
3,749.929,0.0,980928,1982.39485512,1076.4535839557648,-0.0229556,2669,0.676387,0.0262131,583.99,0.601007282734
2,363.498,0.0,982925,2021.34825118,1078.5651178359985,-0.0204561,2671,0.683482,0.0442609,595.83,0.732051759958
3,401.855,0.0,984824,2011.10018232,1080.6646015644073,-0.022206,2674,0.723689,0.0246302,593.34,0.832679599524
2,391.171,0.0,986250,2013.27906512,1082.72824716568,-0.0222163,2676,0.711662,0.0215643,594.6,0.745092153549
3,5.73302,0.0,989031,2058.12934481,1084.8326778411865,-0.0425154,2679,0.696831,0.0397167,607.64,0.993795357645
3,348.131,0.0,991128,2091.96504045,1086.9305868148804,-0.0234873,2682,0.699753,0.0277791,618.09,0.839336439967
4,7.64991,0.0,992282,2062.71679175,1089.0622997283936,-0.0389247,2686,0.688269,0.0407164,609.58,0.985224512406
5,276.597,0.0,995290,2065.88569716,1091.1801946163177,-0.0171717,2691,0.683379,0.0417892,610.79,0.866954773664
2,362.345,0.0,996645,2085.60125017,1093.3350524902344,-0.0234034,2693,0.692805,0.0318101,617.03,0.713335037231
4,371.579,0.0,999000,2102.88288727,1095.6020534038544,-0.0269695,2697,0.674325,0.0420542,622.51,0.877211377025
2,602.117,0.0,1001000,2123.15237974,1097.9059391021729,-0.0254718,2699,0.667787,0.0211188,629.56,0.0708918571472
