loss_kl,TimeElapsed,ev_tdlam_before,loss_ent,EpisodesSoFar,loss_pol_surr,EpRewMean,loss_vf_loss,EpLenMean,EpThisIter,TimestepsSoFar,loss_pol_entpen
0.0236751,770.1548035144806,0.857138589025,0.88064,2476,-0.0205599,2262.36901822,511.213,608.27,3,702243,0.0
0.0214569,772.2488975524902,0.993926890194,0.842025,2479,-0.0369159,2261.21692715,8.40675,607.57,3,704273,0.0
0.0265753,774.3736038208008,0.988765963353,0.832243,2483,-0.0453481,2236.74065725,16.4084,601.39,4,706262,0.0
0.0250376,776.6111776828766,0.995535705239,0.803759,2487,-0.0417431,2202.45027399,7.16908,591.97,4,708394,0.0
0.0256936,778.8829402923584,0.995526630431,0.797247,2491,-0.0476172,2187.86396769,11.8196,587.39,4,710417,0.0
0.0348945,781.1482357978821,0.995932677761,0.780879,2493,-0.0214717,2170.7292083,6.58226,581.82,2,711860,0.0
0.025021,783.3917276859283,0.996003778651,0.779644,2497,-0.0477538,2197.20141486,6.99631,588.56,4,714676,0.0
0.0280891,785.6618475914001,0.997175378026,0.777259,2500,-0.0403983,2190.0868956,7.17856,586.48,3,716572,0.0
0.0218732,788.0088574886322,0.863283529878,0.769709,2503,-0.0222892,2177.23840232,506.156,582.82,3,718649,0.0
0.0304931,790.5146396160126,0.995136186481,0.757981,2507,-0.0328759,2182.20524941,6.40303,583.94,4,720742,0.0
0.0320912,792.8915169239044,0.997052132152,0.721214,2511,-0.0416661,2174.58956848,9.31512,581.86,4,722573,0.0
0.0237532,795.2825949192047,0.998182748444,0.704855,2516,-0.0417329,2140.7124962,5.20411,572.25,5,724732,0.0
0.0251673,797.7722134590149,0.99700245983,0.700268,2521,-0.0406938,2116.51080143,7.5674,565.4,5,726695,0.0
0.0308821,800.2828524112701,0.997246746207,0.685135,2525,-0.0388006,2113.50774466,6.49642,564.08,4,728738,0.0
0.0281108,802.8518106937408,0.998001304688,0.679496,2529,-0.0439835,2107.94195983,3.84416,562.19,4,730809,0.0
0.0283112,805.3353757858276,0.997469989583,0.698162,2533,-0.0400334,2064.13009236,8.1695,550.32,4,732659,0.0
0.0260444,807.4846634864807,0.997687715571,0.678772,2537,-0.0333625,2058.67416289,8.28445,548.58,4,734746,0.0
0.032432,809.5460064411163,0.998337351601,0.674419,2542,-0.035242,2018.50331857,3.46303,537.32,5,736891,0.0
0.0287513,811.6931295394897,0.996892410796,0.683451,2546,-0.0366486,2031.46863416,5.42309,540.55,4,739167,0.0
0.0231959,813.8070116043091,0.995391829871,0.668784,2551,-0.0443306,1998.10004027,9.67408,531.91,5,741271,0.0
0.0258934,815.8618311882019,0.995353176724,0.636901,2555,-0.0373072,1964.8620198,8.89338,523.22,4,743123,0.0
0.0232266,817.9520771503448,0.997046898818,0.615432,2559,-0.0369603,1951.83091929,6.44253,519.52,4,744899,0.0
0.0341804,820.0394234657288,0.997409548145,0.60766,2563,-0.0310457,1955.65214793,6.38654,520.61,4,747128,0.0
0.0284478,822.1555576324463,0.997517247684,0.568135,2566,-0.0357616,1983.08875199,5.32242,527.91,3,749247,0.0
0.0177756,824.267783164978,0.865496248007,0.586446,2569,-0.021528,1994.25350133,360.426,530.59,3,751471,0.0
0.0300685,826.3492431640625,0.989347380586,0.599037,2572,-0.0278368,2020.961928,11.9505,537.31,3,753273,0.0
0.0289073,828.428544998169,0.168595731258,0.598791,2574,-0.0252375,2055.05508866,927.615,547.29,2,755273,0.0
0.0254197,830.5526914596558,0.593387275934,0.615368,2577,-0.0219527,2029.43479217,996.827,540.75,3,757295,0.0
0.0275824,832.6662492752075,0.848207712173,0.614009,2580,-0.0210648,2057.94783364,506.911,548.23,3,759676,0.0
0.0246335,834.8297491073608,0.991491930559,0.591723,2583,-0.0375326,2078.10108785,10.0272,553.1,3,761572,0.0
0.0207702,836.9676156044006,0.869506761432,0.611334,2586,-0.0241743,2109.20721934,478.097,561.36,3,763810,0.0
0.0322165,839.2346091270447,0.854319021106,0.654825,2589,-0.0198248,2127.13052072,490.165,566.64,3,765942,0.0
0.0264784,841.5017988681793,0.99051477015,0.666524,2592,-0.0423261,2121.35312849,7.41039,565.06,3,767748,0.0
0.025779,843.8507194519043,0.991143666208,0.649993,2594,-0.0432004,2123.61185685,7.94445,565.8,2,769403,0.0
0.0189904,846.1410953998566,0.881479009986,0.637053,2597,-0.0227744,2124.79997688,294.724,566.71,3,771347,0.0
0.0274913,848.4710834026337,0.988787649199,0.602374,2600,-0.0405035,2140.4882179,16.041,570.9,3,773662,0.0
0.0308028,850.8378050327301,0.898946270347,0.609149,2603,-0.0238947,2154.7044767,254.799,574.58,3,776107,0.0
0.0213507,853.2810750007629,0.639476835728,0.62431,2605,-0.0278033,2182.93205522,494.264,582.79,2,778107,0.0
0.0284473,855.7036786079407,0.783162176609,0.655038,2607,-0.0242228,2204.91688132,511.474,589.18,2,779660,0.0
0.0462141,858.2023456096649,0.163205802441,0.654015,2609,-0.0224692,2243.13030606,886.451,600.19,2,781660,0.0
0.0301296,860.6859049797058,0.800439372659,0.612673,2611,-0.0249086,2278.96441936,260.089,610.02,2,783575,0.0
0.0183926,863.1707940101624,0.922486357391,0.5975,2614,-0.0286953,2335.36142782,202.556,625.4,3,786392,0.0
0.0264887,865.7038078308105,0.413481235504,0.62389,2616,-0.0220706,2374.17686944,626.754,636.6,2,788392,0.0
0.0314967,867.9208118915558,0.933000333607,0.610039,2620,-0.0350793,2380.20513284,213.465,638.69,4,790260,0.0
0.0206583,870.0452287197113,0.802815079689,0.610842,2622,-0.0269202,2407.25977739,412.466,646.35,2,791874,0.0
0.0326653,872.0929226875305,0.568180859089,0.585998,2624,-0.0270037,2446.42940416,426.857,657.47,2,793874,0.0
0.0404275,874.188768863678,0.29712665081,0.563802,2626,-0.0194343,2477.12867355,662.504,666.86,2,795874,0.0
0.0270376,876.2798357009888,0.705208182335,0.571658,2629,-0.0332526,2506.31582648,937.1,675.84,3,798393,0.0
0.0416701,878.4078269004822,0.153426229954,0.611246,2631,-0.023267,2546.82867551,939.941,687.59,2,800393,0.0
0.0494656,880.4910583496094,0.152682006359,0.630689,2633,-0.0115588,2579.20710298,950.904,697.34,2,802393,0.0
0.0219182,882.5536448955536,0.644239455462,0.62006,2636,-0.0281176,2599.36083521,943.006,704.01,3,804848,0.0
0.0510232,884.6320023536682,0.0465543270111,0.626105,2638,-0.0220189,2639.2512528,951.505,715.56,2,806848,0.0
0.030143,886.7104477882385,0.972208051011,0.633952,2640,-0.0420184,2656.13078888,24.5866,720.39,2,808092,0.0
0.0355156,888.8429036140442,0.129833400249,0.652321,2642,-0.0187591,2695.60644042,872.195,732.01,2,810092,0.0
0.0336726,890.9360749721527,0.577087968588,0.649816,2645,-0.0263437,2742.07164426,900.878,745.86,3,813056,0.0
0.0225337,893.0301456451416,0.746327340603,0.667059,2647,-0.0255523,2759.89892371,347.381,751.16,2,814746,0.0
0.0293508,895.1239702701569,0.816396817565,0.664711,2650,-0.023639,2788.12153044,475.391,759.01,3,816794,0.0
0.0333608,897.296136379242,0.979251418263,0.616591,2653,-0.0324749,2824.67028942,11.018,768.32,3,819041,0.0
0.0272315,899.5485999584198,0.988346274942,0.597085,2657,-0.0439425,2838.17022423,9.76784,772.05,4,821230,0.0
0.0353982,901.8593292236328,0.991943581961,0.586707,2659,-0.0390654,2861.07559696,7.6106,777.92,2,822691,0.0
0.047026,904.1235404014587,0.418048083782,0.578113,2661,-0.0209628,2891.14728031,963.731,787.0,2,824691,0.0
0.0276552,906.4128525257111,0.819731831551,0.589363,2664,-0.0180242,2904.84762559,476.391,791.48,3,826876,0.0
0.0251701,908.7415039539337,0.212314665318,0.624184,2666,-0.0238281,2918.9567694,911.905,796.29,2,828876,0.0
0.0283427,911.2329547405243,0.986433382146,0.62031,2669,-0.0317074,2932.63659906,13.4445,799.86,3,831457,0.0
0.0282095,913.6298024654388,0.98557884153,0.604545,2672,-0.0456082,2938.26318625,13.4959,801.72,3,833445,0.0
0.0241482,916.0225324630737,0.75126041472,0.613035,2674,-0.0197321,2926.11892862,471.052,797.86,2,835059,0.0
0.027066,918.444815158844,0.986313917674,0.601339,2677,-0.0340958,2933.00660778,9.23102,799.52,3,837247,0.0
0.0303003,920.982833147049,0.992786335759,0.605905,2680,-0.029772,2908.7260523,11.5355,793.09,3,838985,0.0
0.0276603,923.5227837562561,0.994899196085,0.582622,2683,-0.0428574,2930.08767387,10.3988,798.94,3,841466,0.0
0.0282647,926.1082241535187,0.994797342457,0.582091,2687,-0.0465449,2887.95027358,10.3314,787.86,4,843133,0.0
0.0416277,928.3433289527893,0.822172299027,0.569696,2690,-0.020005,2889.22463814,403.237,788.6,3,845308,0.0
0.0234057,930.421089887619,0.757370308042,0.609074,2692,-0.0147435,2902.15003191,505.713,792.63,2,847011,0.0
0.0246446,932.5303335189819,0.932863213122,0.603085,2696,-0.029883,2881.72355918,93.2661,787.47,4,849458,0.0
0.0305076,934.6551957130432,0.986273280345,0.620073,2699,-0.0410231,2863.99608387,8.06137,783.22,3,851582,0.0
0.0301245,936.7489655017853,0.99165162351,0.616304,2703,-0.0414933,2828.18621411,10.746,774.14,4,853521,0.0
0.0298628,938.8117139339447,0.993387056515,0.602594,2708,-0.0443283,2752.34947042,19.8937,753.2,5,855980,0.0
0.023558,940.9156565666199,0.994316264521,0.576264,2710,-0.0451871,2744.99569139,7.4499,751.2,2,857695,0.0
0.0215165,942.9836118221283,0.924907684326,0.57221,2712,-0.0262511,2741.17573231,30.0099,750.25,2,859600,0.0
0.035623,945.1156451702118,0.979589922354,0.55134,2715,-0.0300504,2726.37316375,18.7176,746.63,3,862055,0.0
0.0245476,947.1771187782288,0.134380578995,0.571895,2717,-0.023985,2747.41723725,873.039,752.8,2,864055,0.0
0.0301263,949.2409925460815,0.800334841013,0.580015,2719,-0.0234626,2766.99382885,485.265,758.76,2,865727,0.0
0.0298969,951.3035674095154,0.937837358564,0.560381,2722,-0.0286704,2771.9608758,42.2003,760.14,3,867888,0.0
0.0324902,953.437123298645,0.971780383959,0.522816,2726,-0.0372668,2701.00873796,13.6405,739.81,4,869855,0.0
0.0283141,955.5949211120605,0.853005722165,0.527537,2729,-0.0243005,2704.14421579,341.482,739.6,3,872353,0.0
0.0229719,957.7258596420288,0.288970530033,0.541776,2731,-0.027239,2703.66566649,527.49,739.6,2,874353,0.0
0.027104,959.9522440433502,0.897296607494,0.549567,2733,-0.0328189,2700.02607887,114.266,738.3,2,876223,0.0
0.0434446,962.2364358901978,0.450905799866,0.564436,2735,-0.0237776,2718.46879406,572.89,743.75,2,878223,0.0
0.0392144,964.5471687316895,0.898406974971,0.555032,2738,-0.0210856,2695.15033492,48.6813,736.0,3,880448,0.0
0.0375349,966.8604662418365,0.974534608424,0.540835,2741,-0.0327704,2671.0538829,14.4864,728.92,3,881984,0.0
0.0482538,969.1984305381775,0.119198679924,0.52879,2743,-0.0251439,2671.82081057,954.892,728.92,2,883984,0.0
0.0351758,971.5768611431122,0.61317884922,0.533601,2746,-0.0220368,2672.91660178,938.877,729.76,3,886722,0.0
0.0320006,974.0299446582794,0.146753549576,0.534071,2748,-0.0255466,2672.48879312,939.234,729.76,2,888722,0.0
0.0323366,976.4368653297424,0.979242390022,0.499684,2751,-0.0445358,2663.65332989,12.0869,727.79,3,890406,0.0
0.0239611,978.9687411785126,0.842897713184,0.500653,2754,-0.0224562,2675.7932402,421.507,732.17,3,892892,0.0
0.0377902,981.4279685020447,0.985966050997,0.4786,2756,-0.0454937,2684.05124221,18.4035,734.82,2,894318,0.0
0.0331063,983.9446218013763,0.880407355726,0.482975,2760,-0.0247772,2672.2947897,446.793,732.11,4,896902,0.0
0.0361214,986.4212670326233,0.992257212754,0.486541,2763,-0.0445873,2659.09437279,7.49457,728.05,3,898681,0.0
0.0328475,988.6706023216248,0.854171946645,0.498836,2766,-0.01861,2627.13548596,454.861,718.12,3,900688,0.0
0.0250766,990.7956953048706,0.889177784324,0.474902,2769,-0.0307576,2618.89185043,123.789,716.43,3,903100,0.0
0.035328,992.8765068054199,0.978979805484,0.453815,2771,-0.0410939,2606.73553589,8.55533,712.92,2,904403,0.0
0.0425977,994.9517812728882,0.28790307045,0.454039,2773,-0.0198718,2629.25483485,932.415,719.58,2,906403,0.0
0.0235527,997.030036687851,0.849445432425,0.439259,2776,-0.0271349,2652.28468727,471.694,725.74,3,909034,0.0
0.0545244,999.165575504303,0.175744771957,0.495523,2778,-0.00786113,2662.3848718,839.019,729.43,2,911034,0.0
0.0353316,1001.2959268093109,0.831309348345,0.51733,2781,-0.0114954,2678.852584,472.915,734.01,3,913271,0.0
0.0289166,1003.3741645812988,0.949117448181,0.467987,2783,-0.0335363,2685.50252593,11.4134,735.85,2,915051,0.0
0.0250082,1005.4233210086823,0.760949462652,0.473547,2785,-0.0258645,2718.58086087,488.467,745.04,2,916927,0.0
0.0357899,1007.5528402328491,0.748758018017,0.482313,2787,-0.0228147,2754.11060635,294.276,755.13,2,918646,0.0
0.0524303,1009.6477661132812,0.12162643671,0.483406,2789,-0.021238,2765.86076755,957.584,758.61,2,920646,0.0
0.0578089,1011.7798271179199,0.630266457796,0.503463,2792,-0.0168697,2775.74859394,869.473,761.55,3,923166,0.0
0.0330245,1013.8421061038971,0.984667103738,0.492425,2795,-0.0415921,2778.46348895,11.9078,761.64,3,925103,0.0
0.0247012,1015.9203584194183,0.845891624689,0.488314,2798,-0.0223362,2794.12096626,484.389,765.66,3,927500,0.0
0.0321394,1018.0557382106781,0.173915445805,0.485595,2800,-0.0202639,2821.01271575,928.151,773.55,2,929500,0.0
0.0433438,1020.2331922054291,0.990348147228,0.466715,2803,-0.0380423,2838.46441654,15.9513,777.78,3,931299,0.0
0.025777,1022.5456414222717,0.751343846321,0.461665,2805,-0.0185876,2861.78895886,475.13,784.09,2,932889,0.0
0.0244779,1024.7979493141174,0.980021521449,0.445554,2809,-0.0291409,2881.62906875,67.8422,789.12,4,935640,0.0
0.0343381,1027.0612156391144,0.995150953066,0.466905,2813,-0.0419612,2818.04371085,9.5874,771.12,4,937712,0.0
0.0160536,1029.3193519115448,0.859230205417,0.459451,2816,-0.0254479,2811.69629897,464.656,769.06,3,939961,0.0
0.0302305,1031.7421448230743,0.994361793622,0.448281,2819,-0.0458084,2777.4493273,9.13892,758.74,3,941601,0.0
0.0446784,1034.2047789096832,0.995649402495,0.464363,2823,-0.0463706,2745.79917892,7.14013,749.37,4,943548,0.0
0.0265436,1036.625242471695,0.85349753499,0.481457,2825,-0.0216854,2772.54934288,141.266,756.93,2,945179,0.0
0.0219486,1038.9992787837982,0.966514062136,0.469057,2828,-0.0238979,2782.34828741,78.7013,759.57,3,947482,0.0
0.112897,1041.4988903999329,0.894491538405,0.471726,2832,-0.0122379,2736.83203919,475.493,746.72,4,949895,0.0
0.0471986,1043.9826226234436,0.985068466514,0.482008,2835,-0.0349069,2701.48083478,7.96558,735.87,3,951810,0.0
0.0456716,1046.5694959163666,0.994799526874,0.471086,2839,-0.0416154,2697.00843214,7.8919,734.57,4,954200,0.0
0.0279103,1049.0173270702362,0.917475193739,0.466832,2842,-0.0213122,2688.16875638,243.928,732.14,3,956198,0.0
0.0242234,1051.2114582061768,0.185512542725,0.450273,2844,-0.0268198,2689.08606461,750.907,732.14,2,958198,0.0
0.0761584,1053.2797079086304,0.775212422013,0.461568,2846,-0.0213086,2678.37949655,468.148,729.17,2,959639,0.0
0.0386702,1055.3892664909363,0.777145504951,0.485836,2849,-0.0183744,2685.41703551,522.011,730.44,3,962403,0.0
0.0347061,1057.4987313747406,0.763187214732,0.456648,2851,-0.0218158,2704.52394031,510.91,736.18,2,964024,0.0
0.0665104,1059.5613942146301,0.753269270062,0.429787,2853,-0.0166147,2717.28845338,500.765,739.36,2,965843,0.0
0.0358403,1061.6577606201172,0.101711988449,0.415629,2855,-0.0240127,2732.83332042,934.529,744.08,2,967843,0.0
0.0510366,1063.740645647049,0.119185268879,0.435868,2857,-0.019185,2736.46237637,911.029,745.25,2,969843,0.0
0.0383174,1065.8734662532806,0.835112839937,0.422903,2860,-0.0270761,2782.23727197,377.436,757.84,3,972686,0.0
0.0317383,1067.9673781394958,0.722538053989,0.434253,2862,-0.0215738,2806.32537027,513.509,764.89,2,974477,0.0
0.0318102,1070.045653104782,0.844258785248,0.465966,2865,-0.025776,2793.00055061,433.875,761.56,3,976437,0.0
0.0240802,1072.1080420017242,0.74337720871,0.451098,2867,-0.0261801,2812.11431249,507.91,767.32,2,977961,0.0
0.0241538,1074.2204616069794,0.682106018066,0.494493,2870,-0.020223,2820.22296298,715.585,769.85,3,980661,0.0
0.0372712,1076.3203094005585,0.837613224983,0.495296,2872,-0.025638,2828.60267528,263.54,772.07,2,982610,0.0
0.0362633,1078.4392845630646,0.846522167325,0.484598,2875,-0.0236537,2807.46109944,460.952,766.29,3,984663,0.0
0.0296441,1080.5322465896606,0.147820055485,0.46386,2877,-0.0211494,2807.13014239,892.339,766.29,2,986663,0.0
0.0386992,1082.6789662837982,0.110946059227,0.510938,2879,-0.0186217,2807.52697262,916.251,767.0,2,988663,0.0
0.0316556,1084.9363605976105,0.319025099277,0.497938,2881,-0.0200972,2832.25566083,604.859,773.92,2,990663,0.0
0.0313383,1087.249101638794,0.856561213732,0.523897,2884,-0.0213801,2805.4777737,491.45,766.87,3,992738,0.0
0.0195053,1089.5640890598297,0.934438347816,0.502724,2886,-0.0307744,2818.3247704,29.8313,770.49,2,994695,0.0
0.038033,1091.8111674785614,0.78465859592,0.4973,2888,-0.0240187,2813.14224699,482.282,768.46,2,996492,0.0
0.031313,1094.1631870269775,0.715132772923,0.538822,2891,-0.0207666,2806.7902231,568.366,766.43,3,999289,0.0
0.0449513,1096.6008086204529,0.86236448586,0.562597,2894,-0.0219823,2809.96827454,503.981,767.93,3,1001454,0.0
