EpLenMean,EpThisIter,loss_pol_entpen,EpRewMean,loss_vf_loss,EpisodesSoFar,loss_pol_surr,TimestepsSoFar,loss_ent,loss_kl,TimeElapsed,ev_tdlam_before
1000.0,2,0.0,2517.80599424,530.086,931,-0.053786,931000,-2.497,0.0586569,816.8033003807068,0.167749583721
1000.0,2,0.0,2517.68976997,420.502,933,-0.0482792,933000,-2.51611,0.0583282,818.5927295684814,0.695545226336
1000.0,2,0.0,2520.64976375,532.217,935,-0.0283844,935000,-2.5038,0.139521,820.3896861076355,0.216817498207
1000.0,2,0.0,2518.30432512,519.55,937,-0.0515462,937000,-2.52235,0.0464828,822.2015764713287,0.170370578766
1000.0,3,0.0,2543.04193922,715.244,940,-0.0563684,940000,-2.55698,0.0505461,823.9828195571899,0.267176747322
1000.0,2,0.0,2519.70148619,210.153,942,-0.0447413,942000,-2.56826,0.0743238,825.7804958820343,0.979422328994
1000.0,2,0.0,2519.0766191,552.996,944,-0.0570848,944000,-2.59988,0.0536501,827.5767776966095,0.226450443268
1000.0,2,0.0,2518.48739661,554.344,946,-0.0486492,946000,-2.61047,0.0605978,829.3734936714172,0.187299668789
1000.0,2,0.0,2498.07280176,326.199,948,-0.0562111,948000,-2.64015,0.0460098,831.1710693836212,0.970819054171
1000.0,2,0.0,2497.85945151,521.003,950,-0.0577525,950000,-2.62582,0.0507718,832.9679386615753,0.244600117207
1000.0,2,0.0,2498.00779108,554.593,952,-0.0491306,952000,-2.63008,0.120394,834.7641215324402,0.291737496853
1000.0,2,0.0,2496.72293988,540.745,954,-0.0534116,954000,-2.65275,0.0730105,836.5452229976654,0.22841745615
1000.0,2,0.0,2497.27377586,554.922,956,-0.0541964,956000,-2.67207,0.048742,838.3423879146576,0.197009027004
1000.0,2,0.0,2503.60919938,506.73,958,-0.0530412,958000,-2.70409,0.0601712,840.1245903968811,0.287917852402
1000.0,2,0.0,2518.80953795,577.229,960,-0.0564819,960000,-2.67248,0.0512393,841.9217102527618,0.270501971245
1000.0,2,0.0,2518.22404778,522.7,962,-0.055022,962000,-2.66755,0.0574564,843.7192780971527,0.194780290127
1000.0,2,0.0,2519.09412376,565.436,964,-0.0562393,964000,-2.70642,0.0624193,845.49840259552,0.217511117458
1000.0,2,0.0,2518.95891427,572.651,966,-0.0572047,966000,-2.7147,0.0568788,847.2802903652191,0.232423245907
1000.0,2,0.0,2521.66938093,535.993,968,-0.0580856,968000,-2.74902,0.0532952,849.0768427848816,0.154756546021
1000.0,2,0.0,2525.01321709,571.367,970,-0.0507715,970000,-2.73182,0.0465315,850.8736763000488,0.130390524864
1000.0,2,0.0,2529.91077243,653.385,972,-0.0525157,972000,-2.73443,0.0621648,852.6710593700409,0.891324095428
1000.0,2,0.0,2519.06482742,312.501,974,-0.0445011,974000,-2.72553,0.116939,854.4516263008118,0.935612313449
1000.0,2,0.0,2519.07718498,595.449,976,-0.0459557,976000,-2.7691,0.0641315,856.2489252090454,0.195096492767
1000.0,2,0.0,2518.39802414,522.431,978,-0.0522293,978000,-2.76973,0.0474833,858.045806646347,0.266498565674
1000.0,2,0.0,2519.45299028,509.065,980,-0.0399862,980000,-2.78298,0.0903752,859.8424417972565,0.379163682461
1000.0,3,0.0,2517.42569042,736.76,983,-0.0509501,983000,-2.78484,0.0520032,861.6395061016083,0.208803892136
1000.0,2,0.0,2519.63156466,555.867,985,-0.0539944,985000,-2.7905,0.0608749,863.4514927864075,0.275904476643
1000.0,2,0.0,2520.13730144,545.685,987,-0.0502792,987000,-2.83102,0.0498904,865.2498242855072,0.160036623478
1000.0,2,0.0,2518.98251869,548.604,989,-0.0529372,989000,-2.84028,0.0676983,867.0297360420227,0.120296418667
1000.0,2,0.0,2519.76709517,525.894,991,-0.0534538,991000,-2.88139,0.0490915,868.8270034790039,0.247237861156
1000.0,2,0.0,2523.69359877,567.53,993,-0.0536279,993000,-2.8883,0.0556126,870.6247100830078,0.188348472118
1000.0,2,0.0,2528.51321716,523.168,995,-0.0447944,995000,-2.90434,0.0603031,872.4052650928497,0.0632349848747
1000.0,2,0.0,2529.22542983,559.931,997,-0.0520165,997000,-2.91164,0.0539523,874.2017986774445,0.122907698154
1000.0,2,0.0,2532.02944793,529.174,999,-0.0495785,999000,-2.92288,0.0527547,875.9830524921417,0.139948666096
1000.0,2,0.0,2530.435331,543.135,1001,0.0958173,1001000,-2.91804,8.77122,877.7952191829681,0.171170890331
