loss_vf_loss,TimeElapsed,EpisodesSoFar,ev_tdlam_before,loss_ent,TimestepsSoFar,EpThisIter,loss_kl,EpLenMean,loss_pol_entpen,EpRewMean,loss_pol_surr
67.6374,761.2575573921204,1746,0.000642895698547,1.17316,958110,2,0.0136126,981.67,0.0,981.67,-0.00816402
67.8295,762.8752479553223,1748,-0.000186920166016,1.16899,960110,2,0.00980257,981.67,0.0,981.67,-0.00996652
67.943,764.4999735355377,1750,-0.00171089172363,1.17078,962110,2,0.0114174,981.67,0.0,981.67,-0.00870462
68.0361,766.1252009868622,1752,-0.000638723373413,1.17833,964110,2,0.00711065,981.67,0.0,981.67,-0.00724104
68.1651,767.7655377388,1754,-0.000316143035889,1.1814,966110,2,0.00868028,981.67,0.0,981.67,-0.00962452
68.1648,769.3749074935913,1756,-0.000109553337097,1.18145,968110,2,0.00629868,981.67,0.0,981.67,-0.00767114
61.5666,770.9994809627533,1758,6.6876411438e-05,1.19594,970110,2,0.00779427,981.67,0.0,981.67,-0.00911792
44.2564,772.6407299041748,1760,0.137088835239,1.18375,972110,2,0.0118779,981.67,0.0,981.67,-0.0111913
52.578,774.2505059242249,1762,0.0931679606438,1.20408,974110,2,0.00868525,981.67,0.0,981.67,-0.0123954
69.1975,775.890736579895,1764,-0.000654458999634,1.20676,976110,2,0.00687384,981.67,0.0,981.67,-0.0120685
69.0163,777.5000913143158,1766,-0.00108826160431,1.19843,978110,2,0.0130022,981.67,0.0,981.67,-0.0097748
68.9183,779.1403615474701,1768,-0.00190389156342,1.19088,980110,2,0.00642857,981.67,0.0,981.67,-0.00974693
68.8395,780.750500202179,1770,-0.00163602828979,1.19537,982110,2,0.00729427,981.67,0.0,981.67,-0.00982269
66.7095,782.3914651870728,1772,-0.0168410539627,1.18226,984110,2,0.0180933,981.67,0.0,981.67,-0.00969771
77.8258,784.0005233287811,1775,0.0242311954498,1.18984,987110,3,0.0128278,981.67,0.0,981.67,-0.0099383
58.2286,785.6417715549469,1777,0.150498867035,1.20509,989110,2,0.008236,981.67,0.0,981.67,-0.0111518
61.2533,787.2511460781097,1779,0.106218636036,1.2007,991110,2,0.00758425,981.67,0.0,981.67,-0.00984699
64.4984,788.8815999031067,1781,-0.0229766368866,1.21039,993110,2,0.00475994,981.67,0.0,981.67,-0.0104053
67.915,790.5013942718506,1783,0.0286059975624,1.20454,995110,2,0.00962261,981.67,0.0,981.67,-0.00957013
69.1861,792.1411774158478,1785,-0.017861366272,1.20983,997110,2,0.00334576,981.67,0.0,981.67,-0.00323346
69.1228,793.7655909061432,1787,-0.00345778465271,1.22742,999110,2,0.0126338,981.67,0.0,981.67,-0.00723364
69.0735,795.3905832767487,1789,-0.00105774402618,1.23339,1001110,2,0.00807818,981.67,0.0,981.67,-0.00780377
