EpisodesSoFar,ev_tdlam_before,EpThisIter,loss_pol_entpen,loss_pol_surr,loss_vf_loss,EpLenMean,loss_ent,TimestepsSoFar,TimeElapsed,loss_kl,EpRewMean
3379,0.77716255188,2,0.0,-0.0235688,430.674,489.17,1.25996,933485,933.7424619197845,0.110845,1765.57826486
3382,0.994423403405,3,0.0,-0.057019,9.59604,496.96,1.24166,935615,935.7880327701569,0.054072,1793.46949442
3385,0.996498287888,3,0.0,-0.0588235,8.62408,500.36,1.21603,937788,937.8351783752441,0.0592616,1806.83546445
3390,0.99592204066,5,0.0,-0.0549065,13.3239,497.02,1.22549,940005,939.8661487102509,0.0550962,1795.12567475
3393,0.997590200976,3,0.0,-0.0586191,8.7758,503.92,1.20816,941586,941.8973252773285,0.0494617,1820.57312542
3396,0.996916247299,3,0.0,-0.0546653,7.66139,505.64,1.19563,943359,943.9292752742767,0.0457344,1825.71955445
3399,0.734578728676,3,0.0,-0.025317,682.454,520.71,1.21437,945701,945.9625854492188,0.0485922,1879.28024297
3404,0.989910456352,5,0.0,-0.0586436,22.8693,527.77,1.17372,948042,948.0156259536743,0.0712346,1905.52838259
3408,0.897430613637,4,0.0,-0.00985413,355.19,534.42,1.1755,950070,950.0537815093994,0.0658531,1928.85311708
3412,0.995105449576,4,0.0,-0.0538382,12.907,538.7,1.15961,951966,952.0848240852356,0.0567256,1944.28192935
3417,0.992123373784,5,0.0,-0.0453506,20.4956,542.27,1.13384,954273,954.1168463230133,0.0538784,1956.50285407
3421,0.897998087108,4,0.0,-0.0286681,421.036,550.56,1.14395,956355,956.1480810642242,0.0362223,1987.11471705
3424,0.958906222135,3,0.0,-0.0390515,63.8077,558.72,1.15594,958241,958.1983046531677,0.038067,2016.98407752
3427,0.90170827508,3,0.0,-0.0327265,376.223,562.29,1.15041,960353,960.2256922721863,0.031163,2028.90249471
3433,0.993433919735,6,0.0,-0.0512323,14.6299,561.27,1.17004,962316,962.3054256439209,0.0609302,2023.21190396
3438,0.913373559713,5,0.0,-0.0298598,506.521,560.64,1.16359,964543,964.3505041599274,0.0567873,2016.93887606
3441,0.990267054178,3,0.0,-0.0491076,14.1823,558.17,1.13169,965989,966.3861119747162,0.0683264,2007.42197872
3445,0.775647059083,4,0.0,-0.0221721,962.725,560.34,1.13579,968398,968.4367468357086,0.105495,2012.27163913
3449,0.992996707559,4,0.0,-0.0489713,12.646,555.55,1.09426,970411,970.4759621620178,0.0509913,1995.73166075
3453,0.989306726493,4,0.0,-0.0478073,24.8637,563.21,1.08893,972697,972.5230188369751,0.0375355,2023.39417613
3458,0.995331487153,5,0.0,-0.052001,11.0027,552.44,1.07429,974566,974.5387363433838,0.0478701,1983.66031277
3463,0.997509110253,5,0.0,-0.066376,8.99732,537.04,1.0689,976832,976.5887861251831,0.0502776,1929.06554488
3469,0.997858954826,6,0.0,-0.0533775,8.86454,522.43,1.05681,978872,978.6248917579651,0.0505925,1876.11956381
3472,0.997302935459,3,0.0,-0.0562362,6.37208,516.54,1.1098,980623,980.6705191135406,0.0418258,1856.67966025
3477,0.993355602492,5,0.0,-0.0575258,10.5997,512.44,1.108,982879,982.7171828746796,0.0443717,1841.58934686
3480,0.997475268086,3,0.0,-0.0623505,5.90617,505.06,1.11342,984896,984.74449634552,0.0406587,1816.30936198
3486,0.995407895651,6,0.0,-0.0491832,13.3326,484.6,1.07068,986702,986.7804715633392,0.0565321,1738.99179721
3492,0.995790452696,6,0.0,-0.0520159,15.5681,476.02,1.12007,988517,988.810898065567,0.0531298,1706.66345567
3495,0.856401607394,3,0.0,-0.0250263,281.849,485.81,1.13717,991101,990.8594169616699,0.0579964,1743.32778671
3499,0.925237312913,4,0.0,-0.0269941,342.394,474.48,1.15897,993149,992.8979723453522,0.0509768,1703.6664195
3503,0.881563007832,4,0.0,-0.0314922,266.874,472.95,1.19506,995021,994.9449837207794,0.0324818,1698.23865605
3507,0.990273972973,4,0.0,-0.04555,20.9114,471.2,1.19393,996902,996.9919373989105,0.064138,1693.91494046
3513,0.990690772422,6,0.0,-0.0538747,19.4956,465.63,1.20965,999021,999.0253231525421,0.0540031,1674.5989182
3517,0.983034178615,4,0.0,-0.0530747,23.5015,468.45,1.21234,1001118,1001.062287569046,0.0449623,1684.13512462
