EpisodesSoFar,TimestepsSoFar,ev_tdlam_before,EpThisIter,loss_vf_loss,TimeElapsed,loss_kl,loss_pol_surr,EpRewMean,loss_ent,EpLenMean,loss_pol_entpen
2941,935235,0.966994322836,2,50.6174,929.0432829856873,0.0452331,-0.06675,3619.12693049,1.59521,882.27,0.0
2943,937140,0.928723424673,2,256.829,931.0680177211761,0.0272396,-0.0428551,3613.74101146,1.56051,881.32,0.0
2945,939140,0.449150025845,2,1211.72,933.0910794734955,0.0448001,-0.0321284,3624.03399748,1.5578,883.61,0.0
2948,941955,0.678334206343,3,1406.13,935.1221189498901,0.0272626,-0.0389945,3651.75901955,1.54723,889.48,0.0
2950,943445,0.782554537058,2,623.167,937.1384968757629,0.0350907,-0.0361998,3656.87834237,1.52527,890.8,0.0
2953,945937,0.872618168592,3,686.151,939.153427362442,0.046772,-0.0387368,3661.54076782,1.52909,891.09,0.0
2956,947421,0.937117993832,3,73.591,941.1843345165253,0.0551527,-0.0478117,3610.03024173,1.48573,881.29,0.0
2959,949625,0.831679105759,3,1182.05,943.2154588699341,0.0363936,-0.0390417,3576.93856009,1.46851,874.54,0.0
2963,952297,0.829103305936,4,736.484,945.239996433258,0.0272052,-0.0527217,3583.00694352,1.48527,876.31,0.0
2965,953391,0.98127078265,2,59.4185,947.2627704143524,0.0438547,-0.0732572,3548.11058217,1.47503,868.51,0.0
2968,956384,0.602104097605,3,1283.7,949.2785091400146,0.0310465,-0.0319686,3564.03681567,1.45739,871.55,0.0
2970,958384,0.658953487873,2,732.849,951.2973494529724,0.030573,-0.0351662,3571.58040337,1.48596,872.67,0.0
2972,960384,0.80941991508,2,615.488,953.331864118576,0.0322903,-0.0395719,3572.8294097,1.45708,872.67,0.0
2974,961900,0.972806831822,2,49.086,955.3358340263367,0.0367146,-0.0591778,3554.17260921,1.44935,867.83,0.0
2976,963900,0.592453837395,2,781.261,957.3716585636139,0.0697618,-0.0271278,3558.00571342,1.45318,867.83,0.0
2979,966042,0.857865527272,3,862.487,959.3873846530914,0.0389093,-0.0442808,3530.63280837,1.4351,860.66,0.0
2981,967981,0.839362978935,2,721.875,961.416440486908,0.0431579,-0.0424129,3565.77980515,1.40783,868.4,0.0
2983,969981,0.446666419506,2,977.467,963.4341521263123,0.0380847,-0.035871,3572.83614026,1.43418,869.74,0.0
2985,971981,0.549877077341,2,708.469,965.4498853683472,0.0451256,-0.0350626,3594.04702232,1.43158,873.95,0.0
2987,973981,0.341583848,2,1056.06,967.497118473053,0.0615172,-0.0315184,3595.08525187,1.43695,873.95,0.0
2989,975952,0.741072267294,2,700.645,969.5352773666382,0.0561044,-0.0418897,3596.35679187,1.40429,873.66,0.0
2991,977952,0.402279913425,2,1275.34,971.5662863254547,0.0275013,-0.0361664,3597.44698224,1.382,873.66,0.0
2994,980952,0.411539912224,3,1656.69,973.5836224555969,0.0299331,-0.0393758,3599.75950761,1.3667,873.66,0.0
2996,982952,0.361018419266,2,1303.49,975.6062507629395,0.0447513,-0.0399762,3602.31056832,1.36261,873.66,0.0
2998,984952,0.457761049271,2,1241.27,977.653311252594,0.243121,-0.0213798,3601.71690472,1.31835,873.66,0.0
3000,986952,0.376252293587,2,1256.98,979.6687264442444,0.0481418,-0.0347702,3602.64389684,1.30094,873.66,0.0
3002,988952,0.292264103889,2,1324.79,981.7002184391022,0.0459006,-0.0299359,3601.59618278,1.31481,873.66,0.0
3004,990952,0.292098701,2,792.401,983.7160041332245,0.0450436,-0.035894,3600.5647028,1.28877,873.66,0.0
3006,992952,0.248043715954,2,1254.11,985.7474958896637,0.0717783,-0.0392569,3618.01404694,1.29297,877.29,0.0
3008,994952,0.304386675358,2,1127.84,987.7628500461578,0.0355526,-0.0332043,3617.38783112,1.31498,877.29,0.0
3010,996939,0.822229415178,2,661.739,989.7837524414062,0.0407102,-0.0305375,3616.20709648,1.28716,877.16,0.0
3012,998939,0.337671458721,2,1253.75,991.8021841049194,0.0293578,-0.0350461,3625.01579244,1.30943,880.12,0.0
3014,1000939,0.406395852566,2,1128.05,993.8175866603851,0.0867924,-0.0277069,3624.65428671,1.31244,880.12,0.0
