EpRewMean,EpThisIter,ev_tdlam_before,loss_kl,loss_pol_surr,loss_pol_entpen,TimestepsSoFar,loss_vf_loss,EpisodesSoFar,loss_ent,EpLenMean,TimeElapsed
871.22,2,-0.00551390647888,0.00760709,-0.00748446,0.0,942011,67.1078,1751,1.07033,871.22,743.5153317451477
871.22,2,-0.00200295448303,0.0101391,-0.00709197,0.0,944011,67.0895,1753,1.0783,871.22,745.1403272151947
875.17,2,-0.00149059295654,0.00913994,-0.00779062,0.0,946011,67.5306,1755,1.09465,875.17,746.7496962547302
882.07,2,-0.00215566158295,0.0142567,-0.0108386,0.0,948011,67.6858,1757,1.10667,882.07,748.359067440033
882.07,2,-0.00115323066711,0.0100844,-0.00887225,0.0,950011,67.8264,1759,1.11638,882.07,749.9696681499481
881.21,2,0.0308777093887,0.00570194,-0.00635564,0.0,951925,63.5183,1761,1.12789,881.21,751.5788962841034
881.21,2,-0.00143313407898,0.0103599,-0.00654249,0.0,953925,68.2131,1763,1.14112,881.21,753.1953976154327
881.21,2,-0.000436902046204,0.00815653,-0.00774354,0.0,955925,68.2286,1765,1.14087,881.21,754.804726600647
881.21,2,-0.00281476974487,0.0119536,-0.00647422,0.0,957925,68.306,1767,1.14639,881.21,756.4234747886658
881.21,2,-0.000409364700317,0.0122005,-0.00500059,0.0,959925,68.3119,1769,1.13957,881.21,758.0509054660797
881.21,2,-0.000170707702637,0.00482302,-0.00501469,0.0,961925,68.4056,1771,1.16011,881.21,759.675265789032
889.93,2,-0.000131964683533,0.00958638,-0.00880098,0.0,963925,68.4464,1773,1.17305,889.93,761.2917354106903
889.93,2,0.000128746032715,0.00686311,-0.0088189,0.0,965925,68.4197,1775,1.17096,889.93,762.9166746139526
889.93,2,-0.000180959701538,0.0130972,-0.00814907,0.0,967925,68.468,1777,1.18371,889.93,764.5315358638763
889.93,2,-0.000253438949585,0.00534076,-0.00691871,0.0,969925,68.4742,1779,1.18593,889.93,766.1489987373352
889.93,2,-9.17911529541e-05,0.010446,-0.00711971,0.0,971925,68.5113,1781,1.18806,889.93,767.7539019584656
889.93,2,4.90546226501e-05,0.0077026,-0.0074913,0.0,973925,68.4625,1783,1.20019,889.93,769.3713812828064
889.93,2,-0.000143051147461,0.00943718,-0.00648803,0.0,975925,68.5226,1785,1.21027,889.93,770.9840438365936
889.93,3,-4.52995300293e-05,0.00856912,-0.0098069,0.0,978925,100.621,1788,1.22272,889.93,772.5777900218964
889.93,2,-0.000181794166565,0.00804922,-0.00955397,0.0,980925,67.6823,1790,1.23967,889.93,774.2184088230133
889.93,2,0.00017249584198,0.0101313,-0.0111784,0.0,982925,67.5268,1792,1.22762,889.93,775.8277804851532
889.93,2,-0.00145411491394,0.0072111,-0.00913387,0.0,984925,66.0744,1794,1.2369,889.93,777.4527747631073
889.93,2,-0.00236976146698,0.00473764,-0.00536364,0.0,986925,67.7693,1796,1.25903,889.93,779.0693345069885
893.37,2,0.00444084405899,0.00563682,-0.00557059,0.0,988925,67.6808,1798,1.24974,893.37,780.7128167152405
894.53,2,0.0611889958382,0.00680157,-0.0137213,0.0,990305,50.1567,1800,1.22571,894.53,782.3859193325043
894.53,2,-0.0144364833832,0.0123345,-0.0053339,0.0,992305,68.7631,1802,1.22958,894.53,783.9998488426208
888.57,3,-0.011248588562,0.00464437,-0.00972922,0.0,994709,96.2219,1805,1.20545,888.57,785.6342520713806
893.51,2,-0.0356476306915,0.00767198,-0.00576211,0.0,996709,67.9625,1807,1.20679,893.51,787.2549660205841
898.17,2,-0.00637543201447,0.00920439,-0.003963,0.0,998709,68.0238,1809,1.21354,898.17,788.868824005127
894.01,3,0.000568807125092,0.00616865,-0.00873978,0.0,1000946,98.6257,1812,1.20812,894.01,790.5013468265533
