EpisodesSoFar,TimestepsSoFar,loss_vf_loss,EpRewMean,loss_pol_surr,TimeElapsed,loss_pol_entpen,EpThisIter,loss_kl,loss_ent,ev_tdlam_before,EpLenMean
2374,695408,875.344,3095.14008622,-0.0423879,697.961907863617,0.0,2,0.0402715,2.87229,0.864720419049,694.17
2378,698091,882.926,3144.97139578,-0.0461866,700.000239610672,0.0,4,0.0347384,2.85165,0.908757016063,703.87
2381,699994,85.0736,3149.45783999,-0.0698691,702.0468170642853,0.0,3,0.0446321,2.8356,0.9658507891,704.91
2384,702123,655.259,3142.65123145,-0.0370528,704.0943467617035,0.0,3,0.0319761,2.84225,0.900265142322,702.89
2387,704338,1724.81,3167.33212088,-0.0389511,706.1407699584961,0.0,3,0.0329044,2.85718,0.758000478148,707.86
2389,705614,330.297,3178.34328628,-0.0365291,708.171900510788,0.0,2,0.0321013,2.85837,0.833482578397,710.32
2391,707614,1657.71,3189.50849459,-0.036708,710.2349126338959,0.0,2,0.0397147,2.84547,0.400560617447,712.81
2394,710389,1223.62,3181.11045258,-0.0356232,712.2606093883514,0.0,3,0.0342405,2.84951,0.757032036781,710.56
2396,712389,1015.62,3210.90730706,-0.0424938,714.313483953476,0.0,2,0.0347791,2.83953,0.511986762285,716.51
2398,714389,1603.82,3250.76304168,-0.035366,716.36341547966,0.0,2,0.0345508,2.85144,0.407728970051,724.21
2400,716389,1482.18,3251.88315698,-0.0285066,718.4134275913239,0.0,2,0.0445064,2.83442,0.38777589798,724.21
2403,718758,1515.86,3218.78352225,-0.0413542,720.4604074954987,0.0,3,0.0323338,2.80122,0.683678030968,717.9
2405,720758,1556.35,3216.15424893,-0.0338728,722.5090184211731,0.0,2,0.0355687,2.79735,0.408526718616,717.9
2408,722701,834.919,3171.10149388,-0.0400038,724.5468368530273,0.0,3,0.0399519,2.84383,0.86539901793,709.3
2410,724600,860.117,3214.4368183,-0.0258293,726.5943028926849,0.0,2,0.039704,2.85507,0.830048307776,717.91
2412,726194,261.533,3228.99323894,-0.0402602,728.6409084796906,0.0,2,0.0229149,2.84103,0.834031239152,720.92
2415,728376,1515.16,3208.23482705,-0.0390267,730.689112663269,0.0,3,0.0332849,2.83873,0.757139980793,716.98
2417,730376,1466.9,3210.48988161,-0.0380651,732.737199306488,0.0,2,0.0332383,2.84956,0.424643337727,717.98
2419,732376,1475.68,3232.89875654,-0.0333063,734.7812418937683,0.0,2,0.035141,2.86821,0.398330509663,722.42
2422,735023,1542.11,3285.13458376,-0.0434159,736.8288295269012,0.0,3,0.0409125,2.86828,0.689059436321,732.91
2424,736730,114.324,3295.50412249,-0.0529814,738.8635406494141,0.0,2,0.0449671,2.84084,0.918555289507,735.37
2426,738672,801.418,3327.97465398,-0.0366243,740.9216740131378,0.0,2,0.0280221,2.8175,0.825990438461,742.36
2428,740392,792.904,3369.57907025,-0.0427012,742.9618020057678,0.0,2,0.035191,2.81106,0.725664943457,750.81
2431,742549,1523.07,3367.41846089,-0.0353617,745.0078430175781,0.0,3,0.0415007,2.80677,0.782059505582,750.56
2434,744576,820.275,3360.37135466,-0.0465818,747.0389556884766,0.0,3,0.0422351,2.79653,0.875072620809,749.8
2436,746576,1619.66,3399.26104354,-0.0354612,749.0863699913025,0.0,2,0.0374788,2.83035,0.448796927929,757.74
2438,748576,1216.39,3404.0098132,-0.0355264,751.1403021812439,0.0,2,0.0311881,2.80803,0.47761452198,759.4
2441,751382,1114.66,3453.00694833,-0.0421184,753.1833791732788,0.0,3,0.0243921,2.78833,0.751226142049,770.25
2444,753350,816.281,3438.89425382,-0.048125,755.2347440719604,0.0,3,0.0307488,2.77918,0.866873145103,767.73
2447,755081,851.237,3398.25335709,-0.0461042,757.2817497253418,0.0,3,0.0299313,2.76173,0.85303324461,759.8
2450,757413,1532.78,3390.7664233,-0.0407699,759.3287644386292,0.0,3,0.0357753,2.73517,0.740523159504,758.37
2452,759404,638.616,3447.09694379,-0.0364421,761.360152721405,0.0,2,0.0337984,2.72857,0.852995827794,769.52
2454,761404,1356.97,3511.41662536,-0.0334725,763.4093630313873,0.0,2,0.0352278,2.72458,0.403395354748,782.89
2456,763404,414.242,3509.82364976,-0.0363204,765.445074558258,0.0,2,0.04562,2.66796,0.650091201067,782.89
2458,765404,974.94,3531.86855125,-0.0373387,767.4918093681335,0.0,2,0.036064,2.66272,0.722466439009,787.35
2460,767404,1404.25,3572.69323449,-0.036431,769.5469295978546,0.0,2,0.0282679,2.64294,0.3986068964,795.89
2462,769404,1203.36,3640.25183288,-0.0349005,771.5786695480347,0.0,2,0.0458397,2.64333,0.498132884502,809.37
2464,771404,1538.04,3727.17574102,-0.036494,773.6253259181976,0.0,2,0.0480455,2.62803,0.37628108263,827.07
2466,773404,1610.89,3736.53320951,-0.0419504,775.7064981460571,0.0,2,0.0380373,2.60055,0.40117752552,829.1
2469,775797,1649.02,3772.47591614,-0.0410384,777.7575161457062,0.0,3,0.0354046,2.58368,0.760149151087,836.46
2472,778216,973.218,3786.5217901,-0.0462691,779.8056268692017,0.0,3,0.0365287,2.56503,0.84182074666,839.54
2474,779705,128.829,3798.76079695,-0.0665417,781.8526432514191,0.0,2,0.036423,2.57446,0.965095967054,842.97
2476,781705,1405.0,3818.32712407,-0.034067,783.9062838554382,0.0,2,0.0325726,2.60109,0.454352676868,847.08
2481,784247,709.701,3794.99575055,-0.0491312,785.9374248981476,0.0,5,0.0314196,2.59295,0.911928258836,842.53
2483,785650,854.164,3765.8575616,-0.0358882,787.9849603176117,0.0,2,0.0406659,2.55618,0.820969596505,836.82
2485,787650,1674.96,3809.22701058,-0.0407287,790.0318033695221,0.0,2,0.0276697,2.55107,0.477878034115,845.27
2487,789558,834.404,3844.43627223,-0.0261244,792.0784842967987,0.0,2,0.0426751,2.55242,0.835589244962,852.2
2490,792558,2086.87,3881.29596199,-0.0390887,794.1252381801605,0.0,3,0.0361969,2.53599,0.417627096176,859.44
2493,794003,80.5224,3817.30732324,-0.0559573,796.1725702285767,0.0,3,0.0392732,2.51432,0.955654919147,846.14
2496,795942,390.997,3763.11321119,-0.029814,798.2225842475891,0.0,3,0.053216,2.51373,0.883798584342,835.53
2498,797942,1586.24,3763.83071588,-0.0337759,800.2580177783966,0.0,2,0.0377222,2.51486,0.568243831396,835.53
2501,800710,1614.3,3749.82066506,-0.0403105,802.2961776256561,0.0,3,0.0281004,2.50647,0.699527978897,833.21
2503,802710,1555.55,3781.32816635,-0.0354777,804.343846321106,0.0,2,0.034894,2.51157,0.452426970005,839.52
2505,804710,1130.95,3783.29859184,-0.035464,806.3871660232544,0.0,2,0.037024,2.50176,0.454657375813,839.52
2507,806710,1633.28,3836.43666648,-0.0389669,808.4381413459778,0.0,2,0.032687,2.49247,0.406148254871,850.09
2509,808634,815.834,3832.91380935,-0.0489738,810.4858012199402,0.0,2,0.0446951,2.51322,0.787074506283,849.33
2513,810703,137.928,3763.01767067,-0.0663835,812.5315897464752,0.0,4,0.0465818,2.48108,0.963959030807,835.09
2516,812810,930.643,3764.09955194,-0.050311,814.5626590251923,0.0,3,0.0419442,2.44085,0.861269101501,834.34
2520,814557,112.746,3653.13571897,-0.0683727,816.6100368499756,0.0,4,0.0352508,2.48096,0.970448859036,811.81
2523,817148,694.327,3667.32977739,-0.038588,818.6567966938019,0.0,3,0.0272912,2.4539,0.885649330914,814.18
2525,819148,756.621,3674.11481564,-0.0407344,820.6882042884827,0.0,2,0.0319664,2.45936,0.812859937549,814.76
2528,821015,765.898,3632.94734737,-0.0412945,822.7499616146088,0.0,3,0.0378601,2.4422,0.897925935686,806.23
2531,823169,166.634,3636.02149743,-0.0591898,824.7814090251923,0.0,3,0.0419477,2.44311,0.96110991016,806.2
2535,825173,90.7203,3588.71087907,-0.0640123,826.8368618488312,0.0,4,0.0414412,2.44866,0.980141768232,795.97
2539,827390,172.913,3505.30427581,-0.0656217,828.8910315036774,0.0,4,0.043203,2.46754,0.970662694424,778.14
2543,829379,78.3778,3447.83975087,-0.0654696,830.9380581378937,0.0,4,0.0475469,2.44323,0.978097544983,765.65
2548,831477,148.089,3390.34661155,-0.0608378,832.9851989746094,0.0,5,0.0403395,2.39545,0.971074547619,753.96
2550,833477,1466.45,3421.94675935,-0.0376593,835.0345833301544,0.0,2,0.0410968,2.38886,0.630901306868,760.64
2552,835029,890.303,3399.04995484,-0.0340868,837.0814850330353,0.0,2,0.0404018,2.39245,0.811007648706,756.25
2554,837029,884.462,3402.46244071,-0.0362845,839.1338262557983,0.0,2,0.0303948,2.39839,0.756213709712,756.25
2557,839668,1008.06,3387.50591682,-0.0410357,841.176050901413,0.0,3,0.0273463,2.38858,0.831846654415,752.64
2559,840821,947.213,3346.0844769,-0.0367413,843.2270038127899,0.0,2,0.0362931,2.38335,0.876673385501,744.17
2561,842805,106.929,3346.64905719,-0.0624156,845.2728898525238,0.0,2,0.0431787,2.39199,0.966509662569,744.01
2564,845805,2585.39,3347.88128335,-0.0385752,847.3196182250977,0.0,3,0.0279502,2.35692,0.409819126129,744.01
2566,847805,938.922,3349.88464001,-0.042361,849.3684139251709,0.0,2,0.0752019,2.34257,0.808409243822,744.01
2571,849900,1065.36,3235.90959769,-0.044137,851.4064693450928,0.0,5,0.0410911,2.32725,0.924899913371,721.03
2573,851770,287.149,3272.76689963,-0.0458843,853.454466342926,0.0,2,0.0410113,2.30723,0.824685767293,727.82
2575,853569,928.334,3283.52191121,-0.0388806,855.503627538681,0.0,2,0.0350087,2.31337,0.810015037656,728.64
2581,855951,412.183,3228.73954669,-0.0655979,857.5471670627594,0.0,6,0.0392037,2.3013,0.946356669068,717.04
2587,857985,337.705,3069.40395522,-0.0683405,859.5941824913025,0.0,6,0.0466475,2.28075,0.95168055594,684.27
2590,860137,1362.67,3031.39543673,-0.0366918,861.6493034362793,0.0,3,0.041021,2.31339,0.806073114276,675.79
2593,861947,1175.96,3052.12335173,-0.049763,863.688348531723,0.0,3,0.0455779,2.30274,0.797193035483,679.44
2595,863349,69.9903,3059.13099938,-0.0719478,865.7351682186127,0.0,2,0.0446407,2.31022,0.982868378982,679.76
2599,866275,347.973,3038.41448352,-0.0431188,867.7847054004669,0.0,4,0.0508132,2.30406,0.954976309091,673.33
2601,868275,1786.34,3053.2150513,-0.0396031,869.8217432498932,0.0,2,0.0312323,2.26301,0.44183331728,675.65
2603,869423,107.775,3014.01394603,-0.0578949,871.8752081394196,0.0,2,0.042714,2.25832,0.94786913693,667.13
2607,872236,1341.69,2962.4640669,-0.0460727,873.921909570694,0.0,4,0.0348826,2.25701,0.821003258228,655.26
2609,874236,1014.32,2971.94883235,-0.0335982,875.9545686244965,0.0,2,0.0437899,2.28958,0.653272271156,656.02
2611,876236,1280.35,3007.31485839,-0.0370778,878.0044379234314,0.0,2,0.0299459,2.2759,0.510254353285,662.86
2614,877942,989.573,3008.358261,-0.0456486,880.0469982624054,0.0,3,0.0446333,2.25346,0.878896571696,662.69
2620,880616,1092.15,2998.01064448,-0.0505287,882.1020691394806,0.0,6,0.0334329,2.25163,0.883787460625,660.59
2622,882616,1655.67,3005.24314715,-0.0351866,884.1336119174957,0.0,2,0.0710099,2.22293,0.529448777437,662.26
2624,883843,973.556,2975.88311034,-0.0384875,886.1806557178497,0.0,2,0.038845,2.19932,0.814142659307,656.95
2626,885843,1707.98,3008.75195403,-0.0346937,888.2243022918701,0.0,2,0.0510931,2.19167,0.455948293209,663.08
2629,887986,1546.77,3005.70867957,-0.0358039,890.275417804718,0.0,3,0.0492745,2.18612,0.767848312855,662.87
2635,890552,1717.62,2960.77275565,-0.056527,892.3284006118774,0.0,6,0.0468851,2.20991,0.808246195316,653.79
2637,892552,1680.94,2992.52284049,-0.0476297,894.3768289089203,0.0,2,0.0416374,2.16852,0.306627333164,660.25
2640,894714,1291.55,3023.95241203,-0.0440942,896.4515748023987,0.0,3,0.033125,2.15654,0.752594083548,666.78
2642,896714,1598.37,3105.79385497,-0.039348,898.4811730384827,0.0,2,0.0546505,2.13728,0.461316764355,683.06
2645,898878,1540.98,3114.47407351,-0.0412071,900.5320148468018,0.0,3,0.0488416,2.14201,0.729705959558,685.08
2647,900878,1133.2,3176.24963193,-0.034644,902.5792007446289,0.0,2,0.0435201,2.12417,0.426152467728,697.21
2650,902598,904.25,3148.46713828,-0.0463653,904.6259849071503,0.0,3,0.0657292,2.13237,0.84073753655,691.21
2653,904668,1587.2,3128.33281406,-0.042709,906.6914899349213,0.0,3,0.0406793,2.12107,0.653130084276,686.39
2655,906668,1497.7,3126.51466765,-0.0382643,908.7262239456177,0.0,2,0.042138,2.11106,0.400035142899,686.39
2657,908668,1588.26,3143.3864542,-0.0394792,910.7895545959473,0.0,2,0.0438433,2.08972,0.469339966774,690.0
2660,910814,1246.9,3144.88137159,-0.0330311,912.8356921672821,0.0,3,0.0422304,2.11898,0.793830215931,690.09
2662,912814,1679.72,3146.93644711,-0.0332396,914.8833947181702,0.0,2,0.0423927,2.11862,0.478227496147,690.09
2664,914814,1601.12,3148.55650332,-0.0342681,916.9306588172913,0.0,2,0.0339529,2.10485,0.447228252888,690.09
2667,916983,863.121,3147.56580268,-0.0432419,918.976448059082,0.0,3,0.0481117,2.08128,0.857706680894,689.76
2671,919509,1705.66,3178.51002392,-0.0386246,921.0317869186401,0.0,4,0.0419031,2.06804,0.804083257914,696.09
2673,921509,1533.02,3185.36257941,-0.0361631,923.0788342952728,0.0,2,0.0365495,2.06593,0.449520468712,697.39
2675,923509,1710.97,3193.74222785,-0.038287,925.1129286289215,0.0,2,0.0439595,2.0458,0.347379744053,699.4
2677,925509,899.023,3236.30833183,-0.0454399,927.1646654605865,0.0,2,0.0356735,2.05089,0.719576895237,707.31
2679,926819,891.305,3275.99094257,-0.0431777,929.211884021759,0.0,2,0.0389857,2.06602,0.828572571278,715.09
2682,929205,86.1812,3357.13743737,-0.0615808,931.2576110363007,0.0,3,0.0441792,2.07484,0.976960157976,731.19
2685,931683,1715.85,3454.92741967,-0.0394953,933.305412530899,0.0,3,0.0294025,2.07393,0.744953125715,750.4
2688,933800,672.959,3441.26618777,-0.0371398,935.352121591568,0.0,3,0.0511382,2.08312,0.885266281664,748.15
2690,935082,630.129,3446.27819134,-0.0398092,937.3850853443146,0.0,2,0.0460626,2.06861,0.816666409373,749.45
2694,937577,1677.97,3457.03074444,-0.0404919,939.4477486610413,0.0,4,0.0430124,2.0421,0.797508269548,752.19
2698,939860,825.567,3384.4202597,-0.0494485,941.4846131801605,0.0,4,0.0409819,2.00523,0.883788898587,738.83
2700,941860,1663.23,3418.84730443,-0.0341781,943.5316383838654,0.0,2,0.0524687,1.9942,0.41841083765,745.85
2702,943860,1651.84,3416.77192381,-0.030895,945.5785856246948,0.0,2,0.0375703,1.98227,0.420382201672,745.85
2708,946039,145.55,3320.4838797,-0.0647826,947.6256096363068,0.0,6,0.0471647,1.96939,0.958518069237,728.03
2710,948039,1731.25,3321.09153594,-0.0364312,949.6651296615601,0.0,2,0.0491614,1.964,0.38776320219,728.03
2713,949727,968.289,3278.9981095,-0.0456789,951.7067489624023,0.0,3,0.0386438,1.94479,0.79651132226,719.57
2716,951770,44.5854,3273.41661792,-0.0579399,953.7587723731995,0.0,3,0.049619,1.99103,0.97361176461,718.28
2722,954259,1047.96,3267.03486276,-0.0543241,955.8058166503906,0.0,6,0.0437644,1.96526,0.920517221093,716.43
2724,955791,724.316,3282.83408795,-0.0270302,957.8595633506775,0.0,2,0.102566,1.9457,0.827230587602,719.48
2726,957791,1641.44,3284.14091364,-0.0328611,959.9145765304565,0.0,2,0.0305348,2.00545,0.447197258472,719.48
2731,960338,1523.83,3244.48523127,-0.0427666,961.9568867683411,0.0,5,0.0456758,1.98411,0.866440832615,711.29
2736,962104,180.657,3212.78483982,-0.0710816,964.007958650589,0.0,5,0.0457062,1.98776,0.957388214767,705.52
2739,964054,336.959,3205.48663162,-0.0523155,966.0540280342102,0.0,3,0.0412476,1.97026,0.924605950713,703.4
2744,966557,737.045,3125.97730319,-0.0566504,968.0865111351013,0.0,5,0.0346506,1.95712,0.926372289658,686.79
2747,968087,130.767,3054.04090129,-0.046723,970.1492002010345,0.0,3,0.0547601,1.95506,0.965375278145,672.09
2750,969761,173.656,3052.66309195,-0.0583721,972.1806015968323,0.0,3,0.0564592,1.95566,0.971152877435,671.63
2754,972234,1484.48,3022.68180631,-0.0435927,974.2578797340393,0.0,4,0.0385369,1.94698,0.834798231721,665.66
2757,974806,1281.43,3004.9453112,-0.0427189,976.299729347229,0.0,3,0.0442786,1.89703,0.782334595919,661.38
2759,976806,1765.78,3050.23782595,-0.0323513,978.3524558544159,0.0,2,0.0379386,1.91243,0.437704324722,669.92
2761,978402,110.905,3030.87639507,-0.0623064,980.3994660377502,0.0,2,0.0459749,1.90894,0.956612650305,665.88
2764,980144,941.417,2965.70667272,-0.0393469,982.438161611557,0.0,3,0.0263753,1.93164,0.903229743242,653.3
2767,982936,873.684,2999.2682302,-0.0385785,984.4848363399506,0.0,3,0.0377759,1.91673,0.890230439603,659.53
2769,984936,1530.27,3037.46049245,-0.0383114,986.5438470840454,0.0,2,0.0507247,1.89215,0.367550253868,666.44
2774,986688,174.48,2917.095043,-0.0663757,988.5940692424774,0.0,5,0.0493361,1.89056,0.951383814216,641.79
2779,988993,278.537,2818.3039548,-0.0729968,990.6251933574677,0.0,5,0.0431847,1.86028,0.959854144603,621.74
2782,990637,185.654,2782.28915092,-0.0574307,992.6800780296326,0.0,3,0.0470188,1.83524,0.968474272639,614.32
2785,992806,1458.92,2768.32224748,-0.0421031,994.7258310317993,0.0,3,0.0492833,1.7969,0.767345950007,611.23
2789,995213,170.03,2735.95750688,-0.0598568,996.7730040550232,0.0,4,0.0469006,1.77593,0.963525671512,604.13
2792,997212,1082.78,2724.56847731,-0.0434182,998.8207681179047,0.0,3,0.0284483,1.74308,0.864404112101,601.3
2794,998523,672.407,2767.12418096,-0.0389961,1000.8664436340332,0.0,2,0.0395583,1.72168,0.843911230564,609.46
2798,1001270,1805.44,2794.70513856,-0.042519,1002.9162631034851,0.0,4,0.0387655,1.75549,0.817974507809,614.1
