ev_tdlam_before,EpThisIter,TimeElapsed,loss_pol_surr,EpisodesSoFar,EpRewMean,loss_vf_loss,TimestepsSoFar,loss_pol_entpen,loss_ent,loss_kl,EpLenMean
0.989333479665,8,375.07754945755005,-0.0578936,2305,842.329848675,22.6624,372540,0.0,4.22502,0.0267851,245.06
0.982194175944,9,377.1171624660492,-0.0516458,2314,845.974397148,36.6353,374568,0.0,4.19509,0.0321606,245.59
0.994341360405,9,379.1484680175781,-0.0634856,2323,841.789827542,16.0292,376738,0.0,4.17618,0.0311943,243.87
0.988017340191,9,381.17570185661316,-0.0636719,2332,835.408400758,17.3969,378784,0.0,4.12756,0.0351283,242.17
0.986953263171,8,383.2266323566437,-0.050009,2340,838.297567797,25.1507,380721,0.0,4.11578,0.0400626,242.97
0.990360597149,9,385.27372884750366,-0.0570034,2349,840.35466851,19.0111,382954,0.0,4.09999,0.0285817,243.26
0.991376920603,8,387.3206648826599,-0.0544868,2357,841.429970893,26.0127,384892,0.0,4.10823,0.0316332,243.31
0.985666343942,9,389.3675937652588,-0.0574558,2366,838.240074439,31.8819,386996,0.0,4.07792,0.031284,241.7
0.975961802527,9,391.41457200050354,-0.0560158,2375,830.880466459,53.0891,389087,0.0,4.08323,0.0260704,239.71
0.97664924711,8,393.48417592048645,-0.0572162,2383,828.879678774,42.8369,390997,0.0,4.07314,0.0288685,238.31
0.962017148733,9,395.5162491798401,-0.0521151,2392,820.984359895,47.9881,393015,0.0,4.03906,0.0225165,236.52
0.973621850833,9,397.57845878601074,-0.0603337,2401,820.462843028,52.9599,395146,0.0,3.9862,0.0290489,235.82
0.988471383229,8,399.625287771225,-0.0626167,2409,825.841313926,19.8624,397110,0.0,3.94664,0.0299326,237.18
0.984826815315,9,401.6868975162506,-0.0544974,2418,820.595103137,28.9514,399153,0.0,3.95265,0.0328681,235.86
0.984226416796,9,403.7183213233948,-0.0567829,2427,827.449482635,31.3951,401378,0.0,3.9201,0.0323349,237.58
0.986359848641,8,405.76536798477173,-0.0534923,2435,834.464585909,39.1547,403428,0.0,3.9432,0.0312815,239.35
0.988699593581,8,407.81243777275085,-0.060566,2443,840.097103807,29.4668,405491,0.0,3.98368,0.0310277,240.53
0.988149669021,8,409.8593728542328,-0.0563145,2451,837.86706142,34.2865,407419,0.0,3.9725,0.0284745,239.8
0.975099140778,8,411.89074873924255,-0.0616831,2459,834.831389407,77.9547,409294,0.0,3.95602,0.0320873,239.34
0.981157166883,8,413.93716526031494,-0.0570978,2467,847.891186137,44.2637,411498,0.0,3.94387,0.0325348,242.81
0.954457808286,8,415.9725089073181,-0.0539114,2475,848.45059926,74.8754,413421,0.0,3.93841,0.0208077,243.34
0.970010329038,9,418.0239737033844,-0.0627899,2484,852.679336714,64.4489,415730,0.0,3.90882,0.0335089,245.09
0.976512594149,7,420.07828521728516,-0.0553277,2491,863.37437999,54.2243,417599,0.0,3.91495,0.0355501,247.49
0.964196197689,7,422.12522625923157,-0.0519814,2498,885.658341679,67.0206,419730,0.0,3.89978,0.0368218,252.98
0.953209985048,9,424.17541241645813,-0.0664634,2507,873.658173778,81.5418,421736,0.0,3.91339,0.0262565,251.33
0.953050538898,8,426.2473783493042,-0.0635421,2515,874.580403017,121.791,423787,0.0,3.88515,0.0295463,252.11
0.961082853377,8,428.3247046470642,-0.0651778,2523,882.945367839,94.8268,425853,0.0,3.8233,0.0361786,254.28
0.972712118179,7,430.35019278526306,-0.0582678,2530,891.962395094,81.8693,427814,0.0,3.79411,0.0322594,256.98
0.973527584225,8,432.42465686798096,-0.0602191,2538,899.390819868,69.4938,430019,0.0,3.7404,0.0293434,258.85
0.976567845792,7,434.46138048171997,-0.0621759,2545,907.252131342,63.1658,432045,0.0,3.72096,0.0363277,260.19
0.974673615769,8,436.5123383998871,-0.0624969,2553,916.678611127,66.3808,434166,0.0,3.6885,0.027885,262.79
0.971418214962,7,438.54692220687866,-0.062977,2560,924.507400964,66.4767,436044,0.0,3.67623,0.0330385,264.34
0.957124236971,7,440.6061716079712,-0.0587969,2567,930.645887627,79.9368,438057,0.0,3.70476,0.0394893,265.59
0.986263033003,8,442.6404845714569,-0.0638558,2575,946.241656592,47.17,440300,0.0,3.70706,0.0265481,268.79
0.972732467577,7,444.6877341270447,-0.0596552,2582,952.414297672,85.69,442252,0.0,3.69041,0.0286788,270.1
0.971603382379,8,446.73391127586365,-0.0617187,2590,955.226427989,78.934,444393,0.0,3.66067,0.0335173,270.34
0.980827273801,7,448.76590180397034,-0.0576908,2597,955.421809574,43.9831,446457,0.0,3.63631,0.0408282,270.08
0.973519837484,6,450.81569266319275,-0.0566026,2603,977.149133846,54.3401,448254,0.0,3.6568,0.0342278,274.03
0.94767646119,7,452.8510265350342,-0.0560523,2610,999.267483078,50.9513,450332,0.0,3.63699,0.0292618,278.29
0.965372100472,7,454.913583278656,-0.0552668,2617,1017.91159719,64.8335,452457,0.0,3.61712,0.0404211,281.8
0.957005616277,8,456.9452311992645,-0.0617849,2625,1012.51581907,84.4302,454450,0.0,3.56733,0.0428091,279.97
0.947889726609,8,459.00685572624207,-0.0624952,2633,1012.1734323,101.833,456533,0.0,3.53245,0.0307423,279.0
0.972369892523,6,461.0548620223999,-0.0552247,2639,1027.13633189,50.9042,458530,0.0,3.46332,0.0362701,282.61
0.973253222182,8,463.1175203323364,-0.0585159,2647,1027.5951307,97.3842,460766,0.0,3.47116,0.0328865,282.29
