EpisodesSoFar,loss_vf_loss,loss_ent,EpRewMean,ev_tdlam_before,EpThisIter,loss_kl,TimeElapsed,TimestepsSoFar,loss_pol_surr,loss_pol_entpen,EpLenMean
17571,0.0505938,-4.26942,-5.92843109957,0.949910253286,41,0.045467,748.9922926425934,878550,-0.0218805,0.0,50.0
17612,0.0741625,-4.26751,-6.00758536961,0.945427823812,41,0.0345458,750.7573244571686,880600,-0.0169941,0.0,50.0
17653,0.0344705,-4.2892,-5.77715673722,0.957212176174,41,0.0292825,752.4994149208069,882650,-0.0228093,0.0,50.0
17694,0.0661021,-4.29855,-5.7937122315,0.946670666337,41,0.0388323,754.2657623291016,884700,-0.0174503,0.0,50.0
17735,0.029546,-4.3077,-5.61278922995,0.957349065691,41,0.0340138,756.0148811340332,886750,-0.0163881,0.0,50.0
17776,0.0300186,-4.29468,-5.75044202565,0.956272467971,41,0.0526161,757.7649991512299,888800,-0.0048387,0.0,50.0
17817,0.0326216,-4.29863,-5.34492759362,0.957870420069,41,0.0461296,759.4994390010834,890850,-0.0125395,0.0,50.0
17858,0.0449233,-4.26837,-5.66724375925,0.947517096996,41,0.0429939,761.2575540542603,892900,-0.01988,0.0,50.0
17899,0.0469761,-4.25934,-5.87169234237,0.933017164469,41,0.0507652,762.9920654296875,894950,0.000550306,0.0,50.0
17940,0.0426,-4.23903,-5.81063409432,0.941008411348,41,0.0938487,764.7248103618622,897000,0.0224327,0.0,50.0
17981,0.0573052,-4.21588,-5.51717928674,0.938647516072,41,0.0545913,766.4678966999054,899050,0.00222993,0.0,50.0
18022,0.0423338,-4.21797,-5.77999755777,0.954152394086,41,0.135071,768.2181324958801,901100,-0.0281986,0.0,50.0
18063,0.0417252,-4.20442,-5.55183978623,0.93062774092,41,0.197426,769.9682097434998,903150,-0.0138332,0.0,50.0
18104,0.0542435,-4.19073,-5.66378314519,0.944473680109,41,0.0354549,771.7026619911194,905200,-0.011434,0.0,50.0
18145,0.0319432,-4.17581,-5.89689382247,0.944294620305,41,0.0427915,773.4522597789764,907250,-0.0271557,0.0,50.0
18186,0.057262,-4.21489,-5.77091128431,0.953610617667,41,0.0418734,775.2094895839691,909300,-0.0169008,0.0,50.0
18227,0.0517517,-4.21619,-5.60537640003,0.944343131036,41,0.029325,776.9296474456787,911350,-0.0163132,0.0,50.0
18268,0.0421925,-4.19731,-5.60142106355,0.954389631748,41,0.0425244,778.6797938346863,913400,-0.0264669,0.0,50.0
18309,0.0417371,-4.20782,-5.5457354384,0.943205162883,41,0.0350128,780.431293964386,915450,-0.0201647,0.0,50.0
18350,0.0482564,-4.21375,-5.48053245246,0.957806941122,41,0.0629269,782.1641764640808,917500,0.0178438,0.0,50.0
18391,0.0414961,-4.2191,-5.66746919121,0.961027480662,41,2.41287,783.9060807228088,919550,0.0480694,0.0,50.0
18432,0.0391402,-4.22349,-6.1022377796,0.750476449728,41,0.749545,785.6585488319397,921600,-0.0383285,0.0,50.0
18472,0.0744291,-4.21422,-6.33191761304,0.837476089597,40,0.0365763,787.3896384239197,923600,-0.0286158,0.0,50.0
18513,0.0566242,-4.22339,-6.58427224631,0.949671667069,41,0.0418675,789.1404418945312,925650,-0.0241687,0.0,50.0
18554,0.0503236,-4.22313,-6.45165160233,0.95422404632,41,0.0386788,790.8923437595367,927700,-0.022968,0.0,50.0
18595,0.047707,-4.24216,-6.24201244959,0.955178041011,41,0.0715364,792.6329522132874,929750,-0.00864305,0.0,50.0
18636,0.0466497,-4.23112,-6.48974598344,0.944990552962,41,0.0561796,794.3928098678589,931800,-0.00782597,0.0,50.0
18677,0.04785,-4.20328,-6.83425700433,0.968446437269,41,0.0388057,796.1168372631073,933850,-0.0211443,0.0,50.0
18718,0.0386936,-4.18942,-6.85531675383,0.971310948953,41,0.0384556,797.8566451072693,935900,-0.0226791,0.0,50.0
18759,0.0494383,-4.18903,-7.05154846174,0.96833467856,41,0.119683,799.6166241168976,937950,-0.0158327,0.0,50.0
18800,0.0445946,-4.21462,-6.95471214333,0.962987333536,41,0.0457007,801.3830173015594,940000,-0.0185722,0.0,50.0
18841,0.0599072,-4.22784,-6.87072750346,0.957950849086,41,0.0478275,803.109233379364,942050,-0.0226549,0.0,50.0
18882,0.0578653,-4.22014,-6.40736672295,0.957818012685,41,0.0354112,804.8590669631958,944100,-0.0210602,0.0,50.0
18923,0.0503045,-4.22111,-6.53451638289,0.967193968594,41,0.0429758,806.5932698249817,946150,-0.0185958,0.0,50.0
18964,0.0365215,-4.23194,-6.79738728748,0.977312907577,41,0.0430359,808.3513667583466,948200,-0.017468,0.0,50.0
19005,0.0370327,-4.26098,-6.67362641776,0.9659422189,41,0.045794,810.0855116844177,950250,-0.0202622,0.0,50.0
19046,0.0392276,-4.27052,-6.87757557977,0.975108163431,41,0.0815509,811.8343114852905,952300,-0.00149913,0.0,50.0
19087,0.038757,-4.26249,-6.80664416095,0.978706454858,41,0.0444168,813.5774710178375,954350,-0.0265291,0.0,50.0
19128,0.063653,-4.23607,-7.04131072392,0.960342440754,41,0.0463492,815.3619499206543,956400,-0.019655,0.0,50.0
19169,0.0638843,-4.19965,-6.74377122489,0.959322832525,41,0.0384636,817.0809652805328,958450,-0.00901894,0.0,50.0
19210,0.0514561,-4.17925,-6.45251149589,0.949625436217,41,0.059584,818.8360741138458,960500,-0.00392758,0.0,50.0
19251,0.0337205,-4.15671,-6.42248884217,0.970936734229,41,0.0420288,820.5779769420624,962550,-0.0237628,0.0,50.0
19292,0.0570634,-4.13887,-6.66134741139,0.954267092049,41,0.0394914,822.3204839229584,964600,-0.00596259,0.0,50.0
19333,0.0437504,-4.14929,-6.15967896787,0.96084357053,41,0.0394703,824.0709404945374,966650,-0.0222488,0.0,50.0
19374,0.0417601,-4.15921,-6.29622964222,0.946182694286,41,0.131802,825.8251314163208,968700,-0.0253648,0.0,50.0
19415,0.0353733,-4.16195,-6.50851266732,0.971588667482,41,0.0371598,827.5616672039032,970750,-0.015354,0.0,50.0
19456,0.0379534,-4.14784,-6.27448474848,0.959954716265,41,0.0535488,829.3188033103943,972800,-0.010012,0.0,50.0
19496,0.0359572,-4.15497,-6.35615874905,0.971009716392,40,0.0434231,831.0543949604034,974800,-0.00687679,0.0,50.0
19537,0.0666241,-4.17947,-6.79444288336,0.967718135566,41,0.0404147,832.8037195205688,976850,-0.0143088,0.0,50.0
19578,0.0400679,-4.17206,-6.34135014411,0.959181074053,41,0.275665,834.5555164813995,978900,0.0167443,0.0,50.0
19619,0.0415475,-4.15621,-6.03043518269,0.967111848295,41,0.0367411,836.2997741699219,980950,-0.0176289,0.0,50.0
19660,0.0458154,-4.15861,-5.90287876989,0.946497566998,41,0.0498965,838.0390396118164,983000,-0.00787801,0.0,50.0
19701,0.0630066,-4.1486,-5.95142628155,0.943197604269,41,0.0595858,839.7890634536743,985050,-0.0104971,0.0,50.0
19742,0.076616,-4.13031,-6.28963099784,0.938513565809,41,0.053305,841.5337951183319,987100,-0.0112896,0.0,50.0
19783,0.0520463,-4.14324,-6.61533325463,0.916686728597,41,0.0489566,843.2655372619629,989150,-0.0229596,0.0,50.0
19824,0.0451734,-4.13864,-6.36153773815,0.945020597428,41,0.0290036,845.0340642929077,991200,-0.0307977,0.0,50.0
19865,0.0514202,-4.15572,-6.44044266135,0.941201698035,41,0.0328986,846.7892851829529,993250,-0.0290638,0.0,50.0
19906,0.0312401,-4.15475,-6.41574151027,0.963991142809,41,0.0600956,848.5311868190765,995300,0.00211284,0.0,50.0
19947,0.036578,-4.14202,-6.72003014171,0.951644577086,41,0.0609539,850.2736630439758,997350,-0.0269592,0.0,50.0
19988,0.0476318,-4.15439,-6.65569633043,0.954640183598,41,0.0513077,852.0151286125183,999400,-0.0147248,0.0,50.0
20029,0.0637077,-4.16465,-6.66666388786,0.945506732911,41,0.0335421,853.74968791008,1001450,-0.0255421,0.0,50.0
