EpThisIter,TimeElapsed,EpisodesSoFar,EpRewMean,ev_tdlam_before,loss_ent,loss_pol_surr,loss_vf_loss,loss_pol_entpen,TimestepsSoFar,EpLenMean,loss_kl
2,737.1055738925934,1690,1000.0,-0.0031373500824,0.647036,-0.0064439,67.9089,0.0,935511,1000.0,0.0117055
2,738.7135136127472,1692,1000.0,-0.000147700309753,0.642956,-0.002099,68.686,0.0,937511,1000.0,0.0111318
2,740.3234424591064,1694,1000.0,0.000459432601929,0.663773,-0.00372308,68.3828,0.0,939511,1000.0,0.00902912
2,741.9324760437012,1696,1000.0,0.00301265716553,0.700427,-0.00479399,68.3939,0.0,941511,1000.0,0.00797221
2,743.5261633396149,1698,1000.0,0.00875473022461,0.72041,-0.00353901,68.1282,0.0,943511,1000.0,0.00590861
2,745.2291128635406,1700,1000.0,-0.00212800502777,0.697973,-0.00663726,68.8552,0.0,945511,1000.0,0.00575909
2,746.8228313922882,1702,1000.0,-0.0136709213257,0.697179,-0.00664721,68.6343,0.0,947511,1000.0,0.00735335
2,748.4485981464386,1704,1000.0,-0.00155889987946,0.712843,-0.00370537,68.0486,0.0,949511,1000.0,0.0105986
2,750.0582418441772,1706,1000.0,0.0117258429527,0.703046,-0.00484969,68.1559,0.0,951511,1000.0,0.00944474
2,751.682225227356,1708,1000.0,0.00397932529449,0.705154,-0.00515124,69.1156,0.0,953511,1000.0,0.0106386
2,753.2766275405884,1710,1000.0,-0.00632786750793,0.730072,-0.00653097,69.5774,0.0,955511,1000.0,0.0055275
2,754.8859667778015,1712,1000.0,-0.0188128948212,0.712514,-0.00892309,63.9972,0.0,957511,1000.0,0.0111891
3,756.4951114654541,1715,1000.0,0.00157934427261,0.696413,-0.00850826,100.985,0.0,960511,1000.0,0.00931965
2,758.1203808784485,1717,1000.0,0.00257670879364,0.665987,-0.00775484,68.1242,0.0,962511,1000.0,0.00411472
2,759.7304015159607,1719,1000.0,-0.022576212883,0.686506,-0.0045344,68.2543,0.0,964511,1000.0,0.00662697
2,761.3225445747375,1721,1000.0,-0.0106319189072,0.679109,-0.00702718,66.8138,0.0,966511,1000.0,0.0187
2,762.9486553668976,1723,1000.0,-0.0193552970886,0.679368,-0.00263178,67.9367,0.0,968511,1000.0,0.00796246
2,764.541426897049,1725,1000.0,-0.00169324874878,0.664024,-0.0028437,68.3734,0.0,970511,1000.0,0.00332569
2,766.1512389183044,1727,1000.0,0.00124794244766,0.658565,-0.00505627,68.3248,0.0,972511,1000.0,0.00602224
2,767.7762072086334,1729,1000.0,-0.000828862190247,0.660676,-0.00306809,68.5319,0.0,974511,1000.0,0.00531724
2,769.4022529125214,1731,1000.0,-0.0103970766068,0.68343,-0.0058882,68.3545,0.0,976511,1000.0,0.00814966
2,771.0260694026947,1733,1000.0,-0.0014488697052,0.681865,-0.0053843,68.4141,0.0,978511,1000.0,0.00716633
2,772.6507337093353,1735,1000.0,-0.00247836112976,0.677216,-0.0040469,64.9561,0.0,980511,1000.0,0.00330912
2,774.2761673927307,1737,1000.0,-0.0700098276138,0.677926,-0.00505194,69.064,0.0,982511,1000.0,0.00541342
2,775.9010906219482,1739,1000.0,-0.0046501159668,0.671863,-0.0045534,68.4343,0.0,984511,1000.0,0.00639943
2,777.5270731449127,1741,1000.0,0.00189381837845,0.672775,-0.00269083,68.4794,0.0,986511,1000.0,0.00647157
2,779.1820561885834,1743,1000.0,0.00548595190048,0.673845,-0.00362167,67.7017,0.0,988511,1000.0,0.00646586
2,780.807932138443,1745,1000.0,-0.001180768013,0.680904,-0.00285017,68.7216,0.0,990511,1000.0,0.00506952
2,782.432724237442,1747,1000.0,-0.000630855560303,0.684652,-0.000482025,68.7513,0.0,992511,1000.0,0.0164505
2,784.0731279850006,1749,1000.0,-0.0149036645889,0.691766,-0.00703344,68.2115,0.0,994511,1000.0,0.00869316
2,785.7137055397034,1751,1000.0,-0.00110840797424,0.676748,-0.00301537,68.5599,0.0,996511,1000.0,0.00403125
2,787.33842420578,1753,1000.0,-0.00496637821198,0.667244,-0.00513522,68.2665,0.0,998511,1000.0,0.0059322
2,788.9635765552521,1755,1000.0,0.00521123409271,0.676148,-0.00527484,68.3824,0.0,1000511,1000.0,0.00915156
