loss_ent,TimeElapsed,TimestepsSoFar,EpRewMean,loss_pol_entpen,loss_pol_surr,loss_vf_loss,loss_kl,ev_tdlam_before,EpLenMean,EpThisIter,EpisodesSoFar
1.88108,941.9306230545044,935200,3462.27899719,0.0,-0.0372449,656.139,0.0342025,0.77769626677,868.11,2,3043
1.86252,944.0062704086304,937474,3462.03284609,0.0,-0.0342008,1098.63,0.0348705,0.676871091127,868.61,3,3046
1.88358,946.0719828605652,939558,3452.15980075,0.0,-0.00602305,568.26,0.409965,0.830731153488,866.78,3,3049
1.86835,948.6286528110504,941558,3477.79715118,0.0,-0.0433219,737.033,0.0321019,0.496574044228,872.66,2,3051
1.85655,950.6925790309906,943558,3495.78266156,0.0,-0.0369022,1191.38,0.0333823,0.252746522427,876.62,2,3053
1.84462,952.7382581233978,945863,3476.21092655,0.0,-0.0411935,85.0457,0.042903,0.935725979507,871.81,3,3056
1.8453,954.8005247116089,947809,3486.87190941,0.0,-0.0291685,661.502,0.0336742,0.794929608703,873.94,2,3058
1.87123,956.8493857383728,950209,3427.41030349,0.0,-0.0413616,630.996,0.0459037,0.882957823575,859.59,4,3062
1.86225,958.9201052188873,951965,3336.17782648,0.0,-0.0428166,727.099,0.0502207,0.886418357491,837.87,4,3066
1.84834,960.9693129062653,954164,3303.53521631,0.0,-0.055515,136.214,0.0420131,0.952409695834,829.86,3,3069
1.87134,963.0294504165649,956220,3268.43313118,0.0,-0.0356677,741.988,0.0368967,0.883413828909,820.68,3,3072
1.857,965.0776019096375,957961,3179.702331,0.0,-0.0338495,678.839,0.0408218,0.89548844099,798.26,4,3076
1.83444,967.137357711792,959823,3136.61789967,0.0,-0.0513668,128.347,0.0507247,0.953773103654,786.88,3,3079
1.8581,969.1999583244324,962546,3096.70513914,0.0,-0.0570326,81.9269,0.0374424,0.973852375522,776.18,4,3083
1.84742,971.2469334602356,964395,3060.4757066,0.0,-0.0468318,160.405,0.035718,0.947357196361,767.0,3,3086
1.85013,973.3095428943634,966395,3093.39336465,0.0,-0.0353698,1260.44,0.0266071,0.653467178345,774.31,2,3088
1.79569,975.3576781749725,968376,3089.10604754,0.0,-0.0518146,158.736,0.0406808,0.957760006189,772.43,3,3091
1.80306,977.4217708110809,970058,3031.82993066,0.0,-0.0416875,750.718,0.0277544,0.89451623708,759.2,4,3095
1.80913,979.4581122398376,972272,3002.63127651,0.0,-0.0356934,1232.86,0.0265036,0.757010668516,751.34,3,3098
1.82388,981.5363750457764,974206,3003.9861517,0.0,-0.0299412,744.363,0.0567836,0.79980660975,750.68,2,3100
1.8661,983.5825297832489,976340,2971.30904846,0.0,-0.0453591,149.238,0.0367889,0.909206353128,742.02,3,3103
1.85834,985.6285560131073,978771,2978.21098769,0.0,-0.0392212,784.477,0.0448492,0.887657821178,743.01,4,3107
1.86878,987.6923723220825,980051,2986.67294095,0.0,-0.0508104,68.0873,0.0348529,0.971028292552,744.41,2,3109
1.90128,989.746883392334,982690,2978.38319038,0.0,-0.0359042,1395.5,0.0378787,0.79454280436,741.75,4,3113
1.90926,991.8061516284943,984900,2931.4445147,0.0,-0.0251504,823.769,0.264801,0.878844156861,730.16,4,3117
1.90609,993.8564395904541,987051,2900.21769054,0.0,-0.0331417,719.19,0.0402205,0.864684119821,721.96,3,3120
1.92114,995.918466091156,989127,2865.00082265,0.0,-0.0523066,205.979,0.0417278,0.928877130151,712.72,3,3123
1.90289,997.9660398960114,991096,2778.09607423,0.0,-0.0691786,181.618,0.0346191,0.947350494564,691.09,5,3128
1.87712,1000.016188621521,993092,2695.75644515,0.0,-0.0467872,705.353,0.034405,0.889709666371,671.05,4,3132
1.84628,1002.0687954425812,994519,2688.32968428,0.0,-0.0542491,108.797,0.0358492,0.961204212159,669.14,2,3134
1.83417,1004.10604429245,996519,2703.27243399,0.0,-0.0402692,723.515,0.0266504,0.782146289945,672.38,2,3136
1.86623,1006.1839711666107,998721,2706.79549554,0.0,-0.0328217,1359.89,0.0357739,0.729899823666,672.69,3,3139
1.86366,1008.247181892395,1000515,2701.15723055,0.0,-0.0306263,552.468,0.0474193,0.800489261746,670.63,2,3141
