TimeElapsed,loss_pol_entpen,EpRewMean,ev_tdlam_before,EpisodesSoFar,EpThisIter,loss_vf_loss,loss_kl,EpLenMean,loss_pol_surr,TimestepsSoFar,loss_ent
260.0305349826813,0.0,984.21,-0.0020250082016,1073,2,67.9662,0.00511885,984.21,-0.00567547,329077,0.839419
261.6249701976776,0.0,976.55,0.417641699314,1076,3,67.3617,0.00709105,976.55,-0.00704853,331311,0.847617
263.24894642829895,0.0,976.55,0.0305952429771,1078,2,66.0505,0.00990178,976.55,-0.00668197,333311,0.863977
264.85900807380676,0.0,975.59,0.0261015295982,1080,2,58.453,0.00658487,975.59,-0.00947994,335197,0.837602
266.4989514350891,0.0,975.59,-0.0340311527252,1082,2,67.5885,0.00501874,975.59,-0.00618287,337197,0.836212
268.12522292137146,0.0,975.59,0.0123096108437,1084,2,67.0121,0.00267441,975.59,-0.00449877,339197,0.837219
269.71769881248474,0.0,975.59,-0.0367529392242,1086,2,66.8568,0.00291499,975.59,-0.00415692,341197,0.830728
271.3266339302063,0.0,975.59,-0.0159194469452,1088,2,67.8352,0.00289855,975.59,-0.00315457,343197,0.83419
272.936705827713,0.0,971.88,0.399960398674,1091,3,72.7919,0.00728071,971.88,-0.00966049,345826,0.845692
274.56122040748596,0.0,971.88,0.010138630867,1093,2,66.9513,0.00759981,971.88,-0.00657233,347826,0.856178
276.17090249061584,0.0,971.88,-0.0079048871994,1095,2,68.0242,0.00520609,971.88,-0.0078447,349826,0.866266
277.7806189060211,0.0,971.88,-0.0283355712891,1097,2,68.5257,0.00639342,971.88,-0.00404516,351826,0.871624
279.3743472099304,0.0,971.88,-0.0204341411591,1099,2,68.016,0.00588762,971.88,-0.00424026,353826,0.884949
280.99850368499756,0.0,969.28,-0.0379741191864,1101,2,63.3728,0.00539616,969.28,-0.00757683,355566,0.877739
282.59335350990295,0.0,969.28,0.00325053930283,1103,2,68.0928,0.00277347,969.28,-0.00344852,357566,0.885727
284.2183487415314,0.0,965.54,0.0333649516106,1106,3,93.5344,0.00709159,965.54,-0.009333,360192,0.880028
285.8267698287964,0.0,954.9,0.381539821625,1109,3,63.0167,0.00513534,954.9,-0.00878336,362128,0.865666
287.4360604286194,0.0,954.9,0.0244483351707,1111,2,66.5156,0.00943922,954.9,-0.00716522,364128,0.853434
289.0454638004303,0.0,949.31,-0.0343025922775,1114,3,96.515,0.00550254,949.31,-0.00770374,366569,0.876154
290.6553030014038,0.0,948.66,0.0895239710808,1116,2,60.8386,0.00527664,948.66,-0.00812568,368504,0.880085
292.2646470069885,0.0,913.77,0.125105440617,1121,5,87.4339,0.00521941,913.77,-0.0118766,370015,0.884314
293.8742117881775,0.0,913.77,-0.0112900733948,1123,2,69.6369,0.00505026,913.77,-0.00482648,372015,0.898083
295.500164270401,0.0,913.77,-0.0194461345673,1125,2,69.2564,0.00713985,913.77,-0.00857008,374015,0.87138
297.10880613327026,0.0,913.77,-0.0179170370102,1127,2,68.6119,0.00425849,913.77,-0.0019017,376015,0.88211
298.7210171222687,0.0,913.77,-0.0015721321106,1129,2,68.2379,0.00354569,913.77,-0.00496982,378015,0.857086
300.32739305496216,0.0,913.77,0.0434034466743,1131,2,66.7279,0.00695808,913.77,-0.00156424,380015,0.855613
301.95270586013794,0.0,918.38,0.0354724526405,1134,3,87.7568,0.00487622,918.38,-0.00887225,382878,0.849987
303.54651165008545,0.0,918.38,-0.0501102209091,1136,2,67.5234,0.00897691,918.38,-0.00793977,384878,0.838473
305.17085909843445,0.0,918.38,0.0342839360237,1138,2,60.692,0.00348078,918.38,-0.00270527,386878,0.833794
306.7656259536743,0.0,918.62,0.0360770821571,1140,2,65.091,0.00361372,918.62,-0.0039891,388878,0.84741
308.3826229572296,0.0,918.62,0.0071063041687,1142,2,67.0762,0.00635083,918.62,-0.00421329,390878,0.860786
309.9837980270386,0.0,912.15,0.0875934362411,1144,2,52.1195,0.00462047,912.15,-0.00569004,392231,0.853664
311.5925030708313,0.0,912.15,-0.0162175893784,1147,3,97.0007,0.00557209,912.15,-0.00350663,395231,0.873261
313.2028923034668,0.0,908.68,0.00834530591965,1149,2,61.9898,0.00363388,908.68,-0.0054187,396884,0.848645
314.8128008842468,0.0,908.68,0.010871052742,1151,2,68.5164,0.00291142,908.68,-0.00310236,398884,0.852849
316.43610858917236,0.0,908.68,0.00580018758774,1153,2,68.1189,0.00682207,908.68,-0.00597438,400884,0.83831
318.03083539009094,0.0,917.15,0.00715059041977,1155,2,68.0116,0.00964823,917.15,-0.00456073,402884,0.859655
319.65488481521606,0.0,908.3,0.135400950909,1158,3,73.9497,0.00341021,908.3,-0.00732914,404999,0.841419
321.26520228385925,0.0,908.3,0.280485153198,1160,2,41.5068,0.00484107,908.3,-0.00594504,406999,0.865467
322.87420082092285,0.0,908.3,0.0133741497993,1162,2,66.4404,0.0127509,908.3,-0.00803744,408999,0.869746
324.48375177383423,0.0,909.22,-0.0170331001282,1164,2,69.6677,0.00745519,909.22,-0.00578051,410999,0.87561
326.0930860042572,0.0,909.22,0.0343492031097,1166,2,66.2014,0.00649763,909.22,-0.00669964,412999,0.877247
327.7035026550293,0.0,909.22,-0.000624895095825,1168,2,67.1356,0.00314909,909.22,-0.00533289,414999,0.867478
329.31288862228394,0.0,909.22,0.00502693653107,1170,2,66.3163,0.00441871,909.22,-0.00401322,416999,0.873622
330.9208085536957,0.0,909.02,0.442371249199,1172,2,32.0666,0.00371982,909.02,-0.00978677,418979,0.894766
332.5303156375885,0.0,909.02,-0.0518898963928,1174,2,67.2792,0.00552167,909.02,-0.00630693,420979,0.907947
334.1250593662262,0.0,916.68,0.0330768227577,1176,2,66.6092,0.00925231,916.68,-0.0078884,422979,0.904881
335.73876428604126,0.0,916.68,-0.00810015201569,1179,3,99.6542,0.00378073,916.68,-0.00724732,425979,0.896204
