EpThisIter,TimeElapsed,loss_kl,loss_pol_entpen,loss_vf_loss,TimestepsSoFar,loss_pol_surr,EpisodesSoFar,loss_ent,EpLenMean,ev_tdlam_before,EpRewMean
2,774.5468165874481,0.0161964,0.0,5925.79,906476,-0.0127929,5458,-0.407855,821.68,-0.00432825088501,7663.61081449
3,776.2811841964722,0.0210535,0.0,3940.74,909216,-0.0133477,5461,-0.396812,828.05,0.420617163181,7722.9990513
4,778.0155553817749,0.0186575,0.0,3820.35,910932,-0.0108271,5465,-0.401128,805.21,0.64922773838,7509.90691308
4,779.7499256134033,0.00960955,0.0,6404.13,913016,-0.0149843,5469,-0.395753,791.33,0.576044976711,7380.42439456
4,781.5021846294403,0.0185578,0.0,7081.27,915123,-0.016547,5473,-0.414025,792.71,0.558795034885,7393.28641609
3,783.2346880435944,0.0117162,0.0,3935.83,917068,-0.00389435,5476,-0.3934,782.16,0.635684967041,7294.93761037
6,784.9848592281342,0.00793672,0.0,4269.04,919356,-0.0157122,5482,-0.395585,745.04,0.858413159847,6948.86702292
5,786.799299955368,0.0162019,0.0,5499.28,921580,-0.0149033,5487,-0.379953,733.52,0.82645599544,6841.64259577
3,788.5618999004364,0.0235272,0.0,5095.04,923398,-0.00301004,5490,-0.396008,740.73,0.642059832811,6909.11622034
2,790.2962701320648,0.0148092,0.0,5973.62,925398,-0.00308557,5492,-0.410119,751.26,-0.0418833494186,7007.57478234
2,792.0462646484375,0.0182107,0.0,5943.04,927398,-0.00617518,5494,-0.408731,763.83,-0.0237190723419,7125.07723038
2,793.7806348800659,0.0150438,0.0,5989.64,929398,-0.00825476,5496,-0.399814,763.83,-0.0980324745178,7125.32785076
2,795.5150043964386,0.00460961,0.0,5937.78,931398,-0.00674856,5498,-0.388376,776.22,-0.00629270076752,7241.13545133
3,797.2499444484711,0.0213825,0.0,6915.57,933694,-0.0123528,5501,-0.391241,778.29,0.334523975849,7260.72789671
2,798.9999392032623,0.00592506,0.0,4530.62,935331,-0.0120883,5503,-0.393923,774.66,0.333765923977,7227.04311795
2,800.7339220046997,0.0153813,0.0,4990.32,937316,-0.0121891,5505,-0.417241,774.51,0.369157075882,7225.86344714
2,802.4839158058167,0.012897,0.0,6024.38,939316,-0.00559865,5507,-0.421459,774.51,-0.142094731331,7226.07942825
2,804.2339103221893,0.0260197,0.0,5940.79,941316,-0.00774781,5509,-0.448127,774.51,-0.00592994689941,7226.25578098
4,805.9682800769806,0.0195467,0.0,7887.13,943681,-0.0125105,5513,-0.455675,763.99,0.395344078541,7128.3518928
2,807.7182760238647,0.0197319,0.0,5901.27,945681,-0.0107451,5515,-0.458174,763.99,-0.032520532608,7128.54015538
2,809.4526450634003,0.0230416,0.0,5900.08,947681,-0.00535656,5517,-0.459768,771.21,-0.00744211673737,7196.06349265
2,811.1870141029358,0.0202539,0.0,5909.11,949681,-0.00696027,5519,-0.437569,771.21,-0.00235724449158,7196.19068679
3,812.9370095729828,0.0113291,0.0,6916.99,951864,-0.0140778,5522,-0.443457,763.04,0.30274105072,7120.06967011
2,814.6731894016266,0.00898983,0.0,5889.43,953864,-0.00611769,5524,-0.428086,770.67,-0.042338848114,7191.41690724
2,816.4387702941895,0.0101939,0.0,5842.33,955864,-0.0106251,5526,-0.412775,770.67,-0.0198979377747,7191.55669785
3,818.1721301078796,0.0113986,0.0,6311.24,958402,-0.0140133,5529,-0.437667,770.34,0.426229417324,7188.61459113
2,819.9221246242523,0.0183559,0.0,5846.53,960402,-0.0104745,5531,-0.422274,770.34,-0.0127600431442,7188.79183035
2,821.6564946174622,0.0105935,0.0,5898.56,962402,-0.00913608,5533,-0.40669,770.34,-0.0499560832977,7188.93172288
2,823.3908638954163,0.0143949,0.0,4904.87,964150,-0.0114083,5535,-0.407472,777.24,0.354296207428,7253.39848634
3,825.1408588886261,0.0138804,0.0,5152.23,965965,-0.0155029,5538,-0.410316,773.62,0.554494231939,7219.69757779
3,826.8815267086029,0.0149166,0.0,3756.87,967809,-0.00856351,5541,-0.415032,762.65,0.666235089302,7117.46855447
3,828.6253097057343,0.00724377,0.0,7695.52,970555,-0.00844255,5544,-0.410102,760.11,0.221699297428,7093.98554105
2,830.3610022068024,0.0106479,0.0,5906.71,972555,-0.0122134,5546,-0.405003,760.11,-0.0569398403168,7094.07359329
3,832.1097104549408,0.0162185,0.0,7716.67,974828,-0.0131123,5549,-0.424702,768.6,0.297665834427,7173.38094997
3,833.8521871566772,0.00889484,0.0,3529.48,976262,-0.0152753,5552,-0.431439,757.86,0.708313703537,7073.24705406
2,835.5867505073547,0.0182744,0.0,6023.4,978262,-0.00426733,5554,-0.45245,757.86,-0.0848121643066,7073.34843829
3,837.3285365104675,0.0113541,0.0,3883.95,980743,-0.0115095,5557,-0.452167,752.67,0.643311083317,7024.98824562
2,839.0627343654633,0.0140651,0.0,6397.59,982743,-0.0153598,5559,-0.440142,752.88,-0.175847053528,7027.00849536
2,840.8127288818359,0.0127917,0.0,5889.97,984743,-0.00906244,5561,-0.433376,755.27,-0.0224068164825,7049.4201374
2,842.5470976829529,0.0132349,0.0,5881.34,986743,-0.01492,5563,-0.418439,763.22,-0.00476253032684,7123.66901268
3,844.2970945835114,0.0163284,0.0,7252.08,989003,-0.00684369,5566,-0.433547,770.71,0.267162203789,7193.66739032
2,846.0502283573151,0.0108913,0.0,5813.25,991003,-0.0127522,5568,-0.406775,783.98,-0.00625264644623,7317.60793613
2,847.7820358276367,0.0144663,0.0,5878.31,993003,-0.00914942,5570,-0.406656,789.87,-0.0179644823074,7372.68790767
3,849.5222020149231,0.0169082,0.0,5083.52,994807,-0.0185377,5573,-0.411151,796.84,0.542149990797,7437.82139678
2,851.2730641365051,0.0119782,0.0,5896.74,996807,-0.0130217,5575,-0.428906,800.01,-0.0189498662949,7467.51267603
2,853.0008101463318,0.0405118,0.0,5902.2,998807,0.00204415,5577,-0.422768,810.42,-0.0188939571381,7564.77483332
2,854.7557847499847,0.0141728,0.0,5866.51,1000807,-0.00425017,5579,-0.419118,824.26,-0.00782024860382,7693.98920939
