TimestepsSoFar,ev_tdlam_before,loss_kl,EpRewMean,TimeElapsed,EpLenMean,EpisodesSoFar,loss_vf_loss,loss_pol_surr,loss_ent,loss_pol_entpen,EpThisIter
908946,-0.135206103325,0.0387999,8195.53805983,777.9528906345367,879.41,5729,6013.99,-0.000176413,-0.447994,0.0,2
910946,-0.0247212648392,0.0252651,8195.62699394,779.7028112411499,879.41,5731,5876.18,-0.0164124,-0.471092,0.0,2
912946,-0.00188136100769,0.0122615,8311.33669627,781.4363422393799,891.81,5733,5873.95,-0.0160379,-0.477198,0.0,2
915373,0.313192367554,0.00846163,8303.64475767,783.1934697628021,890.97,5736,7216.14,-0.0114212,-0.476109,0.0,3
916766,0.447457492352,0.0156685,8247.12410117,784.9444296360016,884.9,5738,3425.25,-0.0169366,-0.472438,0.0,2
918766,-0.0071564912796,0.0142244,8247.16176732,786.6954112052917,884.9,5740,5888.55,-0.0129758,-0.465993,0.0,2
920780,0.181168794632,0.02092,8155.32624137,788.4360823631287,875.04,5743,7425.84,-0.0108553,-0.469064,0.0,3
923178,0.204836547375,0.0124711,8099.23385748,790.198438167572,869.02,5746,7169.81,-0.0104308,-0.466308,0.0,3
925637,0.318346858025,0.0289363,8030.59902437,791.9368436336517,861.65,5750,6954.7,-0.0116511,-0.459583,0.0,4
927637,-0.0876829624176,0.0223795,8030.6570113,793.6866302490234,861.65,5752,6141.79,-0.00805154,-0.464637,0.0,2
929637,-0.102919340134,0.0172558,8030.69748104,795.4365191459656,861.65,5754,5887.23,-0.014691,-0.458283,0.0,2
931637,-0.00526452064514,0.00929171,8030.69506576,797.1946241855621,861.65,5756,5837.88,-0.0119033,-0.454644,0.0,2
933637,-0.0279014110565,0.0250433,8030.81031254,798.9292914867401,861.65,5758,5854.89,-0.00561781,-0.444051,0.0,2
935637,-0.0019279718399,0.0161676,8036.90646314,800.7100541591644,862.29,5760,5855.37,-0.00729434,-0.436718,0.0,2
937637,-0.00494575500488,0.00827549,8075.80504786,802.4628822803497,866.46,5762,5804.5,-0.00799806,-0.418827,0.0,2
939637,-0.0216764211655,0.0230002,8168.27372797,804.2172260284424,876.38,5764,5756.62,-0.0109046,-0.406115,0.0,2
941637,-0.00416779518127,0.0286684,8168.30752994,805.9515929222107,876.38,5766,5712.86,-0.00844972,-0.4081,0.0,2
943637,-0.0138994455338,0.0165806,8168.2902427,807.7015886306763,876.38,5768,5882.15,-0.0123325,-0.418954,0.0,2
945700,0.708550959826,0.0175498,7893.59927115,809.4531466960907,846.91,5774,4465.31,-0.0184038,-0.411917,0.0,6
948111,0.584059208632,0.010888,7838.65166791,811.2102546691895,841.02,5777,4753.06,-0.015549,-0.408322,0.0,3
950111,-0.0324455499649,0.018961,7838.66971675,812.9444651603699,841.02,5779,5858.55,-0.0146974,-0.405387,0.0,2
952276,0.49643522501,0.0187232,7780.9824874,814.6953449249268,834.83,5782,6341.72,-0.00823058,-0.417667,0.0,3
954140,0.689957797527,0.0170733,7675.01204288,816.467289686203,823.47,5785,3487.92,-0.0163497,-0.443545,0.0,3
956140,-0.0546691417694,0.026919,7686.94568167,818.2172844409943,824.75,5787,6042.27,-0.00967287,-0.442245,0.0,2
958140,-0.0188465118408,0.0192268,7686.91575991,819.9672782421112,824.75,5789,5380.46,-0.013605,-0.446323,0.0,2
959860,0.577320218086,0.0280578,7660.78302093,821.7172741889954,821.95,5791,3376.55,-0.014233,-0.461004,0.0,2
961860,-0.0471415519714,0.0301323,7716.57935827,823.4516439437866,827.94,5793,5945.23,-0.00355842,-0.45058,0.0,2
963860,-0.0106452703476,0.0125509,7758.4933241,825.1860139369965,832.44,5795,5920.08,-0.00912217,-0.425615,0.0,2
965860,-0.0254069566727,0.0195232,7758.49107997,826.9379386901855,832.44,5797,5935.8,-0.0123449,-0.420185,0.0,2
968522,0.240094602108,0.00835872,7726.96389911,828.6694595813751,829.06,5800,6347.94,-0.0136058,-0.409196,0.0,3
970522,-0.105580568314,0.0140766,7766.96158044,830.411678314209,833.35,5802,6008.21,-0.00966286,-0.396649,0.0,2
972522,-0.100049853325,0.0173806,7831.63669102,832.1565623283386,840.29,5804,5855.35,-0.00596836,-0.397308,0.0,2
974358,0.220838844776,0.0339755,7816.34569879,833.9251005649567,838.65,5806,5463.38,-0.00726929,-0.403508,0.0,2
976593,0.449630022049,0.0124445,7792.37370074,835.6821928024292,836.08,5809,6202.22,-0.0155555,-0.394636,0.0,3
978593,-0.0229841470718,0.0136972,7864.06532125,837.4210500717163,843.76,5811,5887.97,-0.01191,-0.383103,0.0,2
980593,-0.00597846508026,0.0159935,7873.16416881,839.1791620254517,844.72,5813,5750.11,-0.0131521,-0.368652,0.0,2
982715,0.569112986326,0.0147333,7874.03981569,840.9288992881775,844.81,5816,3786.24,-0.0135688,-0.363955,0.0,3
984411,0.545548588037,0.0103253,7752.50805696,842.6624844074249,831.77,5819,5090.34,-0.0194263,-0.35598,0.0,3
987008,0.503597795963,0.0116917,7604.41415014,844.4342529773712,815.88,5824,7048.21,-0.0200937,-0.357469,0.0,5
988202,0.222997546196,0.0136479,7587.59105506,846.1686234474182,814.07,5826,4321.97,-0.0161221,-0.362515,0.0,2
990873,0.33625793457,0.0266732,7542.94965671,847.9239807128906,809.27,5830,9053.55,-0.0106085,-0.370151,0.0,4
992873,-0.0897874832153,0.0144138,7543.00172315,849.6739957332611,809.27,5832,5849.4,-0.0128284,-0.368041,0.0,2
994873,0.0887788534164,0.0341501,7543.02417168,851.424117565155,809.27,5834,5085.55,-0.0052469,-0.363173,0.0,2
996873,-0.00213074684143,0.0245581,7596.55804211,853.1655986309052,815.0,5836,5880.91,-0.00996223,-0.33954,0.0,2
998873,-0.00926911830902,0.0149652,7653.19018884,854.9125120639801,821.07,5838,5883.67,-0.00567892,-0.322158,0.0,2
1001111,0.503357112408,0.0112219,7488.92714791,856.6779947280884,803.45,5842,6912.08,-0.0178065,-0.328486,0.0,4
