TimeElapsed,EpLenMean,loss_kl,ev_tdlam_before,loss_vf_loss,loss_pol_surr,loss_ent,EpThisIter,EpisodesSoFar,EpRewMean,TimestepsSoFar,loss_pol_entpen
418.657509803772,297.71,0.0266049,0.980810208246,37.9489,-0.0752935,3.9105,7,2174,880.018972951,413625,0.0
420.7054057121277,297.5,0.0241428,0.98265673779,29.0986,-0.0756039,3.9107,7,2181,882.402998332,415683,0.0
422.75829339027405,305.85,0.0296589,0.940690200776,50.0899,-0.0614297,3.87745,3,2184,908.810801605,417324,0.0
424.7972218990326,315.63,0.0283231,0.95435148105,62.0912,-0.0705198,3.86144,5,2189,941.923864627,419622,0.0
426.8619101047516,319.45,0.0274807,0.963256362826,52.7118,-0.0758524,3.85899,7,2196,955.301943975,421769,0.0
428.9293999671936,322.5,0.027218,0.970353353769,34.3715,-0.0656457,3.84196,5,2201,966.694016282,423490,0.0
430.9844808578491,327.89,0.0266867,0.963517986238,56.7931,-0.0729112,3.80009,6,2207,989.775954697,425736,0.0
433.06275057792664,324.53,0.0339321,0.968089774251,57.2108,-0.07013,3.78634,6,2213,985.188164061,427695,0.0
435.1097948551178,329.54,0.0314731,0.966678652912,45.893,-0.0724045,3.78631,5,2218,1001.92760513,429739,0.0
437.15582299232483,338.15,0.0257779,0.826053634286,387.008,-0.0515152,3.77825,4,2222,1029.26264021,431794,0.0
439.2030484676361,341.84,0.0359751,0.926985375583,70.4305,-0.0611092,3.76315,6,2228,1042.3964661,434067,0.0
441.25279784202576,354.25,0.0290089,0.346634089947,550.706,-0.0535737,3.74487,2,2230,1079.77382704,436067,0.0
443.3056242465973,365.82,0.0243964,0.681250631809,302.307,-0.0492816,3.71654,2,2232,1120.16764433,437981,0.0
445.35925006866455,376.18,0.0314639,0.950802944601,49.349,-0.078762,3.7017,5,2237,1156.10558755,440210,0.0
447.42169976234436,383.14,0.025795,0.861430048943,292.132,-0.0540894,3.69937,4,2241,1178.80054251,442170,0.0
449.47443103790283,384.66,0.0335666,0.950155623257,76.0132,-0.0706961,3.66022,5,2246,1188.90645339,444189,0.0
451.55386185646057,398.71,0.0267347,0.939829774201,102.907,-0.0642621,3.67476,4,2250,1234.71595486,446410,0.0
453.58628368377686,408.05,0.0323523,0.938343010843,118.314,-0.0630461,3.65439,3,2253,1267.95730535,448037,0.0
455.6603636741638,415.78,0.0278973,0.948749359697,99.8633,-0.072552,3.65595,6,2259,1295.31364817,450509,0.0
457.69909286499023,423.43,0.0318687,0.949661321938,87.4626,-0.0683198,3.64106,4,2263,1324.68205936,452423,0.0
459.7650570869446,430.17,0.031318,0.856540128589,364.015,-0.0529534,3.64657,4,2267,1345.65507237,454636,0.0
461.8125329017639,439.68,0.0313433,0.821513414383,390.577,-0.0435689,3.64341,3,2270,1377.52211919,456547,0.0
463.8760070800781,444.84,0.027557,0.919541947544,91.015,-0.0729319,3.67036,6,2276,1392.59304465,458705,0.0
465.93744945526123,449.49,0.0274554,0.960298273712,58.8646,-0.0650718,3.64716,3,2279,1407.20411798,460024,0.0
467.9843819141388,454.09,0.035888,0.866891428828,291.619,-0.0484742,3.60581,5,2284,1426.45365085,462733,0.0
470.0478184223175,444.46,0.0320289,0.924349747598,87.5483,-0.0673749,3.63388,7,2291,1401.05773353,464820,0.0
472.0939619541168,446.83,0.0331704,0.95059690997,85.3749,-0.0664828,3.58929,5,2296,1413.16468998,466452,0.0
