ev_tdlam_before,loss_pol_surr,TimeElapsed,loss_ent,loss_vf_loss,EpThisIter,EpRewMean,EpisodesSoFar,TimestepsSoFar,loss_pol_entpen,loss_kl,EpLenMean
0.930746138096,-0.0527703,381.0077311992645,4.68446,223.156,3,2615.70757062,1802,372509,0.0,0.0256801,677.43
0.823099568486,-0.0320921,383.08635687828064,4.68519,506.056,2,2670.19940104,1804,374459,0.0,0.0302037,690.08
0.711872786283,-0.0298715,385.1633002758026,4.68949,819.039,3,2724.15504652,1807,376772,0.0,0.0235712,702.67
0.80912771821,-0.0365246,387.2734305858612,4.66554,769.562,2,2747.25070275,1809,378137,0.0,0.031922,708.06
0.642324596643,-0.0300467,389.3592412471771,4.64291,1245.81,3,2809.76846345,1812,380918,0.0,0.0333916,722.55
0.847667351365,-0.033226,391.45280599594116,4.63598,651.655,3,2831.77720324,1815,382830,0.0,0.0318849,727.86
0.975234987214,-0.0461451,393.5317349433899,4.59271,47.5618,2,2852.47562164,1817,384343,0.0,0.0299486,732.21
0.688962817192,-0.0256644,395.6273543834686,4.6151,1263.77,3,2904.77111721,1820,387005,0.0,0.0329043,743.9
0.941811807454,-0.0434675,397.6959857940674,4.57433,141.796,2,2897.77699371,1822,388366,0.0,0.0229196,742.2
0.694144189358,-0.0287706,399.79648900032043,4.56178,917.221,3,2952.32275195,1825,391151,0.0,0.0206376,755.03
0.829514503479,-0.0280875,401.8597128391266,4.59992,690.662,2,2991.15031377,1827,392759,0.0,0.0256046,764.31
0.776760205626,-0.0291042,403.93763637542725,4.6515,464.662,2,3031.04596183,1829,394494,0.0,0.0289374,773.17
0.835558503866,-0.0402724,406.0236759185791,4.63879,812.193,3,3056.94937399,1832,397144,0.0,0.0287066,778.72
0.443634986877,-0.0285491,408.101469039917,4.62173,1019.61,2,3091.77491477,1834,399144,0.0,0.026351,787.2
0.57959201932,-0.0324917,410.19447135925293,4.60732,846.328,2,3112.51580798,1836,401144,0.0,0.0297228,791.73
0.869470700622,-0.0379426,412.2727906703949,4.57213,391.569,2,3130.47124425,1838,402888,0.0,0.0286091,795.97
0.932987309992,-0.0465216,414.35879945755005,4.57513,303.91,5,3067.15384243,1843,405322,0.0,0.023176,779.92
0.941654991359,-0.0524348,416.44539070129395,4.57701,142.156,2,3077.70336661,1845,406984,0.0,0.0286088,782.26
0.694775134325,-0.0331102,418.5234854221344,4.60008,1280.5,3,3082.5761412,1848,409539,0.0,0.0248745,783.79
0.853806033731,-0.0323133,420.6003541946411,4.58138,757.883,3,3078.22532701,1851,411574,0.0,0.0354846,782.89
0.857344821095,-0.0411307,422.6800727844238,4.61844,674.286,4,3041.01593992,1855,413149,0.0,0.0293404,775.5
0.429473400116,-0.0216377,424.7735605239868,4.64642,1260.6,2,3065.65559232,1857,415149,0.0,0.0388808,781.79
0.953034721315,-0.0538084,426.8358612060547,4.63429,120.487,2,3082.75124797,1859,416934,0.0,0.0338885,785.93
0.892570756376,-0.0402343,428.94027161598206,4.61964,666.246,4,3081.72083882,1863,419751,0.0,0.0213538,785.98
0.971928460523,-0.0515202,431.01798915863037,4.62477,74.6015,2,3056.6120243,1865,421180,0.0,0.023468,780.27
0.819970622659,-0.0300252,433.11322808265686,4.59962,645.51,2,3078.66623671,1867,423124,0.0,0.0206425,785.42
0.79090808332,-0.037107,435.19549012184143,4.60323,1208.17,4,3084.29159449,1871,425860,0.0,0.022601,786.23
0.956341277808,-0.0567857,437.2890100479126,4.56732,134.3,4,3022.64836575,1875,427760,0.0,0.0355034,771.59
0.780202820897,-0.0359543,439.3592014312744,4.59143,695.771,2,3011.29693012,1877,429445,0.0,0.019811,768.44
0.905260883272,-0.0529865,441.46014046669006,4.57403,282.648,5,2969.75260225,1882,431686,0.0,0.0210974,757.99
0.920583099127,-0.0499814,443.52373814582825,4.56911,186.399,3,2943.80489,1885,433899,0.0,0.0220417,750.81
0.788689851761,-0.0428631,445.6021339893341,4.57614,720.818,2,2953.04953007,1887,435563,0.0,0.0245792,752.38
0.869558900595,-0.0335634,447.68773555755615,4.57985,717.755,3,2955.59618879,1890,438092,0.0,0.0271112,752.72
0.811440214515,-0.035648,449.7529172897339,4.60245,695.212,2,2957.35581,1892,439453,0.0,0.0285536,753.16
0.665999352932,-0.0372807,451.8673770427704,4.62965,734.208,2,2980.59896394,1894,441453,0.0,0.0249616,758.48
0.798581570387,-0.0455294,453.92999267578125,4.59837,674.928,3,3003.54444958,1897,444408,0.0,0.0337085,763.3
0.804127261043,-0.0364351,456.0421402454376,4.63536,679.993,2,2969.56549386,1899,445629,0.0,0.0284142,755.51
0.715391755104,-0.0312238,458.12910437583923,4.64922,1252.53,3,2963.61769852,1902,447961,0.0,0.0449745,754.52
0.808152109385,-0.0390799,460.2271490097046,4.62505,555.332,2,2952.98448048,1904,449680,0.0,0.0217661,752.21
0.408415138721,-0.0324984,462.29702734947205,4.59795,1148.99,2,2947.93051842,1906,451680,0.0,0.033761,752.21
0.3449614048,-0.0317194,464.375048160553,4.61931,1200.95,2,3004.54336108,1908,453680,0.0,0.0260175,765.43
0.697339713573,-0.0384152,466.44588708877563,4.60211,933.62,3,2978.07310123,1911,455961,0.0,0.0281271,760.43
0.746011018753,-0.0406106,468.5163049697876,4.57391,663.701,2,3000.40545622,1913,457944,0.0,0.0372307,765.58
0.598818033934,-0.0352242,470.6170554161072,4.55489,1215.86,3,3029.50082289,1916,460777,0.0,0.0212283,772.66
