EpThisIter,loss_pol_surr,EpisodesSoFar,TimeElapsed,ev_tdlam_before,TimestepsSoFar,EpLenMean,loss_kl,EpRewMean,loss_pol_entpen,loss_ent,loss_vf_loss
2,-0.00850747,4831,391.04901099205017,-0.0639071464539,456343,906.57,0.0137442,8456.85591467,0.0,-0.43825,5968.92
2,-0.00388484,4833,392.8082480430603,-0.00715517997742,458343,906.57,0.0240543,8456.92413309,0.0,-0.443586,5949.24
3,-0.0130116,4836,394.5377666950226,0.464839458466,460512,899.24,0.00939134,8388.71185517,0.0,-0.461166,6598.63
3,-0.0105014,4839,396.303386926651,0.46130156517,462643,890.55,0.0116113,8307.90925163,0.0,-0.441398,5699.26
2,-0.0104364,4841,398.0533809661865,0.109998226166,464643,890.55,0.012285,8308.07152445,0.0,-0.463354,6175.02
2,-0.00922596,4843,399.81369709968567,-0.0175510644913,466643,904.0,0.0166641,8433.64450714,0.0,-0.477294,5885.19
2,-0.00620903,4845,401.58427906036377,-0.0271220207214,468643,911.26,0.0212729,8501.52613634,0.0,-0.476856,5973.88
2,-0.0053799,4847,403.32825446128845,-0.00637471675873,470643,911.26,0.00793985,8501.66612661,0.0,-0.499956,5903.69
2,-0.00655163,4849,405.0713789463043,0.561315655708,472118,913.14,0.00964063,8519.30552702,0.0,-0.524949,3383.28
3,-0.00850186,4852,406.8190596103668,-0.00334084033966,475118,917.14,0.00817012,8556.73180801,0.0,-0.51639,8777.48
2,-0.00451685,4854,408.55402994155884,-0.000264286994934,477118,917.14,0.0107378,8556.78461459,0.0,-0.531044,5926.46
2,-0.00471879,4856,410.30558037757874,-0.0281586647034,479118,917.14,0.00675863,8556.89983397,0.0,-0.536281,6074.79
2,-0.00724667,4858,412.037499666214,-0.00896644592285,481118,917.14,0.00868507,8557.00986228,0.0,-0.551512,5924.84
2,-0.00573758,4860,413.78749346733093,-0.00122022628784,483118,922.11,0.0055925,8603.45138627,0.0,-0.545294,5928.41
2,-0.0088638,4862,415.5218629837036,0.00121778249741,485118,929.37,0.0182623,8671.26881519,0.0,-0.549873,5851.87
2,-0.00520963,4864,417.27186131477356,-0.00584316253662,487118,929.37,0.0119443,8671.28924939,0.0,-0.531239,5928.38
3,-0.00728068,4867,419.006228685379,0.425611078739,489466,922.85,0.00943745,8610.50140626,0.0,-0.527467,6502.82
2,0.00192066,4869,420.75622296333313,-0.0289267301559,491466,922.85,0.0268003,8610.53232832,0.0,-0.525674,5920.67
3,-0.00389068,4872,422.5062167644501,0.660312324762,493545,915.1,0.0337589,8538.24934086,0.0,-0.543117,3802.31
2,-0.00798941,4874,424.2405867576599,-0.0439177751541,495545,915.1,0.0143417,8538.30853877,0.0,-0.54144,5979.4
2,-0.00958899,4876,425.9749574661255,0.49879348278,496922,917.21,0.0101388,8558.08887492,0.0,-0.539925,3202.04
4,-0.0102929,4880,427.7249524593353,0.50765389204,499295,906.6,0.0124196,8459.20967907,0.0,-0.553682,8473.45
2,-0.00724586,4882,429.4593210220337,0.000622570514679,501295,906.6,0.023079,8459.27972758,0.0,-0.556486,5876.7
2,-0.0112214,4884,431.20979380607605,0.668262898922,502966,903.31,0.0120357,8428.66524264,0.0,-0.55254,3257.3
2,0.00217144,4886,432.95978927612305,-0.0120620727539,504966,903.31,0.0390544,8428.80292896,0.0,-0.566092,5938.63
2,-0.00495859,4888,434.7023136615753,-0.0221236944199,506966,903.31,0.0208332,8428.88702842,0.0,-0.576687,5943.02
2,-0.00910658,4890,436.4682080745697,0.228075563908,508966,903.31,0.0157321,8428.93797499,0.0,-0.574973,3290.72
3,-0.00908979,4893,438.20982837677,0.0633788108826,511966,903.31,0.00957083,8428.95187393,0.0,-0.581416,7553.16
2,-0.00976858,4895,439.94465494155884,-0.0789419412613,513966,907.24,0.0130645,8465.62625963,0.0,-0.569604,5987.84
2,-0.00867164,4897,441.6980412006378,0.0332629084587,515966,909.24,0.010542,8484.25081105,0.0,-0.557854,6166.52
2,-0.00413154,4899,443.4483151435852,-0.0103514194489,517966,909.24,0.0108052,8484.20594375,0.0,-0.551485,5931.74
2,-0.00815051,4901,445.20540618896484,-0.00315797328949,519966,909.24,0.0152792,8484.16327668,0.0,-0.542305,5940.47
2,-0.0083854,4903,446.9449746608734,-0.00824797153473,521966,911.44,0.0103581,8504.66260952,0.0,-0.539709,5917.37
2,-0.00562828,4905,448.6951882839203,0.582487285137,523554,914.19,0.0169631,8530.31489923,0.0,-0.541599,3339.33
2,-0.00502767,4907,450.4297122955322,-0.0270041227341,525554,914.19,0.0082387,8530.23386763,0.0,-0.536719,5954.72
2,-0.00820023,4909,452.17883825302124,-0.0112321376801,527554,914.19,0.0104931,8530.13519437,0.0,-0.540199,5960.92
3,-0.00292387,4912,453.9224445819855,0.225002408028,529761,906.26,0.0227279,8455.99641003,0.0,-0.546189,7098.68
3,-0.00907887,4915,455.65710616111755,0.263038635254,532154,900.19,0.0289413,8399.32507982,0.0,-0.550478,6531.78
5,-0.0159435,4920,457.3971667289734,0.658482074738,533769,866.34,0.0164117,8083.480624,0.0,-0.542349,1807.94
2,-0.00891398,4922,459.14716148376465,-0.0405731201172,535769,873.84,0.014952,8153.52270994,0.0,-0.540938,5908.66
2,-0.00629803,4924,460.8971543312073,0.00150513648987,537769,873.84,0.0239737,8153.58139024,0.0,-0.55072,5907.1
3,-0.0100394,4927,462.6627743244171,0.473813056946,539814,874.19,0.0127268,8156.94910432,0.0,-0.55394,6213.49
2,0.00765054,4929,464.4127700328827,-0.032004237175,541814,874.71,0.0396803,8161.85579121,0.0,-0.561532,5957.6
3,-0.00662087,4932,466.16276383399963,0.375194251537,543920,865.77,0.00955623,8078.48663457,0.0,-0.578989,6010.9
3,-0.00970543,4935,467.89339327812195,0.275824308395,546606,870.94,0.0210812,8126.74899938,0.0,-0.575996,7185.11
2,-0.00943678,4937,469.647057056427,0.576557129622,548034,865.22,0.00810147,8073.33603277,0.0,-0.581472,4046.78
2,-0.0127531,4939,471.3970510959625,0.0657074451447,550034,873.91,0.0103869,8154.41830104,0.0,-0.589486,5167.9
2,-0.0122415,4941,473.14704632759094,-0.00370693206787,552034,873.91,0.0106232,8154.37604837,0.0,-0.584314,5886.86
2,-0.0061744,4943,474.9220504760742,-0.0701148509979,554034,873.91,0.0115979,8154.36096379,0.0,-0.60793,5971.18
4,-0.0146581,4947,476.670104265213,0.634382754564,556683,860.4,0.0144716,8028.13269939,0.0,-0.595627,5920.28
3,-0.0101374,4950,478.4055926799774,0.733564585447,558452,853.34,0.0181178,7962.19802335,0.0,-0.607146,4428.45
2,-0.0117607,4952,480.14735984802246,-0.0606091022491,560452,853.34,0.0117648,7962.18893231,0.0,-0.610871,5892.39
2,-0.0058018,4954,481.8822338581085,-0.010812163353,562452,853.34,0.0313402,7962.21030166,0.0,-0.629618,5947.08
4,-0.00818018,4958,483.62557554244995,0.395728349686,565018,839.0,0.0218732,7828.31763369,0.0,-0.646268,6645.31
2,-0.00881884,4960,485.3591458797455,-0.0815173387527,567018,839.0,0.0152616,7828.42872021,0.0,-0.631715,6001.71
2,-0.0048234,4962,487.1011497974396,-0.0340684652328,569018,839.0,0.0137727,7828.47437747,0.0,-0.620804,5941.38
2,-0.00798378,4964,488.85125517845154,0.349411249161,570648,835.3,0.018619,7794.01310688,0.0,-0.636926,5070.49
3,-0.00458442,4967,490.6017129421234,0.287715017796,572897,834.31,0.0128129,7784.92919383,0.0,-0.634057,6360.69
3,-0.00149107,4970,492.3352937698364,0.247476398945,575311,829.9,0.0195556,7743.89988432,0.0,-0.648533,7849.84
2,-0.0102467,4972,494.07775020599365,0.616417914629,576863,833.18,0.00935148,7774.56222007,0.0,-0.65287,3204.49
2,-0.00546805,4974,495.8278720378876,-0.0145896673203,578863,833.18,0.0239572,7774.61588489,0.0,-0.652427,5931.31
2,-0.00863925,4976,497.56149315834045,-0.0197942256927,580863,839.41,0.00937587,7832.70767548,0.0,-0.670844,6015.52
4,-0.0095393,4980,499.3109781742096,0.381817817688,583463,841.68,0.0110456,7853.82232238,0.0,-0.686833,9587.17
2,-0.00897417,4982,501.07041907310486,-0.0272579193115,585463,841.68,0.0107285,7853.78182746,0.0,-0.697368,5857.88
2,-0.00678745,4984,502.8094570636749,-0.0435404777527,587463,844.97,0.0226684,7884.3919897,0.0,-0.700972,5882.58
3,-0.00652705,4987,504.56550788879395,0.231672167778,589711,837.45,0.0271082,7814.07556366,0.0,-0.709471,5429.62
2,-0.00852551,4989,506.3191545009613,-0.121737241745,591711,837.45,0.0083067,7814.07748609,0.0,-0.691806,5908.47
3,-0.00459489,4992,508.06914949417114,0.394873559475,593752,827.86,0.0282908,7724.66443207,0.0,-0.702007,6042.05
2,-0.00879957,4994,509.8191442489624,-0.0335034132004,595752,827.86,0.00999742,7724.74937991,0.0,-0.70942,5872.93
2,-0.00918618,4996,511.55351305007935,-0.00468182563782,597752,827.86,0.00837282,7724.80570656,0.0,-0.695817,5883.47
2,-0.0102387,4998,513.3035087585449,-0.000954389572144,599752,827.86,0.0126885,7724.87671405,0.0,-0.684329,5828.08
2,-0.00452794,5000,515.0268023014069,-0.000729203224182,601752,827.86,0.0200505,7724.91750379,0.0,-0.664665,5898.97
2,-0.00604597,5002,516.776184797287,-0.0363854169846,603752,827.86,0.0105199,7724.973082,0.0,-0.647938,5905.63
3,-0.00966836,5005,518.5222747325897,0.272410452366,605924,823.7,0.0175333,7686.18299242,0.0,-0.648376,6934.7
4,-0.0151572,5009,520.287894487381,0.44492906332,607658,801.04,0.0218521,7474.73598064,0.0,-0.652157,4384.86
9,-0.0141282,5018,522.0198571681976,0.735250920057,610035,768.19,0.00792187,7168.1232792,0.0,-0.671258,4793.15
5,-0.0208106,5023,523.7724378108978,0.822717577219,612202,754.33,0.0112461,7038.72696151,0.0,-0.696154,4430.53
2,-0.0126523,5025,525.507670879364,0.179577291012,614202,754.33,0.01601,7038.72572321,0.0,-0.686609,4887.25
6,-0.00738288,5031,527.2579708099365,0.780772149563,616393,734.73,0.0264236,6855.81443303,0.0,-0.698241,5495.94
2,-0.0135483,5033,528.9762077331543,0.295007169247,618393,734.73,0.0141795,6855.88995529,0.0,-0.706807,5413.31
2,-0.0102817,5035,530.7099041938782,0.396462917328,619700,730.94,0.0232061,6820.52799839,0.0,-0.704851,5065.07
2,-0.00425456,5037,532.4597885608673,-0.0270848274231,621700,736.66,0.0252215,6873.98491556,0.0,-0.699782,5868.17
2,-0.00149726,5039,534.1941592693329,0.00396233797073,623700,736.66,0.0163518,6874.08150405,0.0,-0.697643,5836.27
2,-0.00876515,5041,535.9285273551941,-0.00884830951691,625700,736.66,0.0111575,6874.18202871,0.0,-0.666393,5633.16
3,-0.00721923,5044,537.6785216331482,0.0131528377533,628700,736.66,0.0116457,6874.36477081,0.0,-0.652084,6495.1
3,-0.0163661,5047,539.4128928184509,0.864452630281,630580,738.97,0.0145801,6896.1535064,0.0,-0.65021,2791.87
2,-0.00719621,5049,541.1785130500793,-0.107360720634,632580,743.51,0.00756953,6938.68266085,0.0,-0.652492,6083.48
2,-0.00389014,5051,542.9285073280334,-0.00282549858093,634580,751.28,0.0121527,7011.33683735,0.0,-0.670263,5947.08
2,-0.00815628,5053,544.6628773212433,-0.00229740142822,636580,751.28,0.0217299,7011.50190258,0.0,-0.669843,5749.51
2,-0.00746248,5055,546.3972475528717,-0.0062415599823,638580,751.28,0.0156228,7011.64669572,0.0,-0.680069,5927.27
3,-0.00384784,5058,548.1472406387329,0.620644062757,640677,756.59,0.00928289,7061.40157666,0.0,-0.675926,5369.04
2,-0.0152954,5060,549.8781604766846,0.308367431164,642677,756.59,0.0145179,7061.49747085,0.0,-0.663184,3162.74
2,-0.000739411,5062,551.6318032741547,-0.0522208213806,644677,756.59,0.0125374,7061.62378049,0.0,-0.672973,6014.13
3,-0.0099342,5065,553.3663754463196,0.647050380707,647151,755.03,0.016402,7047.20756307,0.0,-0.682493,6326.17
2,-0.00869554,5067,555.1088590621948,-0.0268993377686,649151,762.54,0.0101208,7117.45228212,0.0,-0.704512,5970.29
2,-0.00468322,5069,556.8583281040192,-0.0149828195572,651151,768.4,0.0159873,7172.28161401,0.0,-0.69975,5930.29
2,-0.011462,5071,558.6313412189484,0.0571125745773,653151,772.88,0.0173791,7214.17724515,0.0,-0.708573,5151.66
2,-0.001069,5073,560.3874821662903,-0.0205011367798,655151,772.88,0.0296166,7214.14535297,0.0,-0.715017,5942.19
2,-0.00673149,5075,562.1350607872009,-0.0107223987579,657151,772.88,0.0113918,7214.15896747,0.0,-0.709171,5977.46
2,-0.00673638,5077,563.8775568008423,-0.0216211080551,659151,772.88,0.00876371,7214.20453954,0.0,-0.679241,5901.07
2,-0.00717531,5079,565.6278414726257,0.00432008504868,661151,786.88,0.0138016,7344.9339733,0.0,-0.669528,5857.67
2,-0.0165877,5081,567.3653430938721,0.34794652462,662811,783.48,0.017519,7313.19731172,0.0,-0.670534,2926.42
6,-0.00869567,5087,569.1153388023376,0.485761702061,665299,755.88,0.0151721,7055.45428354,0.0,-0.696651,11120.6
4,-0.0193679,5091,570.8653345108032,0.652897179127,667164,744.12,0.0142668,6945.56419625,0.0,-0.707143,3651.54
3,-0.00377222,5094,572.6153285503387,0.277305960655,669268,735.16,0.00790518,6861.88129296,0.0,-0.714029,7390.82
2,-0.0124077,5096,574.3496992588043,0.422222077847,670810,730.58,0.0104843,6819.09996937,0.0,-0.712245,4418.64
2,-0.000633494,5098,576.0996925830841,-0.0122077465057,672810,730.58,0.0286232,6819.1683839,0.0,-0.705393,5948.45
3,-0.00759903,5101,577.8496870994568,-0.014368891716,675810,730.58,0.014437,6819.20367619,0.0,-0.685484,8537.7
2,-0.0103447,5103,579.5996820926666,-0.00266063213348,677810,730.58,0.0226412,6819.24149297,0.0,-0.680787,5875.17
2,-0.00886008,5105,581.3496766090393,-0.0542148351669,679810,738.86,0.0143949,6896.55477586,0.0,-0.674802,5950.04
2,-0.0115303,5107,583.0840466022491,0.432564914227,681515,740.47,0.0134351,6911.65591533,0.0,-0.669086,3516.83
2,-0.00156861,5109,584.8340413570404,-0.00766777992249,683515,758.57,0.0212485,7080.68396013,0.0,-0.670188,5957.6
2,-0.0067715,5111,586.5840363502502,-0.00258278846741,685515,767.55,0.0181941,7164.61852175,0.0,-0.653305,5957.04
2,-0.00960555,5113,588.3184065818787,-0.0149188041687,687515,782.0,0.0155228,7299.57972349,0.0,-0.660988,5952.7
2,-0.00432093,5115,590.0768010616302,0.378323853016,689479,799.97,0.0187841,7467.34084502,0.0,-0.658331,3179.55
3,-0.0135224,5118,591.7968361377716,0.464938759804,692002,819.67,0.00967859,7651.25681651,0.0,-0.678573,4623.12
2,-0.00969862,5120,593.5460278987885,-0.121955037117,694002,826.74,0.00962172,7717.34568279,0.0,-0.695463,6278.96
3,-0.00664994,5123,595.2951610088348,0.429948866367,696036,838.34,0.0257962,7825.71192604,0.0,-0.71379,6094.45
2,-0.00684058,5125,597.0457956790924,-0.0134479999542,698036,838.34,0.0157955,7825.8003378,0.0,-0.703105,5870.22
2,-0.00835496,5127,598.7967782020569,-0.0463334321976,700036,850.33,0.00643618,7937.80851983,0.0,-0.731918,5985.28
2,-0.0055075,5129,600.553359746933,-0.00407242774963,702036,858.4,0.0203731,8013.16371689,0.0,-0.727782,5754.43
2,-0.00889401,5131,602.3033537864685,0.489282310009,704023,876.3,0.0113027,8180.30901278,0.0,-0.723516,3897.85
2,-0.00902272,5133,604.0377242565155,-0.0472016334534,706023,876.3,0.0102322,8180.30714656,0.0,-0.718563,5987.02
2,-0.00730198,5135,605.8033430576324,-0.00179827213287,708023,883.23,0.0135365,8245.03191001,0.0,-0.717871,5981.22
2,-0.00728962,5137,607.537713766098,0.264985024929,710015,883.15,0.0166023,8244.26268789,0.0,-0.717879,5274.35
3,-0.0132053,5140,609.2877089977264,0.533859521151,712488,877.88,0.0150239,8194.88950824,0.0,-0.727561,4065.84
2,-0.00849513,5142,611.0220782756805,-0.0254465341568,714488,877.88,0.0163885,8194.84985589,0.0,-0.727732,5672.36
2,-0.0038176,5144,612.7720718383789,-0.00518929958344,716488,877.88,0.0354961,8194.73987284,0.0,-0.723768,6017.22
2,-0.00781,5146,614.5220677852631,-0.00224351882935,718488,889.08,0.0165808,8299.27608092,0.0,-0.740366,5992.76
2,-0.00886511,5148,616.2876873016357,-0.00707197189331,720488,889.08,0.0128634,8299.19358931,0.0,-0.742229,5965.74
2,-0.00986786,5150,618.0533072948456,-0.0215512514114,722488,889.08,0.0116564,8299.10795417,0.0,-0.749372,5992.34
2,-0.00826848,5152,619.7876777648926,-0.00430500507355,724488,889.08,0.00997368,8299.02495114,0.0,-0.727313,5990.39
2,-0.00859726,5154,621.5351793766022,0.389801502228,726047,884.67,0.0190825,8257.75565045,0.0,-0.727526,3334.64
4,-0.0175577,5158,623.2728106975555,0.665942251682,728765,880.88,0.0196852,8222.13527862,0.0,-0.729096,5372.79
2,-0.0083905,5160,625.0002307891846,-0.0178489685059,730765,880.88,0.0176334,8221.9827923,0.0,-0.724915,6168.2
2,-0.00758732,5162,626.7657124996185,-0.0203865766525,732765,880.88,0.00859407,8221.82445177,0.0,-0.715299,5958.77
2,-0.00924176,5164,628.5220515727997,-0.00853586196899,734765,880.88,0.00851174,8221.65159873,0.0,-0.708098,5980.39
2,-0.0115614,5166,630.2720463275909,-0.0118136405945,736765,886.14,0.0168157,8270.6571775,0.0,-0.706033,5935.71
2,0.0003106,5168,632.0064177513123,0.0095728635788,738765,886.14,0.0437993,8270.43465881,0.0,-0.709955,4751.63
3,-0.00920327,5171,633.7491369247437,0.54828619957,741261,881.1,0.012135,8223.19011757,0.0,-0.696095,6280.73
2,-0.00957284,5173,635.4952788352966,-0.0328854322433,743261,881.1,0.0125244,8223.14937666,0.0,-0.670222,6063.79
2,-0.00464181,5175,637.2578718662262,-0.00749146938324,745261,881.1,0.0143515,8223.10045185,0.0,-0.664517,5965.24
3,-0.00772358,5178,639.0024740695953,0.321519374847,747294,871.43,0.0159397,8132.76869875,0.0,-0.660952,6451.63
3,-0.017759,5181,640.745655298233,0.739693969488,749496,866.85,0.011201,8090.05667408,0.0,-0.656679,2363.85
2,-0.0119567,5183,642.482905626297,0.490645289421,751415,875.88,0.025959,8174.38778569,0.0,-0.661219,4345.35
3,-0.00473822,5186,644.2298765182495,0.597047239542,753407,891.08,0.0309309,8316.31135124,0.0,-0.669743,6492.93
2,-0.0129928,5188,645.9567420482635,0.453332006931,755132,894.88,0.00971265,8351.76209641,0.0,-0.678761,4650.24
2,-0.0058354,5190,647.693962097168,-0.0327725410461,757132,909.68,0.0126412,8489.88192794,0.0,-0.683489,5968.59
2,-0.0096153,5192,649.444623708725,0.00389271974564,759132,909.68,0.012004,8489.78643788,0.0,-0.68251,5644.08
3,-0.00606293,5195,651.1956186294556,0.268194675446,761255,914.45,0.0119946,8534.20206167,0.0,-0.682986,7642.21
2,-0.0137071,5197,652.9224722385406,-0.175477385521,763255,914.45,0.00824756,8534.03496151,0.0,-0.688572,5923.46
2,-0.00749099,5199,654.6566519737244,-0.0199196338654,765255,914.45,0.00688701,8533.85465177,0.0,-0.679302,5918.65
4,-0.0146525,5203,656.3899607658386,0.458876132965,767987,901.77,0.0196186,8415.26367711,0.0,-0.685324,6941.81
2,-0.0111589,5205,658.1323239803314,0.514223515987,769381,895.71,0.00802866,8358.62143555,0.0,-0.700788,4495.53
2,-0.00929626,5207,659.8665544986725,-0.0105798244476,771381,898.66,0.013304,8386.07090885,0.0,-0.693385,5827.1
3,-0.0134176,5210,661.6165993213654,0.263863384724,773618,891.03,0.0106197,8314.66660821,0.0,-0.678071,7660.41
3,-0.00840863,5213,663.3351271152496,0.160751342773,776015,885.0,0.0141782,8258.16021234,0.0,-0.681693,6770.72
3,-0.0115793,5216,665.093496799469,0.482753098011,777830,873.51,0.0156471,8150.82975339,0.0,-0.674711,5465.49
2,-0.00797397,5218,666.8348264694214,-0.148738861084,779830,878.28,0.0262928,8195.29336613,0.0,-0.673382,6034.49
2,-0.00793504,5220,668.600447177887,-0.00370633602142,781830,878.28,0.00941832,8195.19398354,0.0,-0.67797,5868.02
2,-0.0110354,5222,670.3348157405853,0.000292479991913,783830,887.94,0.0118059,8285.28851015,0.0,-0.684657,5852.11
2,-0.0078179,5224,672.0848135948181,-0.00840842723846,785830,887.94,0.0133629,8285.25812076,0.0,-0.685858,5827.74
2,-0.0141409,5226,673.8368234634399,0.61279207468,787530,884.94,0.010839,8257.13896631,0.0,-0.692181,2464.42
2,-0.0078268,5228,675.5713539123535,-0.0185235738754,789530,884.94,0.0249854,8257.01134386,0.0,-0.679867,5912.98
3,-0.0128571,5231,677.3047747612,0.33123511076,791795,877.72,0.017439,8189.47000943,0.0,-0.667853,3858.69
2,-0.00563153,5233,679.0472693443298,0.000836730003357,793795,877.72,0.0158652,8189.38708792,0.0,-0.668832,5946.58
2,-0.0108921,5235,680.7816028594971,-0.000484585762024,795795,877.72,0.0133712,8189.3580757,0.0,-0.659275,5953.29
2,-0.0109656,5237,682.530699968338,0.00827783346176,797795,877.8,0.0142532,8190.05370632,0.0,-0.650923,5049.88
2,-0.00728215,5239,684.28076004982,-0.0409046411514,799795,882.86,0.0367883,8237.25181206,0.0,-0.663926,5591.17
3,-0.00875064,5242,686.0255382061005,0.336101174355,801938,874.5,0.0211562,8159.24865833,0.0,-0.637972,6551.83
7,-0.0190094,5249,687.761875629425,0.638899683952,804250,827.62,0.023166,7721.50522454,0.0,-0.643439,6695.74
2,-0.0117367,5251,689.5296475887299,-0.00824689865112,806250,827.62,0.0220356,7721.4654566,0.0,-0.63622,4886.66
2,-0.0128401,5253,691.2579689025879,-0.0798678398132,808250,827.62,0.0125661,7721.43469408,0.0,-0.63179,6099.86
2,-0.0145244,5255,693.0081248283386,-0.0551129579544,810250,832.03,0.0143664,7762.59179113,0.0,-0.647703,5973.74
2,-0.0102368,5257,694.747044801712,-0.00645196437836,812250,841.63,0.0114549,7852.2306508,0.0,-0.648633,5943.45
2,-0.00483179,5259,696.4907445907593,-0.00127696990967,814250,844.85,0.0132181,7882.26327543,0.0,-0.649178,5919.99
2,-0.0094455,5261,698.2407386302948,-0.00476431846619,816250,844.85,0.0122222,7882.25273687,0.0,-0.641134,5943.91
2,-0.00317121,5263,699.9907341003418,-0.017714381218,818250,844.85,0.0177799,7882.23446856,0.0,-0.651241,5949.78
3,-0.010168,5266,701.7588746547699,0.256042420864,821088,843.23,0.0073682,7867.09915891,0.0,-0.66559,6356.2
2,-0.00791358,5268,703.5185210704803,-0.0340068340302,823088,843.23,0.022477,7867.19603442,0.0,-0.667725,5929.06
2,-0.00918771,5270,705.2721440792084,-0.00680458545685,825088,848.27,0.0166882,7914.28930502,0.0,-0.665049,5936.08
2,-0.00684285,5272,707.0221390724182,0.000341415405273,827088,848.27,0.0266958,7914.28844921,0.0,-0.667204,5938.66
2,-0.00887577,5274,708.7721335887909,0.031653881073,829088,848.27,0.0100071,7914.32859005,0.0,-0.651499,4485.6
3,-0.0106357,5277,710.5099449157715,0.366887152195,831126,848.32,0.00751514,7914.85765793,0.0,-0.630776,6114.09
4,-0.0121294,5281,712.2721838951111,0.371145665646,833255,837.59,0.0139527,7814.68100201,0.0,-0.647455,7691.7
2,0.000564506,5283,714.0221793651581,-0.079607963562,835255,838.4,0.0414294,7822.2742906,0.0,-0.678211,6641.28
2,-0.00987258,5285,715.756548166275,0.00244349241257,837255,843.9,0.0145673,7873.68828728,0.0,-0.669529,5814.95
2,-0.00369575,5287,717.5221700668335,-0.00661051273346,839255,848.48,0.0175546,7916.56403992,0.0,-0.673199,5900.26
2,-0.0115574,5289,719.2565383911133,0.673546403646,840771,846.39,0.0291963,7897.14153153,0.0,-0.660387,884.963
3,-0.0135523,5292,721.0065321922302,0.0143966078758,843771,846.39,0.0143,7897.28443805,0.0,-0.65166,8621.54
2,-0.00969025,5294,722.7565267086029,-0.0255504846573,845771,855.16,0.0112595,7979.26532989,0.0,-0.665165,5946.34
2,0.00253096,5296,724.4908976554871,-0.0132801532745,847771,855.16,0.0189855,7979.44144794,0.0,-0.661638,5944.13
4,-0.0117667,5300,726.22549700737,0.674343377352,849848,835.93,0.0201025,7800.12837574,0.0,-0.674387,4346.75
2,-0.00781367,5302,727.9952666759491,-0.0902543067932,851848,848.61,0.00752937,7918.61899335,0.0,-0.673911,6135.1
2,-0.0119552,5304,729.7619745731354,-0.0246503353119,853848,854.67,0.0274767,7975.3377374,0.0,-0.685859,5956.32
4,-0.000455602,5308,731.5064280033112,0.520650357008,855706,833.25,0.0299761,7775.56755691,0.0,-0.706509,5188.38
2,-0.0137755,5310,733.2407972812653,-0.0813233852386,857706,840.88,0.0169766,7846.95170976,0.0,-0.713745,5891.58
2,-0.0069089,5312,734.9907925128937,-0.0939266681671,859706,840.88,0.0143579,7847.12329527,0.0,-0.722351,6106.8
2,-0.00908876,5314,736.7564120292664,-0.00572395324707,861706,854.53,0.0139073,7974.6473498,0.0,-0.717518,5904.16
2,-0.0111599,5316,738.4907817840576,-0.0192272663116,863706,858.76,0.0244817,8014.25600582,0.0,-0.706751,5910.43
2,-0.00943014,5318,740.240777015686,0.00103634595871,865706,858.76,0.0180453,8014.36782193,0.0,-0.705464,5787.66
2,-0.0110142,5320,741.975145816803,-0.0923616886139,867706,858.76,0.0105987,8014.43349267,0.0,-0.696234,5996.53
2,-0.0110937,5322,743.701708316803,-0.00309586524963,869706,858.76,0.0206989,8014.4976348,0.0,-0.681177,5912.18
2,-0.00745602,5324,745.4528701305389,-0.00458562374115,871706,858.76,0.00920923,8014.51815427,0.0,-0.675618,5914.87
2,-0.00965378,5326,747.1988463401794,-0.00391614437103,873706,861.76,0.0174234,8042.58481764,0.0,-0.670462,5919.11
2,-0.00760983,5328,748.9289450645447,-0.000546216964722,875706,861.76,0.0103346,8042.67946843,0.0,-0.671372,5926.56
2,-0.00612454,5330,750.6801111698151,0.00271666049957,877706,869.11,0.0249934,8111.37394126,0.0,-0.671752,5937.33
2,0.000409761,5332,752.4126284122467,-0.0060703754425,879706,869.11,0.0332754,8111.42995454,0.0,-0.655153,5928.49
5,-0.0169564,5337,754.1782488822937,0.511668413877,882592,847.97,0.0161247,7914.09144974,0.0,-0.622004,4731.01
3,-0.00991584,5340,755.9282429218292,0.451530456543,884689,838.94,0.0179536,7829.85454626,0.0,-0.630589,6747.08
3,-0.0190776,5343,757.6782374382019,0.659631252289,886730,837.92,0.0156181,7820.28528132,0.0,-0.628796,4346.31
4,-0.0165671,5347,759.4126083850861,0.849035084248,887947,839.72,0.0136138,7837.08366802,0.0,-0.62621,1871.19
3,-0.0095815,5350,761.1626014709473,0.46058344841,890551,853.01,0.014404,7961.11922111,0.0,-0.620979,6437.06
2,-0.00663675,5352,762.89697098732,-0.00722348690033,892551,853.01,0.0145171,7961.07325724,0.0,-0.631791,5961.18
2,-0.00953224,5354,764.6469674110413,-0.220587134361,894551,853.01,0.0173736,7961.00829848,0.0,-0.63972,6501.86
3,-0.00873516,5357,766.3813369274139,0.568690180779,896378,841.28,0.0137474,7851.3570993,0.0,-0.643225,4574.52
3,-0.00904276,5360,768.1297385692596,0.271191895008,898509,832.59,0.0131035,7770.21540019,0.0,-0.65164,6799.24
2,-0.00906396,5362,769.8747205734253,-0.0837688446045,900509,832.59,0.0285516,7770.21409768,0.0,-0.673061,5966.45
2,-0.00904015,5364,771.6091797351837,-0.0326529741287,902509,832.59,0.00929475,7770.18778077,0.0,-0.676252,5865.59
3,-0.0123474,5367,773.3601765632629,0.418794095516,905017,829.29,0.0130114,7739.28709864,0.0,-0.671524,6213.92
3,-0.0117206,5370,775.1002068519592,0.577577531338,906841,817.53,0.0164617,7629.34409606,0.0,-0.662881,4033.3
