EpLenMean,loss_kl,loss_vf_loss,loss_pol_entpen,EpThisIter,EpRewMean,TimestepsSoFar,loss_pol_surr,loss_ent,ev_tdlam_before,TimeElapsed,EpisodesSoFar
940.6,0.00893727,96.1488,0.0,3,940.6,951722,-0.00721343,1.6394,-0.00121593475342,745.0628113746643,1762
942.08,0.00719025,67.6617,0.0,2,942.08,953722,-0.00839295,1.66073,-0.00337970256805,746.6565425395966,1764
942.08,0.0112205,67.8097,0.0,2,942.08,955722,-0.0104681,1.63877,-0.000283718109131,748.2665486335754,1766
942.08,0.00521691,67.9487,0.0,2,942.08,957722,-0.0104939,1.60969,-0.000141978263855,749.8590414524078,1768
942.08,0.00562888,68.1176,0.0,2,942.08,959722,-0.00963578,1.60318,-0.00031042098999,751.4526925086975,1770
942.08,0.00822096,68.2156,0.0,2,942.08,961722,-0.0115553,1.60738,-0.000954747200012,753.0627419948578,1772
942.08,0.00559047,68.2515,0.0,2,942.08,963722,-0.0089762,1.60095,-0.000151515007019,754.6564564704895,1774
942.08,0.00850494,68.292,0.0,2,942.08,965722,-0.00894716,1.61224,-0.000314712524414,756.2666757106781,1776
942.08,0.0101032,68.3888,0.0,2,942.08,967722,-0.01036,1.61261,-0.00017523765564,757.8588871955872,1778
946.42,0.0107281,98.0992,0.0,3,946.42,970722,-0.010132,1.62582,3.8743019104e-06,759.4533338546753,1781
946.42,0.00848562,67.7966,0.0,2,946.42,972722,-0.0116098,1.62362,-0.000202775001526,761.0623762607574,1783
945.57,0.0131196,67.9213,0.0,2,945.57,974637,-0.0100487,1.61988,-0.00066065788269,762.6560332775116,1785
945.57,0.00712328,60.3703,0.0,2,945.57,976637,-0.0122417,1.61743,-0.000603437423706,764.2495896816254,1787
945.57,0.00645332,63.0968,0.0,2,945.57,978637,-0.00870743,1.62948,0.0430668592453,765.8431959152222,1789
945.57,0.0106895,68.2725,0.0,2,945.57,980637,-0.00848126,1.64792,-0.048251748085,767.437698841095,1791
945.67,0.0049583,65.7779,0.0,2,945.67,982637,-0.00977612,1.66548,0.00615459680557,769.0469200611115,1793
945.67,0.00483867,67.2791,0.0,2,945.67,984637,-0.0120093,1.65203,-0.0228167772293,770.6413609981537,1795
947.72,0.00795108,63.2149,0.0,2,947.72,986637,-0.0134006,1.65842,0.0216183662415,772.250155210495,1797
947.72,0.0097097,68.5292,0.0,2,947.72,988637,-0.0117161,1.67499,-0.0277861356735,773.8437094688416,1799
947.72,0.0123396,68.1647,0.0,2,947.72,990637,-0.0152593,1.7,0.000443339347839,775.4528720378876,1801
947.72,0.0123298,68.778,0.0,2,947.72,992637,-0.00554818,1.70782,-0.00496113300323,777.0480024814606,1803
947.72,0.00838345,68.7626,0.0,2,947.72,994637,-0.00952377,1.72313,-0.00143790245056,778.6407454013824,1805
947.72,0.00689647,67.1724,0.0,2,947.72,996637,-0.0110051,1.73948,0.00257140398026,780.2494823932648,1807
944.64,0.00708472,98.8293,0.0,3,944.64,998662,-0.00819361,1.74595,-0.00900542736053,781.8443007469177,1810
940.76,0.0101574,98.5799,0.0,3,940.76,1001274,-0.0133393,1.72068,0.0123836398125,783.4700009822845,1813
