loss_vf_loss,EpRewMean,ev_tdlam_before,loss_pol_entpen,loss_pol_surr,TimeElapsed,loss_ent,loss_kl,EpThisIter,EpisodesSoFar,TimestepsSoFar,EpLenMean
681.0,3037.21223517,0.201539754868,0.0,-0.0240525,1038.2431426048279,1.26553,0.0218036,2,2566,935077,942.63
709.2,3017.16415563,0.678060621023,0.0,-0.0343393,1040.6483931541443,1.26262,0.0320084,3,2569,937538,937.24
675.456,3015.46017138,0.270377457142,0.0,-0.0307133,1043.0719451904297,1.28633,0.0211893,2,2571,939538,937.67
415.192,3034.80587,0.553867220879,0.0,-0.0300444,1045.5082712173462,1.30224,0.0260926,2,2573,941538,944.21
374.95,3031.20920572,0.775769025087,0.0,-0.0309135,1048.0102775096893,1.29996,0.0332428,2,2575,943426,943.09
727.86,3030.38547634,0.172901988029,0.0,-0.024825,1050.4169402122498,1.28716,0.030117,2,2577,945426,943.09
441.919,3026.16927339,0.748439997435,0.0,-0.0347418,1052.906133890152,1.27573,0.0216017,3,2580,948215,940.98
386.315,3016.38172875,0.79538397491,0.0,-0.0274331,1055.383282661438,1.30228,0.037837,2,2582,949909,937.92
322.593,2981.69073983,0.845841825008,0.0,-0.0274332,1057.917298078537,1.31909,0.0278859,3,2585,951779,926.62
333.065,2974.79124075,0.748082697392,0.0,-0.0276269,1060.4454584121704,1.35224,0.0274045,2,2587,953511,923.94
369.905,2944.55290834,0.826851114631,0.0,-0.0323565,1062.9614067077637,1.3588,0.0310936,3,2590,955443,913.26
299.753,2911.88351451,0.878537498415,0.0,-0.0343412,1065.2435948848724,1.36012,0.0218375,4,2594,958241,901.24
16.8727,2909.96091937,0.96217096597,0.0,-0.0514197,1067.386699438095,1.33165,0.0342625,2,2596,960040,899.23
782.327,2911.39402739,0.0807067751884,0.0,-0.0286589,1069.5474972724915,1.33473,0.0266876,2,2598,962040,899.23
172.546,2959.0366438,0.757857978344,0.0,-0.0309231,1071.68789601326,1.32828,0.026668,2,2600,963754,912.72
244.269,2979.72130899,0.830563485622,0.0,-0.0325117,1073.8282389640808,1.32475,0.0212407,4,2604,966566,917.19
73.1077,2948.27805859,0.961610913277,0.0,-0.0453296,1075.9226341247559,1.33117,0.0284387,3,2607,968450,906.03
383.861,2920.38376329,0.850558057427,0.0,-0.0396536,1078.0674140453339,1.2995,0.0196944,3,2610,970560,897.13
305.59,2910.10473553,0.787855356932,0.0,-0.0266083,1080.197841644287,1.31525,0.0228776,2,2612,972196,893.49
759.047,2859.92956784,0.547000825405,0.0,-0.0409011,1082.3669002056122,1.3061,0.0233118,4,2616,974581,877.34
15.22,2840.93022088,0.966578699648,0.0,-0.05017,1084.4459550380707,1.28208,0.0300902,3,2619,976816,869.69
791.727,2843.41366289,0.151419103146,0.0,-0.0273211,1086.5550928115845,1.28063,0.0342297,2,2621,978816,869.69
382.795,2840.629428,0.775272086263,0.0,-0.0308926,1088.695909023285,1.29488,0.0216669,2,2623,980597,867.5
403.871,2822.78338291,0.847628518939,0.0,-0.0294969,1090.8520777225494,1.28254,0.0225523,3,2626,982841,859.94
9.51827,2829.05525808,0.98589476943,0.0,-0.0494467,1093.0114319324493,1.26594,0.0297956,2,2628,984107,860.76
750.77,2832.62297842,0.618518680334,0.0,-0.0278944,1095.099951505661,1.26917,0.0204718,3,2631,987106,860.75
395.143,2816.31319643,0.742884039879,0.0,-0.0292079,1097.2264535427094,1.24589,0.0258041,2,2633,988514,854.83
740.732,2817.26106385,0.0977365970612,0.0,-0.0259556,1099.3362452983856,1.26079,0.0460183,2,2635,990514,854.83
458.021,2767.15224073,0.839229226112,0.0,-0.0366552,1101.5233714580536,1.25222,0.0194697,4,2639,992915,838.84
387.976,2744.76213247,0.853714436293,0.0,-0.0233386,1103.664419412613,1.27518,0.0228454,3,2642,995162,831.31
10.4019,2707.55908517,0.98851582408,0.0,-0.0460587,1105.806372642517,1.2663,0.0335466,3,2645,996931,819.0
391.116,2680.07169617,0.860521107912,0.0,-0.0280541,1107.950222492218,1.2672,0.0204901,3,2648,999016,809.85
261.818,2650.97516843,0.865478992462,0.0,-0.0234155,1110.1329696178436,1.25627,0.0221024,3,2651,1001009,799.78
