loss_kl,TimeElapsed,loss_ent,EpLenMean,loss_pol_surr,EpisodesSoFar,loss_pol_entpen,EpThisIter,loss_vf_loss,EpRewMean,ev_tdlam_before,TimestepsSoFar
0.034295,809.2444407939911,-1.35176,1000.0,-0.048016,931,0.0,2,840.517,3222.37341333,0.940605662763,931000
0.0477174,811.018171787262,-1.37513,1000.0,-0.0522074,933,0.0,2,632.646,3189.1567155,0.908154286444,933000
0.046534,812.815712928772,-1.36351,1000.0,-0.0416024,935,0.0,2,495.283,3180.69027516,0.882398374379,935000
0.0365067,814.5816206932068,-1.35526,1000.0,-0.0462116,937,0.0,2,845.296,3176.51134676,0.260984480381,937000
0.0449387,816.3555040359497,-1.35797,1000.0,-0.0428814,940,0.0,3,1210.16,3197.45289504,0.131191730499,940000
0.0402169,818.139062166214,-1.32093,1000.0,-0.0394078,942,0.0,2,826.224,3194.62590912,0.305998444557,942000
0.0342117,819.9137470722198,-1.32738,1000.0,-0.0448238,944,0.0,2,679.702,3196.95301494,0.310336112976,944000
0.047199,821.6948037147522,-1.3485,1000.0,-0.0487562,946,0.0,2,819.269,3192.02817337,0.38833296299,946000
0.0430663,823.4762139320374,-1.36038,1000.0,-0.0476271,948,0.0,2,933.868,3188.75715807,0.22221750021,948000
0.0479949,825.2489688396454,-1.3435,1000.0,-0.0353174,950,0.0,2,898.751,3184.58915097,0.215563595295,950000
0.0539071,827.0383818149567,-1.31766,1000.0,-0.0296599,952,0.0,2,874.888,3184.95054315,0.03103774786,952000
0.0528114,828.8038501739502,-1.32381,1000.0,-0.0317267,954,0.0,2,884.288,3184.38955676,0.0920970439911,954000
0.0394713,830.5850958824158,-1.33152,1000.0,-0.035179,956,0.0,2,882.351,3181.69362736,0.0781150460243,956000
0.0637597,832.350715637207,-1.3332,1000.0,-0.0280776,958,0.0,2,921.491,3190.44129231,0.0809113383293,958000
0.0421192,834.1319627761841,-1.32635,1000.0,-0.0379416,960,0.0,2,893.374,3188.37312151,0.122156977654,960000
0.05056,835.8979105949402,-1.32853,1000.0,-0.0321139,962,0.0,2,912.322,3186.66534341,0.126037418842,962000
0.0482999,837.6711704730988,-1.35498,1000.0,-0.0387834,964,0.0,2,947.559,3188.73330595,0.262345790863,964000
0.0442748,839.445113658905,-1.35642,1000.0,-0.0353042,966,0.0,2,947.107,3187.75397378,0.167232573032,966000
0.0453698,841.2395780086517,-1.37473,1000.0,-0.0375375,968,0.0,2,794.442,3193.17630982,0.233410656452,968000
0.0444701,843.0266907215118,-1.36243,1000.0,-0.0388215,970,0.0,2,982.332,3196.46125095,0.126170754433,970000
0.0891961,844.7924485206604,-1.32323,1000.0,-0.0209566,972,0.0,2,986.955,3202.28417068,0.0822131037712,972000
0.0528879,846.5818099975586,-1.3349,1000.0,-0.0365948,974,0.0,2,917.641,3232.12735305,0.226296961308,974000
0.051233,848.3562259674072,-1.36356,1000.0,-0.0383487,976,0.0,2,964.192,3233.4198046,0.130132317543,976000
0.0514494,850.1387429237366,-1.35229,1000.0,-0.0342898,978,0.0,2,940.428,3230.26983763,0.124730229378,978000
0.0839189,851.9063189029694,-1.36289,1000.0,-0.0285917,980,0.0,2,983.731,3230.16006909,0.0557288527489,980000
0.0399902,853.6883692741394,-1.38247,1000.0,-0.0368109,983,0.0,3,1266.31,3233.94368923,0.0938436388969,983000
0.0432222,855.4645631313324,-1.36699,1000.0,-0.0336268,985,0.0,2,964.5,3238.05720673,0.0716716647148,985000
0.0388655,857.2302358150482,-1.35825,1000.0,-0.0357537,987,0.0,2,977.793,3237.97571469,0.0858638882637,987000
0.0497805,858.9958193302155,-1.33269,1000.0,-0.0324927,989,0.0,2,995.685,3237.97978692,0.0761586427689,989000
0.0470754,860.7685430049896,-1.32232,1000.0,-0.0296547,991,0.0,2,1002.88,3238.15373405,0.102435171604,991000
0.0506259,862.5430066585541,-1.35906,1000.0,-0.0327305,993,0.0,2,890.158,3239.26206969,0.140472531319,993000
0.0432982,864.3079071044922,-1.34771,1000.0,-0.0390571,995,0.0,2,1018.99,3259.82285501,0.102206230164,995000
0.0403663,866.0728507041931,-1.33962,1000.0,-0.0394024,997,0.0,2,1047.45,3261.55602004,0.318604946136,997000
0.0388597,867.8544640541077,-1.37129,1000.0,-0.0443246,999,0.0,2,954.987,3262.55995091,0.272947967052,999000
0.0513957,869.6214423179626,-1.38807,1000.0,-0.0361975,1001,0.0,2,1054.88,3279.39771162,0.330205440521,1001000
