loss_pol_surr,loss_pol_entpen,loss_kl,EpLenMean,loss_vf_loss,EpRewMean,TimestepsSoFar,EpisodesSoFar,loss_ent,ev_tdlam_before,TimeElapsed,EpThisIter
-0.0489684,0.0,0.0288629,1000.0,134.543,1341.39452616,468000,468,-0.144257,0.440457046032,409.5468006134033,2
-0.0451769,0.0,0.0363748,1000.0,177.743,1346.33636208,471000,471,-0.183022,0.320127546787,411.3285639286041,3
-0.0459286,0.0,0.0384181,1000.0,151.028,1349.0679792,473000,473,-0.215157,0.413049459457,413.1097447872162,2
-0.0432956,0.0,0.0287305,1000.0,145.149,1351.7542204,475000,475,-0.233455,0.294248044491,414.893337726593,2
-0.0471251,0.0,0.0390753,1000.0,136.336,1355.52394392,477000,477,-0.245544,0.600436896086,416.67178320884705,2
-0.0437983,0.0,0.0439803,1000.0,141.959,1359.60283176,479000,479,-0.247489,0.587540656328,418.45289039611816,2
-0.040443,0.0,0.0328016,1000.0,135.561,1362.06145221,481000,481,-0.275562,0.400404393673,420.2340338230133,2
-0.0434166,0.0,0.0360857,1000.0,141.106,1364.42774273,483000,483,-0.309867,0.508401066065,422.0160973072052,2
-0.039625,0.0,0.0467658,1000.0,135.548,1367.72951544,485000,485,-0.323675,0.470590949059,423.79732489585876,2
-0.0423539,0.0,0.0331343,1000.0,131.399,1372.53754727,487000,487,-0.321843,0.650159388781,425.60961627960205,2
-0.0455255,0.0,0.0375611,1000.0,136.849,1378.29755178,489000,489,-0.320272,0.630033165216,427.3907070159912,2
-0.043096,0.0,0.040728,1000.0,137.497,1381.36439729,491000,491,-0.336474,0.6744312644,429.1769416332245,2
-0.0403462,0.0,0.0480893,1000.0,143.563,1385.12299086,493000,493,-0.353182,0.579077810049,431.0000841617584,2
-0.0431639,0.0,0.0326369,1000.0,141.124,1387.88738238,495000,495,-0.364665,0.49818944931,432.7821202278137,2
-0.044293,0.0,0.0341433,1000.0,143.45,1390.4542276,497000,497,-0.431886,0.311818122864,434.57775354385376,2
-0.0391306,0.0,0.034494,1000.0,139.803,1392.71123439,499000,499,-0.428389,0.250791966915,436.3599820137024,2
-0.0379467,0.0,0.0375035,1000.0,140.545,1394.69588999,501000,501,-0.445887,0.36940330267,438.1564610004425,2
-0.0433746,0.0,0.033592,1000.0,142.981,1396.49819722,503000,503,-0.458179,0.513470321894,439.92239117622375,2
-0.0389098,0.0,0.0514833,1000.0,127.204,1404.23664755,505000,505,-0.4793,0.649646490812,441.7236521244049,2
-0.0444263,0.0,0.0363427,1000.0,152.163,1406.9579165,507000,507,-0.510588,0.363590955734,443.50097823143005,2
-0.0421862,0.0,0.0469516,1000.0,164.272,1411.12428952,509000,509,-0.533976,0.651745975018,445.29747319221497,2
-0.0479147,0.0,0.0431456,1000.0,207.822,1419.90324205,512000,512,-0.541247,0.660779863596,447.0792555809021,3
-0.0408429,0.0,0.043283,1000.0,138.676,1422.28259821,514000,514,-0.558601,0.718120276928,448.86028957366943,2
-0.0456721,0.0,0.036653,1000.0,144.446,1428.22642083,516000,516,-0.575907,0.769395455718,450.64096331596375,2
-0.0515845,0.0,0.0459286,1000.0,119.905,1415.86312608,518000,518,-0.588564,0.640889555216,452.45288348197937,2
-0.043948,0.0,0.0392252,1000.0,150.524,1419.28144619,520000,520,-0.581919,0.760301396251,454.2341330051422,2
-0.0466673,0.0,0.0366024,1000.0,153.811,1425.13340506,522000,522,-0.592192,0.793658405542,456.0308802127838,2
-0.0438406,0.0,0.0380189,1000.0,148.59,1431.70012842,524000,524,-0.622784,0.809014335275,457.8127830028534,2
-0.0388528,0.0,0.033192,1000.0,202.936,1438.40779303,526000,526,-0.622745,0.76365685463,459.6251640319824,2
-0.0359382,0.0,0.0429599,1000.0,135.848,1440.45136335,528000,528,-0.663791,0.814547240734,461.40735125541687,2
-0.0322364,0.0,0.0458241,1000.0,214.933,1451.6126806,530000,530,-0.655699,0.733951538801,463.2033085823059,2
-0.0407864,0.0,0.0379478,1000.0,210.465,1461.28508602,532000,532,-0.655628,0.785602912307,465.0153274536133,2
-0.0404359,0.0,0.034887,1000.0,128.678,1468.32305478,534000,534,-0.62777,0.873688548803,466.7975995540619,2
-0.0417768,0.0,0.0352723,1000.0,227.985,1478.62336083,536000,536,-0.649296,0.78880161047,468.59534430503845,2
-0.0508166,0.0,0.0362595,1000.0,152.465,1482.81079183,538000,538,-0.61708,0.84354545176,470.3912272453308,2
-0.0443176,0.0,0.0404826,1000.0,147.265,1489.0873514,540000,540,-0.628782,0.871565774083,472.17196559906006,2
-0.0363705,0.0,0.0405981,1000.0,230.552,1500.40007449,542000,542,-0.663785,0.758611500263,473.969929933548,2
-0.0241413,0.0,0.0912789,1000.0,251.718,1513.77929194,544000,544,-0.695122,0.801549226046,475.7815754413605,2
-0.0443583,0.0,0.0348867,1000.0,145.402,1522.18135467,546000,546,-0.696497,0.887989543378,477.5621933937073,2
-0.0343446,0.0,0.0512643,1000.0,219.635,1529.70753592,548000,548,-0.732512,0.689218044281,479.3438239097595,2
-0.0299009,0.0,0.0398454,1000.0,324.499,1546.068805,550000,550,-0.720172,0.0374320745468,481.1404809951782,2
-0.0369756,0.0,0.0325349,1000.0,329.474,1560.89954373,552000,552,-0.746675,0.619959741831,482.92243242263794,2
-0.0441322,0.0,0.0333169,1000.0,241.805,1581.02658807,555000,555,-0.759422,0.699168711901,484.72078013420105,3
-0.0391536,0.0,0.0594337,1000.0,228.4,1595.7437066,557000,557,-0.761288,0.843545600772,486.4999210834503,2
-0.0386316,0.0,0.041494,1000.0,233.496,1609.2522113,559000,559,-0.773813,0.866989433765,488.2809476852417,2
-0.0354012,0.0,0.0436288,1000.0,235.983,1625.15569017,561000,561,-0.779831,0.745999127626,490.07799100875854,2
-0.0539198,0.0,0.0477313,1000.0,142.795,1630.80527815,563000,563,-0.809657,0.931667760015,491.8602726459503,2
-0.0441469,0.0,0.0310751,1000.0,243.86,1640.9473036,565000,565,-0.855308,0.891681864858,493.64060711860657,2
-0.0254075,0.0,0.0564737,1000.0,338.902,1658.25629487,567000,567,-0.876738,0.0242720246315,495.42163825035095,2
-0.0319203,0.0,0.0684801,1000.0,239.892,1667.2437454,569000,569,-0.912007,0.899200245738,497.20329999923706,2
-0.0285167,0.0,0.0536845,1000.0,355.738,1685.90870298,571000,571,-0.914904,-0.0108469724655,499.0002660751343,2
-0.0374202,0.0,0.0335362,1000.0,257.536,1696.6974077,573000,573,-0.900034,0.893258877099,500.78137731552124,2
-0.0401875,0.0,0.0443613,1000.0,272.329,1706.78892604,575000,575,-0.880498,0.881768874824,502.56249713897705,2
-0.0345723,0.0,0.0416155,1000.0,224.052,1716.13954908,577000,577,-0.881737,0.872109249234,504.35906052589417,2
-0.0361044,0.0,0.034822,1000.0,366.512,1731.30628006,579000,579,-0.868151,0.145264804363,506.1411063671112,2
-0.0356458,0.0,0.0477818,1000.0,391.372,1749.80867686,581000,581,-0.868755,0.803000703454,507.92163038253784,2
-0.036688,0.0,0.0342993,1000.0,234.998,1758.91401511,583000,583,-0.906698,0.842151090503,509.7038645744324,2
-0.0239515,0.0,0.051608,1000.0,370.702,1776.79982367,585000,585,-0.887537,0.00673162937164,511.5002794265747,2
-0.0359674,0.0,0.0454781,1000.0,264.663,1783.98718519,587000,587,-0.905275,0.884420275688,513.2812247276306,2
-0.0435937,0.0,0.0417193,1000.0,290.017,1789.10219682,589000,589,-0.904779,0.862208738923,515.0780186653137,2
-0.0486531,0.0,0.0406347,1000.0,132.534,1801.64385713,591000,591,-0.940977,0.885097451508,516.8601241111755,2
-0.0317813,0.0,0.0381855,1000.0,372.635,1819.39892857,593000,593,-0.957571,0.012854218483,518.6495223045349,2
-0.026297,0.0,0.0586915,1000.0,375.927,1838.85141142,595000,595,-0.971756,0.00544410943985,520.4373412132263,2
-0.03097,0.0,0.0470501,1000.0,562.272,1865.35288345,598000,598,-0.962023,0.0311842560768,522.2193548679352,3
-0.0399661,0.0,0.0393584,1000.0,248.336,1884.91507698,600000,600,-0.986984,0.578527718782,524.0165722370148,2
-0.0239992,0.0,0.0641781,1000.0,392.453,1904.83295736,602000,602,-0.992444,0.0460631251335,525.797810792923,2
-0.0352809,0.0,0.0383678,1000.0,401.877,1922.48156084,604000,604,-0.996349,0.0474899411201,527.5780055522919,2
-0.0514995,0.0,0.0421332,1000.0,286.142,1925.92542523,606000,606,-1.01364,0.935449294746,529.4372096061707,2
-0.0394526,0.0,0.0424513,1000.0,261.134,1937.902559,608000,608,-1.01134,0.932679645717,531.2194039821625,2
-0.0276009,0.0,0.0524594,1000.0,384.019,1954.19699529,610000,610,-1.01185,0.0143687725067,533.0011553764343,2
-0.0383475,0.0,0.0540057,1000.0,268.316,1968.61081703,612000,612,-1.03212,0.775716304779,534.7967617511749,2
-0.0331907,0.0,0.0867575,1000.0,279.454,1975.96547212,614000,614,-1.0452,0.941098365933,536.6013460159302,2
-0.0386719,0.0,0.034353,1000.0,287.799,1989.84104471,616000,616,-1.02708,0.819107696414,538.3903760910034,2
-0.0393332,0.0,0.0411669,1000.0,278.359,2018.9268431,618000,618,-1.05493,0.907694078982,540.1726379394531,2
-0.0298838,0.0,0.0497728,1000.0,417.965,2035.58703049,620000,620,-1.05815,0.00942969322205,541.953396320343,2
-0.0351515,0.0,0.0277754,1000.0,408.997,2051.54527631,622000,622,-1.06423,0.0247772932053,543.7444043159485,2
-0.0321638,0.0,0.031895,1000.0,402.367,2067.50079883,624000,624,-1.04866,0.0357751250267,545.5338032245636,2
-0.0268641,0.0,0.0618684,1000.0,422.014,2080.6589757,626000,626,-1.05782,0.0134705305099,547.3125216960907,2
-0.0373558,0.0,0.0424595,1000.0,268.114,2098.49499818,628000,628,-1.05476,0.820971757174,549.0946741104126,2
-0.0405873,0.0,0.049689,1000.0,480.268,2107.51978384,630000,630,-1.07468,0.810825586319,550.9076437950134,2
-0.0313144,0.0,0.0501544,1000.0,230.111,2113.26085801,632000,632,-1.09292,0.895195804536,552.687680721283,2
-0.0421487,0.0,0.0447271,1000.0,356.954,2118.10718769,634000,634,-1.10671,0.917806215584,554.4698297977448,2
-0.0348283,0.0,0.0750692,1000.0,103.519,2120.76223246,636000,636,-1.12949,0.955406069756,556.2813203334808,2
-0.0332335,0.0,0.0469543,1000.0,427.719,2137.61711514,638000,638,-1.11323,0.001813352108,558.0631515979767,2
-0.03423,0.0,0.0461045,1000.0,612.531,2158.25738995,641000,641,-1.10238,0.000428855419159,559.8435552120209,3
-0.0486692,0.0,0.0292198,1000.0,198.024,2165.0585155,643000,643,-1.14415,0.873485967517,561.6716403961182,2
-0.0465334,0.0,0.0360305,1000.0,308.824,2168.29183535,645000,645,-1.14112,0.934428341687,563.4528851509094,2
-0.0349397,0.0,0.0714632,1000.0,292.384,2171.14422286,647000,647,-1.14185,0.934337876737,565.235597372055,2
-0.039511,0.0,0.0390557,1000.0,312.507,2170.68162378,649000,649,-1.14146,0.920187018812,567.140674829483,2
-0.0408497,0.0,0.045554,1000.0,306.506,2166.88028782,651000,651,-1.1698,0.919874720275,568.9375872612,2
-0.0260259,0.0,0.0456241,1000.0,419.727,2175.34581832,653000,653,-1.14008,0.00190579891205,570.7187581062317,2
-0.0366479,0.0,0.0580898,1000.0,282.211,2173.36866065,655000,655,-1.17228,0.926148593426,572.5155491828918,2
-0.0428333,0.0,0.0427185,1000.0,258.405,2173.50741957,657000,657,-1.20057,0.912797629833,574.2971143722534,2
-0.0385903,0.0,0.0538761,1000.0,332.223,2173.83768616,659000,659,-1.20203,0.895680144429,576.0936136245728,2
-0.0290708,0.0,0.0416397,1000.0,427.978,2180.44035067,661000,661,-1.20252,0.00881373882294,577.8758804798126,2
-0.0382819,0.0,0.0330421,1000.0,267.006,2194.33971187,663000,663,-1.19438,0.798250943422,579.6562004089355,2
-0.04086,0.0,0.0451186,1000.0,324.173,2198.58282325,665000,665,-1.19377,0.906215161085,581.4373888969421,2
-0.0397996,0.0,0.0408987,1000.0,307.438,2191.73139938,667000,667,-1.1976,0.919412471354,583.2340242862701,2
-0.0386075,0.0,0.047602,1000.0,337.681,2197.96948648,669000,669,-1.17341,0.88433239609,585.0166637897491,2
-0.0371294,0.0,0.0332351,1000.0,264.474,2195.10162215,671000,671,-1.19041,0.885482437909,586.8009350299835,2
-0.0251086,0.0,0.0517551,1000.0,440.792,2204.99163961,673000,673,-1.19756,0.0490274429321,588.5781195163727,2
-0.0418878,0.0,0.0329057,1000.0,256.191,2215.81061534,675000,675,-1.21704,0.658943653107,590.3714594841003,2
-0.0278659,0.0,0.0531183,1000.0,451.195,2227.82953121,677000,677,-1.20661,0.0130947232246,592.156138420105,2
-0.0271699,0.0,0.0414261,1000.0,444.409,2233.07184668,679000,679,-1.18739,0.0148541331291,593.9372153282166,2
-0.0291365,0.0,0.0464197,1000.0,453.094,2237.0807229,681000,681,-1.18285,0.0179826021194,595.728616476059,2
-0.0339941,0.0,0.0435872,1000.0,641.521,2253.84023861,684000,684,-1.18255,0.0233418345451,597.5158441066742,3
-0.0318887,0.0,0.0447363,1000.0,464.546,2258.52842529,686000,686,-1.19379,0.0420468449593,599.3126728534698,2
-0.0436462,0.0,0.0591914,1000.0,313.026,2264.02929621,688000,688,-1.20148,0.927298285067,601.0944745540619,2
-0.0338188,0.0,0.0426269,1000.0,461.329,2280.73385211,690000,690,-1.25097,0.0309790968895,602.8754692077637,2
-0.0495849,0.0,0.0492098,1000.0,182.438,2278.59235379,692000,692,-1.2499,0.96205047518,604.6569423675537,2
-0.0483804,0.0,0.0388416,1000.0,393.61,2279.89014418,694000,694,-1.26011,0.849155277014,606.4376282691956,2
-0.0453999,0.0,0.0477637,1000.0,136.652,2264.30422542,696000,696,-1.27404,0.966200165451,608.2192742824554,2
-0.0328997,0.0,0.0379641,1000.0,467.283,2268.61742894,698000,698,-1.27715,0.0505061745644,610.015811920166,2
-0.0405858,0.0,0.041023,1000.0,513.128,2272.8763493,700000,700,-1.2845,0.837227419019,611.8313956260681,2
-0.0381622,0.0,0.0415741,1000.0,271.496,2264.74311132,702000,702,-1.26706,0.936056606472,613.6103100776672,2
-0.0487127,0.0,0.0300257,1000.0,403.846,2266.6999565,704000,704,-1.28784,0.876287668943,615.4002902507782,2
-0.0359528,0.0,0.0412734,1000.0,279.17,2273.71306471,706000,706,-1.3126,0.923524774611,617.188051700592,2
-0.0365292,0.0,0.0485822,1000.0,533.744,2283.76966011,708000,708,-1.31382,0.850251540542,618.9690496921539,2
-0.0354061,0.0,0.034297,1000.0,281.093,2275.17369493,710000,710,-1.30621,0.909158304334,620.7446513175964,2
-0.0314445,0.0,0.0389253,1000.0,484.104,2280.53819326,712000,712,-1.31066,0.0208683609962,622.5315492153168,2
-0.0190769,0.0,0.0826913,1000.0,471.285,2295.86300436,714000,714,-1.32069,0.0155985951424,624.3278412818909,2
-0.0346508,0.0,0.0400497,1000.0,472.305,2300.94905748,716000,716,-1.33637,0.0684168934822,626.1090919971466,2
-0.0321084,0.0,0.0493649,1000.0,482.057,2309.23307588,718000,718,-1.36757,0.0294982194901,627.8987150192261,2
-0.0305804,0.0,0.046589,1000.0,483.312,2313.55873256,720000,720,-1.35225,0.0669362545013,629.6890041828156,2
-0.0324346,0.0,0.0368227,1000.0,471.267,2316.41521965,722000,722,-1.35648,0.0383969545364,631.4849390983582,2
-0.026352,0.0,0.0702513,1000.0,449.232,2318.50450967,724000,724,-1.35616,0.0428991913795,633.2657451629639,2
-0.0441624,0.0,0.0344676,1000.0,484.271,2310.57512734,727000,727,-1.36341,0.894171752036,635.0780529975891,3
-0.018188,0.0,0.109775,1000.0,476.33,2318.01470003,729000,729,-1.35515,0.0125546455383,636.8598318099976,2
-0.02416,0.0,0.0665654,1000.0,486.699,2328.82100794,731000,731,-1.35249,0.0434907674789,638.672324180603,2
-0.0348919,0.0,0.0283815,1000.0,487.121,2332.58881096,733000,733,-1.3479,0.0556929111481,640.4534294605255,2
-0.0440373,0.0,0.028816,1000.0,303.429,2350.07258829,735000,735,-1.34216,0.835717558861,642.2356719970703,2
-0.033653,0.0,0.0446202,1000.0,490.135,2355.9154111,737000,737,-1.34243,0.0151732563972,644.0316820144653,2
-0.0312846,0.0,0.0380705,1000.0,499.431,2361.01935651,739000,739,-1.34368,0.00546383857727,645.8126134872437,2
-0.0358724,0.0,0.0524102,1000.0,311.066,2362.03969532,741000,741,-1.34216,0.892105512321,647.5936634540558,2
-0.0339279,0.0,0.0331862,1000.0,519.735,2370.03979501,743000,743,-1.3449,0.0300387144089,649.3910572528839,2
-0.0345878,0.0,0.033163,1000.0,523.021,2388.61898209,745000,745,-1.33783,0.0290985107422,651.1726264953613,2
-0.0335069,0.0,0.0277225,1000.0,516.874,2406.95331987,747000,747,-1.33516,0.0344607234001,652.9543035030365,2
-0.0294938,0.0,0.0551017,1000.0,541.623,2421.33985345,749000,749,-1.33912,0.0439805984497,654.7342884540558,2
-0.0409693,0.0,0.0773177,1000.0,378.394,2430.68596483,751000,751,-1.36306,0.925149232149,656.5162003040314,2
-0.0357293,0.0,0.0378838,1000.0,316.272,2424.26717722,753000,753,-1.36787,0.918125450611,658.3127722740173,2
-0.0390699,0.0,0.0353645,1000.0,406.996,2436.04631359,755000,755,-1.38766,0.907493717968,660.1252675056458,2
-0.0246975,0.0,0.0439368,1000.0,517.58,2450.65340666,757000,757,-1.42753,0.027960896492,661.9045612812042,2
-0.0452776,0.0,0.0453675,1000.0,380.332,2457.74326257,759000,759,-1.44655,0.902335055172,663.6872510910034,2
-0.0217332,0.0,0.0581494,1000.0,541.654,2464.42827991,761000,761,-1.45531,0.0042964220047,665.4715437889099,2
-0.0234993,0.0,0.0702801,1000.0,535.853,2472.07522791,763000,763,-1.4845,0.0279160141945,667.2504200935364,2
-0.0322276,0.0,0.0295645,1000.0,564.86,2485.36611269,765000,765,-1.49972,0.0462086200714,669.0314981937408,2
-0.0328309,0.0,0.0469646,1000.0,746.689,2512.05818991,768000,768,-1.50071,0.0648304224014,670.8288843631744,3
-0.0280324,0.0,0.0513026,1000.0,565.879,2524.29553489,770000,770,-1.48917,0.0719086527824,672.6099977493286,2
-0.0294616,0.0,0.0505004,1000.0,578.12,2533.64629934,772000,772,-1.50699,0.0306239724159,674.3924827575684,2
-0.0301769,0.0,0.0468539,1000.0,583.565,2541.0568383,774000,774,-1.55547,0.0503005981445,676.2034757137299,2
-0.0269996,0.0,0.0417413,1000.0,587.226,2550.15813148,776000,776,-1.52151,0.0429278612137,678.0167562961578,2
-0.0412542,0.0,0.0411541,1000.0,435.058,2552.96277794,778000,778,-1.55469,0.854001656175,679.8002872467041,2
-0.0328555,0.0,0.0351614,1000.0,561.215,2559.16776194,780000,780,-1.58532,0.0473118424416,681.594241142273,2
-0.0312586,0.0,0.059708,1000.0,633.414,2566.4084602,782000,782,-1.56696,0.751876011491,683.3780279159546,2
-0.0390656,0.0,0.0325573,1000.0,344.165,2558.04651532,784000,784,-1.6078,0.943909332156,685.1559841632843,2
-0.0189986,0.0,0.0890079,1000.0,601.373,2566.65924386,786000,786,-1.60225,0.0192975401878,686.9379856586456,2
-0.0280422,0.0,0.053928,1000.0,607.055,2582.61371035,788000,788,-1.58149,0.0256534218788,688.7189266681671,2
-0.031901,0.0,0.0526893,1000.0,661.465,2591.6336263,790000,790,-1.55126,0.861957535148,690.5000314712524,2
-0.0276863,0.0,0.0565797,1000.0,352.22,2591.47751483,792000,792,-1.52784,0.935406289995,692.2973635196686,2
-0.0311066,0.0,0.0439218,1000.0,680.232,2602.30675835,794000,794,-1.49308,0.612353026867,694.0786573886871,2
-0.0345433,0.0,0.0410083,1000.0,351.519,2621.60771202,796000,796,-1.52276,0.924417674541,695.8599243164062,2
-0.0387876,0.0,0.0341469,1000.0,692.575,2628.45781933,798000,798,-1.56081,0.658130407333,697.6249301433563,2
-0.0466771,0.0,0.0469856,1000.0,198.417,2626.33303215,800000,800,-1.57223,0.961668476462,699.4068095684052,2
-0.0327987,0.0,0.0546596,1000.0,599.044,2645.63102526,802000,802,-1.59811,0.0828119516373,701.1879034042358,2
-0.0319139,0.0,0.0701255,1000.0,728.774,2657.50797265,804000,804,-1.60035,0.873031914234,702.9689311981201,2
-0.0373563,0.0,0.0383083,1000.0,370.963,2661.20031114,806000,806,-1.63584,0.832980662584,704.7505259513855,2
-0.0416961,0.0,0.0393669,1000.0,469.84,2661.57795096,808000,808,-1.66227,0.907151147723,706.531911611557,2
-0.0465616,0.0,0.0391321,1000.0,740.834,2670.28584035,811000,811,-1.69402,0.892250336707,708.3167612552643,3
-0.0417241,0.0,0.045079,1000.0,411.278,2669.30274747,813000,813,-1.72403,0.90985172987,710.0941262245178,2
-0.0373882,0.0,0.0474526,1000.0,452.524,2666.14549966,815000,815,-1.73055,0.921983808279,711.8909721374512,2
-0.0353124,0.0,0.0493505,1000.0,445.938,2669.56201147,817000,817,-1.74366,0.881855502725,713.6734504699707,2
-0.0465325,0.0,0.036526,1000.0,500.071,2670.08936609,819000,819,-1.74089,0.901405461133,715.4379107952118,2
-0.0400585,0.0,0.0487945,1000.0,392.575,2664.25529998,821000,821,-1.78087,0.943199165165,717.234037399292,2
-0.0346157,0.0,0.0691112,1000.0,446.91,2660.28738265,823000,823,-1.79381,0.931618414819,719.0157825946808,2
-0.0419867,0.0,0.0408145,1000.0,462.372,2664.11321447,825000,825,-1.78717,0.902803301811,720.7973251342773,2
-0.0423594,0.0,0.0594402,1000.0,297.879,2660.94975343,827000,827,-1.81068,0.967719502747,722.5786061286926,2
-0.0383934,0.0,0.0621677,1000.0,571.684,2657.23413695,829000,829,-1.79955,0.945490844548,724.3596742153168,2
-0.0319408,0.0,0.0520941,1000.0,372.405,2653.30637795,831000,831,-1.81819,0.939880505204,726.1411926746368,2
-0.0378208,0.0,0.0528221,1000.0,442.373,2654.20419386,833000,833,-1.81098,0.909274965525,727.921530008316,2
-0.0326599,0.0,0.0457568,1000.0,638.604,2664.35720288,835000,835,-1.79701,0.0430368185043,729.7028832435608,2
-0.0420603,0.0,0.0431626,1000.0,518.149,2666.54977213,837000,837,-1.75839,0.92591534555,731.4850029945374,2
-0.0380177,0.0,0.0401495,1000.0,386.556,2660.48111424,839000,839,-1.76671,0.917494788766,733.2663245201111,2
-0.0345352,0.0,0.0727119,1000.0,561.94,2661.93093674,841000,841,-1.7511,0.9239012748,735.0485210418701,2
-0.0250058,0.0,0.180517,1000.0,381.535,2656.34146157,843000,843,-1.75247,0.901696234941,736.8280596733093,2
-0.0210267,0.0,0.125298,1000.0,626.542,2662.23031219,845000,845,-1.70594,0.100868582726,738.610326051712,2
-0.037345,0.0,0.041989,1000.0,738.758,2666.46828417,847000,847,-1.72484,0.883339032531,740.39133644104,2
-0.040022,0.0,0.0430272,1000.0,483.491,2659.66584365,849000,849,-1.74541,0.890338309109,742.1728239059448,2
-0.0379884,0.0,0.0325424,1000.0,379.252,2666.58862678,851000,851,-1.76093,0.786068871617,743.9537723064423,2
-0.0333807,0.0,0.0449336,1000.0,790.017,2680.32940334,854000,854,-1.77536,0.891742631793,745.7454409599304,3
-0.0335031,0.0,0.0472994,1000.0,615.41,2689.52109895,856000,856,-1.78877,0.153067827225,747.5161654949188,2
-0.0360125,0.0,0.041243,1000.0,682.342,2693.39797498,858000,858,-1.80252,0.0548145771027,749.2972514629364,2
-0.0451202,0.0,0.0585645,1000.0,302.548,2688.71900841,860000,860,-1.82275,0.963899932802,751.0939013957977,2
-0.0341241,0.0,0.0449454,1000.0,672.619,2693.90553281,862000,862,-1.8226,0.0339320898056,752.8599762916565,2
-0.036782,0.0,0.0449899,1000.0,457.867,2685.13402534,864000,864,-1.82019,0.948130130768,754.648205280304,2
-0.0308223,0.0,0.0754689,1000.0,680.911,2689.35310204,866000,866,-1.83127,0.00497567653656,756.4218790531158,2
-0.0289653,0.0,0.0468056,1000.0,686.95,2693.64399574,868000,868,-1.83447,0.0272958874702,758.2028760910034,2
-0.03224,0.0,0.0446903,1000.0,672.237,2698.69984364,870000,870,-1.84121,0.0334576368332,759.9685208797455,2
-0.0273255,0.0,0.0587045,1000.0,677.929,2703.88217481,872000,872,-1.82326,0.0229630470276,761.7810192108154,2
-0.0306202,0.0,0.0491069,1000.0,679.375,2707.9513916,874000,874,-1.80846,0.0291848778725,763.5472815036774,2
-0.0329957,0.0,0.0640135,1000.0,487.211,2695.13452537,876000,876,-1.81397,0.944436807185,765.3450973033905,2
-0.0352711,0.0,0.0531337,1000.0,457.893,2700.12022142,878000,878,-1.7924,0.839944243431,767.1261558532715,2
-0.0443391,0.0,0.0353293,1000.0,432.839,2684.69455827,880000,880,-1.79426,0.95041937381,768.9066321849823,2
-0.0270215,0.0,0.0535314,1000.0,643.094,2686.75056509,882000,882,-1.79361,-0.0155652761459,770.6876382827759,2
-0.043513,0.0,0.0376524,1000.0,410.572,2701.56334185,884000,884,-1.7763,0.780486494303,772.4817140102386,2
-0.0387617,0.0,0.0494392,1000.0,501.29,2694.93506752,886000,886,-1.75027,0.928613059223,774.2502055168152,2
-0.0316482,0.0,0.0370107,1000.0,642.557,2697.67703827,888000,888,-1.77869,0.0467303395271,776.0321953296661,2
-0.0352473,0.0,0.052728,1000.0,650.609,2699.28101909,890000,890,-1.80204,0.0450704097748,777.8437211513519,2
-0.0304764,0.0,0.0547097,1000.0,668.859,2716.93677657,892000,892,-1.81426,0.0723902583122,779.6090960502625,2
-0.0336058,0.0,0.0578556,1000.0,445.495,2714.46527359,894000,894,-1.81121,0.913287013769,781.3905956745148,2
-0.00942194,0.0,0.669958,1000.0,981.207,2727.87673103,897000,897,-1.77995,0.0168664455414,783.172877073288,3
-0.0359956,0.0,0.0320754,1000.0,661.072,2733.88078849,899000,899,-1.79786,0.0755103826523,784.9539904594421,2
-0.034717,0.0,0.0342168,1000.0,629.472,2736.21662872,901000,901,-1.81959,0.0791683197021,786.736177444458,2
-0.0295785,0.0,0.0453581,1000.0,654.286,2736.73789085,903000,903,-1.8069,0.0190177559853,788.5072469711304,2
-0.0328982,0.0,0.0370899,1000.0,651.702,2747.70304281,905000,905,-1.7859,0.0162454843521,790.3133230209351,2
-0.0320164,0.0,0.0389637,1000.0,642.647,2747.14154593,907000,907,-1.76863,0.0237216949463,792.1091077327728,2
-0.032681,0.0,0.0365106,1000.0,636.439,2755.55486115,909000,909,-1.75254,0.057366669178,793.9069480895996,2
-0.02739,0.0,0.0651996,1000.0,636.15,2768.71902171,911000,911,-1.73977,-0.00351047515869,795.6725888252258,2
-0.0314436,0.0,0.043609,1000.0,646.185,2777.40384373,913000,913,-1.77311,0.0710102915764,797.4689652919769,2
-0.0297287,0.0,0.0475901,1000.0,660.757,2789.36123334,915000,915,-1.79237,0.0374329686165,799.250964641571,2
-0.0434673,0.0,0.0362125,1000.0,725.26,2794.25595684,917000,917,-1.80142,0.893547356129,801.0309464931488,2
-0.0522658,0.0,0.0435081,1000.0,159.991,2777.44738294,919000,919,-1.85663,0.979988481849,802.8139023780823,2
-0.0329516,0.0,0.037659,1000.0,659.618,2792.55213933,921000,921,-1.84828,0.0256348848343,804.5950269699097,2
-0.0493732,0.0,0.0479434,1000.0,390.295,2797.96794646,923000,923,-1.8573,0.948966924101,806.374913930893,2
-0.031912,0.0,0.0732873,1000.0,390.791,2789.59403012,925000,925,-1.87426,0.927665993571,808.157074213028,2
-0.0356887,0.0,0.0274271,1000.0,683.103,2816.30014428,927000,927,-1.88638,0.0323657393456,809.9380550384521,2
-0.0450132,0.0,0.0362733,1000.0,590.67,2813.22893176,929000,929,-1.89281,0.924491673708,811.7372043132782,2
-0.0352987,0.0,0.0481795,1000.0,373.118,2821.09701633,931000,931,-1.9376,0.900079548359,813.5157954692841,2
