TimestepsSoFar,EpisodesSoFar,loss_pol_surr,EpRewMean,TimeElapsed,EpThisIter,loss_ent,loss_kl,EpLenMean,loss_pol_entpen,ev_tdlam_before,loss_vf_loss
892900,17858,-0.0138959,-6.30422617892,752.8632376194,41,-4.04328,0.0378041,50.0,0.0,0.952497385442,0.046498
894950,17899,-0.0066393,-6.03259490915,754.5812168121338,41,-4.04328,0.0420309,50.0,0.0,0.950863078237,0.0398791
897000,17940,-0.00770229,-5.88267060438,756.2930784225464,41,-4.03877,0.0437584,50.0,0.0,0.939158741385,0.0526412
899050,17981,-0.0213141,-5.89972812211,758.0268566608429,41,-4.04156,0.0223138,50.0,0.0,0.903836928308,0.0947359
901100,18022,-0.0227872,-6.27561919847,759.730185508728,41,-4.025,0.0254814,50.0,0.0,0.974484613165,0.0388944
903150,18063,-0.00465781,-6.6766413594,761.4806649684906,41,-4.01517,0.0353567,50.0,0.0,0.947457570583,0.0782253
905200,18104,-0.0159153,-6.63450057506,763.1908686161041,41,-4.02375,0.0316903,50.0,0.0,0.946699615568,0.0701776
907250,18145,-0.0172249,-6.50095767849,764.9098560810089,41,-4.05838,0.0350513,50.0,0.0,0.95472605899,0.0526407
909300,18186,-0.010694,-6.66000359106,766.6373841762543,41,-4.07453,0.0535378,50.0,0.0,0.959623761475,0.0410108
911350,18227,0.00370481,-6.3190137365,768.364495754242,41,-4.09117,0.0435715,50.0,0.0,0.914269082248,0.0549251
913400,18268,-0.0116472,-6.01895944716,770.0788774490356,41,-4.13416,0.0418962,50.0,0.0,0.940563756973,0.0815123
915450,18309,-0.0192708,-6.28095024836,771.808696269989,41,-4.13914,0.0355535,50.0,0.0,0.940658554435,0.0892099
917500,18350,-0.00938305,-6.34070427615,773.5547876358032,41,-4.11929,0.0273119,50.0,0.0,0.936556324363,0.0783493
919550,18391,-0.0186554,-6.20230781892,775.280734539032,41,-4.11884,0.0194387,50.0,0.0,0.927461273968,0.0923766
921600,18432,-0.00521219,-6.03250145753,777.0006091594696,41,-4.15066,0.030467,50.0,0.0,0.923544637859,0.115544
923600,18472,-0.0123397,-6.11107706159,778.7266955375671,40,-4.16582,0.0432231,50.0,0.0,0.963586453348,0.0441213
925650,18513,-0.00688069,-6.12634632345,780.4525666236877,41,-4.16331,0.0438445,50.0,0.0,0.926833711565,0.101288
927700,18554,-0.0132766,-6.11056590504,782.1799561977386,41,-4.1712,0.0366513,50.0,0.0,0.958318870515,0.0464991
929750,18595,0.0478498,-6.4041251512,783.8997886180878,41,-4.19346,0.111906,50.0,0.0,0.937680341303,0.115173
931800,18636,-0.0167987,-6.62003209322,785.6339912414551,41,-4.20274,0.0258257,50.0,0.0,0.953330788761,0.0687506
933850,18677,-0.00608036,-6.71455967202,787.3674380779266,41,-4.23033,0.0489195,50.0,0.0,0.937421351671,0.102552
935900,18718,-0.00647702,-6.61455390203,789.0944175720215,41,-4.26167,0.0470243,50.0,0.0,0.934065788984,0.125692
937950,18759,-0.0152798,-6.63449978994,790.8289148807526,41,-4.25002,0.0324795,50.0,0.0,0.946376167238,0.0866143
940000,18800,-0.0179112,-6.18477955451,792.5478210449219,41,-4.25996,0.0401029,50.0,0.0,0.958304733038,0.0484273
942050,18841,-0.00646451,-6.05308822784,794.2749638557434,41,-4.24453,0.0468993,50.0,0.0,0.959802992642,0.0755633
944100,18882,0.0344798,-5.91879100114,795.9962937831879,41,-4.24992,1.08389,50.0,0.0,0.932755917311,0.109028
946150,18923,-0.0243439,-6.47054255916,797.7153697013855,41,-4.25517,0.479754,50.0,0.0,0.875068083405,0.0986465
948200,18964,-0.0201105,-6.67239772243,799.4302487373352,41,-4.26727,0.03771,50.0,0.0,0.908560335636,0.0865564
950250,19005,-0.00355495,-6.6017547305,801.191507101059,41,-4.2576,0.0316242,50.0,0.0,0.922860391438,0.0891334
952300,19046,-0.00483289,-7.07721449329,802.9127507209778,41,-4.25883,0.0374557,50.0,0.0,0.929622396827,0.124395
954350,19087,0.00961532,-7.48464663203,804.6577408313751,41,-4.27628,0.103083,50.0,0.0,0.954109955579,0.0643011
956400,19128,-0.0104221,-7.0130386323,806.3676469326019,41,-4.30359,0.0566349,50.0,0.0,0.918361283839,0.0867115
958450,19169,-0.00666655,-6.58190928525,808.0935373306274,41,-4.25778,0.0500269,50.0,0.0,0.921231813729,0.134003
960500,19210,-0.0151824,-6.31549957232,809.813104391098,41,-4.2688,0.0291698,50.0,0.0,0.934633366764,0.096444
962550,19251,-0.0157875,-6.3482158635,811.5474033355713,41,-4.24488,0.0564407,50.0,0.0,0.92131780833,0.120985
964600,19292,-0.0132046,-6.39297750548,813.2500419616699,41,-4.25768,0.0428281,50.0,0.0,0.938900310546,0.0819166
966650,19333,-0.0137328,-6.66539895956,814.9855785369873,41,-4.25307,0.0234769,50.0,0.0,0.918960109353,0.150112
968700,19374,-0.0188985,-6.70278891743,816.6888108253479,41,-4.22304,0.0427482,50.0,0.0,0.901929318905,0.189312
970750,19415,-0.0129062,-6.6798045423,818.4154598712921,41,-4.22022,0.0426967,50.0,0.0,0.913440525532,0.169093
972800,19456,-0.0125851,-6.47792714456,820.133288860321,41,-4.23851,0.0326904,50.0,0.0,0.918049074709,0.114711
974800,19496,-0.0108384,-6.32182370513,821.8523426055908,40,-4.24939,0.0346595,50.0,0.0,0.925125010312,0.13707
976850,19537,-0.00812864,-6.55372295694,823.5868377685547,41,-4.2585,0.0490715,50.0,0.0,0.890067853034,0.133571
978900,19578,-0.0154037,-6.50448388306,825.3136878013611,41,-4.26365,0.0420047,50.0,0.0,0.928937613964,0.111969
980950,19619,-0.0183204,-6.61650714962,827.0180196762085,41,-4.26269,0.042813,50.0,0.0,0.926353752613,0.131676
983000,19660,-0.00297663,-6.52780462613,828.7544751167297,41,-4.28732,0.0553905,50.0,0.0,0.934514865279,0.0919364
985050,19701,-0.0146201,-6.55215631712,830.472475528717,41,-4.28748,0.0440761,50.0,0.0,0.933080583811,0.100264
987100,19742,0.00599973,-6.40368486497,832.2625210285187,41,-4.30159,0.0519477,50.0,0.0,0.930763863027,0.10074
989150,19783,-0.0128301,-6.54246772884,833.9794318675995,41,-4.29515,0.0312209,50.0,0.0,0.903357110918,0.148741
991200,19824,-0.0162605,-6.39932156357,835.7161121368408,41,-4.30452,0.0506034,50.0,0.0,0.923266388476,0.138686
993250,19865,-0.0185743,-6.47624340503,837.4301226139069,41,-4.29326,0.0246055,50.0,0.0,0.936106070876,0.0948313
995300,19906,0.0102104,-6.47598625831,839.1611251831055,41,-4.30686,0.0536188,50.0,0.0,0.933441229165,0.128553
997350,19947,-0.00574092,-6.77710411313,840.8677077293396,41,-4.30403,0.0407051,50.0,0.0,0.947796560824,0.102113
999400,19988,-0.0195859,-6.56908124106,842.601902961731,41,-4.28805,0.0303687,50.0,0.0,0.939558692276,0.123782
1001450,20029,-0.00665249,-6.94696121571,844.3153507709503,41,-4.31679,0.0562337,50.0,0.0,0.933758452535,0.112112
