TimestepsSoFar,ev_tdlam_before,EpisodesSoFar,EpRewMean,loss_pol_surr,loss_pol_entpen,EpThisIter,loss_ent,loss_kl,TimeElapsed,EpLenMean,loss_vf_loss
945417,-0.0195255279541,1707,940.86,-0.007679,0.0,2,1.22962,0.00621835,744.9745056629181,940.86,69.991
947417,0.0199963450432,1709,940.86,-0.0119718,0.0,2,1.23765,0.00916834,746.5994379520416,940.86,66.8515
949417,0.0736775994301,1711,940.86,-0.0107752,0.0,2,1.24035,0.00519738,748.2018718719482,940.86,43.9555
951417,-0.00565779209137,1713,940.86,-0.00815497,0.0,2,1.23585,0.0116054,749.8114719390869,940.86,70.1476
953417,0.0254927277565,1715,940.86,-0.0111587,0.0,2,1.24504,0.0104732,751.4181041717529,940.86,68.3865
955417,-0.00923025608063,1717,940.86,-0.0123692,0.0,2,1.23039,0.00984405,753.0274748802185,940.86,69.9107
958417,-0.00768220424652,1720,940.86,-0.0101498,0.0,3,1.25266,0.010337,754.6368451118469,940.86,73.7072
960417,-0.00424444675446,1722,940.86,-0.00568549,0.0,2,1.25115,0.0057907,756.2462155818939,940.86,69.2958
962417,0.00197726488113,1724,940.86,-0.00596671,0.0,2,1.26466,0.00490772,757.8580374717712,940.86,67.2345
964417,-0.0267322063446,1726,940.86,-0.0088264,0.0,2,1.26236,0.00547109,759.468697309494,940.86,67.7627
966417,-0.000393867492676,1728,940.86,-0.0101413,0.0,2,1.27233,0.012304,761.085188627243,940.86,67.7422
968417,-0.00863587856293,1730,940.86,-0.0081388,0.0,2,1.27849,0.00791584,762.6992435455322,940.86,68.6001
970417,0.00906211137772,1732,940.86,-0.00964276,0.0,2,1.28202,0.0087507,764.3378427028656,940.86,67.4612
972389,0.0528137087822,1734,940.58,-0.0120098,0.0,2,1.2621,0.0055897,765.9573924541473,940.58,52.6516
974389,-0.00355303287506,1736,940.58,-0.0133483,0.0,2,1.25112,0.0121951,767.5677812099457,940.58,68.3776
976389,0.0376293063164,1738,940.58,-0.0100602,0.0,2,1.27112,0.0102969,769.1843898296356,940.58,67.8326
978389,0.0350783467293,1740,940.58,-0.0107103,0.0,2,1.2714,0.0142412,770.8096959590912,940.58,68.2571
980389,0.194020330906,1742,942.95,-0.0176569,0.0,2,1.27622,0.0147212,772.4345417022705,942.95,78.7335
982389,0.02444845438,1744,942.95,-0.014154,0.0,2,1.24842,0.00744429,774.0521204471588,942.95,64.7201
984389,0.0516937971115,1746,942.95,-0.00545896,0.0,2,1.24587,0.0111401,775.6769268512726,942.95,66.2322
986389,0.138121962547,1748,949.01,-0.0104836,0.0,2,1.24835,0.00691445,777.2933359146118,949.01,64.7898
988389,-0.06938123703,1750,949.01,-0.011193,0.0,2,1.26475,0.00804946,778.9035971164703,949.01,69.2527
990389,0.0707900524139,1752,955.8,-0.0119659,0.0,2,1.2792,0.00684403,780.5451583862305,955.8,62.5726
992389,-0.0149050951004,1754,955.8,-0.0130712,0.0,2,1.29929,0.0071315,782.1616289615631,955.8,68.3601
994389,0.0141555666924,1756,964.46,-0.0131437,0.0,2,1.30345,0.00971258,783.7855362892151,964.46,65.1865
996389,-0.00503075122833,1758,978.06,-0.0105504,0.0,2,1.31085,0.00526936,785.4031648635864,978.06,66.9344
999389,-0.0116002559662,1761,978.06,-0.00877978,0.0,3,1.32029,0.00735102,787.0196869373322,978.06,96.3656
1001389,-0.0116267204285,1763,978.06,-0.0106755,0.0,2,1.31408,0.00335595,788.6459066867828,978.06,67.3983
