loss_pol_entpen,loss_ent,EpLenMean,EpThisIter,EpRewMean,loss_pol_surr,EpisodesSoFar,loss_kl,TimeElapsed,TimestepsSoFar,ev_tdlam_before,loss_vf_loss
0.0,-0.600405,879.08,2,8213.32965541,-0.00779924,5022,0.0138554,774.7521119117737,898888,0.0164715051651,5892.07
0.0,-0.601319,879.08,2,8213.34055473,-0.0075724,5024,0.00424196,776.5032556056976,900888,0.176935851574,3784.54
0.0,-0.597448,876.19,2,8186.35985545,-0.0128806,5026,0.00936314,778.2689290046692,902599,0.297363996506,4904.09
0.0,-0.61131,876.19,2,8186.39842649,-0.00930295,5028,0.0108945,780.0195014476776,904599,0.00733888149261,5860.69
0.0,-0.632883,892.89,2,8342.59422789,0.00183238,5030,0.0173757,781.7819864749908,906599,0.043566763401,5441.53
0.0,-0.632739,901.97,2,8427.52224662,-0.00339022,5032,0.0117669,783.5422413349152,908599,0.134803175926,6250.44
0.0,-0.617401,904.79,3,8453.96620637,-0.00690819,5035,0.0143667,785.2922668457031,911317,0.204625666142,6006.74
0.0,-0.61039,904.79,2,8453.92474645,-0.00602686,5037,0.00814574,787.0569581985474,913317,-0.0681169033051,6049.77
0.0,-0.598717,904.79,2,8453.9063895,-0.0077799,5039,0.0126175,788.8151390552521,915317,-0.00137269496918,5994.47
0.0,-0.605712,904.79,2,8453.88284184,-0.00704897,5041,0.0142296,790.5809662342072,917317,-0.00280058383942,5932.14
0.0,-0.620613,897.3,2,8383.85899405,-0.0112346,5043,0.0098136,792.3320231437683,918568,0.389908969402,3980.42
0.0,-0.604102,893.29,3,8346.37294655,-0.0121046,5046,0.0117462,794.0977425575256,921167,0.454867720604,5993.66
0.0,-0.595074,893.29,2,8346.33822113,-0.00728706,5048,0.00701691,795.8461875915527,923167,-0.00272834300995,6014.31
0.0,-0.567785,893.29,2,8346.32390647,-0.00990164,5050,0.0126684,797.6043212413788,925167,-0.00140976905823,6002.51
0.0,-0.565914,893.29,2,8346.31714173,-0.00512929,5052,0.0139765,799.3562514781952,927167,-0.0377184152603,5990.19
0.0,-0.553538,893.29,2,8346.3025458,-0.0089524,5054,0.0135525,801.1219651699066,929167,-0.00881671905518,5996.6
0.0,-0.547066,894.81,2,8360.42399296,-0.0101887,5056,0.0212883,802.8609237670898,931167,-0.182749867439,6174.55
0.0,-0.565361,894.81,2,8360.37300906,-0.00547864,5058,0.0076483,804.6496789455414,933167,-0.00481152534485,5952.97
0.0,-0.544986,891.91,3,8333.14399041,-0.0134226,5061,0.0150745,806.4146974086761,935877,0.257396996021,6220.88
0.0,-0.540367,901.13,2,8419.27803273,-0.0137271,5063,0.0112799,808.1689238548279,937877,0.0192722082138,5028.93
0.0,-0.532442,901.13,2,8419.30199917,-0.00734139,5065,0.0176918,809.9186081886292,939877,-0.00330007076263,5969.37
0.0,-0.522143,905.94,2,8464.3161,-0.00662936,5067,0.0105846,811.693101644516,941877,-0.00420558452606,5981.5
0.0,-0.508683,905.94,2,8464.31845792,-0.00781256,5069,0.0196176,813.4440741539001,943877,-0.00169765949249,5957.82
0.0,-0.482559,905.94,2,8464.30278336,-0.0121324,5071,0.0131456,815.2125670909882,945877,-0.00850975513458,5968.27
0.0,-0.497559,916.3,3,8561.10019611,-0.0112568,5074,0.0101507,816.9817976951599,948216,0.192310929298,7042.29
0.0,-0.519257,916.22,3,8560.38658509,-0.0134255,5077,0.00973833,818.7678716182709,949442,0.559263974428,5081.91
0.0,-0.501234,919.71,2,8593.00329048,-0.00686566,5079,0.00762234,820.5167741775513,951442,-0.0103112459183,5946.73
0.0,-0.519051,914.39,3,8543.2392133,-0.00799649,5082,0.0127513,822.2845158576965,953910,0.296965956688,7450.95
0.0,-0.546757,914.39,2,8543.2632581,-0.00735884,5084,0.0120333,824.035679101944,955910,-0.00166642665863,5924.19
0.0,-0.551624,905.6,3,8461.09546024,-0.0131624,5087,0.0187447,825.8140687942505,958031,0.196274697781,5922.76
0.0,-0.541395,910.35,2,8505.48948811,-0.00528874,5089,0.00786055,827.5420300960541,960031,-0.000835180282593,5892.29
0.0,-0.541566,910.35,2,8505.5191795,-0.0082481,5091,0.0109453,829.3086853027344,962031,-0.00326561927795,5902.18
0.0,-0.548542,905.51,3,8460.23442203,-0.00721295,5094,0.0103841,831.0576796531677,964547,0.244128346443,7644.09
0.0,-0.542849,905.51,2,8460.17142492,-0.00660883,5096,0.0121513,832.8358118534088,966547,-0.0172307491302,5933.15
0.0,-0.534306,900.28,3,8411.28225124,-0.00687488,5099,0.0273275,834.5820336341858,968143,0.374401092529,6345.01
0.0,-0.553501,912.64,2,8526.74567313,-0.0110963,5101,0.0150336,836.355792760849,970143,-0.126388192177,5969.74
0.0,-0.550892,919.56,2,8591.3409901,-0.00898457,5103,0.0181153,838.1166734695435,971856,0.317353606224,3399.81
0.0,-0.542845,919.56,2,8591.33882402,-0.00733623,5105,0.00847548,839.8857367038727,973856,-0.102952718735,6024.49
0.0,-0.552731,910.91,3,8510.46989758,-0.0114919,5108,0.0101629,841.6198606491089,975991,0.537923693657,3547.48
0.0,-0.541894,910.91,2,8510.43640023,-0.00715237,5110,0.0117774,843.4247841835022,977991,-0.0169253349304,5962.74
0.0,-0.547703,901.35,3,8421.04124386,-0.0103625,5113,0.0136555,845.1854617595673,980023,0.308215022087,6201.24
0.0,-0.546805,893.57,3,8348.26187812,-0.00859981,5116,0.0124525,846.9617214202881,982245,0.296161770821,6493.51
0.0,-0.559188,889.01,3,8305.45014638,-0.0108362,5119,0.0239064,848.7198972702026,984789,0.213570535183,9337.54
0.0,-0.572613,878.32,3,8205.41494078,0.00291259,5122,0.0273237,850.4729025363922,986720,0.515843629837,5589.42
0.0,-0.593172,878.32,2,8205.35591389,-0.0101402,5124,0.00857677,852.23748087883,988720,-0.0190081596375,6245.07
0.0,-0.584351,881.21,2,8232.34534217,-0.00957141,5126,0.00376727,854.0247797966003,990720,-0.0178914070129,5843.28
0.0,-0.585977,881.21,2,8232.31793656,-0.00932611,5128,0.0129743,855.7854955196381,992720,-0.0114010572433,5875.25
0.0,-0.575663,881.21,2,8232.24864723,-0.00849808,5130,0.0101296,857.5528512001038,994720,-0.0141077041626,5887.92
0.0,-0.55864,881.21,2,8232.19810907,-0.00445917,5132,0.0153446,859.3066203594208,996720,-0.00426650047302,5917.96
0.0,-0.582243,884.03,2,8258.46799466,-0.00851059,5134,0.0224977,861.070704460144,998720,-0.00151896476746,5922.55
0.0,-0.588278,838.28,7,7830.54060867,-0.0179065,5141,0.00887642,862.8373219966888,1001145,0.642271727324,7306.7
