EpRewMean,EpisodesSoFar,loss_vf_loss,ev_tdlam_before,loss_ent,loss_pol_surr,EpLenMean,loss_pol_entpen,EpThisIter,TimestepsSoFar,loss_kl,TimeElapsed
858.74,1655,68.2184,-0.000469446182251,0.988045,-0.00911364,858.74,0.0,2,922718,0.00998891,741.1730713844299
858.74,1657,68.3086,-0.000158905982971,1.0136,-0.0100167,858.74,0.0,2,924718,0.00946278,742.8123145103455
858.74,1660,99.2398,-0.000404119491577,1.01657,-0.0101426,858.74,0.0,3,927718,0.00927388,744.4527266025543
866.18,1662,67.6788,-2.14576721191e-05,1.01946,-0.00713253,866.18,0.0,2,929718,0.00695067,746.1092700958252
867.84,1664,67.8764,-0.000166535377502,1.0324,-0.00769329,867.84,0.0,2,931718,0.0112832,747.7503960132599
875.17,1666,68.0339,-0.000240445137024,1.03832,-0.00530011,875.17,0.0,2,933718,0.00577318,749.3910670280457
887.91,1668,68.1489,-0.000144362449646,1.04073,-0.00564638,887.91,0.0,2,935718,0.00941242,751.0472776889801
899.59,1670,67.9888,0.000394344329834,1.02714,-0.00774279,899.59,0.0,2,937718,0.0126547,752.6870901584625
896.95,1672,61.9578,0.021532535553,1.01348,-0.00827321,896.95,0.0,2,939454,0.00570563,754.3125174045563
896.95,1674,68.3786,-0.0149869918823,1.02581,-0.00975342,896.95,0.0,2,941454,0.00991878,755.9685935974121
880.86,1678,122.313,0.0756449103355,1.01179,-0.010268,880.86,0.0,4,943845,0.00589486,757.5935842990875
895.94,1680,66.9416,-0.0443097352982,1.01903,-0.0084841,895.94,0.0,2,945845,0.0131022,759.234215259552
910.42,1682,67.0274,-0.00126194953918,1.02635,-0.00532497,910.42,0.0,2,947845,0.0109066,760.8749964237213
924.55,1684,67.3629,-0.0114833116531,1.02411,-0.0121988,924.55,0.0,2,949845,0.0192446,762.5157146453857
930.46,1686,67.5676,9.59634780884e-05,1.03321,-0.00877377,930.46,0.0,2,951845,0.0112721,764.1560173034668
931.2,1688,64.2471,0.0116505622864,1.04213,-0.00960589,931.2,0.0,2,953845,0.0117835,765.7855885028839
945.46,1690,67.999,-0.00263142585754,1.0141,-0.0110003,945.46,0.0,2,955845,0.0110671,767.4378361701965
945.46,1692,68.0766,-0.000468134880066,1.0279,-0.0049033,945.46,0.0,2,957845,0.00429248,769.0792107582092
945.46,1694,68.1316,-0.00456726551056,1.02343,-0.00832215,945.46,0.0,2,959845,0.00871299,770.718875169754
938.13,1697,99.6555,0.00109642744064,1.00614,-0.0110784,938.13,0.0,3,962112,0.00903828,772.3433992862701
938.13,1699,67.4747,0.348784267902,0.999672,-0.0127425,938.13,0.0,2,964112,0.0157206,773.9999458789825
938.13,1701,67.0799,-0.000136494636536,1.01752,-0.00798428,938.13,0.0,2,966112,0.0122829,775.6252501010895
938.13,1703,67.3474,-6.3419342041e-05,1.02061,-0.00652486,938.13,0.0,2,968112,0.00808706,777.2826778888702
938.13,1705,67.5116,5.9187412262e-05,1.03051,-0.0106003,938.13,0.0,2,970112,0.0084379,778.906450510025
937.81,1707,64.0937,0.00489300489426,1.01718,-0.0142373,937.81,0.0,2,972080,0.00817322,780.5475285053253
937.81,1709,65.9793,-0.00441861152649,0.997303,-0.00813089,937.81,0.0,2,974080,0.0164632,782.1934194564819
911.58,1714,34.2517,0.772765800357,1.00729,-0.0110012,911.58,0.0,5,976457,0.0123962,783.8285443782806
907.77,1716,33.6972,0.774029955268,1.01163,-0.0117668,907.77,0.0,2,978076,0.014238,785.469203710556
907.77,1718,60.4001,0.0788178443909,1.00819,-0.00831529,907.77,0.0,2,980076,0.00769826,787.1095571517944
907.77,1720,71.0585,-0.00154197216034,1.00022,-0.00932089,907.77,0.0,2,982076,0.0208685,788.7500607967377
915.84,1723,104.04,-0.00671696662903,1.0286,-0.00731621,915.84,0.0,3,985076,0.00655858,790.3903360366821
915.84,1725,69.3577,-0.000221490859985,1.03807,-0.00468617,915.84,0.0,2,987076,0.00778586,792.0470774173737
915.84,1727,69.1944,-0.000412821769714,1.06115,-0.00435922,915.84,0.0,2,989076,0.0058384,793.6719644069672
908.11,1729,39.8262,0.0472472906113,1.05279,-0.0129701,908.11,0.0,2,990303,0.0100358,795.3282334804535
908.11,1731,69.7085,-0.00889694690704,1.0363,-0.00807562,908.11,0.0,2,992303,0.00895869,796.9530749320984
913.99,1734,101.155,-0.00303196907043,1.04795,-0.00727024,913.99,0.0,3,995303,0.0075796,798.5945932865143
920.54,1736,52.7822,0.179650366306,1.03734,-0.00949007,920.54,0.0,2,996529,0.00497453,800.2347667217255
910.75,1740,128.963,-0.0931547880173,1.02379,-0.0116024,910.75,0.0,4,998793,0.00463551,801.875129699707
910.75,1742,66.0562,-0.0408537387848,1.01736,-0.0100759,910.75,0.0,2,1000793,0.00563735,803.531375169754
