EpLenMean,EpThisIter,loss_ent,TimestepsSoFar,EpRewMean,EpisodesSoFar,loss_vf_loss,loss_pol_entpen,loss_pol_surr,ev_tdlam_before,TimeElapsed,loss_kl
1000.0,2,0.558907,407000,1203.07689326,407,111.769,0.0,-0.0278125,0.0453904867172,356.9851734638214,0.0446763
1000.0,2,0.559632,409000,1203.67151522,409,110.218,0.0,-0.034777,0.0432767868042,358.7821660041809,0.0292632
1000.0,2,0.594288,411000,1203.07416473,411,112.499,0.0,-0.0331256,0.159413337708,360.5630967617035,0.0447612
1000.0,2,0.552433,413000,1204.53445819,413,113.098,0.0,-0.0392822,0.0681874155998,362.3599228858948,0.0219972
1000.0,2,0.5666,415000,1205.46325762,415,112.34,0.0,-0.0339178,0.164189457893,364.1724352836609,0.0279442
1000.0,2,0.552228,417000,1207.77582045,417,116.903,0.0,-0.0300801,0.09358304739,365.95316529273987,0.0358908
1000.0,2,0.526057,419000,1209.4340831,419,111.442,0.0,-0.0306341,0.0694751739502,367.7189235687256,0.0333765
1000.0,2,0.53587,421000,1212.23566996,421,116.799,0.0,-0.0252167,0.0582885742188,369.5159389972687,0.0432632
1000.0,2,0.535627,423000,1213.8241941,423,120.779,0.0,-0.0409747,0.279298186302,371.2979986667633,0.034983
1000.0,2,0.564097,425000,1215.55157473,425,119.547,0.0,-0.0343993,0.0673219561577,373.0939519405365,0.0235062
1000.0,3,0.568765,428000,1217.2916921,428,166.064,0.0,-0.0378428,0.0636104345322,374.87487387657166,0.0317389
1000.0,2,0.537088,430000,1219.45533444,430,118.609,0.0,-0.0355147,0.0642335414886,376.6724729537964,0.0290452
1000.0,2,0.506655,432000,1220.98852731,432,117.749,0.0,-0.0350095,0.0621032118797,378.45342540740967,0.0379135
1000.0,2,0.523319,434000,1223.32095815,434,120.04,0.0,-0.0313273,0.102509081364,380.250070810318,0.0385511
1000.0,2,0.488001,436000,1223.93474012,436,122.503,0.0,-0.0381452,0.0761029720306,382.01641631126404,0.0261345
1000.0,2,0.469169,438000,1225.34616129,438,116.78,0.0,-0.0326612,0.0782678723335,383.8071448802948,0.0430519
1000.0,2,0.461707,440000,1226.24374447,440,123.256,0.0,-0.0282393,0.0729094147682,385.5944678783417,0.044086
1000.0,2,0.427082,442000,1227.22289047,442,121.807,0.0,-0.035931,0.144885063171,387.375501871109,0.0340765
1000.0,2,0.372801,444000,1227.53203072,444,124.788,0.0,-0.0381106,0.231830477715,389.15750193595886,0.0297259
1000.0,2,0.360768,446000,1229.80841195,446,120.782,0.0,-0.0343143,0.0938873291016,390.95453357696533,0.035372
1000.0,2,0.343422,448000,1231.89040904,448,124.323,0.0,-0.035929,0.107239603996,392.73567819595337,0.0271146
1000.0,2,0.364958,450000,1232.77984457,450,120.755,0.0,-0.0371878,0.1145003438,394.53233003616333,0.0317672
1000.0,2,0.335272,452000,1235.38870389,452,126.093,0.0,-0.0371407,0.106073141098,396.31304717063904,0.0247935
1000.0,2,0.368529,454000,1237.47884585,454,123.319,0.0,-0.0340946,0.123425245285,398.1095905303955,0.0269557
1000.0,2,0.343846,456000,1240.73907341,456,127.793,0.0,-0.0286032,0.134342670441,399.8906717300415,0.036947
1000.0,2,0.310713,458000,1242.87413555,458,124.781,0.0,-0.0377957,0.100512444973,401.68749046325684,0.0219816
