loss_pol_surr,loss_kl,loss_ent,EpThisIter,TimeElapsed,EpLenMean,ev_tdlam_before,loss_vf_loss,loss_pol_entpen,EpRewMean,EpisodesSoFar,TimestepsSoFar
-0.034913,0.0393949,-1.78509,2,806.2344300746918,1000.0,0.0506073832512,158.186,0.0,1421.33061935,919,919000
-0.0380162,0.0299337,-1.78988,2,808.0320236682892,1000.0,0.106550335884,162.162,0.0,1421.49619989,921,921000
-0.0380663,0.0369017,-1.80981,2,809.8281004428864,1000.0,0.0416796207428,161.019,0.0,1420.90131761,923,923000
-0.0367266,0.0352239,-1.81558,2,811.6093273162842,1000.0,0.0659730434418,158.083,0.0,1422.32049375,925,925000
-0.0353691,0.036203,-1.80538,2,813.4117999076843,1000.0,0.0949767827988,158.294,0.0,1423.03552593,927,927000
-0.0381351,0.0352957,-1.81768,2,815.1880285739899,1000.0,0.0209706425667,151.959,0.0,1423.32659245,929,929000
0.03983,1.48809,-1.79879,2,816.9999289512634,1000.0,0.230949640274,156.641,0.0,1424.50847789,931,931000
-0.0374436,0.0466753,-1.79956,2,818.8143880367279,1000.0,0.451869487762,97.225,0.0,1407.14607353,933,933000
-0.010051,0.0954825,-1.76157,2,820.6718380451202,1000.0,0.103050470352,37.7966,0.0,1374.15032515,935,935000
-0.056087,0.0304487,-1.77772,2,822.469340801239,1000.0,0.876329958439,84.8978,0.0,1351.71818679,937,937000
-0.0212964,0.0513761,-1.78917,3,824.2981925010681,1000.0,-1.53724765778,44.0375,0.0,1316.55918936,940,940000
-0.0504869,0.0419751,-1.81943,2,826.0784537792206,1000.0,0.546143561602,98.8057,0.0,1313.16030074,942,942000
-0.0490987,0.0389083,-1.84627,2,827.8753626346588,1000.0,0.699480652809,113.837,0.0,1309.63570756,944,944000
-0.0533915,0.0554556,-1.85149,2,829.6878476142883,1000.0,0.9360710904,77.6396,0.0,1291.29425485,946,946000
-0.0490624,0.0469468,-1.86663,2,831.4862658977509,1000.0,0.854358673096,139.094,0.0,1281.06682471,948,948000
-0.0401681,0.0440115,-1.87581,2,833.2662944793701,1000.0,0.471058547497,125.619,0.0,1295.89787923,950,950000
-0.0507089,0.0339621,-1.90699,2,835.0639233589172,1000.0,0.832604303956,139.603,0.0,1290.30442955,952,952000
-0.0344577,0.0399993,-1.88467,2,836.8594982624054,1000.0,0.0388114452362,124.328,0.0,1306.68628057,954,954000
-0.0330251,0.0533766,-1.89837,2,838.6423208713531,1000.0,0.0561984181404,125.808,0.0,1304.51031352,956,956000
-0.0338441,0.0437625,-1.9101,2,840.4381380081177,1000.0,0.0667392611504,127.824,0.0,1303.1173726,958,958000
-0.0345064,0.0513743,-1.91792,2,842.2199246883392,1000.0,0.137529611588,132.75,0.0,1300.98104274,960,960000
-0.0307548,0.0405826,-1.92956,2,844.0161209106445,1000.0,0.0576484203339,132.23,0.0,1300.03893843,962,962000
-0.0312125,0.057646,-1.93082,2,845.8093252182007,1000.0,0.0676701068878,131.886,0.0,1299.17496802,964,964000
-0.0339094,0.0430485,-1.95119,2,847.5952155590057,1000.0,0.0244392752647,136.153,0.0,1299.3021286,966,966000
-0.0381003,0.0261809,-1.96161,2,849.3828022480011,1000.0,0.0875582695007,138.309,0.0,1299.33128194,968,968000
-0.0308006,0.0452491,-1.99772,2,851.1724245548248,1000.0,0.0243072509766,137.992,0.0,1299.86589518,970,970000
-0.0311198,0.0417915,-2.01079,2,852.9533488750458,1000.0,0.0574468374252,136.564,0.0,1299.09647161,972,972000
-0.0328522,0.0462406,-1.99395,2,854.7506573200226,1000.0,0.0526337623596,144.998,0.0,1298.27269491,974,974000
-0.0359826,0.0405337,-1.99654,2,856.5471737384796,1000.0,0.0750180482864,143.403,0.0,1298.0207206,976,976000
-0.0387702,0.0390257,-1.98613,2,858.3284871578217,1000.0,0.0533270835876,152.21,0.0,1298.41589464,978,978000
-0.0403697,0.0299245,-1.974,2,860.109340429306,1000.0,0.0719757080078,145.354,0.0,1298.3923476,980,980000
-0.0327598,0.0365634,-1.99573,3,861.8920564651489,1000.0,0.0429434776306,186.944,0.0,1297.14297695,983,983000
-0.033926,0.0463395,-2.02352,2,863.6723346710205,1000.0,0.044971704483,138.497,0.0,1295.9235261,985,985000
-0.0277046,0.0501523,-2.0584,2,865.4811520576477,1000.0,0.0358493924141,141.15,0.0,1295.16504743,987,987000
-0.0259531,0.0767389,-2.0223,2,867.2655308246613,1000.0,0.0217107534409,142.835,0.0,1294.07719271,989,989000
-0.0276331,0.0542646,-2.01435,2,869.0633153915405,1000.0,0.0474931001663,144.625,0.0,1292.6479249,991,991000
-0.0359572,0.0472563,-2.0486,2,870.8439421653748,1000.0,0.0525419712067,149.689,0.0,1292.62958037,993,993000
-0.0330802,0.05045,-2.07143,2,872.6425664424896,1000.0,0.0533912181854,148.635,0.0,1292.58996746,995,995000
-0.0314284,0.049651,-2.07621,2,874.4230189323425,1000.0,0.03843998909,151.134,0.0,1292.74533039,997,997000
-0.0314951,0.059337,-2.08095,2,876.2186686992645,1000.0,0.0460857152939,150.513,0.0,1291.99113955,999,999000
-0.0294494,0.0411723,-2.08294,2,878.0160386562347,1000.0,0.029633462429,146.297,0.0,1291.69022485,1001,1001000
