EpLenMean,loss_ent,EpRewMean,TimestepsSoFar,EpThisIter,loss_pol_entpen,loss_vf_loss,ev_tdlam_before,loss_pol_surr,loss_kl,TimeElapsed,EpisodesSoFar
885.31,1.2952,885.31,951813,2,0.0,67.5863,-0.0149388313293,-0.0104598,0.00882658,754.0770235061646,1761
880.69,1.31487,880.69,954351,3,0.0,90.4503,0.0158243775368,-0.0114262,0.00863088,755.7221794128418,1764
874.8,1.32605,874.8,955762,2,0.0,59.2463,-0.015539765358,-0.0156777,0.00838529,757.3632352352142,1766
874.8,1.31295,874.8,957762,2,0.0,67.7569,-0.0171672105789,-0.0120797,0.00954226,758.9960021972656,1768
875.19,1.29912,875.19,960453,3,0.0,87.2266,0.0324720740318,-0.0154343,0.00914521,760.6225385665894,1771
875.19,1.29179,875.19,962453,2,0.0,61.082,-0.0490829944611,-0.0121649,0.00830179,762.2559726238251,1773
873.24,1.28871,873.24,964258,2,0.0,66.0501,0.00644075870514,-0.0133626,0.0121115,763.8796021938324,1775
873.24,1.32595,873.24,966258,2,0.0,67.7022,-0.0255024433136,-0.00790174,0.011235,765.52183842659,1777
879.07,1.32751,879.07,968258,2,0.0,67.6052,-0.0111409425735,-0.00898489,0.00507718,767.1617252826691,1779
879.07,1.3337,879.07,970258,2,0.0,67.7149,-0.00175845623016,-0.0114822,0.00751335,768.8023467063904,1781
879.07,1.33778,879.07,972258,2,0.0,67.9058,-0.00332343578339,-0.0111249,0.0109163,770.4429657459259,1783
879.07,1.32303,879.07,974258,2,0.0,67.9875,-0.00455021858215,-0.00963739,0.0159514,772.0835871696472,1785
872.69,1.31372,872.69,976620,3,0.0,81.8516,0.00999295711517,-0.00944779,0.0106325,773.7085809707642,1788
874.99,1.30395,874.99,978620,2,0.0,67.9219,-0.00186741352081,-0.00774451,0.00509091,775.3492014408112,1790
874.99,1.31745,874.99,980620,2,0.0,68.0082,-0.00294613838196,-0.00856593,0.0105984,776.9753985404968,1792
868.97,1.32152,868.97,983018,3,0.0,72.6335,0.0891247391701,-0.0133885,0.00720002,778.6307575702667,1795
878.7,1.32586,878.7,985018,2,0.0,70.8251,-0.0933347940445,-0.0109051,0.00905132,780.2713761329651,1797
886.56,1.33397,886.56,987018,2,0.0,48.1744,0.0327915549278,-0.0138835,0.00901901,781.8963720798492,1799
886.56,1.32468,886.56,989018,2,0.0,69.519,-0.0371462106705,-0.010047,0.0070075,783.5369923114777,1801
893.09,1.31974,893.09,991018,2,0.0,65.9893,0.0203343033791,-0.010506,0.00848318,785.1814947128296,1803
893.09,1.32492,893.09,993018,2,0.0,67.5047,-0.00559318065643,-0.00913926,0.00699163,786.8068044185638,1805
893.09,1.33489,893.09,995018,2,0.0,61.7314,-0.0175235271454,-0.00836709,0.00682731,788.4476752281189,1807
893.09,1.331,893.09,997018,2,0.0,36.9217,0.0613505840302,-0.00828649,0.0107095,790.1030945777893,1809
895.87,1.33451,895.87,999018,2,0.0,68.3991,-0.0414524078369,-0.0123195,0.00769718,791.740170955658,1811
895.87,1.32957,895.87,1001018,2,0.0,69.4709,-0.023322224617,-0.0113246,0.00861447,793.3495416641235,1813
